survey version standard standard_catagory shift DES-g DES-r DES-i DES-z 
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd020630_v2.fits stis_ngsl_v2 -10 5.107 4.643 4.53 4.503
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g192-43_v2.fits stis_ngsl_v2 -10 10.483 10.228 10.197 10.215
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd055057_v2.fits stis_ngsl_v2 -10 5.471 5.403 5.466 5.509
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g17-25_v2.fits stis_ngsl_v2 -10 9.932 9.362 9.177 9.095
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd193281_v2.fits stis_ngsl_v2 -10 6.678 6.826 6.975 7.033
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd134440_v2.fits stis_ngsl_v2 -10 9.799 9.093 8.87 8.768
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd036960_v2.fits stis_ngsl_v2 -10 4.516 5.026 5.384 5.661
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd041661_v2.fits stis_ngsl_v2 -10 7.603 7.344 7.334 7.367
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd720094_v2.fits stis_ngsl_v2 -10 10.081 9.82 9.756 9.77
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd094028_v2.fits stis_ngsl_v2 -10 8.377 8.064 7.992 7.995
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd006229_v2.fits stis_ngsl_v2 -10 8.893 8.34 8.147 8.048
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd122064_v2.fits stis_ngsl_v2 -10 6.934 6.062 5.829 5.718
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd102780_v2.fits stis_ngsl_v2 -10 8.932 7.536 6.891 6.55
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd128000_v2.fits stis_ngsl_v2 -10 6.41 5.11 4.598 4.326
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd170973_v2.fits stis_ngsl_v2 -10 6.302 6.549 6.789 6.913
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd142091_v2.fits stis_ngsl_v2 -10 5.209 4.432 4.223 4.124
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd021742_v2.fits stis_ngsl_v2 -10 8.345 7.73 7.591 7.525
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd090862_v2.fits stis_ngsl_v2 -10 9.263 8.039 7.575 7.307
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd017081_v2.fits stis_ngsl_v2 -10 4.058 4.437 4.718 4.882
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd224801_v2.fits stis_ngsl_v2 -10 6.264 6.538 6.783 6.945
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd167105_v2.fits stis_ngsl_v2 -10 9.018 9.267 9.503 9.571
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd019445_v2.fits stis_ngsl_v2 -10 8.194 7.889 7.806 7.806
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd047839_v2.fits stis_ngsl_v2 -10 4.445 4.959 5.316 5.595
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd072505_v2.fits stis_ngsl_v2 -10 6.746 5.826 5.563 5.406
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd193495_v2.fits stis_ngsl_v2 -10 3.408 2.794 2.601 2.484
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd292091_v2.fits stis_ngsl_v2 -10 10.487 10.145 10.064 10.056
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd018769_v2.fits stis_ngsl_v2 -10 5.873 5.987 6.15 6.257
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd660268_v2.fits stis_ngsl_v2 -10 10.318 9.903 9.768 9.703
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g234-28_v2.fits stis_ngsl_v2 -10 11.274 10.965 10.902 10.919
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd190360_v2.fits stis_ngsl_v2 -10 6.051 5.544 5.434 5.384
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd132475_v2.fits stis_ngsl_v2 -10 8.767 8.378 8.253 8.216
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd195434_v2.fits stis_ngsl_v2 -10 9.691 8.941 8.671 8.532
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd185351_v2.fits stis_ngsl_v2 -10 5.554 4.858 4.679 4.599
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd029574_v2.fits stis_ngsl_v2 -10 8.979 7.753 7.256 6.97
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g196-48_v2.fits stis_ngsl_v2 -10 10.535 10.173 10.076 10.058
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g114-26_v2.fits stis_ngsl_v2 -10 9.82 9.5 9.42 9.417
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g019-013_v2.fits stis_ngsl_v2 -10 8.242 7.169 6.794 6.61
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd160346_v2.fits stis_ngsl_v2 -10 6.92 6.13 5.88 5.759
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd003360_v2.fits stis_ngsl_v2 -10 3.45 3.912 4.238 4.48
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd074088_v2.fits stis_ngsl_v2 -10 7.461 6.042 5.465 5.118
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd078479_v2.fits stis_ngsl_v2 -10 7.698 6.749 6.479 6.316
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd174708_v2.fits stis_ngsl_v2 -10 9.664 9.403 9.359 9.365
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd188262_v2.fits stis_ngsl_v2 -10 8.058 7.39 7.182 7.047
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd+381670_v2.fits stis_ngsl_v2 -10 9.662 9.225 9.08 9.011
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd065714_v2.fits stis_ngsl_v2 -10 6.279 5.533 5.333 5.234
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd201601_v2.fits stis_ngsl_v2 -10 4.764 4.737 4.851 4.947
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd164058_v2.fits stis_ngsl_v2 -10 2.916 1.642 1.133 0.854
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd034078_v2.fits stis_ngsl_v2 -10 6.049 5.931 5.945 5.999
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd115617_v2.fits stis_ngsl_v2 -10 5.006 4.495 4.376 4.351
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd036702_v2.fits stis_ngsl_v2 -10 8.878 7.858 7.484 7.282
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g021-024_v2.fits stis_ngsl_v2 -10 9.467 8.249 7.816 7.617
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd063791_v2.fits stis_ngsl_v2 -10 8.288 7.547 7.273 7.137
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd215665_v2.fits stis_ngsl_v2 -10 4.408 3.614 3.394 3.275
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd097633_v2.fits stis_ngsl_v2 -10 3.195 3.468 3.684 3.771
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd112413_v2.fits stis_ngsl_v2 -10 2.753 3.097 3.366 3.529
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd200905_v2.fits stis_ngsl_v2 -10 4.422 3.048 2.507 2.213
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd008724_v2.fits stis_ngsl_v2 -10 8.783 7.936 7.615 7.442
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd031421_v2.fits stis_ngsl_v2 -10 4.577 3.675 3.376 3.212
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd212516_v2.fits stis_ngsl_v2 -10 9.488 8.033 7.245 6.851
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd200081_v2.fits stis_ngsl_v2 -10 8.271 7.679 7.507 7.426
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd-122669_v2.fits stis_ngsl_v2 -10 10.306 10.177 10.198 10.269
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd012533_v2.fits stis_ngsl_v2 -10 2.829 1.781 1.463 1.262
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd196662_v2.fits stis_ngsl_v2 -10 5.644 6.017 6.327 6.518
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd008890_v2.fits stis_ngsl_v2 -10 2.21 1.841 1.798 1.794
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd174966_v2.fits stis_ngsl_v2 -10 7.771 7.74 7.841 7.911
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd191026_v2.fits stis_ngsl_v2 -10 5.721 5.079 4.913 4.839
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd004128_v2.fits stis_ngsl_v2 -10 2.551 1.845 1.67 1.571
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd114330_v2.fits stis_ngsl_v2 -10 4.467 4.706 4.968 5.081
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd164353_v2.fits stis_ngsl_v2 -10 3.895 4.074 4.254 4.359
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd183915_v2.fits stis_ngsl_v2 -10 7.871 6.851 6.539 6.342
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd138749_v2.fits stis_ngsl_v2 -10 4.107 4.487 4.768 4.955
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd019308_v2.fits stis_ngsl_v2 -10 7.631 7.188 7.122 7.129
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd163346_v2.fits stis_ngsl_v2 -10 7.074 6.625 6.476 6.395
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd033793_v2.fits stis_ngsl_v2 -10 9.598 8.132 7.355 7.002
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd092860_v2.fits stis_ngsl_v2 -10 11.202 10.771 10.651 10.59
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd000358_v2.fits stis_ngsl_v2 -10 1.91 2.262 2.538 2.716
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd106516_v2.fits stis_ngsl_v2 -10 6.261 5.983 5.921 5.937
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd126661_v2.fits stis_ngsl_v2 -10 5.394 5.429 5.554 5.609
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd037828_v2.fits stis_ngsl_v2 -10 7.371 6.449 6.089 5.889
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd005916_v2.fits stis_ngsl_v2 -10 7.228 6.555 6.339 6.232
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd006755_v2.fits stis_ngsl_v2 -10 8.049 7.487 7.292 7.211
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd183324_v2.fits stis_ngsl_v2 -10 5.891 6.113 6.329 6.438
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd037216_v2.fits stis_ngsl_v2 -10 8.15 7.627 7.519 7.487
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_viwcom_v2.fits stis_ngsl_v2 -10 8.762 7.267 5.882 5.268
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd109995_v2.fits stis_ngsl_v2 -10 7.499 7.699 7.862 7.906
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd123657_v2.fits stis_ngsl_v2 -10 5.769 4.293 2.878 2.247
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd018907_v2.fits stis_ngsl_v2 -10 6.182 5.606 5.425 5.334
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd087140_v2.fits stis_ngsl_v2 -10 9.277 8.724 8.517 8.44
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd095418_v2.fits stis_ngsl_v2 -10 2.293 2.528 2.743 2.871
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd148513_v2.fits stis_ngsl_v2 -10 6.034 4.811 4.386 4.115
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd169191_v2.fits stis_ngsl_v2 -10 5.788 4.77 4.453 4.277
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd095241_v2.fits stis_ngsl_v2 -10 6.225 5.845 5.751 5.737
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd023439_v2.fits stis_ngsl_v2 -10 8.445 7.861 7.682 7.607
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_lhs10_v2.fits stis_ngsl_v2 -10 13.361 11.629 9.527 8.596
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g260-36_v2.fits stis_ngsl_v2 -10 11.624 10.914 10.716 10.631
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd128987_v2.fits stis_ngsl_v2 -10 7.603 7.099 7.0 6.976
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd025975_v2.fits stis_ngsl_v2 -10 6.469 5.771 5.602 5.522
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd022049_v2.fits stis_ngsl_v2 -10 4.079 3.387 3.211 3.149
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd119971_v2.fits stis_ngsl_v2 -10 6.052 4.906 4.488 4.247
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd073710_v2.fits stis_ngsl_v2 -10 6.839 6.085 5.884 5.772
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd149161_v2.fits stis_ngsl_v2 -10 5.521 4.214 3.692 3.416
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd079349_v2.fits stis_ngsl_v2 -10 9.201 7.848 7.245 6.915
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd217357_v2.fits stis_ngsl_v2 -10 8.55 7.221 6.673 6.431
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd111786_v2.fits stis_ngsl_v2 -10 6.157 6.145 6.2 6.261
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd166991_v2.fits stis_ngsl_v2 -10 6.768 6.924 7.09 7.184
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd059612_v2.fits stis_ngsl_v2 -10 4.892 4.882 4.941 4.83
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd093329_v2.fits stis_ngsl_v2 -10 8.701 8.874 9.035 9.067
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd086986_v2.fits stis_ngsl_v2 -10 7.948 8.063 8.187 8.219
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd039833_v2.fits stis_ngsl_v2 -10 7.87 7.442 7.36 7.356
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_gl15b_v2.fits stis_ngsl_v2 -10 8.873 7.375 6.493 6.102
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd001461_v2.fits stis_ngsl_v2 -10 6.708 6.261 6.168 6.14
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g18-54_v2.fits stis_ngsl_v2 -10 10.911 10.564 10.477 10.477
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd124425_v2.fits stis_ngsl_v2 -10 6.048 5.776 5.74 5.768
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd068988_v2.fits stis_ngsl_v2 -10 8.446 8.005 7.929 7.935
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd155763_v2.fits stis_ngsl_v2 -10 2.98 3.354 3.635 3.786
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd058551_v2.fits stis_ngsl_v2 -10 6.681 6.408 6.36 6.369
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd017072_v2.fits stis_ngsl_v2 -10 6.846 6.358 6.196 6.135
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd284248_v2.fits stis_ngsl_v2 -10 9.397 9.129 9.091 9.108
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd037202_v2.fits stis_ngsl_v2 -10 2.698 3.105 3.394 3.566
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd018078_v2.fits stis_ngsl_v2 -10 8.27 8.244 8.354 8.374
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_mmj6490_v2.fits stis_ngsl_v2 -10 10.877 11.055 11.238 11.319
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd126511_v2.fits stis_ngsl_v2 -10 8.651 8.111 7.983 7.952
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd079158_v2.fits stis_ngsl_v2 -10 5.131 5.487 5.781 5.972
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd110073_v2.fits stis_ngsl_v2 -10 4.529 4.86 5.151 5.328
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_cd-691618_v2.fits stis_ngsl_v2 -10 9.112 9.507 9.809 10.035
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd423607_v2.fits stis_ngsl_v2 -10 10.431 10.153 10.098 10.081
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd187879_v2.fits stis_ngsl_v2 -10 5.548 5.835 6.066 6.231
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd203638_v2.fits stis_ngsl_v2 -10 5.837 4.946 4.699 4.541
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_vgkcom_v2.fits stis_ngsl_v2 -10 7.501 6.017 4.58 3.926
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_mmj6476_v2.fits stis_ngsl_v2 -10 11.363 11.301 11.378 11.421
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd055496_v2.fits stis_ngsl_v2 -10 8.795 8.103 7.892 7.777
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd126614_v2.fits stis_ngsl_v2 -10 9.113 8.538 8.426 8.382
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd099648_v2.fits stis_ngsl_v2 -10 5.366 4.631 4.44 4.343
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd+413306_v2.fits stis_ngsl_v2 -10 9.202 8.588 8.397 8.312
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd170737_v2.fits stis_ngsl_v2 -10 8.451 7.826 7.613 7.516
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g63-26_v2.fits stis_ngsl_v2 -10 12.403 12.117 12.081 12.124
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd076291_v2.fits stis_ngsl_v2 -10 6.188 5.318 5.051 4.903
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd345957_v2.fits stis_ngsl_v2 -10 9.089 8.73 8.618 8.612
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd078362_v2.fits stis_ngsl_v2 -10 4.734 4.606 4.677 4.741
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd442051_v2.fits stis_ngsl_v2 -10 9.471 8.028 7.181 6.81
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd142703_v2.fits stis_ngsl_v2 -10 6.14 6.101 6.154 6.207
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_vbnvul_v2.fits stis_ngsl_v2 -10 10.861 10.35 10.123 9.921
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd166283_v2.fits stis_ngsl_v2 -10 7.815 7.837 7.959 8.03
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd137759_v2.fits stis_ngsl_v2 -10 4.033 3.286 3.04 2.864
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd175156_v2.fits stis_ngsl_v2 -10 5.098 5.107 5.187 5.228
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd037763_v2.fits stis_ngsl_v2 -10 5.654 4.76 4.506 4.359
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd044007_v2.fits stis_ngsl_v2 -10 8.397 7.73 7.488 7.365
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd101107_v2.fits stis_ngsl_v2 -10 5.698 5.564 5.6 5.675
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd187111_v2.fits stis_ngsl_v2 -10 8.285 7.227 6.805 6.568
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd038510_v2.fits stis_ngsl_v2 -10 8.375 8.035 7.95 7.935
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd063077_v2.fits stis_ngsl_v2 -10 5.57 5.227 5.137 5.119
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd175305_v2.fits stis_ngsl_v2 -10 7.636 7.097 6.93 6.837
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd124547_v2.fits stis_ngsl_v2 -10 5.427 4.296 3.923 3.705
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd015089_v2.fits stis_ngsl_v2 -10 4.608 4.823 5.078 5.217
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd013520_v2.fits stis_ngsl_v2 -10 5.425 4.175 3.726 3.439
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd019019_v2.fits stis_ngsl_v2 -10 7.104 6.749 6.695 6.719
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd190073_v2.fits stis_ngsl_v2 -10 7.787 7.891 8.012 8.002
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd175805_v2.fits stis_ngsl_v2 -10 7.858 7.545 7.528 7.564
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd194453_v2.fits stis_ngsl_v2 -10 6.635 6.922 7.15 7.244
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd061064_v2.fits stis_ngsl_v2 -10 5.192 4.971 5.006 5.018
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd134439_v2.fits stis_ngsl_v2 -10 9.768 9.257 9.099 8.997
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd026630_v2.fits stis_ngsl_v2 -10 4.54 3.777 3.55 3.438
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd096446_v2.fits stis_ngsl_v2 -10 6.504 6.895 7.183 7.412
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g180-24_v2.fits stis_ngsl_v2 -10 10.038 9.739 9.65 9.654
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd080607_v2.fits stis_ngsl_v2 -10 9.409 8.857 8.75 8.709
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd141795_v2.fits stis_ngsl_v2 -10 3.677 3.788 3.958 4.064
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd157244_v2.fits stis_ngsl_v2 -10 3.467 2.294 1.948 1.719
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd111515_v2.fits stis_ngsl_v2 -10 8.374 7.894 7.758 7.705
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd107582_v2.fits stis_ngsl_v2 -10 8.428 8.0 7.889 7.853
DES DES spectra/calspec23/bd26d2606_stis_006.fits calspec23 -10 9.863 9.589 9.51 9.492
DES DES spectra/calspec23/wd0308_565_stis_009.fits calspec23 -10 13.958 14.373 14.682 14.959
DES DES spectra/calspec23/sdss132811_stis_004.fits calspec23 -10 17.024 17.295 17.52 17.703
DES DES spectra/calspec23/hz21_stis_007.fits calspec23 -10 14.415 14.987 15.384 15.713
DES DES spectra/calspec23/gj7541a_stis_004.fits calspec23 -10 12.234 12.413 12.608 12.809
DES DES spectra/calspec23/ngc6681_3_stis_002.fits calspec23 -10 16.679 nan nan nan
DES DES spectra/calspec23/16cygb_stis_004.fits calspec23 -10 6.474 6.027 5.927 5.902
DES DES spectra/calspec23/hd38949_stis_007.fits calspec23 -10 7.998 7.634 7.565 7.562
DES DES spectra/calspec23/hd115169_stis_003.fits calspec23 -10 9.484 9.053 8.95 8.919
DES DES spectra/calspec23/feige34_stis_006.fits calspec23 -10 10.894 11.473 11.833 12.106
DES DES spectra/calspec23/18sco_stis_005.fits calspec23 -10 5.723 5.3 5.204 5.178
DES DES spectra/calspec23/ngc6681_9_stis_002.fits calspec23 -10 15.737 nan nan nan
DES DES spectra/calspec23/hd209458_stisnic_008.fits calspec23 -10 7.841 7.502 7.444 7.449
DES DES spectra/calspec23/wd0320_539_stis_005.fits calspec23 -10 14.716 15.245 15.625 15.939
DES DES spectra/calspec23/mucol_stis_007.fits calspec23 -10 4.9 5.434 5.809 6.105
DES DES spectra/calspec23/ngc6681_12_stis_002.fits calspec23 -10 16.999 nan nan nan
DES DES spectra/calspec23/hz43_stis_005.fits calspec23 -10 12.655 13.221 13.612 13.933
DES DES spectra/calspec23/hd101452_stis_003.fits calspec23 -10 7.587 7.531 7.605 7.66
DES DES spectra/calspec23/ngc2506g31_stis_003.fits calspec23 -10 18.194 17.702 17.575 17.532
DES DES spectra/calspec23/hd158485_stis_005.fits calspec23 -10 6.454 6.583 6.734 6.814
DES DES spectra/calspec23/ksi2ceti_stis_006.fits calspec23 -10 4.135 4.459 4.71 4.832
DES DES spectra/calspec23/hd37962_stis_010.fits calspec23 -10 8.08 7.653 7.551 7.521
DES DES spectra/calspec23/ngc6681_10_stis_002.fits calspec23 -10 18.152 nan nan nan
DES DES spectra/calspec23/hd116405_stis_006.fits calspec23 -10 8.179 8.51 8.769 8.899
DES DES spectra/calspec23/hd009051_stis_007.fits calspec23 -10 9.275 8.644 8.408 8.284
DES DES spectra/calspec23/ngc6681_4_stis_002.fits calspec23 -10 15.884 nan nan nan
DES DES spectra/calspec23/hd55677_stis_004.fits calspec23 -10 9.388 9.567 9.738 9.798
DES DES spectra/calspec23/feige110_stisnic_008.fits calspec23 -10 11.572 12.136 12.522 12.835
DES DES spectra/calspec23/hd185975_stis_007.fits calspec23 -10 8.359 7.895 7.786 7.754
DES DES spectra/calspec23/hd200654_stis_007.fits calspec23 -10 9.345 8.866 8.68 8.591
DES DES spectra/calspec23/hz44_stis_006.fits calspec23 -10 11.406 11.963 12.362 12.69
DES DES spectra/calspec23/ngc6681_7_stis_002.fits calspec23 -10 15.335 nan nan nan
DES DES spectra/calspec23/ngc6681_6_stis_002.fits calspec23 -10 15.952 nan nan nan
DES DES spectra/calspec23/wd0947_857_stis_007.fits calspec23 -10 15.52 16.071 16.459 16.779
DES DES spectra/calspec23/hd205905_stis_009.fits calspec23 -10 6.966 6.563 6.483 6.469
DES DES spectra/calspec23/eta1dor_stis_004.fits calspec23 -10 5.564 5.87 6.11 6.233
DES DES spectra/calspec23/sun_reference_stis_002.fits calspec23 -10 -26.49 -26.947 -27.042 -27.052
DES DES spectra/calspec23/hd163466_stis_005.fits calspec23 -10 6.85 6.912 7.034 7.105
DES DES spectra/calspec23/hz4_stis_008.fits calspec23 -10 14.439 14.743 15.014 15.275
DES DES spectra/calspec23/bd_75d325_stis_006.fits calspec23 -10 9.26 9.844 10.247 10.574
DES DES spectra/calspec23/alpha_lyr_stis_011.fits calspec23 -10 -0.089 0.195 0.424 0.531
DES DES spectra/calspec23/hd180609_stis_006.fits calspec23 -10 9.387 9.534 9.692 9.766
DES DES spectra/calspec23/bd11d3759_stis_003.fits calspec23 -10 12.001 10.493 8.981 8.302
DES DES spectra/calspec23/hz43b_stis_005.fits calspec23 -10 14.656 13.568 12.316 11.789
DES DES spectra/calspec23/hd128998_stis_003.fits calspec23 -10 5.699 5.984 6.21 6.31
DES DES spectra/calspec23/ngc6681_8_stis_002.fits calspec23 -10 16.634 nan nan nan
