survey version standard standard_catagory shift CFA3S-B CFA3S-V CFA3S-R CFA3S-I 
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd019787_v2.fits stis_ngsl_v2 0 5.2499 4.3256 3.7727 3.3352
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_g231-52_v2.fits stis_ngsl_v2 0 10.9768 10.4362 10.0456 9.6989
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd141851_v2.fits stis_ngsl_v2 0 5.2028 5.1037 5.0273 4.9582
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd082734_v2.fits stis_ngsl_v2 0 5.899 4.9883 4.4589 4.0386
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd163641_v2.fits stis_ngsl_v2 0 6.2329 6.2516 6.2405 6.224
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd176232_v2.fits stis_ngsl_v2 0 6.2178 6.018 5.9099 5.8283
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd005256_v2.fits stis_ngsl_v2 0 9.4103 8.7348 8.2942 7.9186
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd003712_v2.fits stis_ngsl_v2 0 3.6332 2.6782 2.1476 1.6838
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd101013_v2.fits stis_ngsl_v2 0 7.0433 6.0961 5.5719 5.1439
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd109387_v2.fits stis_ngsl_v2 0 3.6769 3.7931 3.7758 3.757
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd118055_v2.fits stis_ngsl_v2 0 10.0339 8.883 8.1306 7.4936
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd194093_v2.fits stis_ngsl_v2 0 2.7791 2.2095 1.8572 1.5529
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd191277_v2.fits stis_ngsl_v2 0 6.4609 5.3937 4.7406 4.2307
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd010380_v2.fits stis_ngsl_v2 0 5.6653 4.4341 3.6791 3.0803
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd034816_v2.fits stis_ngsl_v2 0 4.016 4.2833 4.4321 4.5865
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd000319_v2.fits stis_ngsl_v2 0 6.0151 5.9119 5.8497 5.7735
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd105452_v2.fits stis_ngsl_v2 0 4.2622 3.9825 3.7903 3.6111
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd111464_v2.fits stis_ngsl_v2 0 7.8557 6.5851 5.7906 5.1409
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd019656_v2.fits stis_ngsl_v2 0 5.6391 4.6349 4.0506 3.5927
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd058343_v2.fits stis_ngsl_v2 0 5.0019 5.0344 5.0015 4.9775
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd138716_v2.fits stis_ngsl_v2 0 5.5992 4.6941 4.1455 3.7223
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd196426_v2.fits stis_ngsl_v2 0 6.0873 6.2008 6.2474 6.283
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd020630_v2.fits stis_ngsl_v2 0 5.4388 4.8496 4.4482 4.111
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_g192-43_v2.fits stis_ngsl_v2 0 10.7122 10.3282 10.0422 9.7867
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd055057_v2.fits stis_ngsl_v2 0 5.6589 5.4068 5.2277 5.0664
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_g17-25_v2.fits stis_ngsl_v2 0 10.2901 9.6236 9.1563 8.7502
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd193281_v2.fits stis_ngsl_v2 0 6.7974 6.7184 6.6584 6.5817
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd134440_v2.fits stis_ngsl_v2 0 10.1987 9.43 8.883 8.4362
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd036960_v2.fits stis_ngsl_v2 0 4.4793 4.7381 4.8778 5.0227
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd041661_v2.fits stis_ngsl_v2 0 7.8463 7.4462 7.1609 6.9284
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_bd720094_v2.fits stis_ngsl_v2 0 10.3033 9.9325 9.6301 9.3448
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd094028_v2.fits stis_ngsl_v2 0 8.618 8.2007 7.8738 7.5786
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd006229_v2.fits stis_ngsl_v2 0 9.2514 8.5912 8.1341 7.716
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd122064_v2.fits stis_ngsl_v2 0 7.4023 6.4779 5.8511 5.3942
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd102780_v2.fits stis_ngsl_v2 0 9.6626 8.2093 7.2489 6.398
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd128000_v2.fits stis_ngsl_v2 0 7.0978 5.726 4.8507 4.1228
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd170973_v2.fits stis_ngsl_v2 0 6.3574 6.406 6.3903 6.4078
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd142091_v2.fits stis_ngsl_v2 0 5.6881 4.7832 4.2246 3.7886
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd021742_v2.fits stis_ngsl_v2 0 8.7574 8.0052 7.5323 7.1674
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd090862_v2.fits stis_ngsl_v2 0 9.9333 8.6143 7.7898 7.1081
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd017081_v2.fits stis_ngsl_v2 0 4.0795 4.2209 4.2817 4.3418
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd224801_v2.fits stis_ngsl_v2 0 6.3087 6.3842 6.3799 6.4057
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd167105_v2.fits stis_ngsl_v2 0 9.1072 9.102 9.1075 9.116
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd019445_v2.fits stis_ngsl_v2 0 8.4298 8.0234 7.697 7.3921
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd047839_v2.fits stis_ngsl_v2 0 4.4079 4.6669 4.8103 4.9545
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd072505_v2.fits stis_ngsl_v2 0 7.3028 6.2394 5.6105 5.1165
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd193495_v2.fits stis_ngsl_v2 0 3.7836 3.0784 2.5885 2.1642
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_bd292091_v2.fits stis_ngsl_v2 0 10.7422 10.291 9.9531 9.6487
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd018769_v2.fits stis_ngsl_v2 0 6.0119 5.8928 5.8209 5.7644
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_bd660268_v2.fits stis_ngsl_v2 0 10.6167 10.0837 9.7039 9.3426
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_g234-28_v2.fits stis_ngsl_v2 0 11.5181 11.0952 10.7756 10.489
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd190360_v2.fits stis_ngsl_v2 0 6.4248 5.7592 5.3495 5.0135
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd132475_v2.fits stis_ngsl_v2 0 9.0306 8.5587 8.1812 7.8318
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd195434_v2.fits stis_ngsl_v2 0 10.1015 9.3039 8.7236 8.2301
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd185351_v2.fits stis_ngsl_v2 0 6.0056 5.1668 4.6551 4.249
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd029574_v2.fits stis_ngsl_v2 0 9.602 8.3448 7.4988 6.7886
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_g196-48_v2.fits stis_ngsl_v2 0 10.7959 10.3333 9.9795 9.6601
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_g114-26_v2.fits stis_ngsl_v2 0 10.0625 9.6419 9.3092 9.005
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_g019-013_v2.fits stis_ngsl_v2 0 8.7357 7.7016 6.9351 6.3433
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd160346_v2.fits stis_ngsl_v2 0 7.3639 6.5052 5.9157 5.4424
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd003360_v2.fits stis_ngsl_v2 0 3.4294 3.6567 3.7612 3.8709
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd074088_v2.fits stis_ngsl_v2 0 8.1869 6.72 5.7713 4.9795
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd078479_v2.fits stis_ngsl_v2 0 8.2665 7.1764 6.5329 6.031
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_bd174708_v2.fits stis_ngsl_v2 0 9.8944 9.5066 9.215 8.9487
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd188262_v2.fits stis_ngsl_v2 0 8.4338 7.6984 7.1822 6.7431
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_bd+381670_v2.fits stis_ngsl_v2 0 9.9766 9.4176 9.025 8.6541
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd065714_v2.fits stis_ngsl_v2 0 6.766 5.8611 5.3264 4.8973
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd201601_v2.fits stis_ngsl_v2 0 4.9547 4.7093 4.5668 4.4609
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd164058_v2.fits stis_ngsl_v2 0 3.6035 2.2451 1.3836 0.6578
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd034078_v2.fits stis_ngsl_v2 0 6.1856 5.9659 5.7501 5.5412
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd115617_v2.fits stis_ngsl_v2 0 5.3596 4.7225 4.2993 3.9574
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd036702_v2.fits stis_ngsl_v2 0 9.4357 8.3356 7.6254 7.0322
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_g021-024_v2.fits stis_ngsl_v2 0 10.0139 8.8437 8.0029 7.3616
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd063791_v2.fits stis_ngsl_v2 0 8.715 7.8931 7.3296 6.8334
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd215665_v2.fits stis_ngsl_v2 0 4.9215 3.9628 3.405 2.9551
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd097633_v2.fits stis_ngsl_v2 0 3.2726 3.3006 3.3062 3.2976
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd112413_v2.fits stis_ngsl_v2 0 2.7797 2.9095 2.9407 2.9904
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd200905_v2.fits stis_ngsl_v2 0 5.1641 3.6931 2.7831 2.026
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd008724_v2.fits stis_ngsl_v2 0 9.2528 8.3352 7.7114 7.1696
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd031421_v2.fits stis_ngsl_v2 0 5.1233 4.0849 3.4539 2.9288
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd212516_v2.fits stis_ngsl_v2 0 10.2402 8.7509 7.7112 6.7358
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd200081_v2.fits stis_ngsl_v2 0 8.6561 7.9471 7.4765 7.0776
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_bd-122669_v2.fits stis_ngsl_v2 0 10.4908 10.2153 9.9973 9.7974
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd012533_v2.fits stis_ngsl_v2 0 3.4778 2.2404 1.5566 1.0067
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd196662_v2.fits stis_ngsl_v2 0 5.6688 5.7947 5.8647 5.9553
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd008890_v2.fits stis_ngsl_v2 0 2.5201 1.9884 1.6553 1.3875
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd174966_v2.fits stis_ngsl_v2 0 7.9503 7.7181 7.5686 7.4468
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd191026_v2.fits stis_ngsl_v2 0 6.1372 5.3662 4.8775 4.4851
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd004128_v2.fits stis_ngsl_v2 0 3.0338 2.1453 1.6419 1.2362
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd114330_v2.fits stis_ngsl_v2 0 4.5421 4.5548 4.5491 4.5865
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd164353_v2.fits stis_ngsl_v2 0 3.9497 3.9605 3.9103 3.8644
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd183915_v2.fits stis_ngsl_v2 0 8.4927 7.3021 6.6272 6.0831
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd138749_v2.fits stis_ngsl_v2 0 4.1195 4.2719 4.3324 4.3935
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd019308_v2.fits stis_ngsl_v2 0 7.9644 7.3749 6.9994 6.7104
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd163346_v2.fits stis_ngsl_v2 0 7.3581 6.8393 6.4245 6.0485
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd033793_v2.fits stis_ngsl_v2 0 10.2555 8.8468 7.8068 6.8597
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_bd092860_v2.fits stis_ngsl_v2 0 11.4959 10.9646 10.5753 10.2285
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd000358_v2.fits stis_ngsl_v2 0 1.94 2.06 2.1068 2.1628
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd106516_v2.fits stis_ngsl_v2 0 6.4973 6.1039 5.7937 5.5101
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd126661_v2.fits stis_ngsl_v2 0 5.564 5.3705 5.2598 5.1598
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd037828_v2.fits stis_ngsl_v2 0 7.8996 6.8816 6.2182 5.6369
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd005916_v2.fits stis_ngsl_v2 0 7.657 6.8574 6.3463 5.9048
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd006755_v2.fits stis_ngsl_v2 0 8.399 7.7436 7.2804 6.8642
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd183324_v2.fits stis_ngsl_v2 0 6.0025 5.9559 5.9514 5.9462
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd037216_v2.fits stis_ngsl_v2 0 8.5223 7.8515 7.433 7.1006
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_viwcom_v2.fits stis_ngsl_v2 0 9.5363 8.0992 6.7564 5.315
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd109995_v2.fits stis_ngsl_v2 0 7.6009 7.5669 7.5323 7.4679
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd123657_v2.fits stis_ngsl_v2 0 6.5363 5.1197 3.772 2.3067
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd018907_v2.fits stis_ngsl_v2 0 6.5706 5.8644 5.4025 4.9959
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd087140_v2.fits stis_ngsl_v2 0 9.613 8.985 8.5162 8.0879
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd095418_v2.fits stis_ngsl_v2 0 2.3659 2.389 2.3667 2.3612
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd148513_v2.fits stis_ngsl_v2 0 6.6993 5.3792 4.5689 3.9155
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd169191_v2.fits stis_ngsl_v2 0 6.373 5.2355 4.5464 4.0047
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd095241_v2.fits stis_ngsl_v2 0 6.5169 6.0098 5.6523 5.3349
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd023439_v2.fits stis_ngsl_v2 0 8.8043 8.1344 7.6573 7.2552
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_lhs10_v2.fits stis_ngsl_v2 0 14.3161 12.6688 10.8049 8.9082
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_g260-36_v2.fits stis_ngsl_v2 0 12.0559 11.2452 10.7086 10.2863
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd128987_v2.fits stis_ngsl_v2 0 7.9615 7.3167 6.9058 6.5826
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd025975_v2.fits stis_ngsl_v2 0 6.9261 6.0771 5.569 5.1727
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd022049_v2.fits stis_ngsl_v2 0 4.4995 3.7066 3.1848 2.7852
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd119971_v2.fits stis_ngsl_v2 0 6.6719 5.4477 4.6661 4.027
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd073710_v2.fits stis_ngsl_v2 0 7.3306 6.4159 5.8787 5.4466
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd149161_v2.fits stis_ngsl_v2 0 6.1996 4.8371 3.9532 3.2169
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd079349_v2.fits stis_ngsl_v2 0 9.8949 8.5023 7.57 6.7565
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd217357_v2.fits stis_ngsl_v2 0 9.1213 7.88 6.9519 6.2052
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd111786_v2.fits stis_ngsl_v2 0 6.3139 6.1272 5.9679 5.8009
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd166991_v2.fits stis_ngsl_v2 0 6.8925 6.8078 6.7585 6.7037
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd059612_v2.fits stis_ngsl_v2 0 5.0436 4.8595 4.7056 4.5144
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd093329_v2.fits stis_ngsl_v2 0 8.8074 8.7556 8.7073 8.6384
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd086986_v2.fits stis_ngsl_v2 0 8.0667 7.9788 7.8935 7.7888
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd039833_v2.fits stis_ngsl_v2 0 8.1914 7.6265 7.251 6.9462
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_gl15b_v2.fits stis_ngsl_v2 0 9.5174 8.1444 7.0277 5.9863
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd001461_v2.fits stis_ngsl_v2 0 7.0489 6.4507 6.0687 5.7499
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_g18-54_v2.fits stis_ngsl_v2 0 11.1701 10.7136 10.3713 10.0638
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd124425_v2.fits stis_ngsl_v2 0 6.2985 5.8869 5.5904 5.3321
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd068988_v2.fits stis_ngsl_v2 0 8.7764 8.1948 7.8153 7.5159
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd155763_v2.fits stis_ngsl_v2 0 3.0053 3.1382 3.1992 3.2573
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd058551_v2.fits stis_ngsl_v2 0 6.9259 6.5207 6.2204 5.9486
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd017072_v2.fits stis_ngsl_v2 0 7.1622 6.5837 6.1567 5.7711
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd284248_v2.fits stis_ngsl_v2 0 9.6232 9.2403 8.9431 8.6809
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd037202_v2.fits stis_ngsl_v2 0 2.6848 2.8878 2.9532 3.015
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd018078_v2.fits stis_ngsl_v2 0 8.4184 8.2348 8.0734 7.9548
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_mmj6490_v2.fits stis_ngsl_v2 0 10.9975 10.9233 10.8913 10.8504
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd126511_v2.fits stis_ngsl_v2 0 9.0239 8.352 7.9142 7.5634
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd079158_v2.fits stis_ngsl_v2 0 5.1479 5.2874 5.3336 5.4089
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd110073_v2.fits stis_ngsl_v2 0 4.5704 4.6594 4.7062 4.7774
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_cd-691618_v2.fits stis_ngsl_v2 0 9.1173 9.276 9.354 9.4405
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_bd423607_v2.fits stis_ngsl_v2 0 10.6711 10.263 9.9647 9.6835
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd187879_v2.fits stis_ngsl_v2 0 5.5794 5.6599 5.6754 5.6857
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd203638_v2.fits stis_ngsl_v2 0 6.3873 5.3429 4.7329 4.2533
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_vgkcom_v2.fits stis_ngsl_v2 0 8.2614 6.8548 5.4864 4.0046
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_mmj6476_v2.fits stis_ngsl_v2 0 11.5537 11.2931 11.1271 10.9796
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd055496_v2.fits stis_ngsl_v2 0 9.2428 8.4079 7.8944 7.4541
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd126614_v2.fits stis_ngsl_v2 0 9.5132 8.7884 8.3439 8.0052
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd099648_v2.fits stis_ngsl_v2 0 5.8501 4.9507 4.4263 4.0066
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_bd+413306_v2.fits stis_ngsl_v2 0 9.5816 8.8768 8.3827 7.9681
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd170737_v2.fits stis_ngsl_v2 0 8.8381 8.1155 7.6172 7.1817
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_g63-26_v2.fits stis_ngsl_v2 0 12.6418 12.2365 11.9312 11.6761
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd076291_v2.fits stis_ngsl_v2 0 6.7105 5.7147 5.1021 4.6074
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd345957_v2.fits stis_ngsl_v2 0 9.343 8.8957 8.5344 8.2023
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd078362_v2.fits stis_ngsl_v2 0 4.9445 4.6347 4.4319 4.2805
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_bd442051_v2.fits stis_ngsl_v2 0 10.1339 8.7483 7.6865 6.6792
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd142703_v2.fits stis_ngsl_v2 0 6.3048 6.0925 5.9245 5.7536
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_vbnvul_v2.fits stis_ngsl_v2 0 11.1611 10.5832 10.1367 9.6752
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd166283_v2.fits stis_ngsl_v2 0 7.9765 7.7869 7.6666 7.5662
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd137759_v2.fits stis_ngsl_v2 0 4.5562 3.6081 3.0722 2.5921
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd175156_v2.fits stis_ngsl_v2 0 5.2188 5.0769 4.9336 4.7846
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd037763_v2.fits stis_ngsl_v2 0 6.1785 5.1695 4.5457 4.0619
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd044007_v2.fits stis_ngsl_v2 0 8.7888 8.0407 7.5175 7.0518
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd101107_v2.fits stis_ngsl_v2 0 5.897 5.6047 5.3859 5.2012
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd187111_v2.fits stis_ngsl_v2 0 8.8518 7.7291 6.9858 6.3475
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd038510_v2.fits stis_ngsl_v2 0 8.6457 8.1798 7.843 7.5342
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd063077_v2.fits stis_ngsl_v2 0 5.8474 5.3704 5.0342 4.7211
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd175305_v2.fits stis_ngsl_v2 0 7.9886 7.3379 6.8947 6.5009
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd124547_v2.fits stis_ngsl_v2 0 6.0567 4.8151 4.0629 3.4649
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd015089_v2.fits stis_ngsl_v2 0 4.7237 4.6693 4.6655 4.7019
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd013520_v2.fits stis_ngsl_v2 0 6.1051 4.7555 3.9286 3.2571
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd019019_v2.fits stis_ngsl_v2 0 7.388 6.8987 6.5615 6.2854
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd190073_v2.fits stis_ngsl_v2 0 7.8975 7.822 7.7225 7.6029
