survey version standard shift  PS1-g PS1-r PS1-i PS1-z 
PS1 PS1 sdssj102430 0 18.9177 19.3001 19.632 19.8901
PS1 PS1 sdssj102430 0 18.9259 19.3066 19.6397 19.9001
PS1 PS1 sdssj102430 0 18.9229 19.3016 19.6338 19.8936
PS1 PS1 sdssj102430 0 18.9229 19.3045 19.6361 19.8946
PS1 PS1 sdssj102430 0 18.9149 19.3001 19.6372 19.9004
PS1 PS1 sdssj102430 0 18.9214 19.3021 19.6357 19.8966
PS1 PS1 sdssj102430 0 18.9153 19.2969 19.6302 19.8903
PS1 PS1 sdssj102430 0 18.9225 19.3031 19.6321 19.8879
PS1 PS1 sdssj102430 0 18.9218 19.3014 19.6313 19.8881
PS1 PS1 sdssj102430 0 18.9174 19.3015 19.6346 19.8935
PS1 PS1 sdssj102430 0 18.9174 19.2968 19.6274 19.8848
PS1 PS1 sdssj102430 0 18.9184 19.3012 19.6337 19.8924
PS1 PS1 sdssj102430 0 18.9262 19.3065 19.6368 19.8941
PS1 PS1 sdssj102430 0 18.9188 19.2962 19.6255 19.8824
PS1 PS1 sdssj102430 0 18.9209 19.3023 19.6345 19.8935
PS1 PS1 sdssj102430 0 18.9146 19.2909 19.6208 19.8786
PS1 PS1 sdssj102430 0 18.9189 19.2988 19.6305 19.8892
PS1 PS1 sdssj102430 0 18.9201 19.2989 19.63 19.8884
PS1 PS1 sdssj102430 0 18.9184 19.3002 19.6358 19.8983
PS1 PS1 sdssj111059 0 17.8711 18.3013 18.6587 18.9294
PS1 PS1 sdssj111059 0 17.8707 18.3003 18.6584 18.93
PS1 PS1 sdssj111059 0 17.8729 18.3019 18.6578 18.9271
PS1 PS1 sdssj111059 0 17.8725 18.3003 18.6563 18.9262
PS1 PS1 sdssj111059 0 17.8725 18.3024 18.6608 18.9324
PS1 PS1 sdssj111059 0 17.8717 18.3002 18.6585 18.9306
PS1 PS1 sdssj111059 0 17.8716 18.3009 18.6591 18.9306
PS1 PS1 sdssj111059 0 17.8731 18.3027 18.6593 18.9294
PS1 PS1 sdssj111059 0 17.8693 18.2986 18.6551 18.9251
PS1 PS1 sdssj111059 0 17.8718 18.3013 18.6582 18.9286
PS1 PS1 sdssj111059 0 17.8704 18.2995 18.6569 18.9278
PS1 PS1 sdssj111059 0 17.8717 18.3012 18.6582 18.9287
PS1 PS1 sdssj111059 0 17.8707 18.2998 18.6577 18.9293
PS1 PS1 sdssj111059 0 17.8727 18.301 18.6582 18.9289
PS1 PS1 sdssj111059 0 17.8717 18.3002 18.6567 18.9269
PS1 PS1 sdssj111059 0 17.8757 18.3044 18.66 18.9289
PS1 PS1 sdssj111059 0 17.8704 18.2998 18.6571 18.9276
PS1 PS1 sdssj111059 0 17.873 18.3014 18.6586 18.9296
PS1 PS1 sdssj111059 0 17.8695 18.3006 18.6593 18.9309
PS1 PS1 sdssj111059 0 17.871 18.3004 18.6579 18.9289
PS1 PS1 sdssj111059 0 17.8707 18.3005 18.659 18.9307
PS1 PS1 sdssj111059 0 17.8709 18.3003 18.6585 18.9302
PS1 PS1 sdssj111059 0 17.8716 18.3002 18.6577 18.9288
PS1 PS1 sdssj111059 0 17.8707 18.3007 18.6575 18.9275
PS1 PS1 sdssj111059 0 17.8709 18.2997 18.6573 18.9285
PS1 PS1 sdssj111059 0 17.8719 18.3012 18.6587 18.9298
PS1 PS1 sdssj111059 0 17.8716 18.3004 18.6564 18.9259
PS1 PS1 sdssj111059 0 17.8716 18.3014 18.6596 18.9311
PS1 PS1 sdssj111059 0 17.8734 18.3015 18.659 18.9303
PS1 PS1 sdssj111059 0 17.8719 18.3011 18.6588 18.9301
PS1 PS1 sdssj111059 0 17.8719 18.3013 18.6579 18.9279
PS1 PS1 sdssj111059 0 17.8715 18.3004 18.6576 18.9283
PS1 PS1 sdssj111059 0 17.8703 18.2998 18.6584 18.9304
PS1 PS1 sdssj111059 0 17.8776 18.3061 18.6611 18.9296
PS1 PS1 sdssj111059 0 17.8709 18.302 18.6609 18.9328
PS1 PS1 sdssj111059 0 17.8689 18.2987 18.6578 18.9302
PS1 PS1 sdssj111059 0 17.8715 18.2994 18.6557 18.9259
PS1 PS1 sdssj111059 0 17.8719 18.3 18.6563 18.9265
PS1 PS1 sdssj111059 0 17.8716 18.3011 18.6571 18.9264
PS1 PS1 sdssj111059 0 17.8715 18.299 18.6568 18.9286
PS1 PS1 sdssj111059 0 17.8712 18.3 18.6564 18.9262
PS1 PS1 sdssj111059 0 17.8717 18.2998 18.6561 18.9261
PS1 PS1 sdssj111059 0 17.873 18.3017 18.6575 18.9268
PS1 PS1 sdssj111059 0 17.8744 18.3035 18.6593 18.9284
PS1 PS1 sdssj111059 0 17.8694 18.2989 18.6583 18.9314
PS1 PS1 sdssj111059 0 17.8752 18.3036 18.6575 18.9248
PS1 PS1 sdssj111059 0 17.8741 18.3018 18.6558 18.9237
PS1 PS1 sdssj111059 0 17.8728 18.3023 18.6585 18.9281
PS1 PS1 sdssj111059 0 17.8712 18.3009 18.6586 18.9297
PS1 PS1 sdssj111059 0 17.8692 18.2994 18.6582 18.9301
PS1 PS1 sdssj111059 0 17.8716 18.2988 18.6547 18.9245
PS1 PS1 sdssj111059 0 17.8732 18.3021 18.6595 18.9304
PS1 PS1 sdssj111059 0 17.8685 18.298 18.6562 18.9277
PS1 PS1 sdssj111059 0 17.8706 18.3 18.6573 18.9281
PS1 PS1 sdssj111059 0 17.8738 18.3012 18.6566 18.926
PS1 PS1 sdssj111059 0 17.8744 18.3027 18.6577 18.9263
PS1 PS1 sdssj111059 0 17.8734 18.3022 18.6604 18.9321
PS1 PS1 sdssj111059 0 17.8725 18.3025 18.661 18.9328
PS1 PS1 sdssj111059 0 17.8684 18.298 18.657 18.9295
PS1 PS1 sdssj111059 0 17.8722 18.3012 18.658 18.9283
PS1 PS1 sdssj111059 0 17.8712 18.2999 18.6585 18.9307
PS1 PS1 sdssj111059 0 17.8715 18.3006 18.6563 18.9254
PS1 PS1 sdssj111059 0 17.8718 18.3016 18.6582 18.9283
PS1 PS1 sdssj111059 0 17.8714 18.3012 18.6586 18.9293
PS1 PS1 sdssj111059 0 17.8732 18.3014 18.6584 18.9294
PS1 PS1 sdssj111059 0 17.8725 18.3012 18.6578 18.9282
PS1 PS1 sdssj111059 0 17.872 18.3011 18.6576 18.9277
PS1 PS1 sdssj111059 0 17.8705 18.3009 18.658 18.9282
PS1 PS1 sdssj111059 0 17.8737 18.303 18.6589 18.9282
PS1 PS1 sdssj111059 0 17.8711 18.3002 18.6582 18.9298
PS1 PS1 sdssj111059 0 17.8716 18.3009 18.6589 18.9304
PS1 PS1 sdssj111059 0 17.8719 18.3021 18.6593 18.9296
PS1 PS1 sdssj111059 0 17.8724 18.3019 18.6586 18.9286
PS1 PS1 sdssj111059 0 17.8716 18.3001 18.6565 18.9265
PS1 PS1 sdssj111059 0 17.8713 18.3022 18.6597 18.9302
PS1 PS1 sdssj111059 0 17.8697 18.2998 18.6579 18.9293
PS1 PS1 sdssj111059 0 17.8738 18.304 18.6616 18.9322
PS1 PS1 sdssj111059 0 17.8716 18.2996 18.6557 18.9257
PS1 PS1 sdssj111059 0 17.8726 18.3006 18.6551 18.9233
PS1 PS1 sdssj111059 0 17.8701 18.3007 18.6602 18.9328
PS1 PS1 sdssj111059 0 17.8719 18.3006 18.6564 18.9257
PS1 PS1 sdssj111059 0 17.8717 18.3008 18.6593 18.9314
PS1 PS1 sdssj111059 0 17.8738 18.3024 18.6577 18.9264
PS1 PS1 sdssj111059 0 17.8745 18.3031 18.6581 18.9266
PS1 PS1 sdssj111059 0 17.8717 18.3 18.6572 18.9282
PS1 PS1 sdssj111059 0 17.8724 18.3014 18.657 18.9261
PS1 PS1 sdssj111059 0 17.8733 18.3021 18.6584 18.9281
PS1 PS1 sdssj111059 0 17.8733 18.3023 18.6592 18.9295
PS1 PS1 sdssj111059 0 17.8716 18.3006 18.6582 18.9292
PS1 PS1 sdssj111059 0 17.8711 18.301 18.6582 18.9286
PS1 PS1 sdssj111059 0 17.8726 18.3002 18.6561 18.9259
PS1 PS1 sdssj111059 0 17.8721 18.3023 18.6594 18.9297
PS1 PS1 sdssj111059 0 17.8697 18.2997 18.6575 18.9288
PS1 PS1 sdssj111059 0 17.8712 18.3001 18.6581 18.9299
PS1 PS1 sdssj111059 0 17.8689 18.2991 18.6579 18.9301
PS1 PS1 sdssj111059 0 17.8716 18.2999 18.6575 18.9291
PS1 PS1 sdssj111059 0 17.875 18.3048 18.6599 18.9283
PS1 PS1 sdssj111059 0 17.8741 18.3022 18.6565 18.9246
PS1 PS1 sdssj111059 0 17.8732 18.3028 18.658 18.9265
PS1 PS1 sdssj111059 0 17.8713 18.2997 18.655 18.9239
PS1 PS1 sdssj111127 0 18.434 18.9225 19.3141 19.6036
PS1 PS1 sdssj111127 0 18.4337 18.9216 19.3133 19.6033
PS1 PS1 sdssj111127 0 18.432 18.9222 19.3159 19.6072
PS1 PS1 sdssj111127 0 18.4346 18.921 19.3126 19.6029
PS1 PS1 sdssj111127 0 18.4326 18.9193 19.3101 19.5993
PS1 PS1 sdssj111127 0 18.4366 18.9263 19.3197 19.611
PS1 PS1 sdssj111127 0 18.4375 18.9243 19.3163 19.607
PS1 PS1 sdssj111127 0 18.4333 18.921 19.3132 19.6035
PS1 PS1 sdssj111127 0 18.4323 18.9205 19.3128 19.6033
PS1 PS1 sdssj111127 0 18.4346 18.9238 19.3166 19.6073
PS1 PS1 sdssj111127 0 18.4326 18.9216 19.3143 19.605
PS1 PS1 sdssj111127 0 18.433 18.921 19.313 19.6031
PS1 PS1 sdssj111127 0 18.4342 18.9244 19.3186 19.6108
PS1 PS1 sdssj111127 0 18.4351 18.9216 19.3123 19.6015
PS1 PS1 sdssj111127 0 18.4311 18.9206 19.3137 19.6046
PS1 PS1 sdssj111127 0 18.4344 18.9225 19.3146 19.6049
PS1 PS1 sdssj111127 0 18.4296 18.9193 19.3122 19.6028
PS1 PS1 sdssj111127 0 18.4356 18.9221 19.314 19.6045
PS1 PS1 sdssj111127 0 18.433 18.9226 19.3148 19.6047
PS1 PS1 sdssj111127 0 18.4347 18.9217 19.3133 19.6033
PS1 PS1 sdssj111127 0 18.4345 18.9239 19.3168 19.6075
PS1 PS1 sdssj111127 0 18.4344 18.9252 19.3189 19.6103
PS1 PS1 sdssj111127 0 18.4315 18.9184 19.3105 19.6012
PS1 PS1 sdssj111127 0 18.4336 18.923 19.3159 19.6068
PS1 PS1 sdssj111127 0 18.4355 18.9257 19.3188 19.6094
PS1 PS1 sdssj111127 0 18.4328 18.9219 19.3149 19.6058
PS1 PS1 sdssj111127 0 18.4345 18.9233 19.3155 19.6057
PS1 PS1 sdssj111127 0 18.4356 18.9243 19.3171 19.608
PS1 PS1 sdssj111127 0 18.4373 18.9271 19.3206 19.612
PS1 PS1 sdssj111127 0 18.4312 18.9189 19.3113 19.6021
PS1 PS1 sdssj111127 0 18.4318 18.9213 19.3142 19.6049
PS1 PS1 sdssj111127 0 18.4342 18.9236 19.3162 19.6066
PS1 PS1 sdssj111127 0 18.4345 18.9229 19.3156 19.6066
PS1 PS1 sdssj111127 0 18.4317 18.9216 19.3149 19.6058
PS1 PS1 sdssj111127 0 18.4328 18.9203 19.3121 19.6022
PS1 PS1 sdssj111127 0 18.435 18.9226 19.314 19.6035
PS1 PS1 sdssj111127 0 18.4326 18.9218 19.3141 19.6042
PS1 PS1 sdssj111127 0 18.4341 18.9234 19.3157 19.6058
PS1 PS1 sdssj111127 0 18.4305 18.9206 19.314 19.6051
PS1 PS1 sdssj111127 0 18.4332 18.9223 19.3152 19.606
PS1 PS1 sdssj111127 0 18.431 18.9206 19.314 19.6053
PS1 PS1 sdssj111127 0 18.4315 18.9209 19.3142 19.6052
PS1 PS1 sdssj111127 0 18.4327 18.9204 19.3114 19.6007
PS1 PS1 sdssj111127 0 18.4362 18.9246 19.3166 19.6066
PS1 PS1 sdssj111127 0 18.4337 18.9219 19.3144 19.6051
PS1 PS1 sdssj111127 0 18.4341 18.9222 19.3143 19.6046
PS1 PS1 sdssj111127 0 18.4336 18.9212 19.3133 19.6038
PS1 PS1 sdssj111127 0 18.431 18.9203 19.3127 19.603
PS1 PS1 sdssj111127 0 18.4323 18.921 19.3131 19.6032
PS1 PS1 sdssj111127 0 18.4336 18.9214 19.3134 19.6037
PS1 PS1 sdssj111127 0 18.4344 18.921 19.3123 19.6021
PS1 PS1 sdssj111127 0 18.4357 18.922 19.3131 19.6029
PS1 PS1 sdssj111127 0 18.4326 18.9202 19.3116 19.6012
PS1 PS1 sdssj111127 0 18.4334 18.923 19.3158 19.6064
PS1 PS1 sdssj111127 0 18.4328 18.9215 19.3144 19.6054
PS1 PS1 sdssj111127 0 18.4331 18.9212 19.3142 19.6054
PS1 PS1 sdssj111127 0 18.4316 18.9206 19.3126 19.6024
PS1 PS1 sdssj111127 0 18.4325 18.9207 19.3134 19.6045
PS1 PS1 sdssj111127 0 18.433 18.9215 19.3146 19.6059
PS1 PS1 sdssj111127 0 18.4308 18.9174 19.3092 19.5997
PS1 PS1 sdssj111127 0 18.4324 18.9229 19.3171 19.609
PS1 PS1 sdssj111127 0 18.433 18.9228 19.3155 19.6059
PS1 PS1 sdssj111127 0 18.4348 18.9212 19.3128 19.6031
PS1 PS1 sdssj111127 0 18.4326 18.9245 19.3186 19.6098
PS1 PS1 sdssj111127 0 18.4322 18.9206 19.3135 19.6045
PS1 PS1 sdssj111127 0 18.4325 18.922 19.3143 19.6043
PS1 PS1 sdssj111127 0 18.4343 18.9231 19.3158 19.6067
PS1 PS1 sdssj111127 0 18.433 18.9221 19.3148 19.6055
PS1 PS1 sdssj111127 0 18.4322 18.9217 19.3145 19.6051
PS1 PS1 sdssj111127 0 18.4356 18.9239 19.3161 19.6064
PS1 PS1 sdssj111127 0 18.4337 18.9221 19.3146 19.6051
PS1 PS1 sdssj111127 0 18.4355 18.9241 19.316 19.606
PS1 PS1 sdssj111127 0 18.4349 18.9229 19.3149 19.6051
PS1 PS1 sdssj111127 0 18.433 18.9213 19.3132 19.6032
PS1 PS1 sdssj111127 0 18.4355 18.9242 19.3171 19.6082
PS1 PS1 sdssj111127 0 18.4341 18.9211 19.3132 19.6039
PS1 PS1 sdssj111127 0 18.4315 18.922 19.3164 19.6085
PS1 PS1 sdssj111127 0 18.4325 18.9211 19.3137 19.6043
PS1 PS1 sdssj111127 0 18.4336 18.9231 19.3163 19.6074
PS1 PS1 sdssj111127 0 18.4331 18.9215 19.3135 19.6036
PS1 PS1 sdssj111127 0 18.4348 18.9207 19.3114 19.6011
PS1 PS1 sdssj111127 0 18.4308 18.9212 19.3152 19.6066
PS1 PS1 sdssj111127 0 18.4365 18.9228 19.3135 19.6029
PS1 PS1 sdssj111127 0 18.4343 18.9225 19.3147 19.605
PS1 PS1 sdssj111127 0 18.4315 18.9193 19.3113 19.6016
PS1 PS1 sdssj111127 0 18.4328 18.9227 19.3158 19.6068
PS1 PS1 sdssj111127 0 18.4373 18.9249 19.3172 19.608
PS1 PS1 sdssj111127 0 18.4371 18.9259 19.3188 19.6098
PS1 PS1 sdssj111127 0 18.4359 18.9255 19.319 19.6105
PS1 PS1 sdssj111127 0 18.4315 18.9214 19.3147 19.6058
PS1 PS1 sdssj111127 0 18.4346 18.9214 19.3131 19.6036
PS1 PS1 sdssj111127 0 18.4335 18.921 19.313 19.6035
PS1 PS1 sdssj111127 0 18.4333 18.9223 19.3153 19.6063
PS1 PS1 sdssj111127 0 18.4327 18.9219 19.3149 19.6059
PS1 PS1 sdssj111127 0 18.4313 18.92 19.3132 19.6049
PS1 PS1 sdssj111127 0 18.4333 18.9207 19.3118 19.6011
PS1 PS1 sdssj111127 0 18.4326 18.922 19.315 19.606
PS1 PS1 sdssj111127 0 18.4335 18.9237 19.3173 19.6085
PS1 PS1 sdssj111127 0 18.4326 18.9226 19.316 19.6071
PS1 PS1 sdssj111127 0 18.4327 18.92 19.3116 19.6015
PS1 PS1 sdssj120650 0 18.6771 19.0493 19.3804 19.6435
PS1 PS1 sdssj120650 0 18.6807 19.0553 19.3868 19.6495
PS1 PS1 sdssj120650 0 18.679 19.0487 19.3798 19.6436
PS1 PS1 sdssj120650 0 18.6733 19.0467 19.3776 19.6401
PS1 PS1 sdssj120650 0 18.6766 19.0506 19.385 19.6509
PS1 PS1 sdssj120650 0 18.675 19.0495 19.381 19.6437
PS1 PS1 sdssj120650 0 18.6813 19.0578 19.3907 19.6543
PS1 PS1 sdssj120650 0 18.6814 19.0536 19.3851 19.6487
PS1 PS1 sdssj120650 0 18.6774 19.0497 19.3813 19.6449
PS1 PS1 sdssj120650 0 18.6772 19.0481 19.3798 19.6438
PS1 PS1 sdssj120650 0 18.6717 19.0433 19.374 19.6366
PS1 PS1 sdssj120650 0 18.6811 19.0534 19.3857 19.65
PS1 PS1 sdssj120650 0 18.6735 19.0451 19.3777 19.6425
PS1 PS1 sdssj120650 0 18.6712 19.0465 19.3789 19.6423
PS1 PS1 sdssj120650 0 18.6771 19.0507 19.384 19.649
PS1 PS1 sdssj120650 0 18.6772 19.0509 19.3828 19.6461
PS1 PS1 sdssj120650 0 18.6762 19.0501 19.3821 19.6454
PS1 PS1 sdssj120650 0 18.6789 19.0514 19.3837 19.6479
PS1 PS1 sdssj120650 0 18.6755 19.0501 19.3822 19.6455
PS1 PS1 sdssj120650 0 18.6757 19.0492 19.3813 19.6449
PS1 PS1 sdssj120650 0 18.6774 19.0497 19.3812 19.6447
PS1 PS1 sdssj120650 0 18.6758 19.0495 19.3819 19.6458
PS1 PS1 sdssj120650 0 18.6741 19.048 19.3803 19.6439
PS1 PS1 sdssj120650 0 18.6738 19.0483 19.3815 19.6461
PS1 PS1 sdssj120650 0 18.6765 19.0478 19.3783 19.6409
PS1 PS1 sdssj120650 0 18.6782 19.048 19.3768 19.6381
PS1 PS1 sdssj120650 0 18.6758 19.0479 19.3787 19.6415
PS1 PS1 sdssj120650 0 18.6798 19.0504 19.3796 19.6412
PS1 PS1 sdssj120650 0 18.6774 19.0481 19.3774 19.639
PS1 PS1 sdssj120650 0 18.6766 19.0466 19.3769 19.6396
PS1 PS1 sdssj120650 0 18.6766 19.051 19.3839 19.648
PS1 PS1 sdssj120650 0 18.6785 19.0523 19.3837 19.6467
PS1 PS1 sdssj120650 0 18.6796 19.053 19.3857 19.65
PS1 PS1 sdssj120650 0 18.678 19.0492 19.3791 19.641
PS1 PS1 sdssj120650 0 18.6777 19.0545 19.3888 19.6537
PS1 PS1 sdssj120650 0 18.6762 19.0475 19.3781 19.641
PS1 PS1 sdssj120650 0 18.6807 19.0533 19.3852 19.6491
PS1 PS1 sdssj120650 0 18.6802 19.0529 19.3847 19.6484
PS1 PS1 sdssj120650 0 18.6763 19.0467 19.3761 19.6379
PS1 PS1 sdssj120650 0 18.6779 19.0524 19.386 19.651
PS1 PS1 sdssj120650 0 18.6765 19.05 19.3825 19.6466
PS1 PS1 sdssj120650 0 18.6735 19.0488 19.3823 19.6468
PS1 PS1 sdssj120650 0 18.6775 19.0487 19.3797 19.6428
PS1 PS1 sdssj120650 0 18.6776 19.0501 19.3815 19.6446
PS1 PS1 sdssj120650 0 18.6771 19.0502 19.3829 19.6473
PS1 PS1 sdssj120650 0 18.6785 19.0489 19.379 19.6416
PS1 PS1 sdssj120650 0 18.6759 19.0475 19.3784 19.6413
PS1 PS1 sdssj120650 0 18.6759 19.05 19.3831 19.6476
PS1 PS1 sdssj120650 0 18.677 19.0516 19.3844 19.6483
PS1 PS1 sdssj120650 0 18.6754 19.0474 19.3773 19.6392
PS1 PS1 sdssj120650 0 18.6773 19.0512 19.3848 19.6499
PS1 PS1 sdssj120650 0 18.6771 19.0506 19.3831 19.6472
PS1 PS1 sdssj120650 0 18.6772 19.0484 19.3796 19.6429
PS1 PS1 sdssj120650 0 18.6774 19.0494 19.379 19.6403
PS1 PS1 sdssj120650 0 18.6713 19.0451 19.378 19.6424
PS1 PS1 sdssj120650 0 18.676 19.0514 19.3853 19.6504
PS1 PS1 sdssj120650 0 18.6819 19.0562 19.3877 19.6504
PS1 PS1 sdssj120650 0 18.6781 19.0495 19.381 19.6447
PS1 PS1 sdssj120650 0 18.678 19.0525 19.386 19.6509
PS1 PS1 sdssj120650 0 18.6854 19.0567 19.385 19.6454
PS1 PS1 sdssj120650 0 18.6742 19.0436 19.3752 19.6394
PS1 PS1 sdssj120650 0 18.6686 19.0426 19.3751 19.6392
PS1 PS1 sdssj120650 0 18.6773 19.0532 19.3871 19.652
PS1 PS1 sdssj120650 0 18.6714 19.0438 19.3755 19.639
PS1 PS1 sdssj120650 0 18.6778 19.0515 19.384 19.648
PS1 PS1 sdssj120650 0 18.6769 19.0503 19.3816 19.6443
PS1 PS1 sdssj120650 0 18.6752 19.0493 19.3833 19.6486
PS1 PS1 sdssj120650 0 18.678 19.0502 19.3809 19.6434
PS1 PS1 sdssj120650 0 18.68 19.0543 19.3857 19.6483
PS1 PS1 sdssj120650 0 18.6792 19.0537 19.3876 19.6529
PS1 PS1 sdssj120650 0 18.6735 19.0462 19.3784 19.6423
PS1 PS1 sdssj120650 0 18.6813 19.0552 19.3865 19.6493
PS1 PS1 sdssj120650 0 18.6795 19.0541 19.3854 19.648
PS1 PS1 sdssj120650 0 18.6733 19.0463 19.3793 19.6441
PS1 PS1 sdssj120650 0 18.6803 19.0532 19.3841 19.6466
PS1 PS1 sdssj120650 0 18.6745 19.0466 19.3779 19.6412
PS1 PS1 sdssj120650 0 18.6763 19.0493 19.3824 19.6471
PS1 PS1 sdssj120650 0 18.6787 19.0515 19.3832 19.6467
PS1 PS1 sdssj120650 0 18.6809 19.0553 19.3874 19.6508
PS1 PS1 sdssj120650 0 18.676 19.0498 19.3819 19.6455
PS1 PS1 sdssj120650 0 18.681 19.0524 19.3831 19.6459
PS1 PS1 sdssj120650 0 18.6753 19.049 19.3817 19.646
PS1 PS1 sdssj120650 0 18.6824 19.0545 19.3853 19.6481
PS1 PS1 sdssj120650 0 18.6815 19.0541 19.3851 19.6479
PS1 PS1 sdssj120650 0 18.6812 19.0522 19.3828 19.6458
PS1 PS1 sdssj120650 0 18.6746 19.0487 19.3818 19.6465
PS1 PS1 sdssj120650 0 18.6779 19.0501 19.3822 19.6464
PS1 PS1 sdssj120650 0 18.6805 19.0529 19.3851 19.6492
PS1 PS1 sdssj120650 0 18.6735 19.046 19.3781 19.6421
PS1 PS1 sdssj120650 0 18.6761 19.0512 19.3851 19.6502
PS1 PS1 sdssj120650 0 18.6729 19.0461 19.3769 19.6394
PS1 PS1 sdssj120650 0 18.6766 19.0481 19.3779 19.6397
PS1 PS1 sdssj120650 0 18.6789 19.0505 19.3822 19.6462
PS1 PS1 sdssj120650 0 18.6793 19.052 19.3844 19.6488
PS1 PS1 sdssj120650 0 18.6735 19.0455 19.3767 19.6398
PS1 PS1 sdssj120650 0 18.6778 19.0502 19.3818 19.6452
PS1 PS1 sdssj120650 0 18.6707 19.0414 19.3726 19.6362
PS1 PS1 sdssj120650 0 18.6764 19.0452 19.3757 19.6391
PS1 PS1 sdssj120650 0 18.6774 19.0476 19.3781 19.641
PS1 PS1 sdssj120650 0 18.6808 19.0526 19.3825 19.6443
PS1 PS1 sdssj121405 0 17.7667 18.2211 18.5991 18.8866
PS1 PS1 sdssj121405 0 17.7687 18.2227 18.6003 18.8876
PS1 PS1 sdssj121405 0 17.7653 18.2203 18.5988 18.8865
PS1 PS1 sdssj121405 0 17.7662 18.2219 18.6006 18.8886
PS1 PS1 sdssj121405 0 17.7682 18.2204 18.597 18.8837
PS1 PS1 sdssj121405 0 17.7672 18.2234 18.6027 18.8911
PS1 PS1 sdssj121405 0 17.7664 18.2202 18.5978 18.8853
PS1 PS1 sdssj121405 0 17.7679 18.2224 18.6 18.8871
PS1 PS1 sdssj121405 0 17.7672 18.2217 18.5994 18.8865
PS1 PS1 sdssj121405 0 17.7682 18.2211 18.598 18.885
PS1 PS1 sdssj121405 0 17.7661 18.2216 18.6 18.8875
PS1 PS1 sdssj121405 0 17.7692 18.2239 18.6021 18.8897
PS1 PS1 sdssj121405 0 17.7663 18.2202 18.5978 18.8851
PS1 PS1 sdssj121405 0 17.7672 18.2205 18.5979 18.8851
PS1 PS1 sdssj121405 0 17.766 18.2194 18.5967 18.8839
PS1 PS1 sdssj121405 0 17.7667 18.222 18.6 18.8871
PS1 PS1 sdssj121405 0 17.7665 18.2212 18.5988 18.8857
PS1 PS1 sdssj121405 0 17.7676 18.2208 18.5987 18.8869
PS1 PS1 sdssj121405 0 17.7666 18.2208 18.5981 18.8849
PS1 PS1 sdssj121405 0 17.7674 18.2221 18.5995 18.8863
PS1 PS1 sdssj121405 0 17.7675 18.2216 18.599 18.886
PS1 PS1 sdssj121405 0 17.7676 18.2223 18.6002 18.8875
PS1 PS1 sdssj121405 0 17.7677 18.2218 18.5995 18.8869
PS1 PS1 sdssj121405 0 17.7646 18.2202 18.5988 18.8865
PS1 PS1 sdssj121405 0 17.7674 18.221 18.5983 18.8856
PS1 PS1 sdssj121405 0 17.7668 18.2198 18.5971 18.8844
PS1 PS1 sdssj121405 0 17.7673 18.2212 18.5989 18.8862
PS1 PS1 sdssj121405 0 17.7685 18.2215 18.5988 18.886
PS1 PS1 sdssj121405 0 17.7677 18.2219 18.6 18.8877
PS1 PS1 sdssj121405 0 17.7661 18.2206 18.5988 18.8867
PS1 PS1 sdssj121405 0 17.7671 18.2211 18.5987 18.8857
PS1 PS1 sdssj121405 0 17.7691 18.2225 18.6001 18.8877
PS1 PS1 sdssj121405 0 17.7683 18.2233 18.6014 18.8888
PS1 PS1 sdssj121405 0 17.7679 18.2225 18.6004 18.8877
PS1 PS1 sdssj121405 0 17.7671 18.2217 18.5995 18.8866
PS1 PS1 sdssj121405 0 17.7674 18.2226 18.601 18.8889
PS1 PS1 sdssj121405 0 17.7685 18.222 18.5992 18.8863
PS1 PS1 sdssj121405 0 17.7689 18.2225 18.5996 18.8866
PS1 PS1 sdssj121405 0 17.7674 18.2205 18.598 18.8857
PS1 PS1 sdssj121405 0 17.7665 18.2212 18.5991 18.8864
PS1 PS1 sdssj121405 0 17.767 18.2211 18.5988 18.8862
PS1 PS1 sdssj121405 0 17.768 18.2236 18.6022 18.8899
PS1 PS1 sdssj121405 0 17.7672 18.2225 18.6005 18.8876
PS1 PS1 sdssj121405 0 17.7673 18.2219 18.5997 18.8869
PS1 PS1 sdssj121405 0 17.7669 18.2214 18.5995 18.8872
PS1 PS1 sdssj121405 0 17.7657 18.2206 18.5986 18.8858
PS1 PS1 sdssj121405 0 17.7669 18.22 18.5972 18.8843
PS1 PS1 sdssj121405 0 17.7684 18.2218 18.5992 18.8865
PS1 PS1 sdssj121405 0 17.7644 18.2209 18.6004 18.8889
PS1 PS1 sdssj121405 0 17.7662 18.2209 18.599 18.8867
PS1 PS1 sdssj121405 0 17.7699 18.2232 18.6006 18.8876
PS1 PS1 sdssj121405 0 17.7669 18.2213 18.5993 18.8868
PS1 PS1 sdssj121405 0 17.7681 18.2208 18.5979 18.885
PS1 PS1 sdssj121405 0 17.7661 18.2219 18.6002 18.8877
PS1 PS1 sdssj121405 0 17.7678 18.221 18.5984 18.8858
PS1 PS1 sdssj121405 0 17.7684 18.2223 18.6001 18.8876
PS1 PS1 sdssj121405 0 17.7662 18.2201 18.5978 18.8851
PS1 PS1 sdssj121405 0 17.7656 18.2194 18.5971 18.8847
PS1 PS1 sdssj121405 0 17.768 18.2229 18.6012 18.8889
PS1 PS1 sdssj121405 0 17.7655 18.2199 18.5978 18.8851
PS1 PS1 sdssj121405 0 17.7676 18.2214 18.5989 18.8861
PS1 PS1 sdssj121405 0 17.7667 18.2215 18.5995 18.887
