survey version standard standard_catagory shift DES-g DES-r DES-i DES-z 
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd020630_v2.fits stis_ngsl_v2 -15 5.11 4.644 4.53 4.503
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g192-43_v2.fits stis_ngsl_v2 -15 10.485 10.228 10.197 10.215
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd055057_v2.fits stis_ngsl_v2 -15 5.473 5.403 5.466 5.509
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g17-25_v2.fits stis_ngsl_v2 -15 9.935 9.363 9.178 9.095
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd193281_v2.fits stis_ngsl_v2 -15 6.678 6.825 6.974 7.033
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd134440_v2.fits stis_ngsl_v2 -15 9.803 9.094 8.87 8.769
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd036960_v2.fits stis_ngsl_v2 -15 4.515 5.025 5.383 5.661
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd041661_v2.fits stis_ngsl_v2 -15 7.605 7.344 7.334 7.367
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd720094_v2.fits stis_ngsl_v2 -15 10.083 9.82 9.756 9.77
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd094028_v2.fits stis_ngsl_v2 -15 8.379 8.065 7.992 7.995
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd006229_v2.fits stis_ngsl_v2 -15 8.896 8.341 8.147 8.049
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd122064_v2.fits stis_ngsl_v2 -15 6.939 6.063 5.83 5.719
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd102780_v2.fits stis_ngsl_v2 -15 8.939 7.538 6.892 6.551
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd128000_v2.fits stis_ngsl_v2 -15 6.417 5.112 4.6 4.327
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd170973_v2.fits stis_ngsl_v2 -15 6.301 6.548 6.788 6.913
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd142091_v2.fits stis_ngsl_v2 -15 5.214 4.433 4.223 4.125
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd021742_v2.fits stis_ngsl_v2 -15 8.349 7.731 7.591 7.525
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd090862_v2.fits stis_ngsl_v2 -15 9.27 8.041 7.576 7.308
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd017081_v2.fits stis_ngsl_v2 -15 4.057 4.436 4.717 4.882
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd224801_v2.fits stis_ngsl_v2 -15 6.263 6.537 6.782 6.944
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd167105_v2.fits stis_ngsl_v2 -15 9.017 9.266 9.502 9.571
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd019445_v2.fits stis_ngsl_v2 -15 8.196 7.89 7.806 7.806
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd047839_v2.fits stis_ngsl_v2 -15 4.443 4.957 5.315 5.594
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd072505_v2.fits stis_ngsl_v2 -15 6.752 5.827 5.564 5.407
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd193495_v2.fits stis_ngsl_v2 -15 3.411 2.795 2.601 2.485
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd292091_v2.fits stis_ngsl_v2 -15 10.489 10.145 10.064 10.056
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd018769_v2.fits stis_ngsl_v2 -15 5.874 5.986 6.149 6.257
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd660268_v2.fits stis_ngsl_v2 -15 10.32 9.903 9.768 9.704
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g234-28_v2.fits stis_ngsl_v2 -15 11.276 10.966 10.902 10.919
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd190360_v2.fits stis_ngsl_v2 -15 6.054 5.545 5.434 5.385
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd132475_v2.fits stis_ngsl_v2 -15 8.769 8.379 8.253 8.216
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd195434_v2.fits stis_ngsl_v2 -15 9.695 8.943 8.671 8.532
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd185351_v2.fits stis_ngsl_v2 -15 5.558 4.859 4.679 4.599
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd029574_v2.fits stis_ngsl_v2 -15 8.985 7.755 7.257 6.971
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g196-48_v2.fits stis_ngsl_v2 -15 10.537 10.174 10.076 10.058
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g114-26_v2.fits stis_ngsl_v2 -15 9.822 9.501 9.42 9.417
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g019-013_v2.fits stis_ngsl_v2 -15 8.248 7.171 6.795 6.611
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd160346_v2.fits stis_ngsl_v2 -15 6.925 6.131 5.881 5.76
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd003360_v2.fits stis_ngsl_v2 -15 3.448 3.911 4.237 4.479
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd074088_v2.fits stis_ngsl_v2 -15 7.468 6.044 5.466 5.119
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd078479_v2.fits stis_ngsl_v2 -15 7.704 6.751 6.48 6.317
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd174708_v2.fits stis_ngsl_v2 -15 9.665 9.403 9.359 9.365
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd188262_v2.fits stis_ngsl_v2 -15 8.061 7.391 7.183 7.048
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd+381670_v2.fits stis_ngsl_v2 -15 9.665 9.226 9.08 9.011
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd065714_v2.fits stis_ngsl_v2 -15 6.283 5.534 5.334 5.234
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd201601_v2.fits stis_ngsl_v2 -15 4.766 4.737 4.85 4.947
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd164058_v2.fits stis_ngsl_v2 -15 2.923 1.644 1.134 0.855
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd034078_v2.fits stis_ngsl_v2 -15 6.05 5.931 5.945 5.999
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd115617_v2.fits stis_ngsl_v2 -15 5.01 4.495 4.376 4.351
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd036702_v2.fits stis_ngsl_v2 -15 8.883 7.86 7.484 7.283
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g021-024_v2.fits stis_ngsl_v2 -15 9.474 8.25 7.817 7.617
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd063791_v2.fits stis_ngsl_v2 -15 8.293 7.549 7.273 7.137
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd215665_v2.fits stis_ngsl_v2 -15 4.413 3.616 3.395 3.276
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd097633_v2.fits stis_ngsl_v2 -15 3.195 3.467 3.683 3.771
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd112413_v2.fits stis_ngsl_v2 -15 2.752 3.096 3.366 3.528
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd200905_v2.fits stis_ngsl_v2 -15 4.429 3.05 2.508 2.214
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd008724_v2.fits stis_ngsl_v2 -15 8.787 7.937 7.616 7.443
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd031421_v2.fits stis_ngsl_v2 -15 4.582 3.677 3.376 3.213
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd212516_v2.fits stis_ngsl_v2 -15 9.495 8.035 7.247 6.852
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd200081_v2.fits stis_ngsl_v2 -15 8.275 7.68 7.507 7.426
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd-122669_v2.fits stis_ngsl_v2 -15 10.307 10.177 10.198 10.268
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd012533_v2.fits stis_ngsl_v2 -15 2.835 1.783 1.463 1.263
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd196662_v2.fits stis_ngsl_v2 -15 5.643 6.016 6.326 6.518
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd008890_v2.fits stis_ngsl_v2 -15 2.213 1.842 1.798 1.795
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd174966_v2.fits stis_ngsl_v2 -15 7.772 7.74 7.84 7.911
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd191026_v2.fits stis_ngsl_v2 -15 5.725 5.08 4.913 4.84
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd004128_v2.fits stis_ngsl_v2 -15 2.556 1.846 1.67 1.571
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd114330_v2.fits stis_ngsl_v2 -15 4.467 4.705 4.967 5.081
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd164353_v2.fits stis_ngsl_v2 -15 3.894 4.073 4.254 4.359
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd183915_v2.fits stis_ngsl_v2 -15 7.877 6.852 6.539 6.343
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd138749_v2.fits stis_ngsl_v2 -15 4.106 4.486 4.767 4.954
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd019308_v2.fits stis_ngsl_v2 -15 7.634 7.188 7.121 7.129
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd163346_v2.fits stis_ngsl_v2 -15 7.076 6.626 6.476 6.395
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd033793_v2.fits stis_ngsl_v2 -15 9.605 8.134 7.357 7.003
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd092860_v2.fits stis_ngsl_v2 -15 11.204 10.772 10.651 10.59
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd000358_v2.fits stis_ngsl_v2 -15 1.909 2.261 2.537 2.715
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd106516_v2.fits stis_ngsl_v2 -15 6.263 5.983 5.921 5.936
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd126661_v2.fits stis_ngsl_v2 -15 5.395 5.429 5.553 5.609
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd037828_v2.fits stis_ngsl_v2 -15 7.376 6.45 6.09 5.889
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd005916_v2.fits stis_ngsl_v2 -15 7.232 6.556 6.34 6.232
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd006755_v2.fits stis_ngsl_v2 -15 8.052 7.488 7.293 7.211
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd183324_v2.fits stis_ngsl_v2 -15 5.891 6.112 6.328 6.438
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd037216_v2.fits stis_ngsl_v2 -15 8.153 7.627 7.519 7.487
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_viwcom_v2.fits stis_ngsl_v2 -15 8.768 7.269 5.885 5.27
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd109995_v2.fits stis_ngsl_v2 -15 7.499 7.698 7.862 7.906
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd123657_v2.fits stis_ngsl_v2 -15 5.774 4.295 2.882 2.249
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd018907_v2.fits stis_ngsl_v2 -15 6.185 5.607 5.426 5.334
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd087140_v2.fits stis_ngsl_v2 -15 9.28 8.725 8.517 8.44
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd095418_v2.fits stis_ngsl_v2 -15 2.293 2.527 2.742 2.871
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd148513_v2.fits stis_ngsl_v2 -15 6.04 4.813 4.387 4.116
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd169191_v2.fits stis_ngsl_v2 -15 5.794 4.771 4.454 4.277
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd095241_v2.fits stis_ngsl_v2 -15 6.227 5.846 5.751 5.737
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd023439_v2.fits stis_ngsl_v2 -15 8.448 7.862 7.683 7.608
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_lhs10_v2.fits stis_ngsl_v2 -15 13.368 11.633 9.532 8.599
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g260-36_v2.fits stis_ngsl_v2 -15 11.628 10.915 10.717 10.631
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd128987_v2.fits stis_ngsl_v2 -15 7.606 7.099 7.0 6.976
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd025975_v2.fits stis_ngsl_v2 -15 6.473 5.772 5.602 5.523
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd022049_v2.fits stis_ngsl_v2 -15 4.083 3.388 3.211 3.149
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd119971_v2.fits stis_ngsl_v2 -15 6.058 4.908 4.489 4.248
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd073710_v2.fits stis_ngsl_v2 -15 6.844 6.086 5.884 5.773
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd149161_v2.fits stis_ngsl_v2 -15 5.528 4.216 3.694 3.417
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd079349_v2.fits stis_ngsl_v2 -15 9.208 7.85 7.246 6.916
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd217357_v2.fits stis_ngsl_v2 -15 8.556 7.223 6.674 6.432
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd111786_v2.fits stis_ngsl_v2 -15 6.158 6.144 6.2 6.261
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd166991_v2.fits stis_ngsl_v2 -15 6.768 6.924 7.09 7.184
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd059612_v2.fits stis_ngsl_v2 -15 4.893 4.881 4.941 4.831
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd093329_v2.fits stis_ngsl_v2 -15 8.701 8.873 9.034 9.067
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd086986_v2.fits stis_ngsl_v2 -15 7.948 8.063 8.187 8.219
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd039833_v2.fits stis_ngsl_v2 -15 7.873 7.442 7.36 7.356
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_gl15b_v2.fits stis_ngsl_v2 -15 8.88 7.377 6.495 6.103
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd001461_v2.fits stis_ngsl_v2 -15 6.711 6.262 6.168 6.14
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g18-54_v2.fits stis_ngsl_v2 -15 10.913 10.565 10.477 10.477
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd124425_v2.fits stis_ngsl_v2 -15 6.05 5.777 5.74 5.768
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd068988_v2.fits stis_ngsl_v2 -15 8.449 8.006 7.928 7.935
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd155763_v2.fits stis_ngsl_v2 -15 2.979 3.353 3.634 3.785
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd058551_v2.fits stis_ngsl_v2 -15 6.683 6.408 6.36 6.369
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd017072_v2.fits stis_ngsl_v2 -15 6.848 6.359 6.197 6.135
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd284248_v2.fits stis_ngsl_v2 -15 9.399 9.129 9.091 9.108
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd037202_v2.fits stis_ngsl_v2 -15 2.697 3.104 3.393 3.565
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd018078_v2.fits stis_ngsl_v2 -15 8.27 8.243 8.353 8.374
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_mmj6490_v2.fits stis_ngsl_v2 -15 10.877 11.055 11.238 11.319
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd126511_v2.fits stis_ngsl_v2 -15 8.655 8.112 7.983 7.952
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd079158_v2.fits stis_ngsl_v2 -15 5.13 5.486 5.78 5.971
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd110073_v2.fits stis_ngsl_v2 -15 4.528 4.859 5.15 5.327
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_cd-691618_v2.fits stis_ngsl_v2 -15 9.111 9.506 9.808 10.035
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd423607_v2.fits stis_ngsl_v2 -15 10.433 10.154 10.098 10.081
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd187879_v2.fits stis_ngsl_v2 -15 5.547 5.834 6.065 6.231
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd203638_v2.fits stis_ngsl_v2 -15 5.842 4.947 4.7 4.542
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_vgkcom_v2.fits stis_ngsl_v2 -15 7.506 6.019 4.583 3.928
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_mmj6476_v2.fits stis_ngsl_v2 -15 11.364 11.301 11.377 11.421
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd055496_v2.fits stis_ngsl_v2 -15 8.799 8.104 7.892 7.778
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd126614_v2.fits stis_ngsl_v2 -15 9.117 8.539 8.426 8.382
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd099648_v2.fits stis_ngsl_v2 -15 5.371 4.632 4.44 4.343
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd+413306_v2.fits stis_ngsl_v2 -15 9.206 8.589 8.397 8.312
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd170737_v2.fits stis_ngsl_v2 -15 8.454 7.827 7.613 7.516
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g63-26_v2.fits stis_ngsl_v2 -15 12.404 12.117 12.081 12.124
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd076291_v2.fits stis_ngsl_v2 -15 6.194 5.32 5.051 4.903
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd345957_v2.fits stis_ngsl_v2 -15 9.091 8.73 8.618 8.612
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd078362_v2.fits stis_ngsl_v2 -15 4.736 4.606 4.677 4.741
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd442051_v2.fits stis_ngsl_v2 -15 9.478 8.03 7.183 6.811
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd142703_v2.fits stis_ngsl_v2 -15 6.14 6.101 6.154 6.207
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_vbnvul_v2.fits stis_ngsl_v2 -15 10.864 10.351 10.124 9.922
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd166283_v2.fits stis_ngsl_v2 -15 7.816 7.836 7.958 8.03
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd137759_v2.fits stis_ngsl_v2 -15 4.038 3.287 3.04 2.865
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd175156_v2.fits stis_ngsl_v2 -15 5.098 5.107 5.187 5.228
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd037763_v2.fits stis_ngsl_v2 -15 5.659 4.761 4.507 4.36
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd044007_v2.fits stis_ngsl_v2 -15 8.401 7.732 7.488 7.366
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd101107_v2.fits stis_ngsl_v2 -15 5.699 5.564 5.6 5.674
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd187111_v2.fits stis_ngsl_v2 -15 8.291 7.229 6.806 6.569
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd038510_v2.fits stis_ngsl_v2 -15 8.378 8.035 7.95 7.935
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd063077_v2.fits stis_ngsl_v2 -15 5.572 5.227 5.137 5.119
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd175305_v2.fits stis_ngsl_v2 -15 7.639 7.098 6.93 6.838
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd124547_v2.fits stis_ngsl_v2 -15 5.433 4.298 3.924 3.706
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd015089_v2.fits stis_ngsl_v2 -15 4.608 4.822 5.077 5.217
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd013520_v2.fits stis_ngsl_v2 -15 5.432 4.177 3.727 3.44
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd019019_v2.fits stis_ngsl_v2 -15 7.107 6.75 6.695 6.719
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd190073_v2.fits stis_ngsl_v2 -15 7.787 7.89 8.012 8.002
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd175805_v2.fits stis_ngsl_v2 -15 7.861 7.545 7.528 7.564
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd194453_v2.fits stis_ngsl_v2 -15 6.634 6.921 7.149 7.244
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd061064_v2.fits stis_ngsl_v2 -15 5.194 4.971 5.005 5.018
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd134439_v2.fits stis_ngsl_v2 -15 9.771 9.258 9.099 8.997
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd026630_v2.fits stis_ngsl_v2 -15 4.545 3.778 3.55 3.438
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd096446_v2.fits stis_ngsl_v2 -15 6.502 6.894 7.182 7.411
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g180-24_v2.fits stis_ngsl_v2 -15 10.04 9.74 9.65 9.654
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd080607_v2.fits stis_ngsl_v2 -15 9.413 8.858 8.75 8.71
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd141795_v2.fits stis_ngsl_v2 -15 3.677 3.788 3.957 4.063
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd157244_v2.fits stis_ngsl_v2 -15 3.473 2.296 1.949 1.72
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd111515_v2.fits stis_ngsl_v2 -15 8.377 7.895 7.758 7.706
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd107582_v2.fits stis_ngsl_v2 -15 8.431 8.001 7.889 7.853
DES DES spectra/calspec23/bd26d2606_stis_006.fits calspec23 -15 9.864 9.589 9.511 9.492
DES DES spectra/calspec23/wd0308_565_stis_009.fits calspec23 -15 13.957 14.371 14.681 14.958
DES DES spectra/calspec23/sdss132811_stis_004.fits calspec23 -15 17.025 17.294 17.519 17.702
DES DES spectra/calspec23/hz21_stis_007.fits calspec23 -15 14.413 14.985 15.383 15.712
DES DES spectra/calspec23/gj7541a_stis_004.fits calspec23 -15 12.234 12.412 12.607 12.808
DES DES spectra/calspec23/ngc6681_3_stis_002.fits calspec23 -15 16.679 nan nan nan
DES DES spectra/calspec23/16cygb_stis_004.fits calspec23 -15 6.477 6.028 5.927 5.902
DES DES spectra/calspec23/hd38949_stis_007.fits calspec23 -15 8.001 7.635 7.565 7.562
DES DES spectra/calspec23/hd115169_stis_003.fits calspec23 -15 9.487 9.054 8.95 8.919
DES DES spectra/calspec23/feige34_stis_006.fits calspec23 -15 10.892 11.471 11.832 12.105
DES DES spectra/calspec23/18sco_stis_005.fits calspec23 -15 5.726 5.301 5.204 5.179
DES DES spectra/calspec23/ngc6681_9_stis_002.fits calspec23 -15 15.737 nan nan nan
DES DES spectra/calspec23/hd209458_stisnic_008.fits calspec23 -15 7.844 7.502 7.444 7.449
DES DES spectra/calspec23/wd0320_539_stis_005.fits calspec23 -15 14.714 15.244 15.624 15.938
DES DES spectra/calspec23/mucol_stis_007.fits calspec23 -15 4.899 5.433 5.808 6.104
DES DES spectra/calspec23/ngc6681_12_stis_002.fits calspec23 -15 17.0 nan nan nan
DES DES spectra/calspec23/hz43_stis_005.fits calspec23 -15 12.653 13.22 13.611 13.932
DES DES spectra/calspec23/hd101452_stis_003.fits calspec23 -15 7.588 7.531 7.604 7.66
DES DES spectra/calspec23/ngc2506g31_stis_003.fits calspec23 -15 18.197 17.703 17.575 17.532
DES DES spectra/calspec23/hd158485_stis_005.fits calspec23 -15 6.455 6.582 6.733 6.814
DES DES spectra/calspec23/ksi2ceti_stis_006.fits calspec23 -15 4.135 4.458 4.709 4.832
DES DES spectra/calspec23/hd37962_stis_010.fits calspec23 -15 8.083 7.654 7.551 7.521
DES DES spectra/calspec23/ngc6681_10_stis_002.fits calspec23 -15 18.153 nan nan nan
DES DES spectra/calspec23/hd116405_stis_006.fits calspec23 -15 8.178 8.509 8.768 8.898
DES DES spectra/calspec23/hd009051_stis_007.fits calspec23 -15 9.278 8.645 8.408 8.284
DES DES spectra/calspec23/ngc6681_4_stis_002.fits calspec23 -15 15.884 nan nan nan
DES DES spectra/calspec23/hd55677_stis_004.fits calspec23 -15 9.388 9.566 9.737 9.798
DES DES spectra/calspec23/feige110_stisnic_008.fits calspec23 -15 11.57 12.134 12.521 12.834
DES DES spectra/calspec23/hd185975_stis_007.fits calspec23 -15 8.362 7.896 7.786 7.754
DES DES spectra/calspec23/hd200654_stis_007.fits calspec23 -15 9.347 8.867 8.68 8.591
DES DES spectra/calspec23/hz44_stis_006.fits calspec23 -15 11.404 11.961 12.361 12.689
DES DES spectra/calspec23/ngc6681_7_stis_002.fits calspec23 -15 15.339 nan nan nan
DES DES spectra/calspec23/ngc6681_6_stis_002.fits calspec23 -15 15.952 nan nan nan
DES DES spectra/calspec23/wd0947_857_stis_007.fits calspec23 -15 15.518 16.069 16.458 16.777
DES DES spectra/calspec23/hd205905_stis_009.fits calspec23 -15 6.969 6.563 6.483 6.47
DES DES spectra/calspec23/eta1dor_stis_004.fits calspec23 -15 5.563 5.869 6.11 6.233
DES DES spectra/calspec23/sun_reference_stis_002.fits calspec23 -15 -26.487 -26.947 -27.042 -27.052
DES DES spectra/calspec23/hd163466_stis_005.fits calspec23 -15 6.851 6.912 7.034 7.105
DES DES spectra/calspec23/hz4_stis_008.fits calspec23 -15 14.44 14.741 15.013 15.274
DES DES spectra/calspec23/bd_75d325_stis_006.fits calspec23 -15 9.258 9.843 10.246 10.573
DES DES spectra/calspec23/alpha_lyr_stis_011.fits calspec23 -15 -0.089 0.194 0.424 0.531
DES DES spectra/calspec23/hd180609_stis_006.fits calspec23 -15 9.387 9.533 9.691 9.766
DES DES spectra/calspec23/bd11d3759_stis_003.fits calspec23 -15 12.008 10.496 8.985 8.304
DES DES spectra/calspec23/hz43b_stis_005.fits calspec23 -15 14.659 13.571 12.319 11.79
DES DES spectra/calspec23/hd128998_stis_003.fits calspec23 -15 5.699 5.983 6.209 6.31
DES DES spectra/calspec23/ngc6681_8_stis_002.fits calspec23 -15 16.634 nan nan nan
