survey version standard standard_catagory shift CFA3K-B CFA3K-V CFA3K-r CFA3K-i 
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd110885_v2.fits stis_ngsl_v2 0 9.750776487114974 9.182542244262226 8.994200685849147 8.835684568848853
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd201377_v2.fits stis_ngsl_v2 0 6.835849084652014 6.6588963203047165 6.719655867871638 6.842758125497213
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_g13-35_v2.fits stis_ngsl_v2 0 10.073534051822223 9.658668224220737 9.54437407794838 9.459092500970721
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd050420_v2.fits stis_ngsl_v2 0 6.453428913251449 6.144888014658097 6.105952851791142 6.115859595626191
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd206778_v2.fits stis_ngsl_v2 0 3.8720640848533088 2.4770365657138744 1.9312720679530464 1.5028373093136844
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_g188-22_v2.fits stis_ngsl_v2 0 10.542838900992352 10.079761808565209 9.94718360715287 9.855345226200319
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd093813_v2.fits stis_ngsl_v2 0 4.24298013399678 3.12455770842524 2.699828103091026 2.3428104771523204
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd175865_v2.fits stis_ngsl_v2 0 5.399229898908838 3.993624304736461 3.232815605490537 1.535835164195043
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd006734_v2.fits stis_ngsl_v2 0 7.244381119878766 6.451810720413594 6.172074711301264 5.945910549094003
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd038237_v2.fits stis_ngsl_v2 0 7.322342765626995 7.1347343367983385 7.20722187343742 7.3494331681138485
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd072184_v2.fits stis_ngsl_v2 0 6.907064288827114 5.897534127410008 5.527434398184277 5.24762386463295
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd052089_v2.fits stis_ngsl_v2 0 1.329654051258411 1.5008806375202117 1.7230530556313262 2.02969280520069
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd086322_v2.fits stis_ngsl_v2 0 7.8517083500217195 6.908776424326142 6.566739763302551 6.2904165134251295
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd137909_v2.fits stis_ngsl_v2 0 4.038310956562209 3.780505719011082 3.820364161314004 3.978506563724168
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd173158_v2.fits stis_ngsl_v2 0 9.375244966282432 7.950670280075855 7.339084029960248 6.765904776651735
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd121146_v2.fits stis_ngsl_v2 0 7.476383480528344 6.401628126971424 5.9756662824565305 5.63087604622755
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_bd+75d325_v2.fits stis_ngsl_v2 0 9.230385104458785 9.500888176858759 9.77412390277663 10.19005580116366
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd017361_v2.fits stis_ngsl_v2 0 5.538169346082483 4.529457487710367 4.159263082148397 3.8712451544851882
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_bd592723_v2.fits stis_ngsl_v2 0 10.910069721009537 10.47280442327516 10.343453384978282 10.241386662217105
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd166229_v2.fits stis_ngsl_v2 0 6.543427213717535 5.509862026485127 5.1310526032683414 4.835773982105999
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd164967_v2.fits stis_ngsl_v2 0 7.325354632326454 7.181930375252428 7.256875240436341 7.39476474033727
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd224926_v2.fits stis_ngsl_v2 0 5.0059309708169115 5.083427094260276 5.263602705242691 5.5521628408005705
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_cd-259286_v2.fits stis_ngsl_v2 0 11.416597733451843 10.963516588614613 10.83144916880163 10.740134624047565
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd071160_v2.fits stis_ngsl_v2 0 9.333688948925213 8.011687615336758 7.459486504861222 6.95628900093664
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd106304_v2.fits stis_ngsl_v2 0 9.074071142504915 9.023303972269492 9.15497394502216 9.364365643956257
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_g187-40_v2.fits stis_ngsl_v2 0 11.052832742689828 10.553644284059235 10.417625052414657 10.318447154567986
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd019787_v2.fits stis_ngsl_v2 0 5.288754692589289 4.348725842144244 4.01833822618577 3.76983882845552
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_g231-52_v2.fits stis_ngsl_v2 0 11.015480247289853 10.444997507987498 10.261280065425808 10.111539540248652
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd141851_v2.fits stis_ngsl_v2 0 5.239640978459913 5.093260447294622 5.1654757080111375 5.3126076820680455
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd082734_v2.fits stis_ngsl_v2 0 5.9377523275560575 5.009743095245913 4.698534900295727 4.471173613120382
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd163641_v2.fits stis_ngsl_v2 0 6.269365052327511 6.235900509499107 6.362686048316246 6.573035598552466
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd176232_v2.fits stis_ngsl_v2 0 6.255540842839628 6.01046681129964 6.051845958861773 6.187331381453267
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd005256_v2.fits stis_ngsl_v2 0 9.448965122333638 8.748303084040888 8.51844205649105 8.339319592329653
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd003712_v2.fits stis_ngsl_v2 0 3.6718436123770553 2.698201330690545 2.3948473780035866 2.1316118001176294
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd101013_v2.fits stis_ngsl_v2 0 7.081958744767337 6.117207318620455 5.812247548920486 5.580350549092302
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd109387_v2.fits stis_ngsl_v2 0 3.7145176494463095 3.773143991734845 3.9014871413668826 4.102634592620867
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd118055_v2.fits stis_ngsl_v2 0 10.071429086318775 8.917893343774494 8.439504542078058 7.969084396854293
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd194093_v2.fits stis_ngsl_v2 0 2.8169708963920095 2.216619219761942 2.0593803605461436 1.959220029719753
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd191277_v2.fits stis_ngsl_v2 0 6.500281512170875 5.4254997231933615 5.007776874535613 4.6837265460961115
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd010380_v2.fits stis_ngsl_v2 0 5.704598514421231 4.473109043616542 3.975592166085779 3.5499693277724527
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd034816_v2.fits stis_ngsl_v2 0 4.055746568664698 4.254912966809453 4.515346743929855 4.8942693117567275
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd000319_v2.fits stis_ngsl_v2 0 6.051900657795751 5.900734178682082 5.9864185951201145 6.13191427373003
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd105452_v2.fits stis_ngsl_v2 0 4.299970111975994 3.9792429100930033 3.9566424099197453 3.988975560874665
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd111464_v2.fits stis_ngsl_v2 0 7.894796053402387 6.626540943911113 6.101442474267146 5.626154149864836
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd019656_v2.fits stis_ngsl_v2 0 5.677936674625598 4.660951180899399 4.302486884876864 4.032872838006434
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd058343_v2.fits stis_ngsl_v2 0 5.039846028707603 5.018302409400281 5.127983135398304 5.323281472015453
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd138716_v2.fits stis_ngsl_v2 0 5.638146031773156 4.717602702713933 4.387462165117339 4.154180078550646
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd196426_v2.fits stis_ngsl_v2 0 6.12412692299696 6.180271102923893 6.356759472145897 6.620341205716948
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd020630_v2.fits stis_ngsl_v2 0 5.477639250133538 4.860098575293115 4.662370687875186 4.520994046211215
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_g192-43_v2.fits stis_ngsl_v2 0 10.750205008172061 10.330421765816578 10.230923052575555 10.181565711212068
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd055057_v2.fits stis_ngsl_v2 0 5.6961873894462505 5.402609939266096 5.389598428756853 5.441474147404237
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_g17-25_v2.fits stis_ngsl_v2 0 10.329132089037612 9.6386293369182 9.388907609178265 9.176603782986023
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd193281_v2.fits stis_ngsl_v2 0 6.833913234761659 6.70660912572119 6.795010946940143 6.942559626601931
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd134440_v2.fits stis_ngsl_v2 0 10.237922615344312 9.451191884483752 9.130831458988236 8.871276946584318
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd036960_v2.fits stis_ngsl_v2 0 4.5190501972355035 4.710184564575815 4.963391229212147 5.332512314782883
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd041661_v2.fits stis_ngsl_v2 0 7.884199545080636 7.4491893565033 7.345800227825191 7.315654673692305
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_bd720094_v2.fits stis_ngsl_v2 0 10.341263781948664 9.934810253167601 9.826667574554303 9.743673395139803
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd094028_v2.fits stis_ngsl_v2 0 8.65623733638544 8.205119171610868 8.073964714240095 7.980563172173608
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd006229_v2.fits stis_ngsl_v2 0 9.289537321028282 8.604306922390712 8.368872885970344 8.146197508406667
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd122064_v2.fits stis_ngsl_v2 0 7.442922432720546 6.5091888368805755 6.104888714169793 5.830367793603146
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd102780_v2.fits stis_ngsl_v2 0 9.70214434221335 8.25930765380387 7.6291396861624685 6.926005592730363
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd128000_v2.fits stis_ngsl_v2 0 7.137655410615262 5.773119000883511 5.189612488832073 4.621808474177578
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd170973_v2.fits stis_ngsl_v2 0 6.394026061383943 6.389826196323341 6.507459163866632 6.747427553892661
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd142091_v2.fits stis_ngsl_v2 0 5.7271891162772475 4.80696243267759 4.47029760732059 4.2217470182360595
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd021742_v2.fits stis_ngsl_v2 0 8.796675928858116 8.02204600449387 7.756893689728003 7.583988583127792
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd090862_v2.fits stis_ngsl_v2 0 9.972497467391682 8.657004618285299 8.112956888623547 7.5958653191308025
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd017081_v2.fits stis_ngsl_v2 0 4.116424052419052 4.199036171957186 4.386774766818456 4.672912857132812
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd224801_v2.fits stis_ngsl_v2 0 6.345944116833915 6.366960847252916 6.496319792011932 6.74134670843122
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd167105_v2.fits stis_ngsl_v2 0 9.143147524307677 9.0866352973826 9.224133627760462 9.463120314039218
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd019445_v2.fits stis_ngsl_v2 0 8.468069280920064 8.027242415465537 7.899818128196903 7.794880183227158
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd047839_v2.fits stis_ngsl_v2 0 4.448168105588532 4.638476438488546 4.895537577084565 5.264420901605701
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd072505_v2.fits stis_ngsl_v2 0 7.3417613984905 6.269090190377415 5.872424864383306 5.566445187735046
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd193495_v2.fits stis_ngsl_v2 0 3.821543549535209 3.094806291144366 2.8262992873185344 2.5983642016625064
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_bd292091_v2.fits stis_ngsl_v2 0 10.780560468078702 10.296262859341144 10.155895752133166 10.052989854640254
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd018769_v2.fits stis_ngsl_v2 0 6.049035506438311 5.882917206307031 5.956278497734236 6.114967809730296
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_bd660268_v2.fits stis_ngsl_v2 0 10.655269675950548 10.091240333336117 9.920308821620768 9.762508443457042
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_g234-28_v2.fits stis_ngsl_v2 0 11.556232934851623 11.09952027606997 10.973246702248783 10.889452345232764
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd190360_v2.fits stis_ngsl_v2 0 6.463725383400333 5.771118586729198 5.5633450943732585 5.424747552772115
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd132475_v2.fits stis_ngsl_v2 0 9.06879128811565 8.565861286529426 8.39642358473936 8.245252259285868
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd195434_v2.fits stis_ngsl_v2 0 10.140897044067637 9.327642746556755 8.982326544085716 8.677966685751821
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd185351_v2.fits stis_ngsl_v2 0 6.044476628324886 5.186726427882505 4.891320664690768 4.675195464999022
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd029574_v2.fits stis_ngsl_v2 0 9.63952800042272 8.386978542772841 7.8335202551373415 7.2816420116529
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_g196-48_v2.fits stis_ngsl_v2 0 10.834085883739045 10.339514958497048 10.186710737479714 10.066426398168554
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_g114-26_v2.fits stis_ngsl_v2 0 10.100713274139801 9.646450162666543 9.5114951313324 9.409243157121997
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_g019-013_v2.fits stis_ngsl_v2 0 8.777437262023613 7.744158653830411 7.229347540591545 6.81046888266845
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd160346_v2.fits stis_ngsl_v2 0 7.403915382468965 6.531398833645202 6.1701640685997186 5.884563730320267
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd003360_v2.fits stis_ngsl_v2 0 3.4680820440937254 3.6311155121206267 3.8554049413141667 4.189066442315316
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd074088_v2.fits stis_ngsl_v2 0 8.226387681767266 6.772168018747049 6.131794380441357 5.496037705686008
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd078479_v2.fits stis_ngsl_v2 0 8.305506044757374 7.2075184171062645 6.797404625177216 6.483096568613928
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_bd174708_v2.fits stis_ngsl_v2 0 9.932447474387844 9.509254635955227 9.40663701262529 9.344607853073475
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd188262_v2.fits stis_ngsl_v2 0 8.471308539073833 7.718605318748214 7.4238673025840685 7.182030581090367
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_bd+381670_v2.fits stis_ngsl_v2 0 10.01536111538485 9.426487808051217 9.243705960686995 9.076250443981648
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd065714_v2.fits stis_ngsl_v2 0 6.804737528509789 5.882507511322483 5.569018531364688 5.330497624470191
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd201601_v2.fits stis_ngsl_v2 0 4.992918299636336 4.704182055329639 4.717520301412532 4.819965488004841
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd164058_v2.fits stis_ngsl_v2 0 3.643149792080996 2.2902752835814266 1.7207577023213332 1.155887980057476
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd034078_v2.fits stis_ngsl_v2 0 6.224451177486386 5.96414569873858 5.923117616368761 5.926198704410191
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd115617_v2.fits stis_ngsl_v2 0 5.3984910472459395 4.734999714923845 4.516247711994699 4.367530698414499
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd036702_v2.fits stis_ngsl_v2 0 9.473087133180558 8.368294132400592 7.920506014088315 7.498141439542537
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_g021-024_v2.fits stis_ngsl_v2 0 10.055902930655916 8.893341203358776 8.316473840701665 7.837059958007658
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd063791_v2.fits stis_ngsl_v2 0 8.753150673167772 7.914368148348995 7.5905636544060515 7.278873956928533
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd215665_v2.fits stis_ngsl_v2 0 4.96017804123955 3.9860419428124882 3.653719507721999 3.393737256947806
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd097633_v2.fits stis_ngsl_v2 0 3.3086312640101903 3.2837457239663093 3.4261733592953623 3.64498270912586
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd112413_v2.fits stis_ngsl_v2 0 2.8166643225330597 2.8893398898878613 3.0500379204360653 3.322649477564849
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd200905_v2.fits stis_ngsl_v2 0 5.202721528066081 3.7420929091994855 3.1330651323474865 2.530834493625112
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd008724_v2.fits stis_ngsl_v2 0 9.290668060922476 8.36067700605329 7.987475870783375 7.625293503814405
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd031421_v2.fits stis_ngsl_v2 0 5.162262423705449 4.112973387602668 3.724356463653152 3.3828549184747034
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd212516_v2.fits stis_ngsl_v2 0 10.279655976409222 8.802260109555057 8.139836838030273 7.290735123913287
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd200081_v2.fits stis_ngsl_v2 0 8.694431731683943 7.962804434599619 7.708232683861284 7.502970968236171
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_bd-122669_v2.fits stis_ngsl_v2 0 10.528435787712242 10.21334783723347 10.170590380551243 10.177874331231026
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd012533_v2.fits stis_ngsl_v2 0 3.516417328448951 2.274756756992947 1.834456825013217 1.470031914095089
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd196662_v2.fits stis_ngsl_v2 0 5.706145664972417 5.773296572021515 5.963773242768224 6.2804139496766185
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd008890_v2.fits stis_ngsl_v2 0 2.5580769560545336 1.995053450689959 1.8499813201639597 1.7824571233790545
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd174966_v2.fits stis_ngsl_v2 0 7.987644495285042 7.713522130705449 7.7213025819189065 7.8121485608166035
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd191026_v2.fits stis_ngsl_v2 0 6.1761388473172145 5.384119389656856 5.108708581742211 4.908834207987241
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd004128_v2.fits stis_ngsl_v2 0 3.072444895705902 2.1648811879927305 1.8758531608032427 1.6657898658396997
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd114330_v2.fits stis_ngsl_v2 0 4.577892998215773 4.540266600857155 4.663146056643801 4.925527700059349
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd164353_v2.fits stis_ngsl_v2 0 3.9876404382802115 3.9466042685785117 4.040459151322236 4.2197730837172225
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd183915_v2.fits stis_ngsl_v2 0 8.531044682613858 7.335223790933174 6.904421634470457 6.546286323002993
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd138749_v2.fits stis_ngsl_v2 0 4.1569371939519675 4.249675660396104 4.437734956648883 4.723359971471397
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd019308_v2.fits stis_ngsl_v2 0 8.003242844077525 7.38472096156525 7.202625202268959 7.108272501005854
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd163346_v2.fits stis_ngsl_v2 0 7.39527371862481 6.851128866084178 6.64650189188819 6.4709831909272895
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd033793_v2.fits stis_ngsl_v2 0 10.296439449357832 8.905432569008163 8.225770163310795 7.4091980595632245
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_bd092860_v2.fits stis_ngsl_v2 0 11.53366624332376 10.9730894897159 10.790783018111089 10.643096674351122
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd000358_v2.fits stis_ngsl_v2 0 1.9773148066796815 2.039249066401226 2.2137391596939975 2.4930819322475637
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd106516_v2.fits stis_ngsl_v2 0 6.535550659669538 6.106870269514193 5.99075738304358 5.907652889192925
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd126661_v2.fits stis_ngsl_v2 0 5.601202983664105 5.362719417163827 5.404519662597207 5.523479125330291
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd037828_v2.fits stis_ngsl_v2 0 7.937701924066974 6.909358952769555 6.505973741205978 6.1026411753300716
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd005916_v2.fits stis_ngsl_v2 0 7.695534624032574 6.8756192906929385 6.5900744085719305 6.340213773241293
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd006755_v2.fits stis_ngsl_v2 0 8.43714744297422 7.757386368062168 7.516232446985424 7.291363566479753
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd183324_v2.fits stis_ngsl_v2 0 6.039445245203754 5.942009929419168 6.071731473394803 6.2909737549937015
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd037216_v2.fits stis_ngsl_v2 0 8.561343251009431 7.864559543188143 7.646578931551173 7.510097971844762
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_viwcom_v2.fits stis_ngsl_v2 0 9.572946036548254 8.141496662116928 7.435161364801311 5.9699354348950715
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd109995_v2.fits stis_ngsl_v2 0 7.6369444266256385 7.552623296174197 7.6646421082541325 7.828687615755983
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd123657_v2.fits stis_ngsl_v2 0 6.5730381132854125 5.160726493346342 4.462953882416529 2.9696347912340544
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd018907_v2.fits stis_ngsl_v2 0 6.609336038388906 5.878313694289783 5.634118016397207 5.424285901584455
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd087140_v2.fits stis_ngsl_v2 0 9.651137969862 8.998038933754724 8.755488136036501 8.51766766144044
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd095418_v2.fits stis_ngsl_v2 0 2.402050348089633 2.3745748611691266 2.490104335542864 2.7029115581425716
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd148513_v2.fits stis_ngsl_v2 0 6.738924537429791 5.423099794709891 4.880655236682576 4.402813071435713
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd169191_v2.fits stis_ngsl_v2 0 6.412011603321452 5.2695880442116305 4.825140579383647 4.461364851109168
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd095241_v2.fits stis_ngsl_v2 0 6.5552775341719025 6.016463241712376 5.85916273206804 5.741017802935013
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd023439_v2.fits stis_ngsl_v2 0 8.843466260886933 8.150076961489273 7.889964394857729 7.680070446475786
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_lhs10_v2.fits stis_ngsl_v2 0 14.350931024407389 12.710037034504989 11.857709577889022 9.67933523964126
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_g260-36_v2.fits stis_ngsl_v2 0 12.09552364432262 11.266764582242562 10.949513681525861 10.714628865183998
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd128987_v2.fits stis_ngsl_v2 0 8.000469847753108 7.32890273700453 7.1176424682485875 6.989514183758399
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd025975_v2.fits stis_ngsl_v2 0 6.965117151091376 6.09725070509031 5.802258501770656 5.597553056317552
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd022049_v2.fits stis_ngsl_v2 0 4.539016267155783 3.7276572602442255 3.4202976609126137 3.207422814577172
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd119971_v2.fits stis_ngsl_v2 0 6.710869497498147 5.487016992161138 4.975260730293823 4.505976801563194
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd073710_v2.fits stis_ngsl_v2 0 7.369381984975294 6.437825106502405 6.121273600470954 5.882298030085342
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd149161_v2.fits stis_ngsl_v2 0 6.239414712210542 4.884714987478638 4.294870296603524 3.7175606038250004
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd079349_v2.fits stis_ngsl_v2 0 9.934887756504144 8.551402626608546 7.936510112933502 7.277296263087526
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd217357_v2.fits stis_ngsl_v2 0 9.163247183359756 7.934239322946144 7.301354397036602 6.703599329328349
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd111786_v2.fits stis_ngsl_v2 0 6.351042753077215 6.120988953791077 6.130005382172347 6.175914400850037
CFA3K CFA3K spectra/stis_ngsl_v2/h_stis_ngsl_hd166991_v2.fits stis_ngsl_v2 0 6.929350828644185 6.796100537813064 6.891518131274588 7.055244859734338
