survey version standard standard_catagory shift DES-g DES-r DES-i DES-z 
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd020630_v2.fits stis_ngsl_v2 -20 5.113 4.644 4.53 4.503
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g192-43_v2.fits stis_ngsl_v2 -20 10.486 10.229 10.197 10.215
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd055057_v2.fits stis_ngsl_v2 -20 5.474 5.403 5.465 5.509
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g17-25_v2.fits stis_ngsl_v2 -20 9.939 9.363 9.178 9.095
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd193281_v2.fits stis_ngsl_v2 -20 6.678 6.825 6.974 7.033
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd134440_v2.fits stis_ngsl_v2 -20 9.807 9.095 8.871 8.769
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd036960_v2.fits stis_ngsl_v2 -20 4.513 5.023 5.382 5.66
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd041661_v2.fits stis_ngsl_v2 -20 7.607 7.344 7.334 7.367
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd720094_v2.fits stis_ngsl_v2 -20 10.085 9.821 9.756 9.77
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd094028_v2.fits stis_ngsl_v2 -20 8.381 8.065 7.992 7.995
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd006229_v2.fits stis_ngsl_v2 -20 8.899 8.342 8.147 8.049
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd122064_v2.fits stis_ngsl_v2 -20 6.944 6.064 5.83 5.719
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd102780_v2.fits stis_ngsl_v2 -20 8.947 7.541 6.894 6.552
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd128000_v2.fits stis_ngsl_v2 -20 6.424 5.114 4.601 4.328
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd170973_v2.fits stis_ngsl_v2 -20 6.3 6.547 6.788 6.913
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd142091_v2.fits stis_ngsl_v2 -20 5.219 4.434 4.223 4.125
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd021742_v2.fits stis_ngsl_v2 -20 8.353 7.731 7.591 7.526
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd090862_v2.fits stis_ngsl_v2 -20 9.277 8.043 7.577 7.309
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd017081_v2.fits stis_ngsl_v2 -20 4.056 4.434 4.716 4.881
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd224801_v2.fits stis_ngsl_v2 -20 6.263 6.536 6.781 6.944
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd167105_v2.fits stis_ngsl_v2 -20 9.017 9.265 9.501 9.571
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd019445_v2.fits stis_ngsl_v2 -20 8.198 7.89 7.806 7.806
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd047839_v2.fits stis_ngsl_v2 -20 4.442 4.956 5.313 5.594
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd072505_v2.fits stis_ngsl_v2 -20 6.757 5.829 5.564 5.407
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd193495_v2.fits stis_ngsl_v2 -20 3.415 2.796 2.601 2.485
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd292091_v2.fits stis_ngsl_v2 -20 10.491 10.145 10.064 10.057
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd018769_v2.fits stis_ngsl_v2 -20 5.874 5.985 6.149 6.256
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd660268_v2.fits stis_ngsl_v2 -20 10.323 9.904 9.768 9.704
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g234-28_v2.fits stis_ngsl_v2 -20 11.278 10.966 10.902 10.919
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd190360_v2.fits stis_ngsl_v2 -20 6.057 5.545 5.434 5.385
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd132475_v2.fits stis_ngsl_v2 -20 8.772 8.38 8.253 8.216
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd195434_v2.fits stis_ngsl_v2 -20 9.699 8.944 8.672 8.533
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd185351_v2.fits stis_ngsl_v2 -20 5.563 4.86 4.679 4.6
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd029574_v2.fits stis_ngsl_v2 -20 8.991 7.757 7.258 6.972
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g196-48_v2.fits stis_ngsl_v2 -20 10.539 10.174 10.076 10.058
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g114-26_v2.fits stis_ngsl_v2 -20 9.824 9.501 9.42 9.417
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g019-013_v2.fits stis_ngsl_v2 -20 8.254 7.173 6.796 6.611
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd160346_v2.fits stis_ngsl_v2 -20 6.929 6.132 5.881 5.76
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd003360_v2.fits stis_ngsl_v2 -20 3.447 3.91 4.236 4.478
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd074088_v2.fits stis_ngsl_v2 -20 7.476 6.047 5.467 5.12
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd078479_v2.fits stis_ngsl_v2 -20 7.71 6.752 6.48 6.317
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd174708_v2.fits stis_ngsl_v2 -20 9.667 9.403 9.359 9.364
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd188262_v2.fits stis_ngsl_v2 -20 8.065 7.392 7.183 7.048
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd+381670_v2.fits stis_ngsl_v2 -20 9.668 9.227 9.08 9.011
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd065714_v2.fits stis_ngsl_v2 -20 6.288 5.535 5.334 5.234
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd201601_v2.fits stis_ngsl_v2 -20 4.767 4.737 4.849 4.947
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd164058_v2.fits stis_ngsl_v2 -20 2.93 1.646 1.135 0.856
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd034078_v2.fits stis_ngsl_v2 -20 6.05 5.931 5.945 5.998
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd115617_v2.fits stis_ngsl_v2 -20 5.013 4.496 4.376 4.351
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd036702_v2.fits stis_ngsl_v2 -20 8.888 7.861 7.485 7.283
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g021-024_v2.fits stis_ngsl_v2 -20 9.48 8.252 7.818 7.618
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd063791_v2.fits stis_ngsl_v2 -20 8.297 7.55 7.274 7.138
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd215665_v2.fits stis_ngsl_v2 -20 4.418 3.617 3.395 3.276
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd097633_v2.fits stis_ngsl_v2 -20 3.194 3.466 3.682 3.771
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd112413_v2.fits stis_ngsl_v2 -20 2.751 3.095 3.365 3.528
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd200905_v2.fits stis_ngsl_v2 -20 4.437 3.053 2.509 2.215
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd008724_v2.fits stis_ngsl_v2 -20 8.792 7.939 7.616 7.443
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd031421_v2.fits stis_ngsl_v2 -20 4.587 3.678 3.377 3.213
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd212516_v2.fits stis_ngsl_v2 -20 9.502 8.037 7.248 6.853
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd200081_v2.fits stis_ngsl_v2 -20 8.278 7.681 7.507 7.427
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd-122669_v2.fits stis_ngsl_v2 -20 10.308 10.177 10.198 10.268
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd012533_v2.fits stis_ngsl_v2 -20 2.841 1.784 1.464 1.264
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd196662_v2.fits stis_ngsl_v2 -20 5.642 6.015 6.325 6.517
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd008890_v2.fits stis_ngsl_v2 -20 2.216 1.842 1.798 1.795
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd174966_v2.fits stis_ngsl_v2 -20 7.773 7.74 7.84 7.911
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd191026_v2.fits stis_ngsl_v2 -20 5.728 5.081 4.913 4.84
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd004128_v2.fits stis_ngsl_v2 -20 2.56 1.847 1.67 1.572
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd114330_v2.fits stis_ngsl_v2 -20 4.466 4.704 4.967 5.081
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd164353_v2.fits stis_ngsl_v2 -20 3.894 4.073 4.253 4.359
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd183915_v2.fits stis_ngsl_v2 -20 7.883 6.854 6.54 6.344
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd138749_v2.fits stis_ngsl_v2 -20 4.104 4.485 4.766 4.954
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd019308_v2.fits stis_ngsl_v2 -20 7.637 7.189 7.121 7.129
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd163346_v2.fits stis_ngsl_v2 -20 7.079 6.626 6.477 6.396
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd033793_v2.fits stis_ngsl_v2 -20 9.612 8.137 7.359 7.004
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd092860_v2.fits stis_ngsl_v2 -20 11.207 10.773 10.651 10.591
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd000358_v2.fits stis_ngsl_v2 -20 1.908 2.26 2.536 2.715
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd106516_v2.fits stis_ngsl_v2 -20 6.265 5.984 5.921 5.936
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd126661_v2.fits stis_ngsl_v2 -20 5.396 5.428 5.553 5.609
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd037828_v2.fits stis_ngsl_v2 -20 7.381 6.452 6.09 5.89
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd005916_v2.fits stis_ngsl_v2 -20 7.236 6.557 6.34 6.232
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd006755_v2.fits stis_ngsl_v2 -20 8.055 7.489 7.293 7.211
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd183324_v2.fits stis_ngsl_v2 -20 5.891 6.111 6.328 6.437
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd037216_v2.fits stis_ngsl_v2 -20 8.157 7.628 7.519 7.487
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_viwcom_v2.fits stis_ngsl_v2 -20 8.774 7.272 5.888 5.272
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd109995_v2.fits stis_ngsl_v2 -20 7.499 7.698 7.861 7.906
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd123657_v2.fits stis_ngsl_v2 -20 5.78 4.298 2.885 2.252
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd018907_v2.fits stis_ngsl_v2 -20 6.189 5.608 5.426 5.335
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd087140_v2.fits stis_ngsl_v2 -20 9.283 8.726 8.518 8.44
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd095418_v2.fits stis_ngsl_v2 -20 2.292 2.526 2.741 2.871
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd148513_v2.fits stis_ngsl_v2 -20 6.047 4.815 4.388 4.117
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd169191_v2.fits stis_ngsl_v2 -20 5.8 4.773 4.454 4.278
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd095241_v2.fits stis_ngsl_v2 -20 6.23 5.846 5.751 5.737
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd023439_v2.fits stis_ngsl_v2 -20 8.452 7.863 7.683 7.608
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_lhs10_v2.fits stis_ngsl_v2 -20 13.376 11.637 9.538 8.601
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g260-36_v2.fits stis_ngsl_v2 -20 11.632 10.916 10.717 10.632
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd128987_v2.fits stis_ngsl_v2 -20 7.609 7.1 7.0 6.976
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd025975_v2.fits stis_ngsl_v2 -20 6.478 5.773 5.602 5.523
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd022049_v2.fits stis_ngsl_v2 -20 4.087 3.389 3.211 3.149
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd119971_v2.fits stis_ngsl_v2 -20 6.065 4.91 4.49 4.249
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd073710_v2.fits stis_ngsl_v2 -20 6.848 6.087 5.885 5.773
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd149161_v2.fits stis_ngsl_v2 -20 5.535 4.218 3.695 3.418
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd079349_v2.fits stis_ngsl_v2 -20 9.215 7.852 7.248 6.917
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd217357_v2.fits stis_ngsl_v2 -20 8.563 7.225 6.675 6.432
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd111786_v2.fits stis_ngsl_v2 -20 6.159 6.144 6.199 6.261
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd166991_v2.fits stis_ngsl_v2 -20 6.768 6.923 7.089 7.184
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd059612_v2.fits stis_ngsl_v2 -20 4.894 4.881 4.941 4.831
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd093329_v2.fits stis_ngsl_v2 -20 8.701 8.872 9.034 9.067
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd086986_v2.fits stis_ngsl_v2 -20 7.948 8.063 8.186 8.219
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd039833_v2.fits stis_ngsl_v2 -20 7.876 7.443 7.36 7.356
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_gl15b_v2.fits stis_ngsl_v2 -20 8.887 7.38 6.497 6.104
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd001461_v2.fits stis_ngsl_v2 -20 6.714 6.262 6.168 6.14
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g18-54_v2.fits stis_ngsl_v2 -20 10.915 10.565 10.478 10.477
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd124425_v2.fits stis_ngsl_v2 -20 6.052 5.777 5.739 5.768
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd068988_v2.fits stis_ngsl_v2 -20 8.452 8.006 7.928 7.935
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd155763_v2.fits stis_ngsl_v2 -20 2.978 3.352 3.633 3.785
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd058551_v2.fits stis_ngsl_v2 -20 6.685 6.409 6.36 6.369
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd017072_v2.fits stis_ngsl_v2 -20 6.851 6.36 6.197 6.135
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd284248_v2.fits stis_ngsl_v2 -20 9.401 9.13 9.091 9.108
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd037202_v2.fits stis_ngsl_v2 -20 2.695 3.103 3.393 3.564
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd018078_v2.fits stis_ngsl_v2 -20 8.271 8.243 8.353 8.374
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_mmj6490_v2.fits stis_ngsl_v2 -20 10.877 11.054 11.237 11.319
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd126511_v2.fits stis_ngsl_v2 -20 8.658 8.112 7.984 7.952
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd079158_v2.fits stis_ngsl_v2 -20 5.129 5.485 5.779 5.971
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd110073_v2.fits stis_ngsl_v2 -20 4.527 4.858 5.149 5.327
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_cd-691618_v2.fits stis_ngsl_v2 -20 9.11 9.504 9.807 10.034
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd423607_v2.fits stis_ngsl_v2 -20 10.435 10.154 10.098 10.081
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd187879_v2.fits stis_ngsl_v2 -20 5.547 5.833 6.065 6.23
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd203638_v2.fits stis_ngsl_v2 -20 5.848 4.948 4.7 4.542
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_vgkcom_v2.fits stis_ngsl_v2 -20 7.512 6.022 4.587 3.93
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_mmj6476_v2.fits stis_ngsl_v2 -20 11.365 11.301 11.377 11.421
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd055496_v2.fits stis_ngsl_v2 -20 8.803 8.105 7.892 7.778
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd126614_v2.fits stis_ngsl_v2 -20 9.12 8.539 8.426 8.382
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd099648_v2.fits stis_ngsl_v2 -20 5.375 4.633 4.44 4.343
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd+413306_v2.fits stis_ngsl_v2 -20 9.209 8.59 8.398 8.312
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd170737_v2.fits stis_ngsl_v2 -20 8.458 7.828 7.614 7.517
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g63-26_v2.fits stis_ngsl_v2 -20 12.406 12.117 12.08 12.123
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd076291_v2.fits stis_ngsl_v2 -20 6.199 5.321 5.052 4.904
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd345957_v2.fits stis_ngsl_v2 -20 9.093 8.731 8.618 8.612
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd078362_v2.fits stis_ngsl_v2 -20 4.737 4.605 4.677 4.741
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd442051_v2.fits stis_ngsl_v2 -20 9.486 8.033 7.185 6.812
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd142703_v2.fits stis_ngsl_v2 -20 6.141 6.101 6.154 6.207
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_vbnvul_v2.fits stis_ngsl_v2 -20 10.866 10.352 10.125 9.922
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd166283_v2.fits stis_ngsl_v2 -20 7.816 7.836 7.958 8.03
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd137759_v2.fits stis_ngsl_v2 -20 4.043 3.288 3.041 2.866
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd175156_v2.fits stis_ngsl_v2 -20 5.098 5.107 5.186 5.228
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd037763_v2.fits stis_ngsl_v2 -20 5.665 4.762 4.507 4.361
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd044007_v2.fits stis_ngsl_v2 -20 8.404 7.733 7.489 7.366
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd101107_v2.fits stis_ngsl_v2 -20 5.701 5.564 5.599 5.674
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd187111_v2.fits stis_ngsl_v2 -20 8.297 7.231 6.807 6.57
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd038510_v2.fits stis_ngsl_v2 -20 8.38 8.036 7.95 7.935
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd063077_v2.fits stis_ngsl_v2 -20 5.575 5.228 5.137 5.119
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd175305_v2.fits stis_ngsl_v2 -20 7.642 7.099 6.93 6.838
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd124547_v2.fits stis_ngsl_v2 -20 5.44 4.3 3.925 3.707
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd015089_v2.fits stis_ngsl_v2 -20 4.608 4.821 5.076 5.217
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd013520_v2.fits stis_ngsl_v2 -20 5.439 4.179 3.728 3.441
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd019019_v2.fits stis_ngsl_v2 -20 7.109 6.75 6.695 6.719
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd190073_v2.fits stis_ngsl_v2 -20 7.787 7.89 8.013 8.002
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd175805_v2.fits stis_ngsl_v2 -20 7.863 7.545 7.528 7.564
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd194453_v2.fits stis_ngsl_v2 -20 6.634 6.92 7.148 7.244
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd061064_v2.fits stis_ngsl_v2 -20 5.196 4.971 5.005 5.018
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd134439_v2.fits stis_ngsl_v2 -20 9.774 9.259 9.1 8.998
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd026630_v2.fits stis_ngsl_v2 -20 4.549 3.779 3.55 3.439
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd096446_v2.fits stis_ngsl_v2 -20 6.501 6.893 7.182 7.411
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g180-24_v2.fits stis_ngsl_v2 -20 10.042 9.74 9.65 9.654
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd080607_v2.fits stis_ngsl_v2 -20 9.416 8.858 8.75 8.71
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd141795_v2.fits stis_ngsl_v2 -20 3.678 3.787 3.957 4.063
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd157244_v2.fits stis_ngsl_v2 -20 3.48 2.298 1.949 1.721
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd111515_v2.fits stis_ngsl_v2 -20 8.38 7.896 7.758 7.706
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd107582_v2.fits stis_ngsl_v2 -20 8.434 8.002 7.889 7.853
DES DES spectra/calspec23/bd26d2606_stis_006.fits calspec23 -20 9.866 9.59 9.511 9.492
DES DES spectra/calspec23/wd0308_565_stis_009.fits calspec23 -20 13.956 14.37 14.68 14.957
DES DES spectra/calspec23/sdss132811_stis_004.fits calspec23 -20 17.025 17.293 17.518 17.701
DES DES spectra/calspec23/hz21_stis_007.fits calspec23 -20 14.411 14.983 15.381 15.711
DES DES spectra/calspec23/gj7541a_stis_004.fits calspec23 -20 12.234 12.412 12.607 12.807
DES DES spectra/calspec23/ngc6681_3_stis_002.fits calspec23 -20 16.679 nan nan nan
DES DES spectra/calspec23/16cygb_stis_004.fits calspec23 -20 6.48 6.029 5.927 5.902
DES DES spectra/calspec23/hd38949_stis_007.fits calspec23 -20 8.003 7.635 7.565 7.562
DES DES spectra/calspec23/hd115169_stis_003.fits calspec23 -20 9.49 9.055 8.95 8.919
DES DES spectra/calspec23/feige34_stis_006.fits calspec23 -20 10.89 11.47 11.831 12.105
DES DES spectra/calspec23/18sco_stis_005.fits calspec23 -20 5.728 5.302 5.204 5.179
DES DES spectra/calspec23/ngc6681_9_stis_002.fits calspec23 -20 15.737 nan nan nan
DES DES spectra/calspec23/hd209458_stisnic_008.fits calspec23 -20 7.846 7.502 7.444 7.449
DES DES spectra/calspec23/wd0320_539_stis_005.fits calspec23 -20 14.713 15.242 15.623 15.937
DES DES spectra/calspec23/mucol_stis_007.fits calspec23 -20 4.897 5.431 5.807 6.103
DES DES spectra/calspec23/ngc6681_12_stis_002.fits calspec23 -20 17.0 nan nan nan
DES DES spectra/calspec23/hz43_stis_005.fits calspec23 -20 12.651 13.218 13.609 13.931
DES DES spectra/calspec23/hd101452_stis_003.fits calspec23 -20 7.589 7.531 7.604 7.66
DES DES spectra/calspec23/ngc2506g31_stis_003.fits calspec23 -20 18.2 17.704 17.575 17.532
DES DES spectra/calspec23/hd158485_stis_005.fits calspec23 -20 6.455 6.582 6.733 6.814
DES DES spectra/calspec23/ksi2ceti_stis_006.fits calspec23 -20 4.134 4.457 4.708 4.832
DES DES spectra/calspec23/hd37962_stis_010.fits calspec23 -20 8.086 7.655 7.551 7.521
DES DES spectra/calspec23/ngc6681_10_stis_002.fits calspec23 -20 18.154 nan nan nan
DES DES spectra/calspec23/hd116405_stis_006.fits calspec23 -20 8.177 8.508 8.767 8.898
DES DES spectra/calspec23/hd009051_stis_007.fits calspec23 -20 9.282 8.646 8.408 8.285
DES DES spectra/calspec23/ngc6681_4_stis_002.fits calspec23 -20 15.884 nan nan nan
DES DES spectra/calspec23/hd55677_stis_004.fits calspec23 -20 9.388 9.565 9.737 9.798
DES DES spectra/calspec23/feige110_stisnic_008.fits calspec23 -20 11.568 12.133 12.519 12.833
DES DES spectra/calspec23/hd185975_stis_007.fits calspec23 -20 8.365 7.897 7.786 7.755
DES DES spectra/calspec23/hd200654_stis_007.fits calspec23 -20 9.349 8.868 8.68 8.591
DES DES spectra/calspec23/hz44_stis_006.fits calspec23 -20 11.402 11.96 12.359 12.688
DES DES spectra/calspec23/ngc6681_7_stis_002.fits calspec23 -20 15.343 nan nan nan
DES DES spectra/calspec23/ngc6681_6_stis_002.fits calspec23 -20 15.952 nan nan nan
DES DES spectra/calspec23/wd0947_857_stis_007.fits calspec23 -20 15.516 16.068 16.457 16.776
DES DES spectra/calspec23/hd205905_stis_009.fits calspec23 -20 6.972 6.564 6.482 6.47
DES DES spectra/calspec23/eta1dor_stis_004.fits calspec23 -20 5.563 5.868 6.109 6.233
DES DES spectra/calspec23/sun_reference_stis_002.fits calspec23 -20 -26.485 -26.946 -27.042 -27.052
DES DES spectra/calspec23/hd163466_stis_005.fits calspec23 -20 6.852 6.911 7.033 7.105
DES DES spectra/calspec23/hz4_stis_008.fits calspec23 -20 14.44 14.74 15.012 15.273
DES DES spectra/calspec23/bd_75d325_stis_006.fits calspec23 -20 9.256 9.841 10.244 10.571
DES DES spectra/calspec23/alpha_lyr_stis_011.fits calspec23 -20 -0.09 0.193 0.423 0.531
DES DES spectra/calspec23/hd180609_stis_006.fits calspec23 -20 9.387 9.533 9.69 9.766
DES DES spectra/calspec23/bd11d3759_stis_003.fits calspec23 -20 12.014 10.499 8.989 8.306
DES DES spectra/calspec23/hz43b_stis_005.fits calspec23 -20 14.662 13.574 12.322 11.791
DES DES spectra/calspec23/hd128998_stis_003.fits calspec23 -20 5.698 5.982 6.208 6.31
DES DES spectra/calspec23/ngc6681_8_stis_002.fits calspec23 -20 16.634 nan nan nan
