survey version standard standard_catagory shift ATLAS-c ATLAS-o 
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd193281_v2.fits stis_ngsl_v2 0 6.7021 6.8552
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd134440_v2.fits stis_ngsl_v2 0 9.4702 9.0132
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd036960_v2.fits stis_ngsl_v2 0 4.6693 5.1067
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd041661_v2.fits stis_ngsl_v2 0 7.4691 7.3298
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_bd720094_v2.fits stis_ngsl_v2 0 9.9547 9.7894
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd094028_v2.fits stis_ngsl_v2 0 8.2274 8.032
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd006229_v2.fits stis_ngsl_v2 0 8.6392 8.2701
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd122064_v2.fits stis_ngsl_v2 0 6.5127 5.9782
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd102780_v2.fits stis_ngsl_v2 0 8.2595 7.2924
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd128000_v2.fits stis_ngsl_v2 0 5.7775 4.9216
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd170973_v2.fits stis_ngsl_v2 0 6.3611 6.6014
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd142091_v2.fits stis_ngsl_v2 0 4.837 4.3564
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd021742_v2.fits stis_ngsl_v2 0 8.05 7.6772
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd090862_v2.fits stis_ngsl_v2 0 8.6719 7.8716
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd017081_v2.fits stis_ngsl_v2 0 4.1668 4.4994
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd224801_v2.fits stis_ngsl_v2 0 6.3349 6.5918
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd167105_v2.fits stis_ngsl_v2 0 9.0747 9.3187
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd019445_v2.fits stis_ngsl_v2 0 8.05 7.8531
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd047839_v2.fits stis_ngsl_v2 0 4.5981 5.039
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd072505_v2.fits stis_ngsl_v2 0 6.3006 5.7322
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd193495_v2.fits stis_ngsl_v2 0 3.1244 2.7237
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_bd292091_v2.fits stis_ngsl_v2 0 10.3234 10.1096
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd018769_v2.fits stis_ngsl_v2 0 5.8798 6.0193
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_bd660268_v2.fits stis_ngsl_v2 0 10.1238 9.8512
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_g234-28_v2.fits stis_ngsl_v2 0 11.1243 10.9354
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd190360_v2.fits stis_ngsl_v2 0 5.8065 5.5001
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd132475_v2.fits stis_ngsl_v2 0 8.5893 8.3295
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd195434_v2.fits stis_ngsl_v2 0 9.342 8.8451
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd185351_v2.fits stis_ngsl_v2 0 5.2222 4.7926
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd029574_v2.fits stis_ngsl_v2 0 8.3989 7.5755
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_g196-48_v2.fits stis_ngsl_v2 0 10.3643 10.1329
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_g114-26_v2.fits stis_ngsl_v2 0 9.6687 9.466
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_g019-013_v2.fits stis_ngsl_v2 0 7.7233 7.0354
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd160346_v2.fits stis_ngsl_v2 0 6.5439 6.0404
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd003360_v2.fits stis_ngsl_v2 0 3.5883 3.9856
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd074088_v2.fits stis_ngsl_v2 0 6.7675 5.8308
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd078479_v2.fits stis_ngsl_v2 0 7.2376 6.6531
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_bd174708_v2.fits stis_ngsl_v2 0 9.5326 9.3781
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd188262_v2.fits stis_ngsl_v2 0 7.7487 7.315
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_bd+381670_v2.fits stis_ngsl_v2 0 9.4573 9.1702
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd065714_v2.fits stis_ngsl_v2 0 5.9212 5.4601
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd201601_v2.fits stis_ngsl_v2 0 4.7144 4.7568
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd164058_v2.fits stis_ngsl_v2 0 2.3005 1.4547
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd034078_v2.fits stis_ngsl_v2 0 5.981 5.9236
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd115617_v2.fits stis_ngsl_v2 0 4.7639 4.4481
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd036702_v2.fits stis_ngsl_v2 0 8.3984 7.7262
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_g021-024_v2.fits stis_ngsl_v2 0 8.8662 8.0917
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd063791_v2.fits stis_ngsl_v2 0 7.9488 7.4498
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd215665_v2.fits stis_ngsl_v2 0 4.0272 3.5352
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd097633_v2.fits stis_ngsl_v2 0 3.2642 3.5139
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd112413_v2.fits stis_ngsl_v2 0 2.848 3.1566
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd200905_v2.fits stis_ngsl_v2 0 3.7531 2.8473
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd008724_v2.fits stis_ngsl_v2 0 8.3932 7.8227
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd031421_v2.fits stis_ngsl_v2 0 4.1471 3.5689
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd212516_v2.fits stis_ngsl_v2 0 8.7989 7.724
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd200081_v2.fits stis_ngsl_v2 0 7.994 7.6156
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_bd-122669_v2.fits stis_ngsl_v2 0 10.228 10.1722
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd012533_v2.fits stis_ngsl_v2 0 2.3161 1.6674
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd196662_v2.fits stis_ngsl_v2 0 5.7472 6.0869
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd008890_v2.fits stis_ngsl_v2 0 2.0258 1.8175
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd174966_v2.fits stis_ngsl_v2 0 7.7243 7.7566
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd191026_v2.fits stis_ngsl_v2 0 5.4152 5.0178
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd004128_v2.fits stis_ngsl_v2 0 2.2098 1.7805
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd114330_v2.fits stis_ngsl_v2 0 4.5215 4.7644
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd164353_v2.fits stis_ngsl_v2 0 3.9372 4.1121
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd183915_v2.fits stis_ngsl_v2 0 7.3753 6.7402
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd138749_v2.fits stis_ngsl_v2 0 4.2176 4.5499
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd019308_v2.fits stis_ngsl_v2 0 7.4158 7.1576
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd163346_v2.fits stis_ngsl_v2 0 6.8686 6.5685
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd033793_v2.fits stis_ngsl_v2 0 8.8746 7.8287
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_bd092860_v2.fits stis_ngsl_v2 0 11.002 10.725
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd000358_v2.fits stis_ngsl_v2 0 2.0086 2.3233
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd106516_v2.fits stis_ngsl_v2 0 6.1265 5.9533
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd126661_v2.fits stis_ngsl_v2 0 5.3702 5.4522
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd037828_v2.fits stis_ngsl_v2 0 6.9427 6.3221
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd005916_v2.fits stis_ngsl_v2 0 6.9141 6.4778
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd006755_v2.fits stis_ngsl_v2 0 7.7916 7.4157
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd183324_v2.fits stis_ngsl_v2 0 5.9349 6.1594
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd037216_v2.fits stis_ngsl_v2 0 7.8975 7.5841
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_viwcom_v2.fits stis_ngsl_v2 0 8.1464 6.6364
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd109995_v2.fits stis_ngsl_v2 0 7.5433 7.7317
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd123657_v2.fits stis_ngsl_v2 0 5.1685 3.6466
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd018907_v2.fits stis_ngsl_v2 0 5.9134 5.5409
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd087140_v2.fits stis_ngsl_v2 0 9.0276 8.6495
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd095418_v2.fits stis_ngsl_v2 0 2.351 2.5736
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd148513_v2.fits stis_ngsl_v2 0 5.436 4.6587
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd169191_v2.fits stis_ngsl_v2 0 5.2963 4.6575
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd095241_v2.fits stis_ngsl_v2 0 6.0444 5.8062
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd023439_v2.fits stis_ngsl_v2 0 8.173 7.7956
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_lhs10_v2.fits stis_ngsl_v2 0 12.7336 10.5629
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_g260-36_v2.fits stis_ngsl_v2 0 11.287 10.8425
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd128987_v2.fits stis_ngsl_v2 0 7.3599 7.0583
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd025975_v2.fits stis_ngsl_v2 0 6.133 5.7086
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd022049_v2.fits stis_ngsl_v2 0 3.7499 3.3227
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd119971_v2.fits stis_ngsl_v2 0 5.5028 4.7577
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd073710_v2.fits stis_ngsl_v2 0 6.4766 6.0126
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd149161_v2.fits stis_ngsl_v2 0 4.8857 4.0226
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd079349_v2.fits stis_ngsl_v2 0 8.5489 7.623
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd217357_v2.fits stis_ngsl_v2 0 7.8978 7.0177
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd111786_v2.fits stis_ngsl_v2 0 6.1255 6.1484
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd166991_v2.fits stis_ngsl_v2 0 6.7923 6.9575
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd059612_v2.fits stis_ngsl_v2 0 4.8626 4.8897
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd093329_v2.fits stis_ngsl_v2 0 8.735 8.9067
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd086986_v2.fits stis_ngsl_v2 0 7.9633 8.0865
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd039833_v2.fits stis_ngsl_v2 0 7.6644 7.4068
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_gl15b_v2.fits stis_ngsl_v2 0 8.1577 7.0257
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd001461_v2.fits stis_ngsl_v2 0 6.4921 6.2228
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_g18-54_v2.fits stis_ngsl_v2 0 10.7456 10.5265
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd124425_v2.fits stis_ngsl_v2 0 5.9116 5.7542
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd068988_v2.fits stis_ngsl_v2 0 8.2333 7.9717
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd155763_v2.fits stis_ngsl_v2 0 3.0869 3.4171
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd058551_v2.fits stis_ngsl_v2 0 6.546 6.3828
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd017072_v2.fits stis_ngsl_v2 0 6.6226 6.2982
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd284248_v2.fits stis_ngsl_v2 0 9.2643 9.1077
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd037202_v2.fits stis_ngsl_v2 0 2.8264 3.1734
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd018078_v2.fits stis_ngsl_v2 0 8.2255 8.2632
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_mmj6490_v2.fits stis_ngsl_v2 0 10.9079 11.0934
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd126511_v2.fits stis_ngsl_v2 0 8.3947 8.0614
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd079158_v2.fits stis_ngsl_v2 0 5.2311 5.5532
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd110073_v2.fits stis_ngsl_v2 0 4.6183 4.9257
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_cd-691618_v2.fits stis_ngsl_v2 0 9.2244 9.5745
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_bd423607_v2.fits stis_ngsl_v2 0 10.294 10.1261
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd187879_v2.fits stis_ngsl_v2 0 5.6261 5.8853
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd203638_v2.fits stis_ngsl_v2 0 5.4058 4.8577
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_vgkcom_v2.fits stis_ngsl_v2 0 6.8983 5.3567
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_mmj6476_v2.fits stis_ngsl_v2 0 11.3025 11.311
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd055496_v2.fits stis_ngsl_v2 0 8.468 8.0274
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd126614_v2.fits stis_ngsl_v2 0 8.8356 8.494
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd099648_v2.fits stis_ngsl_v2 0 5.0138 4.5615
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_bd+413306_v2.fits stis_ngsl_v2 0 8.9156 8.5184
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd170737_v2.fits stis_ngsl_v2 0 8.1633 7.7491
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_g63-26_v2.fits stis_ngsl_v2 0 12.2639 12.0952
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd076291_v2.fits stis_ngsl_v2 0 5.7721 5.2233
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd345957_v2.fits stis_ngsl_v2 0 8.9232 8.6847
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd078362_v2.fits stis_ngsl_v2 0 4.6464 4.6152
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_bd442051_v2.fits stis_ngsl_v2 0 8.7805 7.6914
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd142703_v2.fits stis_ngsl_v2 0 6.0972 6.1048
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_vbnvul_v2.fits stis_ngsl_v2 0 10.6302 10.2683
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd166283_v2.fits stis_ngsl_v2 0 7.787 7.8587
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd137759_v2.fits stis_ngsl_v2 0 3.6754 3.1981
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd175156_v2.fits stis_ngsl_v2 0 5.0777 5.1186
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd037763_v2.fits stis_ngsl_v2 0 5.2219 4.6697
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd044007_v2.fits stis_ngsl_v2 0 8.093 7.644
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd101107_v2.fits stis_ngsl_v2 0 5.6154 5.5627
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd187111_v2.fits stis_ngsl_v2 0 7.7903 7.077
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd038510_v2.fits stis_ngsl_v2 0 8.2131 7.9988
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd063077_v2.fits stis_ngsl_v2 0 5.4057 5.1888
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd175305_v2.fits stis_ngsl_v2 0 7.3856 7.0356
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd124547_v2.fits stis_ngsl_v2 0 4.8757 4.1629
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd015089_v2.fits stis_ngsl_v2 0 4.6454 4.8791
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd013520_v2.fits stis_ngsl_v2 0 4.8126 4.0137
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd019019_v2.fits stis_ngsl_v2 0 6.9315 6.722
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd190073_v2.fits stis_ngsl_v2 0 7.8053 7.9178
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd175805_v2.fits stis_ngsl_v2 0 7.6979 7.5288
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd194453_v2.fits stis_ngsl_v2 0 6.7092 6.9711
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd061064_v2.fits stis_ngsl_v2 0 5.0668 4.9702
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd134439_v2.fits stis_ngsl_v2 0 9.5297 9.1991
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd026630_v2.fits stis_ngsl_v2 0 4.18 3.6953
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd096446_v2.fits stis_ngsl_v2 0 6.6167 6.9598
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_g180-24_v2.fits stis_ngsl_v2 0 9.897 9.7008
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd080607_v2.fits stis_ngsl_v2 0 9.1426 8.814
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd141795_v2.fits stis_ngsl_v2 0 3.6816 3.8229
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd157244_v2.fits stis_ngsl_v2 0 2.8889 2.1708
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd111515_v2.fits stis_ngsl_v2 0 8.1483 7.8418
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd107582_v2.fits stis_ngsl_v2 0 8.2267 7.9558
ATLAS ATLAS spectra/calspec23/bd26d2606_stis_006.fits calspec23 0 9.7336 9.5547
ATLAS ATLAS spectra/calspec23/wd0308_565_stis_009.fits calspec23 0 14.0697 14.4404
ATLAS ATLAS spectra/calspec23/sdss132811_stis_004.fits calspec23 0 17.0636 17.3432
ATLAS ATLAS spectra/calspec23/hz21_stis_007.fits calspec23 0 14.5914 15.0754
ATLAS ATLAS spectra/calspec23/gj7541a_stis_004.fits calspec23 0 12.2749 12.4545
ATLAS ATLAS spectra/calspec23/ngc6681_3_stis_002.fits calspec23 0 nan nan
ATLAS ATLAS spectra/calspec23/16cygb_stis_004.fits calspec23 0 6.2624 5.9869
ATLAS ATLAS spectra/calspec23/hd38949_stis_007.fits calspec23 0 7.8229 7.6028
ATLAS ATLAS spectra/calspec23/hd115169_stis_003.fits calspec23 0 9.2807 9.012
ATLAS ATLAS spectra/calspec23/feige34_stis_006.fits calspec23 0 11.0747 11.5541
ATLAS ATLAS spectra/calspec23/18sco_stis_005.fits calspec23 0 5.5227 5.2609
ATLAS ATLAS spectra/calspec23/ngc6681_9_stis_002.fits calspec23 0 nan nan
ATLAS ATLAS spectra/calspec23/hd209458_stisnic_008.fits calspec23 0 7.6761 7.4738
ATLAS ATLAS spectra/calspec23/wd0320_539_stis_005.fits calspec23 0 14.8698 15.3305
ATLAS ATLAS spectra/calspec23/mucol_stis_007.fits calspec23 0 5.0628 5.5185
ATLAS ATLAS spectra/calspec23/ngc6681_12_stis_002.fits calspec23 0 nan nan
ATLAS ATLAS spectra/calspec23/hz43_stis_005.fits calspec23 0 12.8267 13.3091
ATLAS ATLAS spectra/calspec23/hd101452_stis_003.fits calspec23 0 7.5317 7.5409
ATLAS ATLAS spectra/calspec23/ngc2506g31_stis_003.fits calspec23 0 17.9608 17.6524
ATLAS ATLAS spectra/calspec23/hd158485_stis_005.fits calspec23 0 6.4695 6.6124
ATLAS ATLAS spectra/calspec23/ksi2ceti_stis_006.fits calspec23 0 4.2224 4.514
ATLAS ATLAS spectra/calspec23/hd37962_stis_010.fits calspec23 0 7.8781 7.612
ATLAS ATLAS spectra/calspec23/ngc6681_10_stis_002.fits calspec23 0 nan nan
ATLAS ATLAS spectra/calspec23/hd116405_stis_006.fits calspec23 0 8.2687 8.5672
ATLAS ATLAS spectra/calspec23/hd009051_stis_007.fits calspec23 0 8.9891 8.5595
ATLAS ATLAS spectra/calspec23/ngc6681_4_stis_002.fits calspec23 0 nan nan
ATLAS ATLAS spectra/calspec23/hd55677_stis_004.fits calspec23 0 9.4244 9.6019
ATLAS ATLAS spectra/calspec23/feige110_stisnic_008.fits calspec23 0 11.7445 12.2228
ATLAS ATLAS spectra/calspec23/hd185975_stis_007.fits calspec23 0 8.1403 7.8518
ATLAS ATLAS spectra/calspec23/hd200654_stis_007.fits calspec23 0 9.1318 8.7982
ATLAS ATLAS spectra/calspec23/hz44_stis_006.fits calspec23 0 11.5735 12.0524
ATLAS ATLAS spectra/calspec23/ngc6681_7_stis_002.fits calspec23 0 nan nan
ATLAS ATLAS spectra/calspec23/ngc6681_6_stis_002.fits calspec23 0 nan nan
ATLAS ATLAS spectra/calspec23/wd0947_857_stis_007.fits calspec23 0 15.6847 16.1579
ATLAS ATLAS spectra/calspec23/hd205905_stis_009.fits calspec23 0 6.7729 6.5282
ATLAS ATLAS spectra/calspec23/eta1dor_stis_004.fits calspec23 0 5.6432 5.9221
ATLAS ATLAS spectra/calspec23/sun_reference_stis_002.fits calspec23 0 -26.7089 -26.9857
ATLAS ATLAS spectra/calspec23/hd163466_stis_005.fits calspec23 0 6.8418 6.9342
ATLAS ATLAS spectra/calspec23/hz4_stis_008.fits calspec23 0 14.493 14.8001
ATLAS ATLAS spectra/calspec23/bd_75d325_stis_006.fits calspec23 0 9.4404 9.935
ATLAS ATLAS spectra/calspec23/alpha_lyr_stis_011.fits calspec23 0 -0.0173 0.2445
ATLAS ATLAS spectra/calspec23/hd180609_stis_006.fits calspec23 0 9.4095 9.5653
ATLAS ATLAS spectra/calspec23/bd11d3759_stis_003.fits calspec23 0 11.392 9.8014
ATLAS ATLAS spectra/calspec23/hz43b_stis_005.fits calspec23 0 14.2615 13.0232
ATLAS ATLAS spectra/calspec23/hd128998_stis_003.fits calspec23 0 5.7721 6.033
ATLAS ATLAS spectra/calspec23/ngc6681_8_stis_002.fits calspec23 0 nan nan
ATLAS ATLAS spectra/calspec23/ngc6681_2_stis_002.fits calspec23 0 nan nan
ATLAS ATLAS spectra/calspec23/hd200775_stis_001.fits calspec23 0 7.3892 7.1509
ATLAS ATLAS spectra/calspec23/agk_81d266_stisnic_007.fits calspec23 0 11.8281 12.3303
ATLAS ATLAS spectra/calspec23/hd160617_stis_005.fits calspec23 0 8.7504 8.5544
ATLAS ATLAS spectra/calspec23/hd142331_stis_005.fits calspec23 0 8.7593 8.4706
ATLAS ATLAS spectra/calspec23/hd159222_stis_008.fits calspec23 0 6.5576 6.3033
ATLAS ATLAS spectra/calspec23/bd54d1216_stis_005.fits calspec23 0 9.7267 9.5378
ATLAS ATLAS spectra/calspec23/hd167060_stis_005.fits calspec23 0 8.9635 8.7088
ATLAS ATLAS spectra/calspec23/bd21d0607_stis_006.fits calspec23 0 9.2424 9.0687
ATLAS ATLAS spectra/calspec23/bd29d2091_stis_006.fits calspec23 0 10.2843 10.0522
ATLAS ATLAS spectra/calspec23/hs2027_stis_006.fits calspec23 0 16.5847 16.9821
