survey version standard standard_catagory shift ZTF-g ZTF-r ZTF-i ZTF-G ZTF-R ZTF-I 
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd038237_v2.fits stis_ngsl_v2 0 7.1163 7.224 7.3796 7.1156 7.2266 7.3799
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd072184_v2.fits stis_ngsl_v2 0 6.3353 5.4777 5.2282 6.3398 5.4724 5.2277
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd052089_v2.fits stis_ngsl_v2 0 1.3056 1.7633 2.0794 1.3035 1.7684 2.08
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd086322_v2.fits stis_ngsl_v2 0 7.3112 6.5178 6.2731 7.3162 6.5124 6.2727
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd137909_v2.fits stis_ngsl_v2 0 3.7993 3.8351 4.0118 3.7986 3.8379 4.0122
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd173158_v2.fits stis_ngsl_v2 0 8.6496 7.2502 6.7135 8.6539 7.24 6.7126
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd121146_v2.fits stis_ngsl_v2 0 6.8805 5.9169 5.6047 6.8852 5.9103 5.6042
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd+75d325_v2.fits stis_ngsl_v2 0 9.2617 9.8274 10.2522 9.2594 9.8346 10.253
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd017361_v2.fits stis_ngsl_v2 0 4.9675 4.108 3.8524 4.9724 4.1024 3.8519
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd592723_v2.fits stis_ngsl_v2 0 10.626 10.3235 10.2436 10.6278 10.3215 10.2435
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd166229_v2.fits stis_ngsl_v2 0 5.9591 5.0799 4.8139 5.9637 5.0743 4.8134
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd164967_v2.fits stis_ngsl_v2 0 7.1431 7.2733 7.4242 7.1417 7.2759 7.4246
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd224926_v2.fits stis_ngsl_v2 0 4.9328 5.2993 5.5996 4.9307 5.3043 5.6002
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_cd-259286_v2.fits stis_ngsl_v2 0 11.1236 10.8124 10.7422 11.1254 10.8106 10.7421
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd071160_v2.fits stis_ngsl_v2 0 8.6268 7.3816 6.91 8.6322 7.3726 6.9092
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd106304_v2.fits stis_ngsl_v2 0 8.9359 9.1813 9.3997 8.9344 9.1851 9.4001
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g187-40_v2.fits stis_ngsl_v2 0 10.7343 10.3973 10.3222 10.7371 10.3953 10.3221
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd019787_v2.fits stis_ngsl_v2 0 4.7479 3.9727 3.7555 4.7527 3.9678 3.7551
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g231-52_v2.fits stis_ngsl_v2 0 10.6656 10.2334 10.1085 10.6692 10.2305 10.1084
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd141851_v2.fits stis_ngsl_v2 0 5.0562 5.1815 5.3443 5.0551 5.1842 5.3446
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd082734_v2.fits stis_ngsl_v2 0 5.3995 4.656 4.4586 5.404 4.6514 4.4583
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd163641_v2.fits stis_ngsl_v2 0 6.1461 6.389 6.6092 6.1445 6.3927 6.6097
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd176232_v2.fits stis_ngsl_v2 0 6.0227 6.0651 6.2166 6.022 6.0675 6.2169
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd005256_v2.fits stis_ngsl_v2 0 9.0282 8.4853 8.3325 9.0328 8.4819 8.3323
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd003712_v2.fits stis_ngsl_v2 0 3.0981 2.3516 2.1113 3.1033 2.3465 2.1108
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd101013_v2.fits stis_ngsl_v2 0 6.5233 5.7704 5.5655 6.5291 5.766 5.5652
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd109387_v2.fits stis_ngsl_v2 0 3.6395 3.925 4.1363 3.6379 3.9282 4.1367
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd118055_v2.fits stis_ngsl_v2 0 9.4492 8.3641 7.931 9.4555 8.3551 7.9303
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd194093_v2.fits stis_ngsl_v2 0 2.4313 2.038 1.9624 2.4341 2.0359 1.9623
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd191277_v2.fits stis_ngsl_v2 0 5.9028 4.9519 4.6592 5.9073 4.9457 4.6587
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd010380_v2.fits stis_ngsl_v2 0 5.0366 3.9063 3.5151 5.0419 3.8983 3.5145
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd034816_v2.fits stis_ngsl_v2 0 4.044 4.5655 4.952 4.0418 4.572 4.9528
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd000319_v2.fits stis_ngsl_v2 0 5.8632 6.0049 6.1614 5.862 6.0076 6.1618
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd105452_v2.fits stis_ngsl_v2 0 4.0472 3.9566 4.0066 4.0478 3.9572 4.0067
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd111464_v2.fits stis_ngsl_v2 0 7.2141 6.0265 5.5836 7.2194 6.0177 5.5829
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd019656_v2.fits stis_ngsl_v2 0 5.1006 4.2537 4.0156 5.1059 4.2484 4.0152
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd058343_v2.fits stis_ngsl_v2 0 4.9343 5.1511 5.3588 4.9333 5.1543 5.3593
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd138716_v2.fits stis_ngsl_v2 0 5.1102 4.3431 4.1415 5.1151 4.3385 4.1412
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd196426_v2.fits stis_ngsl_v2 0 6.0377 6.391 6.6628 6.0357 6.3957 6.6633
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd020630_v2.fits stis_ngsl_v2 0 5.0926 4.634 4.5198 5.0962 4.6312 4.5196
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g192-43_v2.fits stis_ngsl_v2 0 10.4684 10.218 10.1889 10.4703 10.217 10.1889
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd055057_v2.fits stis_ngsl_v2 0 5.4526 5.3918 5.4611 5.4529 5.3926 5.4613
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g17-25_v2.fits stis_ngsl_v2 0 9.9204 9.3529 9.1652 9.9245 9.349 9.165
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd193281_v2.fits stis_ngsl_v2 0 6.6579 6.8132 6.9715 6.6566 6.8159 6.9719
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd134440_v2.fits stis_ngsl_v2 0 9.7876 9.0847 8.8558 9.7921 9.0798 8.8555
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd036960_v2.fits stis_ngsl_v2 0 4.5043 5.0119 5.3892 4.5022 5.0182 5.39
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd041661_v2.fits stis_ngsl_v2 0 7.586 7.3334 7.3275 7.5875 7.3325 7.3275
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd720094_v2.fits stis_ngsl_v2 0 10.0674 9.8101 9.7479 10.069 9.8084 9.7478
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd094028_v2.fits stis_ngsl_v2 0 8.3636 8.0543 7.9839 8.3658 8.0525 7.9838
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd006229_v2.fits stis_ngsl_v2 0 8.8822 8.3317 8.1337 8.8866 8.3275 8.1334
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd122064_v2.fits stis_ngsl_v2 0 6.923 6.0542 5.8143 6.9262 6.0488 5.8139
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd102780_v2.fits stis_ngsl_v2 0 8.9379 7.5338 6.854 8.9444 7.5223 6.853
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd128000_v2.fits stis_ngsl_v2 0 6.4122 5.1063 4.5677 6.4177 5.0966 4.5669
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd170973_v2.fits stis_ngsl_v2 0 6.284 6.5355 6.7888 6.2819 6.5397 6.7893
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd142091_v2.fits stis_ngsl_v2 0 5.1999 4.4244 4.2079 5.2044 4.4195 4.2076
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd021742_v2.fits stis_ngsl_v2 0 8.3327 7.7216 7.5795 8.3368 7.7181 7.5793
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd090862_v2.fits stis_ngsl_v2 0 9.2644 8.0334 7.5502 9.2702 8.024 7.5494
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd017081_v2.fits stis_ngsl_v2 0 4.0423 4.423 4.7188 4.0402 4.4279 4.7194
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd224801_v2.fits stis_ngsl_v2 0 6.2462 6.5244 6.7839 6.2439 6.5287 6.7845
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd167105_v2.fits stis_ngsl_v2 0 8.9981 9.2532 9.5015 8.9965 9.2575 9.502
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd019445_v2.fits stis_ngsl_v2 0 8.1813 7.8793 7.7971 8.1835 7.8773 7.797
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd047839_v2.fits stis_ngsl_v2 0 4.4329 4.9446 5.3209 4.4309 4.9509 5.3217
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd072505_v2.fits stis_ngsl_v2 0 6.7403 5.819 5.544 6.7452 5.8131 5.5435
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd193495_v2.fits stis_ngsl_v2 0 3.3975 2.7865 2.5849 3.4009 2.7822 2.5846
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd292091_v2.fits stis_ngsl_v2 0 10.474 10.135 10.0549 10.4767 10.133 10.0548
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd018769_v2.fits stis_ngsl_v2 0 5.8515 5.9737 6.1488 5.8502 5.9765 6.1492
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd660268_v2.fits stis_ngsl_v2 0 10.3059 9.8934 9.7556 10.3096 9.8905 9.7554
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g234-28_v2.fits stis_ngsl_v2 0 11.261 10.9552 10.8931 11.2632 10.9535 10.8931
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd190360_v2.fits stis_ngsl_v2 0 6.0377 5.5351 5.4232 6.0418 5.5323 5.423
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd132475_v2.fits stis_ngsl_v2 0 8.7548 8.369 8.2421 8.7575 8.366 8.2419
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd195434_v2.fits stis_ngsl_v2 0 9.6802 8.9333 8.6543 9.6843 8.928 8.6538
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd185351_v2.fits stis_ngsl_v2 0 5.5444 4.8503 4.6654 5.5489 4.8459 4.6651
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd029574_v2.fits stis_ngsl_v2 0 8.9812 7.7466 7.2337 8.987 7.7362 7.2329
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g196-48_v2.fits stis_ngsl_v2 0 10.5216 10.1635 10.0667 10.5241 10.1612 10.0666
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g114-26_v2.fits stis_ngsl_v2 0 9.8068 9.4908 9.4113 9.809 9.4888 9.4112
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g019-013_v2.fits stis_ngsl_v2 0 8.2325 7.1626 6.7746 8.2352 7.1552 6.774
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd160346_v2.fits stis_ngsl_v2 0 6.9081 6.1219 5.8644 6.9121 6.1168 5.864
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd003360_v2.fits stis_ngsl_v2 0 3.4362 3.8983 4.2412 3.4338 3.904 4.2419
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd074088_v2.fits stis_ngsl_v2 0 7.4675 6.0377 5.4342 7.4733 6.0266 5.4332
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd078479_v2.fits stis_ngsl_v2 0 7.693 6.7425 6.4596 7.6977 6.7365 6.4591
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd174708_v2.fits stis_ngsl_v2 0 9.6492 9.3922 9.3508 9.6511 9.3911 9.3508
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd188262_v2.fits stis_ngsl_v2 0 8.05 7.3819 7.1664 8.0531 7.3774 7.166
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd+381670_v2.fits stis_ngsl_v2 0 9.6494 9.2163 9.0678 9.6534 9.2135 9.0676
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd065714_v2.fits stis_ngsl_v2 0 6.2695 5.525 5.3174 6.2739 5.5203 5.317
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd201601_v2.fits stis_ngsl_v2 0 4.7408 4.7251 4.8484 4.7404 4.7269 4.8487
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd164058_v2.fits stis_ngsl_v2 0 2.9181 1.6382 1.1028 2.9237 1.6283 1.102
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd034078_v2.fits stis_ngsl_v2 0 6.0389 5.9198 5.9395 6.0395 5.9199 5.9396
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd115617_v2.fits stis_ngsl_v2 0 4.9932 4.4857 4.3663 4.9973 4.4826 4.3661
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd036702_v2.fits stis_ngsl_v2 0 8.8751 7.8511 7.4654 8.8812 7.843 7.4648
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g021-024_v2.fits stis_ngsl_v2 0 9.4616 8.2418 7.7949 9.4642 8.2336 7.7942
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd063791_v2.fits stis_ngsl_v2 0 8.2809 7.5393 7.2576 8.2862 7.5334 7.2572
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd215665_v2.fits stis_ngsl_v2 0 4.4003 3.6069 3.3774 4.4055 3.6018 3.3771
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd097633_v2.fits stis_ngsl_v2 0 3.1759 3.4539 3.6824 3.1741 3.4579 3.6829
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd112413_v2.fits stis_ngsl_v2 0 2.7348 3.0832 3.3675 2.7322 3.0881 3.3681
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd200905_v2.fits stis_ngsl_v2 0 4.4295 3.0445 2.4744 4.4358 3.0339 2.4735
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd008724_v2.fits stis_ngsl_v2 0 8.7773 7.9283 7.5982 8.783 7.9216 7.5977
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd031421_v2.fits stis_ngsl_v2 0 4.5702 3.668 3.3572 4.5756 3.6616 3.3567
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd212516_v2.fits stis_ngsl_v2 0 9.4951 8.0324 7.201 9.5023 8.0194 7.1998
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd200081_v2.fits stis_ngsl_v2 0 8.2594 7.6709 7.4937 8.263 7.6669 7.4934
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd-122669_v2.fits stis_ngsl_v2 0 10.2895 10.1665 10.1927 10.2901 10.1665 10.1928
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd012533_v2.fits stis_ngsl_v2 0 2.8278 1.7749 1.4401 2.8336 1.768 1.4395
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd196662_v2.fits stis_ngsl_v2 0 5.6287 6.0031 6.3296 5.6268 6.0086 6.3302
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd008890_v2.fits stis_ngsl_v2 0 2.1927 1.8317 1.7909 2.1951 1.8301 1.7909
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd174966_v2.fits stis_ngsl_v2 0 7.7516 7.7283 7.8374 7.7515 7.7299 7.8377
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd191026_v2.fits stis_ngsl_v2 0 5.7093 5.0709 4.9002 5.7136 5.0669 4.9
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd004128_v2.fits stis_ngsl_v2 0 2.5414 1.8371 1.6548 2.5459 1.8328 1.6545
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd114330_v2.fits stis_ngsl_v2 0 4.4495 4.692 4.9681 4.448 4.6967 4.9687
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd164353_v2.fits stis_ngsl_v2 0 3.8827 4.0614 4.2518 3.8818 4.0644 4.2522
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd183915_v2.fits stis_ngsl_v2 0 7.8706 6.844 6.5165 7.8775 6.8373 6.516
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd138749_v2.fits stis_ngsl_v2 0 4.0922 4.4735 4.7695 4.0902 4.4784 4.7701
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd019308_v2.fits stis_ngsl_v2 0 7.6168 7.1787 7.1139 7.6205 7.1766 7.1139
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd163346_v2.fits stis_ngsl_v2 0 7.0608 6.6157 6.4637 7.0626 6.6126 6.4634
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd033793_v2.fits stis_ngsl_v2 0 9.607 8.1237 7.3198 9.6121 8.1122 7.3186
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd092860_v2.fits stis_ngsl_v2 0 11.1887 10.7622 10.6399 11.1919 10.7592 10.6397
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd000358_v2.fits stis_ngsl_v2 0 1.8931 2.2486 2.5388 1.8912 2.2534 2.5394
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd106516_v2.fits stis_ngsl_v2 0 6.2465 5.973 5.9132 6.2486 5.9713 5.9131
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd126661_v2.fits stis_ngsl_v2 0 5.373 5.417 5.5505 5.3726 5.4192 5.5508
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd037828_v2.fits stis_ngsl_v2 0 7.3651 6.4417 6.0705 7.3713 6.4342 6.0699
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd005916_v2.fits stis_ngsl_v2 0 7.2193 6.5471 6.3251 7.2247 6.5424 6.3248
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd006755_v2.fits stis_ngsl_v2 0 8.0387 7.4779 7.2801 8.0431 7.4736 7.2798
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd183324_v2.fits stis_ngsl_v2 0 5.8682 6.0991 6.3288 5.8663 6.1031 6.3293
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd037216_v2.fits stis_ngsl_v2 0 8.1365 7.618 7.5094 8.1408 7.6152 7.5093
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_viwcom_v2.fits stis_ngsl_v2 0 8.7719 7.277 5.816 8.7821 7.2576 5.8141
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd109995_v2.fits stis_ngsl_v2 0 7.4794 7.6859 7.8583 7.4779 7.6889 7.8587
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd123657_v2.fits stis_ngsl_v2 0 5.7778 4.3038 2.8114 5.788 4.2843 2.8095
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd018907_v2.fits stis_ngsl_v2 0 6.1695 5.5974 5.4135 6.1742 5.5933 5.4132
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd087140_v2.fits stis_ngsl_v2 0 9.2666 8.7155 8.5048 9.2708 8.711 8.5045
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd095418_v2.fits stis_ngsl_v2 0 2.2747 2.5144 2.7424 2.2727 2.5182 2.7429
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd148513_v2.fits stis_ngsl_v2 0 6.0345 4.8059 4.3589 6.0395 4.7972 4.3582
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd169191_v2.fits stis_ngsl_v2 0 5.7837 4.7632 4.4345 5.789 4.7562 4.434
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd095241_v2.fits stis_ngsl_v2 0 6.2103 5.8357 5.742 6.2135 5.8333 5.7419
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd023439_v2.fits stis_ngsl_v2 0 8.4325 7.8525 7.6704 8.4366 7.8485 7.6701
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_lhs10_v2.fits stis_ngsl_v2 0 13.3965 11.6382 9.4577 13.4085 11.6112 9.455
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g260-36_v2.fits stis_ngsl_v2 0 11.6118 10.9063 10.7032 11.6158 10.9016 10.7028
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd128987_v2.fits stis_ngsl_v2 0 7.5887 7.0898 6.99 7.5928 7.0872 6.9899
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd025975_v2.fits stis_ngsl_v2 0 6.459 5.7628 5.5886 6.4637 5.7587 5.5884
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd022049_v2.fits stis_ngsl_v2 0 4.0667 3.3793 3.1993 4.071 3.375 3.199
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd119971_v2.fits stis_ngsl_v2 0 6.0507 4.9 4.4663 6.0564 4.8913 4.4656
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd073710_v2.fits stis_ngsl_v2 0 6.8301 6.0774 5.868 6.8347 6.0727 5.8676
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd149161_v2.fits stis_ngsl_v2 0 5.5227 4.2099 3.6627 5.5283 4.1999 3.6618
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd079349_v2.fits stis_ngsl_v2 0 9.2036 7.8451 7.2102 9.2092 7.8343 7.2092
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd217357_v2.fits stis_ngsl_v2 0 8.5474 7.2142 6.6466 8.5502 7.2045 6.6458
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd111786_v2.fits stis_ngsl_v2 0 6.1383 6.1331 6.1949 6.138 6.134 6.1951
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd166991_v2.fits stis_ngsl_v2 0 6.7465 6.9113 7.0887 6.7451 6.9143 7.0892
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd059612_v2.fits stis_ngsl_v2 0 4.878 4.8699 4.929 4.8787 4.871 4.9291
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd093329_v2.fits stis_ngsl_v2 0 8.6817 8.8608 9.0308 8.6805 8.8638 9.0312
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd086986_v2.fits stis_ngsl_v2 0 7.9288 8.051 8.1825 7.9277 8.0533 8.1828
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd039833_v2.fits stis_ngsl_v2 0 7.8557 7.4325 7.3517 7.8591 7.4302 7.3516
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_gl15b_v2.fits stis_ngsl_v2 0 8.8789 7.3693 6.4555 8.8853 7.3561 6.454
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd001461_v2.fits stis_ngsl_v2 0 6.6935 6.2519 6.1584 6.6973 6.2495 6.1583
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g18-54_v2.fits stis_ngsl_v2 0 10.8978 10.5542 10.4688 10.9003 10.552 10.4688
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd124425_v2.fits stis_ngsl_v2 0 6.0313 5.7662 5.7327 6.0332 5.7649 5.7327
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd068988_v2.fits stis_ngsl_v2 0 8.4316 7.996 7.9204 8.4348 7.9937 7.9204
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd155763_v2.fits stis_ngsl_v2 0 2.9647 3.3405 3.6358 2.9627 3.3454 3.6364
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd058551_v2.fits stis_ngsl_v2 0 6.666 6.3978 6.3519 6.6682 6.3964 6.3519
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd017072_v2.fits stis_ngsl_v2 0 6.8334 6.3495 6.185 6.837 6.3459 6.1847
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd284248_v2.fits stis_ngsl_v2 0 9.3832 9.1191 9.084 9.385 9.1178 9.084
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd037202_v2.fits stis_ngsl_v2 0 2.6856 3.0931 3.3956 2.6837 3.0977 3.3961
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd018078_v2.fits stis_ngsl_v2 0 8.2497 8.2316 8.3498 8.2486 8.2334 8.35
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_mmj6490_v2.fits stis_ngsl_v2 0 10.856 11.0424 11.2364 10.8545 11.0458 11.2368
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd126511_v2.fits stis_ngsl_v2 0 8.6388 8.1021 7.973 8.6429 8.0988 7.9728
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd079158_v2.fits stis_ngsl_v2 0 5.1154 5.4736 5.7835 5.1132 5.4787 5.7841
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd110073_v2.fits stis_ngsl_v2 0 4.5137 4.8461 5.1534 4.5122 4.8512 5.154
