survey version standard shift  SDSS-G SDSS-R SDSS-I SDSS-Z SDSS-g SDSS-r SDSS-i SDSS-z 
SDSS SDSS sdssj111059 0 17.8293 18.2859 18.6316 18.9517 17.834 18.2859 18.6316 18.9517
SDSS SDSS sdssj111059 0 17.8307 18.2867 18.6313 18.9503 17.8355 18.2867 18.6313 18.9503
SDSS SDSS sdssj111059 0 17.8332 18.2878 18.6309 18.948 17.838 18.2878 18.6309 18.948
SDSS SDSS sdssj111059 0 17.8289 18.286 18.6316 18.9514 17.8337 18.286 18.6316 18.9514
SDSS SDSS sdssj111059 0 17.8296 18.2857 18.6306 18.9499 17.8344 18.2857 18.6306 18.9499
SDSS SDSS sdssj111059 0 17.8346 18.2875 18.63 18.9471 17.8394 18.2875 18.63 18.9471
SDSS SDSS sdssj111059 0 17.831 18.2855 18.6292 18.9472 17.8357 18.2855 18.6292 18.9472
SDSS SDSS sdssj111059 0 17.8309 18.2844 18.627 18.9438 17.8356 18.2844 18.627 18.9438
SDSS SDSS sdssj111059 0 17.8277 18.2843 18.6294 18.9487 17.8325 18.2843 18.6294 18.9487
SDSS SDSS sdssj111059 0 17.8304 18.2874 18.6321 18.9507 17.8352 18.2874 18.6321 18.9507
SDSS SDSS sdssj111059 0 17.8292 18.2872 18.6328 18.9524 17.8341 18.2872 18.6328 18.9524
SDSS SDSS sdssj111059 0 17.8339 18.2887 18.633 18.9519 17.8386 18.2887 18.633 18.9519
SDSS SDSS sdssj111059 0 17.8317 18.2868 18.6311 18.9499 17.8364 18.2868 18.6311 18.9499
SDSS SDSS sdssj111059 0 17.8335 18.2874 18.6303 18.9475 17.8383 18.2874 18.6303 18.9475
SDSS SDSS sdssj111059 0 17.8321 18.2876 18.632 18.9511 17.8369 18.2876 18.632 18.9511
SDSS SDSS sdssj111127 0 18.3858 18.9049 19.2878 19.6355 18.3914 18.9049 19.2878 19.6355
SDSS SDSS sdssj111127 0 18.3848 18.9045 19.287 19.6337 18.3904 18.9045 19.287 19.6337
SDSS SDSS sdssj111127 0 18.3885 18.9053 19.2854 19.6301 18.394 18.9053 19.2854 19.6301
SDSS SDSS sdssj111127 0 18.3886 18.9052 19.2856 19.6307 18.3941 18.9052 19.2856 19.6307
SDSS SDSS sdssj111127 0 18.3892 18.9067 19.2875 19.6327 18.3948 18.9067 19.2875 19.6327
SDSS SDSS sdssj111127 0 18.3889 18.908 19.291 19.6387 18.3944 18.908 19.291 19.6387
SDSS SDSS sdssj111127 0 18.3869 18.9044 19.2855 19.6312 18.3924 18.9044 19.2855 19.6312
SDSS SDSS sdssj111127 0 18.3912 18.9085 19.289 19.634 18.3968 18.9085 19.289 19.634
SDSS SDSS sdssj111127 0 18.3897 18.908 19.2897 19.6358 18.3953 18.908 19.2897 19.6358
SDSS SDSS sdssj111127 0 18.3895 18.9059 19.2864 19.6317 18.395 18.9059 19.2864 19.6317
SDSS SDSS sdssj111127 0 18.3878 18.9061 19.2882 19.635 18.3933 18.9061 19.2882 19.635
SDSS SDSS sdssj111127 0 18.3881 18.9068 19.2879 19.6332 18.3937 18.9068 19.2879 19.6332
SDSS SDSS sdssj111127 0 18.3864 18.903 19.2846 19.6315 18.3919 18.903 19.2846 19.6315
SDSS SDSS sdssj111127 0 18.3901 18.9075 19.2879 19.6327 18.3957 18.9075 19.2879 19.6327
SDSS SDSS sdssj111127 0 18.3892 18.9052 19.285 19.6296 18.3948 18.9052 19.285 19.6296
SDSS SDSS sdssj111127 0 18.3894 18.9086 19.2906 19.637 18.395 18.9086 19.2906 19.637
SDSS SDSS sdssj111127 0 18.3901 18.9052 19.2838 19.627 18.3958 18.9052 19.2838 19.627
SDSS SDSS sdssj111127 0 18.3885 18.9064 19.2886 19.6358 18.394 18.9064 19.2886 19.6358
SDSS SDSS sdssj111127 0 18.3883 18.9038 19.2838 19.6289 18.3938 18.9038 19.2838 19.6289
SDSS SDSS sdssj111127 0 18.3904 18.9067 19.2868 19.6314 18.396 18.9067 19.2868 19.6314
SDSS SDSS sdssj111127 0 18.3843 18.9013 19.2823 19.6281 18.3899 18.9013 19.2823 19.6281
SDSS SDSS sdssj111127 0 18.3883 18.9052 19.2858 19.6309 18.3938 18.9052 19.2858 19.6309
SDSS SDSS sdssj111127 0 18.3866 18.9026 19.2819 19.6255 18.3922 18.9026 19.2819 19.6255
SDSS SDSS sdssj111127 0 18.3893 18.9056 19.2856 19.6301 18.3948 18.9056 19.2856 19.6301
SDSS SDSS sdssj111127 0 18.3894 18.9064 19.287 19.6323 18.395 18.9064 19.287 19.6323
SDSS SDSS sdssj111127 0 18.3916 18.907 19.2864 19.6308 18.3972 18.907 19.2864 19.6308
SDSS SDSS sdssj111127 0 18.3885 18.9069 19.2882 19.6338 18.3941 18.9069 19.2882 19.6338
SDSS SDSS sdssj111127 0 18.3901 18.9062 19.2859 19.6301 18.3957 18.9062 19.2859 19.6301
SDSS SDSS sdssj111127 0 18.3854 18.9031 19.2856 19.6335 18.3909 18.9031 19.2856 19.6335
SDSS SDSS sdssj111127 0 18.3874 18.9052 19.2859 19.6308 18.393 18.9052 19.2859 19.6308
SDSS SDSS sdssj111127 0 18.3849 18.9037 19.2858 19.6324 18.3905 18.9037 19.2858 19.6324
SDSS SDSS sdssj111127 0 18.3905 18.9073 19.2888 19.6355 18.396 18.9073 19.2888 19.6355
SDSS SDSS sdssj111127 0 18.388 18.9037 19.2836 19.6283 18.3936 18.9037 19.2836 19.6283
SDSS SDSS sdssj111127 0 18.3842 18.9018 19.2836 19.6304 18.3897 18.9018 19.2836 19.6304
SDSS SDSS sdssj111127 0 18.3848 18.9051 19.2888 19.6372 18.3903 18.9051 19.2888 19.6372
SDSS SDSS sdssj111127 0 18.3883 18.905 19.2847 19.6288 18.394 18.905 19.2847 19.6288
SDSS SDSS sdssj111127 0 18.3867 18.9031 19.2833 19.6281 18.3922 18.9031 19.2833 19.6281
SDSS SDSS sdssj111127 0 18.3895 18.9069 19.2894 19.6373 18.395 18.9069 19.2894 19.6373
SDSS SDSS sdssj111127 0 18.3855 18.9049 19.2882 19.6364 18.391 18.9049 19.2882 19.6364
SDSS SDSS sdssj111127 0 18.3892 18.9078 19.2898 19.6366 18.3947 18.9078 19.2898 19.6366
SDSS SDSS sdssj111127 0 18.3859 18.9047 19.2871 19.6343 18.3914 18.9047 19.2871 19.6343
SDSS SDSS sdssj111127 0 18.3888 18.9042 19.2851 19.6315 18.3942 18.9042 19.2851 19.6315
SDSS SDSS sdssj111127 0 18.3865 18.9052 19.2881 19.6359 18.392 18.9052 19.2881 19.6359
SDSS SDSS sdssj111127 0 18.3882 18.9042 19.285 19.631 18.3937 18.9042 19.285 19.631
SDSS SDSS sdssj111127 0 18.3885 18.9059 19.2868 19.6323 18.3941 18.9059 19.2868 19.6323
SDSS SDSS sdssj111127 0 18.3849 18.9023 19.2834 19.6291 18.3905 18.9023 19.2834 19.6291
SDSS SDSS sdssj111127 0 18.3885 18.905 19.2841 19.6274 18.3941 18.905 19.2841 19.6274
SDSS SDSS sdssj111127 0 18.3898 18.9088 19.2893 19.6335 18.3955 18.9088 19.2893 19.6335
SDSS SDSS sdssj111127 0 18.3862 18.9072 19.2909 19.6388 18.3917 18.9072 19.2909 19.6388
SDSS SDSS sdssj111127 0 18.3896 18.9048 19.2843 19.6286 18.3952 18.9048 19.2843 19.6286
SDSS SDSS sdssj111127 0 18.3896 18.9077 19.2878 19.6318 18.3953 18.9077 19.2878 19.6318
SDSS SDSS sdssj111127 0 18.3869 18.9051 19.287 19.6337 18.3924 18.9051 19.287 19.6337
SDSS SDSS sdssj111127 0 18.3868 18.9026 19.2832 19.629 18.3923 18.9026 19.2832 19.629
SDSS SDSS sdssj111127 0 18.3898 18.9054 19.2861 19.6321 18.3953 18.9054 19.2861 19.6321
SDSS SDSS sdssj111127 0 18.3849 18.9037 19.2862 19.6335 18.3904 18.9037 19.2862 19.6335
SDSS SDSS sdssj111127 0 18.3866 18.904 19.285 19.6305 18.3922 18.904 19.285 19.6305
SDSS SDSS sdssj111127 0 18.3874 18.9052 19.2862 19.6318 18.393 18.9052 19.2862 19.6318
SDSS SDSS sdssj111127 0 18.3886 18.9049 19.2854 19.631 18.3941 18.9049 19.2854 19.631
SDSS SDSS sdssj111127 0 18.3912 18.9074 19.2874 19.6321 18.3968 18.9074 19.2874 19.6321
SDSS SDSS sdssj111127 0 18.3922 18.9083 19.2885 19.6336 18.3977 18.9083 19.2885 19.6336
SDSS SDSS sdssj111127 0 18.3844 18.9032 19.2855 19.6325 18.39 18.9032 19.2855 19.6325
SDSS SDSS sdssj111127 0 18.3859 18.9015 19.2827 19.6293 18.3913 18.9015 19.2827 19.6293
SDSS SDSS sdssj111127 0 18.3899 18.907 19.2864 19.6298 18.3956 18.907 19.2864 19.6298
SDSS SDSS sdssj111127 0 18.3853 18.9029 19.2847 19.6313 18.3908 18.9029 19.2847 19.6313
SDSS SDSS sdssj111127 0 18.3897 18.9074 19.2877 19.6321 18.3953 18.9074 19.2877 19.6321
SDSS SDSS sdssj111127 0 18.3872 18.9036 19.2841 19.6294 18.3928 18.9036 19.2841 19.6294
SDSS SDSS sdssj111127 0 18.3868 18.9036 19.2842 19.6294 18.3924 18.9036 19.2842 19.6294
SDSS SDSS sdssj111127 0 18.3893 18.9097 19.2922 19.6388 18.3949 18.9097 19.2922 19.6388
SDSS SDSS sdssj111127 0 18.388 18.9032 19.282 19.6253 18.3936 18.9032 19.282 19.6253
SDSS SDSS sdssj111127 0 18.3883 18.9056 19.286 19.631 18.3939 18.9056 19.286 19.631
SDSS SDSS sdssj111127 0 18.3895 18.9083 19.2898 19.6356 18.3951 18.9083 19.2898 19.6356
SDSS SDSS sdssj111127 0 18.3896 18.9057 19.2864 19.6322 18.3951 18.9057 19.2864 19.6322
SDSS SDSS sdssj111127 0 18.3878 18.9031 19.283 19.628 18.3934 18.9031 19.283 19.628
SDSS SDSS sdssj111127 0 18.3841 18.9016 19.2835 19.6304 18.3896 18.9016 19.2835 19.6304
SDSS SDSS sdssj111127 0 18.3867 18.9046 19.2852 19.6299 18.3923 18.9046 19.2852 19.6299
SDSS SDSS sdssj111127 0 18.389 18.9038 19.2836 19.6287 18.3945 18.9038 19.2836 19.6287
SDSS SDSS sdssj111127 0 18.3888 18.9067 19.2868 19.6308 18.3944 18.9067 19.2868 19.6308
SDSS SDSS sdssj111127 0 18.3906 18.9066 19.2851 19.6276 18.3962 18.9066 19.2851 19.6276
SDSS SDSS sdssj111127 0 18.3878 18.905 19.2862 19.6322 18.3934 18.905 19.2862 19.6322
SDSS SDSS sdssj111127 0 18.3939 18.9082 19.2855 19.627 18.3996 18.9082 19.2855 19.627
SDSS SDSS sdssj111127 0 18.3853 18.9031 19.2849 19.6316 18.3908 18.9031 19.2849 19.6316
SDSS SDSS sdssj111127 0 18.385 18.9036 19.2861 19.6333 18.3905 18.9036 19.2861 19.6333
SDSS SDSS sdssj111127 0 18.391 18.9071 19.2862 19.6295 18.3966 18.9071 19.2862 19.6295
SDSS SDSS sdssj111127 0 18.3858 18.9061 19.2896 19.6376 18.3913 18.9061 19.2896 19.6376
SDSS SDSS sdssj111127 0 18.388 18.906 19.2877 19.634 18.3936 18.906 19.2877 19.634
SDSS SDSS sdssj111127 0 18.3896 18.9051 19.2836 19.6265 18.3952 18.9051 19.2836 19.6265
SDSS SDSS sdssj111127 0 18.3852 18.9062 19.2901 19.6383 18.3908 18.9062 19.2901 19.6383
SDSS SDSS sdssj111127 0 18.3886 18.9043 19.2843 19.6292 18.3941 18.9043 19.2843 19.6292
SDSS SDSS sdssj111127 0 18.3894 18.9065 19.2877 19.6338 18.3949 18.9065 19.2877 19.6338
SDSS SDSS sdssj111127 0 18.3877 18.9047 19.2847 19.6289 18.3933 18.9047 19.2847 19.6289
SDSS SDSS sdssj111127 0 18.388 18.9046 19.2837 19.6271 18.3936 18.9046 19.2837 19.6271
SDSS SDSS sdssj111127 0 18.3846 18.9028 19.2835 19.6283 18.3902 18.9028 19.2835 19.6283
SDSS SDSS sdssj111127 0 18.385 18.9045 19.2872 19.6345 18.3905 18.9045 19.2872 19.6345
SDSS SDSS sdssj111127 0 18.3863 18.9059 19.2878 19.6337 18.3919 18.9059 19.2878 19.6337
SDSS SDSS sdssj111127 0 18.3861 18.9034 19.2849 19.6314 18.3917 18.9034 19.2849 19.6314
SDSS SDSS sdssj111127 0 18.3851 18.9025 19.2845 19.6314 18.3906 18.9025 19.2845 19.6314
SDSS SDSS sdssj111127 0 18.3882 18.9052 19.2855 19.6303 18.3938 18.9052 19.2855 19.6303
SDSS SDSS sdssj111127 0 18.3896 18.9083 19.2908 19.6381 18.3951 18.9083 19.2908 19.6381
SDSS SDSS sdssj120650 0 18.6589 19.0407 19.3588 19.6701 18.6609 19.0407 19.3588 19.6701
SDSS SDSS sdssj120650 0 18.6521 19.0378 19.3589 19.6726 18.6541 19.0378 19.3589 19.6726
SDSS SDSS sdssj120650 0 18.6542 19.037 19.3556 19.6673 18.6562 19.037 19.3556 19.6673
SDSS SDSS sdssj120650 0 18.6548 19.0362 19.3543 19.6657 18.6567 19.0362 19.3543 19.6657
SDSS SDSS sdssj120650 0 18.6528 19.0372 19.3574 19.6704 18.6548 19.0372 19.3574 19.6704
SDSS SDSS sdssj120650 0 18.6588 19.0398 19.3574 19.6682 18.6608 19.0398 19.3574 19.6682
SDSS SDSS sdssj120650 0 18.6555 19.0365 19.3541 19.665 18.6575 19.0365 19.3541 19.665
SDSS SDSS sdssj120650 0 18.653 19.0367 19.3564 19.6689 18.655 19.0367 19.3564 19.6689
SDSS SDSS sdssj120650 0 18.6485 19.0308 19.35 19.6625 18.6504 19.0308 19.35 19.6625
SDSS SDSS sdssj120650 0 18.657 19.0354 19.3514 19.6614 18.659 19.0354 19.3514 19.6614
SDSS SDSS sdssj120650 0 18.6558 19.0368 19.3542 19.6649 18.6578 19.0368 19.3542 19.6649
SDSS SDSS sdssj120650 0 18.6533 19.0354 19.3544 19.6669 18.6553 19.0354 19.3544 19.6669
SDSS SDSS sdssj120650 0 18.6578 19.0381 19.3552 19.6659 18.6598 19.0381 19.3552 19.6659
SDSS SDSS sdssj120650 0 18.6539 19.0326 19.3485 19.6581 18.6559 19.0326 19.3485 19.6581
SDSS SDSS sdssj120650 0 18.658 19.0381 19.3548 19.6648 18.66 19.0381 19.3548 19.6648
SDSS SDSS sdssj120650 0 18.6561 19.0365 19.3535 19.6638 18.6581 19.0365 19.3535 19.6638
SDSS SDSS sdssj120650 0 18.6571 19.035 19.35 19.6588 18.6591 19.035 19.35 19.6588
SDSS SDSS sdssj120650 0 18.6579 19.0386 19.3556 19.666 18.6599 19.0386 19.3556 19.666
SDSS SDSS sdssj120650 0 18.6448 19.0273 19.3467 19.6594 18.6467 19.0273 19.3467 19.6594
SDSS SDSS sdssj120650 0 18.657 19.0349 19.3503 19.6596 18.659 19.0349 19.3503 19.6596
SDSS SDSS sdssj120650 0 18.6538 19.0348 19.3523 19.6631 18.6557 19.0348 19.3523 19.6631
SDSS SDSS sdssj120650 0 18.6557 19.0399 19.3597 19.672 18.6577 19.0399 19.3597 19.672
SDSS SDSS sdssj120650 0 18.6518 19.0334 19.3518 19.6635 18.6537 19.0334 19.3518 19.6635
SDSS SDSS sdssj120650 0 18.6479 19.0324 19.353 19.6665 18.6498 19.0324 19.353 19.6665
SDSS SDSS sdssj120650 0 18.6585 19.038 19.3543 19.6641 18.6605 19.038 19.3543 19.6641
SDSS SDSS sdssj120650 0 18.6544 19.0357 19.354 19.6661 18.6563 19.0357 19.354 19.6661
SDSS SDSS sdssj120650 0 18.6586 19.039 19.3563 19.6673 18.6606 19.039 19.3563 19.6673
SDSS SDSS sdssj120650 0 18.6534 19.0339 19.3513 19.6624 18.6554 19.0339 19.3513 19.6624
SDSS SDSS sdssj120650 0 18.6538 19.0381 19.358 19.6706 18.6558 19.0381 19.358 19.6706
SDSS SDSS sdssj120650 0 18.652 19.0342 19.3529 19.6651 18.654 19.0342 19.3529 19.6651
SDSS SDSS sdssj120650 0 18.6535 19.0374 19.3571 19.6699 18.6555 19.0374 19.3571 19.6699
SDSS SDSS sdssj120650 0 18.6529 19.0335 19.3511 19.6622 18.6548 19.0335 19.3511 19.6622
SDSS SDSS sdssj120650 0 18.6582 19.0383 19.355 19.6654 18.6602 19.0383 19.355 19.6654
SDSS SDSS sdssj120650 0 18.6576 19.0371 19.3534 19.6631 18.6596 19.0371 19.3534 19.6631
SDSS SDSS sdssj120650 0 18.6584 19.0419 19.3613 19.6739 18.6604 19.0419 19.3613 19.6739
SDSS SDSS sdssj120650 0 18.6598 19.038 19.3532 19.6621 18.6618 19.038 19.3532 19.6621
SDSS SDSS sdssj120650 0 18.6508 19.0327 19.3509 19.6622 18.6527 19.0327 19.3509 19.6622
SDSS SDSS sdssj120650 0 18.6522 19.0367 19.3569 19.6701 18.6542 19.0367 19.3569 19.6701
SDSS SDSS sdssj120650 0 18.6544 19.0351 19.3527 19.6639 18.6564 19.0351 19.3527 19.6639
SDSS SDSS sdssj120650 0 18.6559 19.0389 19.3578 19.6696 18.6579 19.0389 19.3578 19.6696
SDSS SDSS sdssj120650 0 18.6551 19.0408 19.3618 19.6753 18.6571 19.0408 19.3618 19.6753
SDSS SDSS sdssj120650 0 18.6592 19.0405 19.3576 19.6676 18.6612 19.0405 19.3576 19.6676
SDSS SDSS sdssj120650 0 18.654 19.0375 19.357 19.6694 18.656 19.0375 19.357 19.6694
SDSS SDSS sdssj120650 0 18.652 19.0342 19.3529 19.6649 18.654 19.0342 19.3529 19.6649
SDSS SDSS sdssj120650 0 18.6563 19.0351 19.3509 19.6603 18.6583 19.0351 19.3509 19.6603
SDSS SDSS sdssj120650 0 18.6492 19.0326 19.3521 19.6645 18.6512 19.0326 19.3521 19.6645
SDSS SDSS sdssj120650 0 18.6503 19.0329 19.3518 19.6637 18.6522 19.0329 19.3518 19.6637
SDSS SDSS sdssj120650 0 18.6557 19.0377 19.356 19.6674 18.6577 19.0377 19.356 19.6674
SDSS SDSS sdssj120650 0 18.6583 19.0385 19.3554 19.6657 18.6603 19.0385 19.3554 19.6657
SDSS SDSS sdssj120650 0 18.6592 19.0404 19.3586 19.6707 18.6612 19.0404 19.3586 19.6707
SDSS SDSS sdssj120650 0 18.6564 19.0392 19.3578 19.6695 18.6585 19.0392 19.3578 19.6695
SDSS SDSS sdssj120650 0 18.6537 19.0358 19.3543 19.666 18.6556 19.0358 19.3543 19.666
SDSS SDSS sdssj120650 0 18.6556 19.0354 19.3517 19.6613 18.6576 19.0354 19.3517 19.6613
SDSS SDSS sdssj120650 0 18.6614 19.0415 19.3583 19.6687 18.6634 19.0415 19.3583 19.6687
SDSS SDSS sdssj120650 0 18.652 19.0335 19.3515 19.6624 18.6539 19.0335 19.3515 19.6624
SDSS SDSS sdssj120650 0 18.6525 19.0324 19.3492 19.6595 18.6545 19.0324 19.3492 19.6595
SDSS SDSS sdssj120650 0 18.6555 19.0395 19.3586 19.6701 18.6575 19.0395 19.3586 19.6701
SDSS SDSS sdssj120650 0 18.6552 19.0402 19.3606 19.6739 18.6572 19.0402 19.3606 19.6739
SDSS SDSS sdssj120650 0 18.6506 19.0337 19.3527 19.6645 18.6526 19.0337 19.3527 19.6645
SDSS SDSS sdssj120650 0 18.6506 19.0331 19.3521 19.664 18.6526 19.0331 19.3521 19.664
SDSS SDSS sdssj120650 0 18.6526 19.0344 19.3527 19.6642 18.6546 19.0344 19.3527 19.6642
SDSS SDSS sdssj120650 0 18.6466 19.0259 19.3423 19.6521 18.6486 19.0259 19.3423 19.6521
SDSS SDSS sdssj120650 0 18.656 19.0404 19.3601 19.6724 18.658 19.0404 19.3601 19.6724
SDSS SDSS sdssj120650 0 18.6535 19.0343 19.3517 19.6624 18.6555 19.0343 19.3517 19.6624
SDSS SDSS sdssj120650 0 18.6577 19.0368 19.3528 19.6625 18.6597 19.0368 19.3528 19.6625
SDSS SDSS sdssj120650 0 18.6593 19.0395 19.3562 19.6664 18.6613 19.0395 19.3562 19.6664
SDSS SDSS sdssj120650 0 18.6585 19.0375 19.3535 19.6633 18.6605 19.0375 19.3535 19.6633
SDSS SDSS sdssj120650 0 18.6482 19.0326 19.3532 19.6667 18.6502 19.0326 19.3532 19.6667
SDSS SDSS sdssj120650 0 18.6535 19.0382 19.3583 19.6711 18.6555 19.0382 19.3583 19.6711
SDSS SDSS sdssj120650 0 18.656 19.0357 19.3523 19.6623 18.658 19.0357 19.3523 19.6623
SDSS SDSS sdssj120650 0 18.6546 19.0372 19.3557 19.6673 18.6566 19.0372 19.3557 19.6673
SDSS SDSS sdssj120650 0 18.6527 19.0349 19.3536 19.6655 18.6547 19.0349 19.3536 19.6655
SDSS SDSS sdssj120650 0 18.6552 19.0339 19.3496 19.659 18.6572 19.0339 19.3496 19.659
SDSS SDSS sdssj120650 0 18.6596 19.0406 19.3581 19.6689 18.6616 19.0406 19.3581 19.6689
SDSS SDSS sdssj120650 0 18.6478 19.0316 19.3519 19.665 18.6497 19.0316 19.3519 19.665
SDSS SDSS sdssj120650 0 18.6543 19.035 19.3525 19.6633 18.6563 19.035 19.3525 19.6633
SDSS SDSS sdssj120650 0 18.6565 19.0384 19.3562 19.667 18.6585 19.0384 19.3562 19.667
SDSS SDSS sdssj120650 0 18.6553 19.0353 19.3522 19.6628 18.6573 19.0353 19.3522 19.6628
SDSS SDSS sdssj120650 0 18.6496 19.0326 19.3518 19.6638 18.6516 19.0326 19.3518 19.6638
SDSS SDSS sdssj120650 0 18.6566 19.0404 19.3598 19.6721 18.6586 19.0404 19.3598 19.6721
SDSS SDSS sdssj120650 0 18.6526 19.0353 19.3542 19.666 18.6546 19.0353 19.3542 19.666
SDSS SDSS sdssj120650 0 18.6563 19.0338 19.3491 19.6585 18.6583 19.0338 19.3491 19.6585
SDSS SDSS sdssj120650 0 18.6574 19.0393 19.3569 19.6678 18.6594 19.0393 19.3569 19.6678
SDSS SDSS sdssj120650 0 18.6545 19.0388 19.3589 19.6721 18.6565 19.0388 19.3589 19.6721
SDSS SDSS sdssj120650 0 18.6547 19.0362 19.354 19.6652 18.6567 19.0362 19.354 19.6652
SDSS SDSS sdssj120650 0 18.6547 19.037 19.3556 19.6677 18.6567 19.037 19.3556 19.6677
SDSS SDSS sdssj120650 0 18.6525 19.0328 19.3494 19.6596 18.6545 19.0328 19.3494 19.6596
SDSS SDSS sdssj120650 0 18.6589 19.0367 19.3518 19.6609 18.661 19.0367 19.3518 19.6609
SDSS SDSS sdssj120650 0 18.656 19.0354 19.3518 19.6617 18.658 19.0354 19.3518 19.6617
SDSS SDSS sdssj120650 0 18.6523 19.033 19.3503 19.6609 18.6543 19.033 19.3503 19.6609
SDSS SDSS sdssj120650 0 18.6592 19.0384 19.3545 19.6642 18.6612 19.0384 19.3545 19.6642
SDSS SDSS sdssj120650 0 18.6545 19.0359 19.3537 19.6645 18.6565 19.0359 19.3537 19.6645
SDSS SDSS sdssj120650 0 18.6559 19.0362 19.3531 19.6634 18.6579 19.0362 19.3531 19.6634
SDSS SDSS sdssj120650 0 18.6545 19.0387 19.3585 19.671 18.6565 19.0387 19.3585 19.671
SDSS SDSS sdssj120650 0 18.6551 19.0357 19.3531 19.664 18.657 19.0357 19.3531 19.664
SDSS SDSS sdssj120650 0 18.652 19.0344 19.353 19.6645 18.654 19.0344 19.353 19.6645
SDSS SDSS sdssj120650 0 18.649 19.0316 19.3505 19.6626 18.651 19.0316 19.3505 19.6626
SDSS SDSS sdssj120650 0 18.6548 19.035 19.3521 19.6626 18.6568 19.035 19.3521 19.6626
SDSS SDSS sdssj121405 0 17.7335 18.2081 18.5708 18.9089 17.738 18.2081 18.5708 18.9089
SDSS SDSS sdssj121405 0 17.7347 18.2079 18.5693 18.906 17.7391 18.2079 18.5693 18.906
SDSS SDSS sdssj121405 0 17.736 18.2089 18.5704 18.9075 17.7404 18.2089 18.5704 18.9075
SDSS SDSS sdssj121405 0 17.7343 18.2076 18.5697 18.9074 17.7387 18.2076 18.5697 18.9074
SDSS SDSS sdssj121405 0 17.7323 18.2065 18.5689 18.9068 17.7367 18.2065 18.5689 18.9068
SDSS SDSS sdssj121405 0 17.7355 18.209 18.5709 18.9086 17.7399 18.209 18.5709 18.9086
SDSS SDSS sdssj121405 0 17.7351 18.2092 18.5718 18.9101 17.7395 18.2092 18.5718 18.9101
SDSS SDSS sdssj121405 0 17.7359 18.2107 18.5733 18.9113 17.7404 18.2107 18.5733 18.9113
SDSS SDSS sdssj121405 0 17.736 18.209 18.5703 18.9072 17.7405 18.209 18.5703 18.9072
SDSS SDSS sdssj121405 0 17.734 18.2075 18.5695 18.9071 17.7384 18.2075 18.5695 18.9071
SDSS SDSS sdssj121405 0 17.7373 18.2097 18.5708 18.9075 17.7418 18.2097 18.5708 18.9075
SDSS SDSS sdssj121405 0 17.734 18.2074 18.5688 18.9055 17.7384 18.2074 18.5688 18.9055
SDSS SDSS sdssj121405 0 17.7348 18.208 18.5698 18.9072 17.7393 18.208 18.5698 18.9072
SDSS SDSS sdssj121405 0 17.7357 18.2081 18.5695 18.9066 17.7401 18.2081 18.5695 18.9066
SDSS SDSS sdssj121405 0 17.7339 18.2076 18.5693 18.9061 17.7384 18.2076 18.5693 18.9061
SDSS SDSS sdssj121405 0 17.7341 18.2094 18.5727 18.9113 17.7385 18.2094 18.5727 18.9113
SDSS SDSS sdssj121405 0 17.7318 18.2072 18.5702 18.908 17.7363 18.2072 18.5702 18.908
SDSS SDSS sdssj121405 0 17.7381 18.211 18.5722 18.909 17.7425 18.211 18.5722 18.909
SDSS SDSS sdssj121405 0 17.7339 18.2073 18.5689 18.9059 17.7383 18.2073 18.5689 18.9059
SDSS SDSS sdssj121405 0 17.7369 18.2096 18.5705 18.9068 17.7414 18.2096 18.5705 18.9068
SDSS SDSS sdssj121405 0 17.733 18.2066 18.5682 18.905 17.7374 18.2066 18.5682 18.905
SDSS SDSS sdssj121405 0 17.7348 18.2083 18.5705 18.9084 17.7392 18.2083 18.5705 18.9084
SDSS SDSS sdssj121405 0 17.7319 18.2054 18.5669 18.9037 17.7364 18.2054 18.5669 18.9037
SDSS SDSS sdssj121405 0 17.7348 18.2086 18.5702 18.907 17.7393 18.2086 18.5702 18.907
SDSS SDSS sdssj121405 0 17.7355 18.2083 18.5694 18.906 17.7399 18.2083 18.5694 18.906
SDSS SDSS sdssj121405 0 17.7329 18.2078 18.571 18.9097 17.7373 18.2078 18.571 18.9097
SDSS SDSS sdssj121405 0 17.733 18.2081 18.5709 18.9088 17.7375 18.2081 18.5709 18.9088
SDSS SDSS sdssj121405 0 17.7344 18.2078 18.5697 18.9072 17.7389 18.2078 18.5697 18.9072
SDSS SDSS sdssj121405 0 17.734 18.2096 18.5729 18.9113 17.7385 18.2096 18.5729 18.9113
SDSS SDSS sdssj121405 0 17.7368 18.2103 18.5716 18.908 17.7413 18.2103 18.5716 18.908
SDSS SDSS sdssj121405 0 17.7359 18.209 18.5704 18.9074 17.7404 18.209 18.5704 18.9074
SDSS SDSS sdssj121405 0 17.735 18.2078 18.5688 18.9051 17.7395 18.2078 18.5688 18.9051
SDSS SDSS sdssj121405 0 17.7349 18.2061 18.5666 18.9028 17.7393 18.2061 18.5666 18.9028
SDSS SDSS sdssj121405 0 17.7338 18.2073 18.5693 18.9069 17.7383 18.2073 18.5693 18.9069
SDSS SDSS sdssj121405 0 17.7315 18.2062 18.5689 18.9068 17.736 18.2062 18.5689 18.9068
SDSS SDSS sdssj121405 0 17.735 18.2083 18.5703 18.9081 17.7394 18.2083 18.5703 18.9081
SDSS SDSS sdssj121405 0 17.7343 18.2067 18.568 18.9051 17.7387 18.2067 18.568 18.9051
