survey version standard standard_catagory shift GAIA-X GAIA-X GAIA-X 
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd111464_v2.fits stis_ngsl_v2 0 6.215 6.8576 5.6217
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd019656_v2.fits stis_ngsl_v2 0 4.4727 4.9001 4.0418
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd058343_v2.fits stis_ngsl_v2 0 5.1086 5.0054 5.3281
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd138716_v2.fits stis_ngsl_v2 0 4.5582 4.941 4.1638
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd196426_v2.fits stis_ngsl_v2 0 6.2965 6.1531 6.6168
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd020630_v2.fits stis_ngsl_v2 0 4.7965 5.0336 4.5385
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_g192-43_v2.fits stis_ngsl_v2 0 10.3316 10.458 10.1976
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd055057_v2.fits stis_ngsl_v2 0 5.4641 5.5109 5.4503
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_g17-25_v2.fits stis_ngsl_v2 0 9.5187 9.8178 9.1911
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd193281_v2.fits stis_ngsl_v2 0 6.8099 6.7676 6.9434
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd134440_v2.fits stis_ngsl_v2 0 9.2724 9.6383 8.8859
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd036960_v2.fits stis_ngsl_v2 0 4.819 4.5791 5.3303
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd041661_v2.fits stis_ngsl_v2 0 7.4592 7.5869 7.3318
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_bd720094_v2.fits stis_ngsl_v2 0 9.9162 10.0548 9.7634
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd094028_v2.fits stis_ngsl_v2 0 8.1761 8.3351 7.9988
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd006229_v2.fits stis_ngsl_v2 0 8.4892 8.7914 8.1585
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd122064_v2.fits stis_ngsl_v2 0 6.2775 6.7075 5.8434
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd102780_v2.fits stis_ngsl_v2 0 7.6336 8.4788 6.9235
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd128000_v2.fits stis_ngsl_v2 0 5.2688 5.9974 4.6264
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd170973_v2.fits stis_ngsl_v2 0 6.4952 6.3901 6.7445
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd142091_v2.fits stis_ngsl_v2 0 4.6365 5.0285 4.2347
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd021742_v2.fits stis_ngsl_v2 0 7.9195 8.2258 7.5954
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd090862_v2.fits stis_ngsl_v2 0 8.2109 8.8898 7.5966
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd017081_v2.fits stis_ngsl_v2 0 4.3161 4.158 4.6682
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd224801_v2.fits stis_ngsl_v2 0 6.4694 6.3491 6.7434
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd167105_v2.fits stis_ngsl_v2 0 9.218 9.1259 9.4508
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd019445_v2.fits stis_ngsl_v2 0 7.9944 8.1537 7.8148
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd047839_v2.fits stis_ngsl_v2 0 4.7472 4.504 5.2625
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd072505_v2.fits stis_ngsl_v2 0 6.0379 6.5078 5.5718
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd193495_v2.fits stis_ngsl_v2 0 2.9584 3.2852 2.6058
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_bd292091_v2.fits stis_ngsl_v2 0 10.2632 10.4346 10.0703
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd018769_v2.fits stis_ngsl_v2 0 5.9926 5.9564 6.123
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_bd660268_v2.fits stis_ngsl_v2 0 10.0281 10.251 9.7747
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_g234-28_v2.fits stis_ngsl_v2 0 11.079 11.2337 10.9093
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd190360_v2.fits stis_ngsl_v2 0 5.7116 5.9671 5.4366
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd132475_v2.fits stis_ngsl_v2 0 8.4986 8.7063 8.2627
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd195434_v2.fits stis_ngsl_v2 0 9.1116 9.5142 8.6898
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd185351_v2.fits stis_ngsl_v2 0 5.0544 5.4055 4.6887
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd029574_v2.fits stis_ngsl_v2 0 7.9092 8.6048 7.2811
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_g196-48_v2.fits stis_ngsl_v2 0 10.2942 10.4809 10.0842
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_g114-26_v2.fits stis_ngsl_v2 0 9.6121 9.7769 9.4271
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_g019-013_v2.fits stis_ngsl_v2 0 7.3618 7.9225 6.8228
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd160346_v2.fits stis_ngsl_v2 0 6.3199 6.7299 5.898
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd003360_v2.fits stis_ngsl_v2 0 3.7377 3.5276 4.1882
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd074088_v2.fits stis_ngsl_v2 0 6.1776 6.988 5.4857
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd078479_v2.fits stis_ngsl_v2 0 6.9637 7.447 6.4877
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_bd174708_v2.fits stis_ngsl_v2 0 9.5046 9.6375 9.361
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd188262_v2.fits stis_ngsl_v2 0 7.5607 7.909 7.1867
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_bd+381670_v2.fits stis_ngsl_v2 0 9.3558 9.5932 9.0889
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd065714_v2.fits stis_ngsl_v2 0 5.7333 6.1142 5.342
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd201601_v2.fits stis_ngsl_v2 0 4.7956 4.8147 4.8337
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd164058_v2.fits stis_ngsl_v2 0 1.7979 2.5201 1.1585
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd034078_v2.fits stis_ngsl_v2 0 5.9815 6.0237 5.9436
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd115617_v2.fits stis_ngsl_v2 0 4.6614 4.9172 4.3856
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd036702_v2.fits stis_ngsl_v2 0 8.0414 8.5968 7.5065
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_g021-024_v2.fits stis_ngsl_v2 0 8.4386 9.0725 7.8527
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd063791_v2.fits stis_ngsl_v2 0 7.7146 8.1189 7.2925
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd215665_v2.fits stis_ngsl_v2 0 3.8176 4.2243 3.4034
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd097633_v2.fits stis_ngsl_v2 0 3.4029 3.3068 3.6403
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd112413_v2.fits stis_ngsl_v2 0 2.9961 2.8526 3.3217
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd200905_v2.fits stis_ngsl_v2 0 3.1994 3.9745 2.5328
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd008724_v2.fits stis_ngsl_v2 0 8.1075 8.5734 7.6351
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd031421_v2.fits stis_ngsl_v2 0 3.8689 4.3502 3.3919
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd212516_v2.fits stis_ngsl_v2 0 8.0538 9.016 7.2855
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd200081_v2.fits stis_ngsl_v2 0 7.8489 8.1596 7.5162
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_bd-122669_v2.fits stis_ngsl_v2 0 10.2484 10.3157 10.1975
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd012533_v2.fits stis_ngsl_v2 0 1.9916 2.5346 1.4714
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd196662_v2.fits stis_ngsl_v2 0 5.9021 5.7354 6.2742
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd008890_v2.fits stis_ngsl_v2 0 1.9876 2.172 1.7952
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd174966_v2.fits stis_ngsl_v2 0 7.795 7.8179 7.8219
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd191026_v2.fits stis_ngsl_v2 0 5.2654 5.5898 4.9224
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd004128_v2.fits stis_ngsl_v2 0 2.0438 2.4007 1.6735
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd114330_v2.fits stis_ngsl_v2 0 4.6656 4.5649 4.9162
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd164353_v2.fits stis_ngsl_v2 0 4.0308 3.9414 4.2199
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd183915_v2.fits stis_ngsl_v2 0 7.0595 7.5874 6.5487
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd138749_v2.fits stis_ngsl_v2 0 4.3618 4.1969 4.7219
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd019308_v2.fits stis_ngsl_v2 0 7.3512 7.563 7.1258
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd163346_v2.fits stis_ngsl_v2 0 6.758 7.0056 6.4827
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd033793_v2.fits stis_ngsl_v2 0 8.165 9.0792 7.4153
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_bd092860_v2.fits stis_ngsl_v2 0 10.9076 11.1339 10.6543
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd000358_v2.fits stis_ngsl_v2 0 2.1555 2.005 2.4921
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd106516_v2.fits stis_ngsl_v2 0 6.0876 6.2342 5.9281
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd126661_v2.fits stis_ngsl_v2 0 5.4618 5.4623 5.5267
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd037828_v2.fits stis_ngsl_v2 0 6.6197 7.1373 6.1098
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd005916_v2.fits stis_ngsl_v2 0 6.7299 7.0869 6.3527
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd006755_v2.fits stis_ngsl_v2 0 7.6376 7.9386 7.3076
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd183324_v2.fits stis_ngsl_v2 0 6.0764 5.9953 6.2908
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd037216_v2.fits stis_ngsl_v2 0 7.8005 8.0579 7.5248
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_viwcom_v2.fits stis_ngsl_v2 0 6.8802 8.3481 5.925
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd109995_v2.fits stis_ngsl_v2 0 7.6604 7.6009 7.8241
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd123657_v2.fits stis_ngsl_v2 0 3.8809 5.3688 2.9181
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd018907_v2.fits stis_ngsl_v2 0 5.768 6.0759 5.4349
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd087140_v2.fits stis_ngsl_v2 0 8.8685 9.1705 8.5365
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd095418_v2.fits stis_ngsl_v2 0 2.4812 2.3912 2.7061
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd148513_v2.fits stis_ngsl_v2 0 4.9987 5.6558 4.3982
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd169191_v2.fits stis_ngsl_v2 0 4.9787 5.5059 4.469
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd095241_v2.fits stis_ngsl_v2 0 5.9766 6.1751 5.7587
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd023439_v2.fits stis_ngsl_v2 0 8.0247 8.3275 7.6956
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_lhs10_v2.fits stis_ngsl_v2 0 10.637 12.8944 9.5017
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_g260-36_v2.fits stis_ngsl_v2 0 11.1069 11.4693 10.7298
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd128987_v2.fits stis_ngsl_v2 0 7.2696 7.5161 7.0049
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd025975_v2.fits stis_ngsl_v2 0 5.9712 6.3184 5.6096
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd022049_v2.fits stis_ngsl_v2 0 3.5838 3.9272 3.2247
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd119971_v2.fits stis_ngsl_v2 0 5.0895 5.7147 4.5086
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd073710_v2.fits stis_ngsl_v2 0 6.2862 6.6705 5.891
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd149161_v2.fits stis_ngsl_v2 0 4.369 5.1042 3.7216
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd079349_v2.fits stis_ngsl_v2 0 7.9632 8.7667 7.2743
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd217357_v2.fits stis_ngsl_v2 0 7.3689 8.1033 6.7209
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd111786_v2.fits stis_ngsl_v2 0 6.1788 6.2057 6.1904
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd166991_v2.fits stis_ngsl_v2 0 6.9095 6.8598 7.0614
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd059612_v2.fits stis_ngsl_v2 0 4.9096 4.9482 4.8949
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd093329_v2.fits stis_ngsl_v2 0 8.8473 8.7961 8.9948
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd086986_v2.fits stis_ngsl_v2 0 8.0562 8.0308 8.1562
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd039833_v2.fits stis_ngsl_v2 0 7.5947 7.8068 7.3659
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_gl15b_v2.fits stis_ngsl_v2 0 7.3498 8.3559 6.5556
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd001461_v2.fits stis_ngsl_v2 0 6.416 6.6418 6.1718
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_g18-54_v2.fits stis_ngsl_v2 0 10.6837 10.8612 10.4864
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd124425_v2.fits stis_ngsl_v2 0 5.8889 6.0298 5.743
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd068988_v2.fits stis_ngsl_v2 0 8.1648 8.3801 7.9349
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd155763_v2.fits stis_ngsl_v2 0 3.2368 3.0821 3.5835
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd058551_v2.fits stis_ngsl_v2 0 6.5152 6.6579 6.3621
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd017072_v2.fits stis_ngsl_v2 0 6.4999 6.7624 6.2093
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd284248_v2.fits stis_ngsl_v2 0 9.2352 9.3668 9.0928
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd037202_v2.fits stis_ngsl_v2 0 2.9573 2.7716 3.3363
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd018078_v2.fits stis_ngsl_v2 0 8.2954 8.3153 8.3239
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_mmj6490_v2.fits stis_ngsl_v2 0 11.0328 10.9734 11.2029
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd126511_v2.fits stis_ngsl_v2 0 8.2839 8.5555 7.9933
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd079158_v2.fits stis_ngsl_v2 0 5.3792 5.2208 5.7329
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd110073_v2.fits stis_ngsl_v2 0 4.7691 4.6233 5.1009
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_cd-691618_v2.fits stis_ngsl_v2 0 9.3671 9.1791 9.763
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_bd423607_v2.fits stis_ngsl_v2 0 10.2561 10.3982 10.0973
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd187879_v2.fits stis_ngsl_v2 0 5.7432 5.6035 6.0292
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd203638_v2.fits stis_ngsl_v2 0 5.1577 5.6116 4.704
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_vgkcom_v2.fits stis_ngsl_v2 0 5.5849 7.0966 4.613
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_mmj6476_v2.fits stis_ngsl_v2 0 11.3628 11.4041 11.3603
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd055496_v2.fits stis_ngsl_v2 0 8.2836 8.6469 7.9018
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd126614_v2.fits stis_ngsl_v2 0 8.7263 9.0072 8.4288
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd099648_v2.fits stis_ngsl_v2 0 4.832 5.2039 4.4479
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_bd+413306_v2.fits stis_ngsl_v2 0 8.7566 9.079 8.4105
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd170737_v2.fits stis_ngsl_v2 0 7.9888 8.3241 7.6287
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_g63-26_v2.fits stis_ngsl_v2 0 12.2317 12.3704 12.0845
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd076291_v2.fits stis_ngsl_v2 0 5.5187 5.9719 5.0639
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd345957_v2.fits stis_ngsl_v2 0 8.8463 9.0369 8.6318
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd078362_v2.fits stis_ngsl_v2 0 4.6945 4.7567 4.6631
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_bd442051_v2.fits stis_ngsl_v2 0 8.0175 8.9817 7.2441
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd142703_v2.fits stis_ngsl_v2 0 6.1446 6.1792 6.1433
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_vbnvul_v2.fits stis_ngsl_v2 0 10.4661 10.7719 10.1218
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd166283_v2.fits stis_ngsl_v2 0 7.8733 7.8742 7.9364
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd137759_v2.fits stis_ngsl_v2 0 3.465 3.8767 3.0418
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd175156_v2.fits stis_ngsl_v2 0 5.1273 5.1282 5.1656
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd037763_v2.fits stis_ngsl_v2 0 4.9707 5.425 4.5164
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd044007_v2.fits stis_ngsl_v2 0 7.8911 8.2533 7.504
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd101107_v2.fits stis_ngsl_v2 0 5.6444 5.7145 5.5957
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd187111_v2.fits stis_ngsl_v2 0 7.394 7.9891 6.8292
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd038510_v2.fits stis_ngsl_v2 0 8.154 8.3327 7.9556
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd063077_v2.fits stis_ngsl_v2 0 5.3455 5.5276 5.1434
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd175305_v2.fits stis_ngsl_v2 0 7.2505 7.5353 6.9367
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd124547_v2.fits stis_ngsl_v2 0 4.497 5.091 3.9393
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd015089_v2.fits stis_ngsl_v2 0 4.7982 4.7096 5.0336
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd013520_v2.fits stis_ngsl_v2 0 4.3554 5.0329 3.74
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd019019_v2.fits stis_ngsl_v2 0 6.8855 7.0592 6.7001
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd190073_v2.fits stis_ngsl_v2 0 7.8851 7.8592 7.9699
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd175805_v2.fits stis_ngsl_v2 0 7.6795 7.8294 7.5277
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd194453_v2.fits stis_ngsl_v2 0 6.8483 6.741 7.1036
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd061064_v2.fits stis_ngsl_v2 0 5.0839 5.188 4.9894
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd134439_v2.fits stis_ngsl_v2 0 9.405 9.6762 9.1028
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd026630_v2.fits stis_ngsl_v2 0 3.9696 4.3626 3.5638
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd096446_v2.fits stis_ngsl_v2 0 6.755 6.57 7.1418
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_g180-24_v2.fits stis_ngsl_v2 0 9.8418 10.0026 9.6617
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd080607_v2.fits stis_ngsl_v2 0 9.0402 9.3106 8.7526
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd141795_v2.fits stis_ngsl_v2 0 3.7962 3.7583 3.9294
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd157244_v2.fits stis_ngsl_v2 0 2.5115 3.1097 1.9539
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd111515_v2.fits stis_ngsl_v2 0 8.0429 8.2948 7.7664
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd107582_v2.fits stis_ngsl_v2 0 8.1409 8.3626 7.8955
GAIA GAIA spectra/calspec23/bd26d2606_stis_006.fits calspec23 0 9.6832 9.8307 9.5147
GAIA GAIA spectra/calspec23/wd0308_565_stis_009.fits calspec23 0 14.2152 14.01 14.6404
GAIA GAIA spectra/calspec23/sdss132811_stis_004.fits calspec23 0 17.2246 17.1071 17.5044
GAIA GAIA spectra/calspec23/hz21_stis_007.fits calspec23 0 14.7293 14.4457 15.3281
GAIA GAIA spectra/calspec23/gj7541a_stis_004.fits calspec23 0 12.37 12.2645 12.5842
GAIA GAIA spectra/calspec23/ngc6681_3_stis_002.fits calspec23 0 nan nan nan
GAIA GAIA spectra/calspec23/16cygb_stis_004.fits calspec23 0 6.18 6.4064 5.9334
GAIA GAIA spectra/calspec23/hd38949_stis_007.fits calspec23 0 7.7679 7.9501 7.5692
GAIA GAIA spectra/calspec23/hd115169_stis_003.fits calspec23 0 9.199 9.4203 8.9562
GAIA GAIA spectra/calspec23/feige34_stis_006.fits calspec23 0 11.2065 10.9287 11.7809
GAIA GAIA spectra/calspec23/18sco_stis_005.fits calspec23 0 5.4462 5.6634 5.2092
GAIA GAIA spectra/calspec23/ngc6681_9_stis_002.fits calspec23 0 nan nan nan
GAIA GAIA spectra/calspec23/hd209458_stisnic_008.fits calspec23 0 7.6314 7.8024 7.4471
GAIA GAIA spectra/calspec23/wd0320_539_stis_005.fits calspec23 0 15.0237 14.7669 15.5746
GAIA GAIA spectra/calspec23/mucol_stis_007.fits calspec23 0 5.2087 4.9518 5.7537
GAIA GAIA spectra/calspec23/ngc6681_12_stis_002.fits calspec23 0 nan nan nan
GAIA GAIA spectra/calspec23/hz43_stis_005.fits calspec23 0 12.9712 12.6955 13.5574
GAIA GAIA spectra/calspec23/hd101452_stis_003.fits calspec23 0 7.59 7.6283 7.5899
GAIA GAIA spectra/calspec23/ngc2506g31_stis_003.fits calspec23 0 17.8559 18.103 17.5835
GAIA GAIA spectra/calspec23/hd158485_stis_005.fits calspec23 0 6.5775 6.5389 6.7067
GAIA GAIA spectra/calspec23/ksi2ceti_stis_006.fits calspec23 0 4.3713 4.2473 4.6639
GAIA GAIA spectra/calspec23/hd37962_stis_010.fits calspec23 0 7.7976 8.0166 7.5571
GAIA GAIA spectra/calspec23/ngc6681_10_stis_002.fits calspec23 0 nan nan nan
GAIA GAIA spectra/calspec23/hd116405_stis_006.fits calspec23 0 8.4179 8.2877 8.7214
GAIA GAIA spectra/calspec23/hd009051_stis_007.fits calspec23 0 8.7981 9.1468 8.4225
GAIA GAIA spectra/calspec23/ngc6681_4_stis_002.fits calspec23 0 nan nan nan
GAIA GAIA spectra/calspec23/hd55677_stis_004.fits calspec23 0 9.5394 9.481 9.7009
GAIA GAIA spectra/calspec23/feige110_stisnic_008.fits calspec23 0 11.8881 11.6153 12.4664
GAIA GAIA spectra/calspec23/hd185975_stis_007.fits calspec23 0 8.0502 8.2872 7.7925
GAIA GAIA spectra/calspec23/hd200654_stis_007.fits calspec23 0 8.9925 9.2563 8.6923
GAIA GAIA spectra/calspec23/hz44_stis_006.fits calspec23 0 11.7199 11.4456 12.3047
GAIA GAIA spectra/calspec23/ngc6681_7_stis_002.fits calspec23 0 nan nan nan
GAIA GAIA spectra/calspec23/ngc6681_6_stis_002.fits calspec23 0 nan nan nan
