survey version standard standard_catagory shift ASASSN-g ASASSN-j ASASSN-i ASASSN-h 
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_g187-40_v2.fits stis_ngsl_v2 0 11.103 10.57 10.432 10.331
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd019787_v2.fits stis_ngsl_v2 0 5.469 4.355 4.021 3.783
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_g231-52_v2.fits stis_ngsl_v2 0 11.081 10.459 10.273 10.124
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd141851_v2.fits stis_ngsl_v2 0 5.237 5.119 5.193 5.328
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd082734_v2.fits stis_ngsl_v2 0 6.116 5.017 4.702 4.485
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd163641_v2.fits stis_ngsl_v2 0 6.24 6.264 6.394 6.589
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd176232_v2.fits stis_ngsl_v2 0 6.276 6.034 6.077 6.202
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd005256_v2.fits stis_ngsl_v2 0 9.557 8.76 8.528 8.352
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd003712_v2.fits stis_ngsl_v2 0 3.873 2.706 2.4 2.146
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd101013_v2.fits stis_ngsl_v2 0 7.272 6.125 5.816 5.595
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd109387_v2.fits stis_ngsl_v2 0 3.666 3.803 3.929 4.117
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd118055_v2.fits stis_ngsl_v2 0 10.277 8.918 8.439 7.979
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd194093_v2.fits stis_ngsl_v2 0 2.911 2.232 2.073 1.972
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd191277_v2.fits stis_ngsl_v2 0 6.719 5.427 5.008 4.697
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd010380_v2.fits stis_ngsl_v2 0 5.963 4.471 3.974 3.561
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd034816_v2.fits stis_ngsl_v2 0 3.985 4.289 4.555 4.911
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd000319_v2.fits stis_ngsl_v2 0 6.051 5.926 6.015 6.147
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd105452_v2.fits stis_ngsl_v2 0 4.325 4.0 3.978 4.003
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd111464_v2.fits stis_ngsl_v2 0 8.156 6.623 6.099 5.638
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd019656_v2.fits stis_ngsl_v2 0 5.88 4.666 4.304 4.046
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd058343_v2.fits stis_ngsl_v2 0 5.002 5.046 5.156 5.338
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd138716_v2.fits stis_ngsl_v2 0 5.813 4.724 4.391 4.167
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd196426_v2.fits stis_ngsl_v2 0 6.082 6.211 6.391 6.637
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd020630_v2.fits stis_ngsl_v2 0 5.57 4.873 4.673 4.533
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_g192-43_v2.fits stis_ngsl_v2 0 10.784 10.348 10.247 10.195
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd055057_v2.fits stis_ngsl_v2 0 5.719 5.424 5.411 5.455
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_g17-25_v2.fits stis_ngsl_v2 0 10.43 9.65 9.398 9.188
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd193281_v2.fits stis_ngsl_v2 0 6.828 6.733 6.823 6.958
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd134440_v2.fits stis_ngsl_v2 0 10.365 9.459 9.136 8.883
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd036960_v2.fits stis_ngsl_v2 0 4.45 4.745 5.002 5.35
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd041661_v2.fits stis_ngsl_v2 0 7.93 7.467 7.361 7.329
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_bd720094_v2.fits stis_ngsl_v2 0 10.37 9.953 9.843 9.757
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd094028_v2.fits stis_ngsl_v2 0 8.694 8.222 8.088 7.994
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd006229_v2.fits stis_ngsl_v2 0 9.385 8.616 8.379 8.158
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd122064_v2.fits stis_ngsl_v2 0 7.626 6.511 6.106 5.842
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd102780_v2.fits stis_ngsl_v2 0 10.01 8.251 7.626 6.933
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd128000_v2.fits stis_ngsl_v2 0 7.43 5.766 5.185 4.631
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd170973_v2.fits stis_ngsl_v2 0 6.365 6.418 6.538 6.764
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd142091_v2.fits stis_ngsl_v2 0 5.902 4.813 4.474 4.234
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd021742_v2.fits stis_ngsl_v2 0 8.939 8.032 7.764 7.597
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd090862_v2.fits stis_ngsl_v2 0 10.252 8.653 8.111 7.606
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd017081_v2.fits stis_ngsl_v2 0 4.07 4.23 4.421 4.69
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd224801_v2.fits stis_ngsl_v2 0 6.312 6.396 6.527 6.757
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd167105_v2.fits stis_ngsl_v2 0 9.124 9.115 9.255 9.479
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd019445_v2.fits stis_ngsl_v2 0 8.502 8.044 7.915 7.808
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd047839_v2.fits stis_ngsl_v2 0 4.379 4.673 4.935 5.281
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd072505_v2.fits stis_ngsl_v2 0 7.561 6.272 5.872 5.58
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd193495_v2.fits stis_ngsl_v2 0 3.927 3.105 2.833 2.612
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_bd292091_v2.fits stis_ngsl_v2 0 10.824 10.312 10.17 10.066
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd018769_v2.fits stis_ngsl_v2 0 6.055 5.908 5.984 6.13
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_bd660268_v2.fits stis_ngsl_v2 0 10.72 10.106 9.933 9.775
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_g234-28_v2.fits stis_ngsl_v2 0 11.595 11.116 10.988 10.902
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd190360_v2.fits stis_ngsl_v2 0 6.579 5.784 5.573 5.437
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd132475_v2.fits stis_ngsl_v2 0 9.116 8.581 8.409 8.258
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd195434_v2.fits stis_ngsl_v2 0 10.277 9.334 8.988 8.689
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd185351_v2.fits stis_ngsl_v2 0 6.2 5.195 4.896 4.688
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd029574_v2.fits stis_ngsl_v2 0 9.859 8.383 7.831 7.291
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_g196-48_v2.fits stis_ngsl_v2 0 10.88 10.355 10.2 10.08
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_g114-26_v2.fits stis_ngsl_v2 0 10.139 9.663 9.526 9.422
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_g019-013_v2.fits stis_ngsl_v2 0 8.973 7.74 7.229 6.82
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd160346_v2.fits stis_ngsl_v2 0 7.568 6.536 6.174 5.896
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd003360_v2.fits stis_ngsl_v2 0 3.406 3.664 3.892 4.206
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd074088_v2.fits stis_ngsl_v2 0 8.534 6.762 6.127 5.505
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd078479_v2.fits stis_ngsl_v2 0 8.532 7.21 6.797 6.497
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_bd174708_v2.fits stis_ngsl_v2 0 9.966 9.527 9.423 9.358
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd188262_v2.fits stis_ngsl_v2 0 8.568 7.727 7.429 7.195
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_bd+381670_v2.fits stis_ngsl_v2 0 10.094 9.441 9.256 9.088
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd065714_v2.fits stis_ngsl_v2 0 6.981 5.89 5.573 5.344
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd201601_v2.fits stis_ngsl_v2 0 5.022 4.727 4.741 4.834
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd164058_v2.fits stis_ngsl_v2 0 3.937 2.284 1.717 1.166
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd034078_v2.fits stis_ngsl_v2 0 6.21 5.984 5.944 5.94
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd115617_v2.fits stis_ngsl_v2 0 5.502 4.747 4.525 4.38
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd036702_v2.fits stis_ngsl_v2 0 9.661 8.369 7.921 7.509
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_g021-024_v2.fits stis_ngsl_v2 0 10.278 8.885 8.314 7.846
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd063791_v2.fits stis_ngsl_v2 0 8.877 7.922 7.596 7.29
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd215665_v2.fits stis_ngsl_v2 0 5.15 3.992 3.657 3.407
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd097633_v2.fits stis_ngsl_v2 0 3.286 3.312 3.458 3.661
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd112413_v2.fits stis_ngsl_v2 0 2.777 2.92 3.082 3.339
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd200905_v2.fits stis_ngsl_v2 0 5.518 3.734 3.128 2.541
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd008724_v2.fits stis_ngsl_v2 0 9.435 8.366 7.99 7.636
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd031421_v2.fits stis_ngsl_v2 0 5.373 4.117 3.727 3.395
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd212516_v2.fits stis_ngsl_v2 0 10.59 8.793 8.139 7.294
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd200081_v2.fits stis_ngsl_v2 0 8.809 7.973 7.716 7.515
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_bd-122669_v2.fits stis_ngsl_v2 0 10.543 10.234 10.191 10.192
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd012533_v2.fits stis_ngsl_v2 0 3.786 2.275 1.834 1.484
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd196662_v2.fits stis_ngsl_v2 0 5.66 5.804 5.998 6.297
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd008890_v2.fits stis_ngsl_v2 0 2.64 2.011 1.864 1.795
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd174966_v2.fits stis_ngsl_v2 0 8.007 7.736 7.744 7.827
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd191026_v2.fits stis_ngsl_v2 0 6.315 5.393 5.115 4.921
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd004128_v2.fits stis_ngsl_v2 0 3.244 2.173 1.882 1.679
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd114330_v2.fits stis_ngsl_v2 0 4.553 4.568 4.692 4.942
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd164353_v2.fits stis_ngsl_v2 0 3.947 3.973 4.069 4.236
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd183915_v2.fits stis_ngsl_v2 0 8.777 7.336 6.902 6.561
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd138749_v2.fits stis_ngsl_v2 0 4.106 4.281 4.472 4.74
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd019308_v2.fits stis_ngsl_v2 0 8.096 7.398 7.213 7.121
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd163346_v2.fits stis_ngsl_v2 0 7.454 6.864 6.657 6.484
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd033793_v2.fits stis_ngsl_v2 0 10.554 8.893 8.228 7.413
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_bd092860_v2.fits stis_ngsl_v2 0 11.595 10.987 10.803 10.655
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd000358_v2.fits stis_ngsl_v2 0 1.936 2.07 2.247 2.509
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd106516_v2.fits stis_ngsl_v2 0 6.575 6.124 6.006 5.921
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd126661_v2.fits stis_ngsl_v2 0 5.62 5.387 5.43 5.538
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd037828_v2.fits stis_ngsl_v2 0 8.123 6.913 6.509 6.113
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd005916_v2.fits stis_ngsl_v2 0 7.832 6.885 6.597 6.352
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd006755_v2.fits stis_ngsl_v2 0 8.524 7.769 7.525 7.303
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd183324_v2.fits stis_ngsl_v2 0 6.032 5.969 6.103 6.307
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd037216_v2.fits stis_ngsl_v2 0 8.677 7.877 7.656 7.522
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_viwcom_v2.fits stis_ngsl_v2 0 9.839 8.136 7.455 5.955
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd109995_v2.fits stis_ngsl_v2 0 7.622 7.58 7.695 7.845
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd123657_v2.fits stis_ngsl_v2 0 6.835 5.156 4.484 2.954
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd018907_v2.fits stis_ngsl_v2 0 6.729 5.89 5.643 5.436
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd087140_v2.fits stis_ngsl_v2 0 9.732 9.01 8.765 8.529
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd095418_v2.fits stis_ngsl_v2 0 2.377 2.402 2.52 2.719
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd148513_v2.fits stis_ngsl_v2 0 7.021 5.418 4.876 4.415
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd169191_v2.fits stis_ngsl_v2 0 6.644 5.27 4.825 4.473
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd095241_v2.fits stis_ngsl_v2 0 6.623 6.032 5.872 5.754
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd023439_v2.fits stis_ngsl_v2 0 8.949 8.161 7.898 7.692
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_lhs10_v2.fits stis_ngsl_v2 0 14.696 12.71 11.896 9.65
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_g260-36_v2.fits stis_ngsl_v2 0 12.252 11.274 10.955 10.727
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd128987_v2.fits stis_ngsl_v2 0 8.108 7.341 7.127 7.002
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd025975_v2.fits stis_ngsl_v2 0 7.127 6.105 5.807 5.61
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd022049_v2.fits stis_ngsl_v2 0 4.686 3.735 3.426 3.22
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd119971_v2.fits stis_ngsl_v2 0 6.958 5.484 4.973 4.516
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd073710_v2.fits stis_ngsl_v2 0 7.549 6.445 6.125 5.896
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd149161_v2.fits stis_ngsl_v2 0 6.525 4.877 4.291 3.726
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd079349_v2.fits stis_ngsl_v2 0 10.227 8.543 7.933 7.285
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd217357_v2.fits stis_ngsl_v2 0 9.392 7.924 7.299 6.711
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd111786_v2.fits stis_ngsl_v2 0 6.358 6.144 6.153 6.19
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd166991_v2.fits stis_ngsl_v2 0 6.927 6.822 6.921 7.071
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd059612_v2.fits stis_ngsl_v2 0 5.08 4.876 4.889 4.937
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd093329_v2.fits stis_ngsl_v2 0 8.83 8.769 8.87 9.018
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd086986_v2.fits stis_ngsl_v2 0 8.094 7.993 8.064 8.173
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd039833_v2.fits stis_ngsl_v2 0 8.316 7.65 7.468 7.361
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_gl15b_v2.fits stis_ngsl_v2 0 9.809 8.189 7.486 6.557
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd001461_v2.fits stis_ngsl_v2 0 7.186 6.474 6.288 6.17
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_g18-54_v2.fits stis_ngsl_v2 0 11.254 10.735 10.59 10.479
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd124425_v2.fits stis_ngsl_v2 0 6.386 5.907 5.797 5.736
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd068988_v2.fits stis_ngsl_v2 0 8.907 8.218 8.032 7.929
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd155763_v2.fits stis_ngsl_v2 0 2.996 3.148 3.338 3.608
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd058551_v2.fits stis_ngsl_v2 0 7.008 6.541 6.43 6.359
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd017072_v2.fits stis_ngsl_v2 0 7.275 6.608 6.393 6.205
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd284248_v2.fits stis_ngsl_v2 0 9.692 9.261 9.149 9.09
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd037202_v2.fits stis_ngsl_v2 0 2.661 2.895 3.088 3.372
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd018078_v2.fits stis_ngsl_v2 0 8.465 8.253 8.247 8.34
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_mmj6490_v2.fits stis_ngsl_v2 0 11.03 10.937 11.049 11.218
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd126511_v2.fits stis_ngsl_v2 0 9.178 8.377 8.143 7.988
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd079158_v2.fits stis_ngsl_v2 0 5.138 5.298 5.471 5.752
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd110073_v2.fits stis_ngsl_v2 0 4.567 4.67 4.844 5.123
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_cd-691618_v2.fits stis_ngsl_v2 0 9.104 9.285 9.489 9.779
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_bd423607_v2.fits stis_ngsl_v2 0 10.746 10.283 10.175 10.098
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd187879_v2.fits stis_ngsl_v2 0 5.571 5.67 5.823 6.043
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd203638_v2.fits stis_ngsl_v2 0 6.641 5.375 4.991 4.715
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_vgkcom_v2.fits stis_ngsl_v2 0 8.55 6.891 6.21 4.656
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_mmj6476_v2.fits stis_ngsl_v2 0 11.617 11.311 11.307 11.366
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd055496_v2.fits stis_ngsl_v2 0 9.427 8.435 8.143 7.905
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd126614_v2.fits stis_ngsl_v2 0 9.683 8.814 8.568 8.43
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd099648_v2.fits stis_ngsl_v2 0 6.06 4.979 4.671 4.45
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_bd+413306_v2.fits stis_ngsl_v2 0 9.742 8.904 8.627 8.407
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd170737_v2.fits stis_ngsl_v2 0 8.991 8.142 7.867 7.625
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_g63-26_v2.fits stis_ngsl_v2 0 12.716 12.257 12.14 12.076
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd076291_v2.fits stis_ngsl_v2 0 6.948 5.746 5.366 5.068
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd345957_v2.fits stis_ngsl_v2 0 9.425 8.918 8.759 8.622
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd078362_v2.fits stis_ngsl_v2 0 5.018 4.654 4.614 4.666
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_bd442051_v2.fits stis_ngsl_v2 0 10.427 8.792 8.135 7.242
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd142703_v2.fits stis_ngsl_v2 0 6.351 6.109 6.11 6.146
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_vbnvul_v2.fits stis_ngsl_v2 0 11.245 10.609 10.389 10.14
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd166283_v2.fits stis_ngsl_v2 0 8.026 7.804 7.837 7.944
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd137759_v2.fits stis_ngsl_v2 0 4.799 3.636 3.329 3.056
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd175156_v2.fits stis_ngsl_v2 0 5.24 5.093 5.114 5.176
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd037763_v2.fits stis_ngsl_v2 0 6.423 5.202 4.806 4.523
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd044007_v2.fits stis_ngsl_v2 0 8.934 8.068 7.775 7.503
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd101107_v2.fits stis_ngsl_v2 0 5.962 5.623 5.576 5.591
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd187111_v2.fits stis_ngsl_v2 0 9.083 7.764 7.295 6.834
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd038510_v2.fits stis_ngsl_v2 0 8.738 8.201 8.061 7.952
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd063077_v2.fits stis_ngsl_v2 0 5.944 5.392 5.252 5.14
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd175305_v2.fits stis_ngsl_v2 0 8.12 7.363 7.132 6.939
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd124547_v2.fits stis_ngsl_v2 0 6.353 4.852 4.356 3.948
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd015089_v2.fits stis_ngsl_v2 0 4.76 4.683 4.81 5.051
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd013520_v2.fits stis_ngsl_v2 0 6.433 4.795 4.244 3.757
