survey version standard shift  PS1SN-g PS1SN-r PS1SN-i PS1SN-z 
PS1SN PS1SN sdssj102430 0 18.9441 19.3215 19.6481 19.9047
PS1SN PS1SN sdssj102430 0 18.9513 19.3182 19.6426 19.9005
PS1SN PS1SN sdssj102430 0 18.9441 19.3192 19.6428 19.8973
PS1SN PS1SN sdssj102430 0 18.9512 19.3183 19.6383 19.8912
PS1SN PS1SN sdssj102430 0 18.9518 19.325 19.6473 19.9009
PS1SN PS1SN sdssj102430 0 18.944 19.3133 19.6364 19.8922
PS1SN PS1SN sdssj102430 0 18.9457 19.3159 19.6408 19.8979
PS1SN PS1SN sdssj102430 0 18.9439 19.3171 19.6439 19.902
PS1SN PS1SN sdssj102430 0 18.9473 19.3215 19.6465 19.9026
PS1SN PS1SN sdssj102430 0 18.9472 19.3204 19.6462 19.9036
PS1SN PS1SN sdssj102430 0 18.947 19.3218 19.6472 19.9035
PS1SN PS1SN sdssj102430 0 18.9449 19.3153 19.6416 19.9001
PS1SN PS1SN sdssj102430 0 18.9511 19.3204 19.6461 19.9046
PS1SN PS1SN sdssj102430 0 18.9455 19.3181 19.643 19.8991
PS1SN PS1SN sdssj102430 0 18.9535 19.3246 19.6507 19.9091
PS1SN PS1SN sdssj102430 0 18.9504 19.3196 19.6448 19.9026
PS1SN PS1SN sdssj102430 0 18.9506 19.3225 19.6471 19.9036
PS1SN PS1SN sdssj102430 0 18.9426 19.3181 19.6482 19.9094
PS1SN PS1SN sdssj102430 0 18.9489 19.3201 19.6467 19.9056
PS1SN PS1SN sdssj102430 0 18.943 19.3149 19.6412 19.8993
PS1SN PS1SN sdssj102430 0 18.9502 19.3211 19.6431 19.8969
PS1SN PS1SN sdssj102430 0 18.9495 19.3194 19.6423 19.8971
PS1SN PS1SN sdssj102430 0 18.9452 19.3195 19.6456 19.9025
PS1SN PS1SN sdssj102430 0 18.9451 19.3148 19.6384 19.8938
PS1SN PS1SN sdssj102430 0 18.9462 19.3192 19.6447 19.9014
PS1SN PS1SN sdssj102430 0 18.9538 19.3245 19.6478 19.9031
PS1SN PS1SN sdssj102430 0 18.9464 19.3142 19.6365 19.8914
PS1SN PS1SN sdssj102430 0 18.9486 19.3203 19.6455 19.9025
PS1SN PS1SN sdssj102430 0 18.9422 19.3089 19.6318 19.8876
PS1SN PS1SN sdssj102430 0 18.9466 19.3168 19.6415 19.8982
PS1SN PS1SN sdssj111059 0 17.9012 18.3193 18.6697 18.9384
PS1SN PS1SN sdssj111059 0 17.9007 18.3183 18.6694 18.939
PS1SN PS1SN sdssj111059 0 17.9029 18.3199 18.6688 18.9361
PS1SN PS1SN sdssj111059 0 17.9024 18.3183 18.6673 18.9352
PS1SN PS1SN sdssj111059 0 17.9026 18.3204 18.6718 18.9414
PS1SN PS1SN sdssj111059 0 17.9017 18.3182 18.6695 18.9396
PS1SN PS1SN sdssj111059 0 17.9016 18.3189 18.6701 18.9396
PS1SN PS1SN sdssj111059 0 17.903 18.3207 18.6703 18.9384
PS1SN PS1SN sdssj111059 0 17.8993 18.3166 18.6661 18.9341
PS1SN PS1SN sdssj111059 0 17.9017 18.3193 18.6692 18.9376
PS1SN PS1SN sdssj111059 0 17.9005 18.3175 18.6679 18.9368
PS1SN PS1SN sdssj111059 0 17.9017 18.3192 18.6692 18.9377
PS1SN PS1SN sdssj111059 0 17.9006 18.3178 18.6687 18.9383
PS1SN PS1SN sdssj111059 0 17.9027 18.319 18.6692 18.9379
PS1SN PS1SN sdssj111059 0 17.9017 18.3182 18.6677 18.9359
PS1SN PS1SN sdssj111059 0 17.9057 18.3224 18.671 18.9379
PS1SN PS1SN sdssj111059 0 17.9004 18.3178 18.6681 18.9366
PS1SN PS1SN sdssj111059 0 17.903 18.3194 18.6696 18.9386
PS1SN PS1SN sdssj111059 0 17.8996 18.3186 18.6703 18.9399
PS1SN PS1SN sdssj111059 0 17.9011 18.3184 18.6689 18.9379
PS1SN PS1SN sdssj111059 0 17.9007 18.3185 18.67 18.9397
PS1SN PS1SN sdssj111059 0 17.9009 18.3183 18.6695 18.9392
PS1SN PS1SN sdssj111059 0 17.9016 18.3182 18.6687 18.9378
PS1SN PS1SN sdssj111059 0 17.9008 18.3187 18.6685 18.9365
PS1SN PS1SN sdssj111059 0 17.9009 18.3177 18.6683 18.9375
PS1SN PS1SN sdssj111059 0 17.9019 18.3192 18.6697 18.9388
PS1SN PS1SN sdssj111059 0 17.9016 18.3184 18.6674 18.9349
PS1SN PS1SN sdssj111059 0 17.9016 18.3194 18.6706 18.9401
PS1SN PS1SN sdssj111059 0 17.9033 18.3195 18.67 18.9393
PS1SN PS1SN sdssj111059 0 17.9019 18.3191 18.6698 18.9391
PS1SN PS1SN sdssj111059 0 17.9018 18.3193 18.6689 18.9369
PS1SN PS1SN sdssj111059 0 17.9016 18.3184 18.6686 18.9373
PS1SN PS1SN sdssj111059 0 17.9004 18.3178 18.6694 18.9394
PS1SN PS1SN sdssj111059 0 17.9076 18.3241 18.6721 18.9386
PS1SN PS1SN sdssj111059 0 17.901 18.32 18.6719 18.9418
PS1SN PS1SN sdssj111059 0 17.899 18.3167 18.6688 18.9392
PS1SN PS1SN sdssj111059 0 17.9015 18.3174 18.6667 18.9349
PS1SN PS1SN sdssj111059 0 17.9019 18.318 18.6673 18.9355
PS1SN PS1SN sdssj111059 0 17.9017 18.3191 18.6681 18.9354
PS1SN PS1SN sdssj111059 0 17.9014 18.317 18.6678 18.9376
PS1SN PS1SN sdssj111059 0 17.9012 18.318 18.6674 18.9352
PS1SN PS1SN sdssj111059 0 17.9017 18.3178 18.6671 18.9351
PS1SN PS1SN sdssj111059 0 17.903 18.3197 18.6685 18.9358
PS1SN PS1SN sdssj111059 0 17.9044 18.3215 18.6703 18.9374
PS1SN PS1SN sdssj111059 0 17.8993 18.3169 18.6693 18.9404
PS1SN PS1SN sdssj111059 0 17.9052 18.3216 18.6685 18.9338
PS1SN PS1SN sdssj111059 0 17.904 18.3198 18.6668 18.9327
PS1SN PS1SN sdssj111059 0 17.9028 18.3203 18.6695 18.9371
PS1SN PS1SN sdssj111059 0 17.9012 18.3189 18.6696 18.9387
PS1SN PS1SN sdssj111059 0 17.8993 18.3174 18.6692 18.9391
PS1SN PS1SN sdssj111059 0 17.9016 18.3168 18.6657 18.9335
PS1SN PS1SN sdssj111059 0 17.9032 18.3201 18.6705 18.9394
PS1SN PS1SN sdssj111059 0 17.8986 18.316 18.6672 18.9367
PS1SN PS1SN sdssj111059 0 17.9006 18.318 18.6683 18.9371
PS1SN PS1SN sdssj111059 0 17.9038 18.3192 18.6676 18.935
PS1SN PS1SN sdssj111059 0 17.9045 18.3207 18.6687 18.9353
PS1SN PS1SN sdssj111059 0 17.9034 18.3202 18.6714 18.9411
PS1SN PS1SN sdssj111059 0 17.9025 18.3205 18.672 18.9418
PS1SN PS1SN sdssj111059 0 17.8984 18.316 18.668 18.9385
PS1SN PS1SN sdssj111059 0 17.9022 18.3192 18.669 18.9373
PS1SN PS1SN sdssj111059 0 17.9012 18.3179 18.6695 18.9397
PS1SN PS1SN sdssj111059 0 17.9016 18.3186 18.6673 18.9344
PS1SN PS1SN sdssj111059 0 17.9018 18.3196 18.6692 18.9373
PS1SN PS1SN sdssj111059 0 17.9014 18.3192 18.6696 18.9383
PS1SN PS1SN sdssj111059 0 17.9031 18.3194 18.6694 18.9384
PS1SN PS1SN sdssj111059 0 17.9025 18.3192 18.6688 18.9372
PS1SN PS1SN sdssj111059 0 17.902 18.3191 18.6686 18.9367
PS1SN PS1SN sdssj111059 0 17.9006 18.3189 18.669 18.9372
PS1SN PS1SN sdssj111059 0 17.9037 18.321 18.6699 18.9372
PS1SN PS1SN sdssj111059 0 17.901 18.3182 18.6692 18.9388
PS1SN PS1SN sdssj111059 0 17.9016 18.3189 18.6699 18.9394
PS1SN PS1SN sdssj111059 0 17.9019 18.3201 18.6703 18.9386
PS1SN PS1SN sdssj111059 0 17.9024 18.3199 18.6696 18.9376
PS1SN PS1SN sdssj111059 0 17.9016 18.3181 18.6675 18.9355
PS1SN PS1SN sdssj111059 0 17.9014 18.3202 18.6707 18.9392
PS1SN PS1SN sdssj111059 0 17.8997 18.3178 18.6689 18.9383
PS1SN PS1SN sdssj111059 0 17.9039 18.322 18.6726 18.9412
PS1SN PS1SN sdssj111059 0 17.9016 18.3176 18.6667 18.9347
PS1SN PS1SN sdssj111059 0 17.9026 18.3186 18.6661 18.9323
PS1SN PS1SN sdssj111059 0 17.9002 18.3187 18.6712 18.9418
PS1SN PS1SN sdssj111059 0 17.9019 18.3186 18.6674 18.9347
PS1SN PS1SN sdssj111059 0 17.9017 18.3188 18.6703 18.9404
PS1SN PS1SN sdssj111059 0 17.9038 18.3204 18.6687 18.9354
PS1SN PS1SN sdssj111059 0 17.9045 18.3211 18.6691 18.9356
PS1SN PS1SN sdssj111059 0 17.9017 18.318 18.6682 18.9372
PS1SN PS1SN sdssj111059 0 17.9025 18.3194 18.668 18.9351
PS1SN PS1SN sdssj111059 0 17.9033 18.3201 18.6694 18.9371
PS1SN PS1SN sdssj111059 0 17.9033 18.3203 18.6702 18.9385
PS1SN PS1SN sdssj111059 0 17.9016 18.3186 18.6692 18.9382
PS1SN PS1SN sdssj111059 0 17.9011 18.319 18.6692 18.9376
PS1SN PS1SN sdssj111059 0 17.9026 18.3182 18.6671 18.9349
PS1SN PS1SN sdssj111059 0 17.9021 18.3203 18.6704 18.9387
PS1SN PS1SN sdssj111059 0 17.8997 18.3177 18.6685 18.9378
PS1SN PS1SN sdssj111059 0 17.9011 18.3181 18.6691 18.9389
PS1SN PS1SN sdssj111059 0 17.8989 18.3171 18.6689 18.9391
PS1SN PS1SN sdssj111059 0 17.9016 18.3179 18.6685 18.9381
PS1SN PS1SN sdssj111059 0 17.905 18.3228 18.6709 18.9373
PS1SN PS1SN sdssj111059 0 17.9041 18.3202 18.6675 18.9336
PS1SN PS1SN sdssj111127 0 18.4664 18.9405 19.3251 19.6126
PS1SN PS1SN sdssj111127 0 18.466 18.9396 19.3243 19.6123
PS1SN PS1SN sdssj111127 0 18.4644 18.9402 19.3269 19.6162
PS1SN PS1SN sdssj111127 0 18.4668 18.939 19.3236 19.6119
PS1SN PS1SN sdssj111127 0 18.465 18.9373 19.3211 19.6083
PS1SN PS1SN sdssj111127 0 18.4689 18.9443 19.3307 19.62
PS1SN PS1SN sdssj111127 0 18.4698 18.9423 19.3273 19.616
PS1SN PS1SN sdssj111127 0 18.4657 18.939 19.3242 19.6125
PS1SN PS1SN sdssj111127 0 18.4647 18.9385 19.3238 19.6123
PS1SN PS1SN sdssj111127 0 18.467 18.9418 19.3276 19.6163
PS1SN PS1SN sdssj111127 0 18.465 18.9396 19.3253 19.614
PS1SN PS1SN sdssj111127 0 18.4653 18.939 19.324 19.6121
PS1SN PS1SN sdssj111127 0 18.4665 18.9424 19.3296 19.6198
PS1SN PS1SN sdssj111127 0 18.4674 18.9396 19.3233 19.6105
PS1SN PS1SN sdssj111127 0 18.4635 18.9386 19.3247 19.6136
PS1SN PS1SN sdssj111127 0 18.4668 18.9405 19.3256 19.6139
PS1SN PS1SN sdssj111127 0 18.462 18.9373 19.3232 19.6118
PS1SN PS1SN sdssj111127 0 18.4679 18.9401 19.325 19.6135
PS1SN PS1SN sdssj111127 0 18.4655 18.9406 19.3258 19.6137
PS1SN PS1SN sdssj111127 0 18.4671 18.9397 19.3243 19.6123
PS1SN PS1SN sdssj111127 0 18.467 18.9419 19.3278 19.6165
PS1SN PS1SN sdssj111127 0 18.4669 18.9432 19.3299 19.6193
PS1SN PS1SN sdssj111127 0 18.4637 18.9364 19.3215 19.6102
PS1SN PS1SN sdssj111127 0 18.466 18.941 19.3269 19.6158
PS1SN PS1SN sdssj111127 0 18.4679 18.9437 19.3298 19.6184
PS1SN PS1SN sdssj111127 0 18.4652 18.9399 19.3259 19.6148
PS1SN PS1SN sdssj111127 0 18.4669 18.9413 19.3265 19.6147
PS1SN PS1SN sdssj111127 0 18.468 18.9423 19.3281 19.617
PS1SN PS1SN sdssj111127 0 18.4697 18.9451 19.3316 19.621
PS1SN PS1SN sdssj111127 0 18.4635 18.9369 19.3223 19.6111
PS1SN PS1SN sdssj111127 0 18.4642 18.9393 19.3252 19.6139
PS1SN PS1SN sdssj111127 0 18.4666 18.9416 19.3272 19.6156
PS1SN PS1SN sdssj111127 0 18.4668 18.9409 19.3266 19.6156
PS1SN PS1SN sdssj111127 0 18.4641 18.9396 19.3259 19.6148
PS1SN PS1SN sdssj111127 0 18.4652 18.9383 19.3231 19.6112
PS1SN PS1SN sdssj111127 0 18.4674 18.9406 19.325 19.6125
PS1SN PS1SN sdssj111127 0 18.4651 18.9398 19.3251 19.6132
PS1SN PS1SN sdssj111127 0 18.4665 18.9414 19.3267 19.6148
PS1SN PS1SN sdssj111127 0 18.4629 18.9386 19.325 19.6141
PS1SN PS1SN sdssj111127 0 18.4655 18.9403 19.3262 19.615
PS1SN PS1SN sdssj111127 0 18.4635 18.9386 19.325 19.6143
PS1SN PS1SN sdssj111127 0 18.464 18.9389 19.3252 19.6142
PS1SN PS1SN sdssj111127 0 18.4651 18.9384 19.3224 19.6097
PS1SN PS1SN sdssj111127 0 18.4686 18.9426 19.3276 19.6156
PS1SN PS1SN sdssj111127 0 18.466 18.9399 19.3254 19.6141
PS1SN PS1SN sdssj111127 0 18.4665 18.9402 19.3253 19.6136
PS1SN PS1SN sdssj111127 0 18.466 18.9392 19.3243 19.6128
PS1SN PS1SN sdssj111127 0 18.4635 18.9383 19.3237 19.612
PS1SN PS1SN sdssj111127 0 18.4647 18.939 19.3241 19.6122
PS1SN PS1SN sdssj111127 0 18.466 18.9394 19.3244 19.6127
PS1SN PS1SN sdssj111127 0 18.4668 18.939 19.3233 19.6111
PS1SN PS1SN sdssj111127 0 18.468 18.94 19.3241 19.6119
PS1SN PS1SN sdssj111127 0 18.465 18.9382 19.3226 19.6102
PS1SN PS1SN sdssj111127 0 18.4659 18.941 19.3268 19.6154
PS1SN PS1SN sdssj111127 0 18.4652 18.9395 19.3254 19.6144
PS1SN PS1SN sdssj111127 0 18.4655 18.9392 19.3252 19.6144
PS1SN PS1SN sdssj111127 0 18.464 18.9386 19.3236 19.6114
PS1SN PS1SN sdssj111127 0 18.4647 18.9387 19.3244 19.6135
PS1SN PS1SN sdssj111127 0 18.4653 18.9395 19.3256 19.6149
PS1SN PS1SN sdssj111127 0 18.4631 18.9354 19.3202 19.6087
PS1SN PS1SN sdssj111127 0 18.4648 18.9409 19.3281 19.618
PS1SN PS1SN sdssj111127 0 18.4654 18.9408 19.3265 19.6149
PS1SN PS1SN sdssj111127 0 18.4671 18.9392 19.3238 19.6121
PS1SN PS1SN sdssj111127 0 18.4651 18.9425 19.3296 19.6188
PS1SN PS1SN sdssj111127 0 18.4646 18.9386 19.3245 19.6135
PS1SN PS1SN sdssj111127 0 18.4649 18.94 19.3253 19.6133
PS1SN PS1SN sdssj111127 0 18.4667 18.9411 19.3268 19.6157
PS1SN PS1SN sdssj111127 0 18.4653 18.9401 19.3258 19.6145
PS1SN PS1SN sdssj111127 0 18.4646 18.9397 19.3255 19.6141
PS1SN PS1SN sdssj111127 0 18.4681 18.9419 19.3271 19.6154
PS1SN PS1SN sdssj111127 0 18.4661 18.9401 19.3256 19.6141
PS1SN PS1SN sdssj111127 0 18.4679 18.9421 19.327 19.615
PS1SN PS1SN sdssj111127 0 18.4673 18.9409 19.3259 19.6141
PS1SN PS1SN sdssj111127 0 18.4654 18.9393 19.3242 19.6122
PS1SN PS1SN sdssj111127 0 18.4678 18.9422 19.3281 19.6172
PS1SN PS1SN sdssj111127 0 18.4664 18.9391 19.3242 19.6129
PS1SN PS1SN sdssj111127 0 18.4638 18.94 19.3274 19.6175
PS1SN PS1SN sdssj111127 0 18.4648 18.9391 19.3247 19.6133
PS1SN PS1SN sdssj111127 0 18.4661 18.9411 19.3273 19.6164
PS1SN PS1SN sdssj111127 0 18.4655 18.9395 19.3245 19.6126
PS1SN PS1SN sdssj111127 0 18.4671 18.9387 19.3224 19.6101
PS1SN PS1SN sdssj111127 0 18.4632 18.9392 19.3262 19.6156
PS1SN PS1SN sdssj111127 0 18.4689 18.9408 19.3245 19.6119
PS1SN PS1SN sdssj111127 0 18.4666 18.9405 19.3257 19.614
PS1SN PS1SN sdssj111127 0 18.4639 18.9373 19.3223 19.6106
PS1SN PS1SN sdssj111127 0 18.4652 18.9407 19.3268 19.6158
PS1SN PS1SN sdssj111127 0 18.4696 18.9429 19.3282 19.617
PS1SN PS1SN sdssj111127 0 18.4694 18.9439 19.3298 19.6188
PS1SN PS1SN sdssj111127 0 18.4683 18.9435 19.33 19.6195
PS1SN PS1SN sdssj111127 0 18.4639 18.9394 19.3257 19.6148
PS1SN PS1SN sdssj111127 0 18.4669 18.9394 19.3241 19.6126
PS1SN PS1SN sdssj111127 0 18.4658 18.939 19.324 19.6125
PS1SN PS1SN sdssj111127 0 18.4657 18.9403 19.3263 19.6153
PS1SN PS1SN sdssj111127 0 18.4651 18.9399 19.3259 19.6149
PS1SN PS1SN sdssj111127 0 18.4635 18.938 19.3242 19.6139
PS1SN PS1SN sdssj111127 0 18.4656 18.9387 19.3228 19.6101
PS1SN PS1SN sdssj111127 0 18.465 18.94 19.326 19.615
PS1SN PS1SN sdssj111127 0 18.4659 18.9417 19.3283 19.6175
PS1SN PS1SN sdssj120650 0 18.7016 19.0673 19.3914 19.6525
PS1SN PS1SN sdssj120650 0 18.7053 19.0733 19.3978 19.6585
PS1SN PS1SN sdssj120650 0 18.7034 19.0667 19.3908 19.6526
PS1SN PS1SN sdssj120650 0 18.6978 19.0647 19.3886 19.6491
PS1SN PS1SN sdssj120650 0 18.7011 19.0686 19.396 19.6599
PS1SN PS1SN sdssj120650 0 18.6995 19.0675 19.392 19.6527
PS1SN PS1SN sdssj120650 0 18.7059 19.0758 19.4017 19.6633
PS1SN PS1SN sdssj120650 0 18.7059 19.0716 19.3961 19.6577
PS1SN PS1SN sdssj120650 0 18.7018 19.0677 19.3923 19.6539
PS1SN PS1SN sdssj120650 0 18.7016 19.0661 19.3908 19.6528
PS1SN PS1SN sdssj120650 0 18.6962 19.0613 19.385 19.6456
PS1SN PS1SN sdssj120650 0 18.7055 19.0714 19.3967 19.659
PS1SN PS1SN sdssj120650 0 18.6979 19.0631 19.3887 19.6515
PS1SN PS1SN sdssj120650 0 18.6958 19.0645 19.3899 19.6513
PS1SN PS1SN sdssj120650 0 18.7016 19.0687 19.395 19.658
PS1SN PS1SN sdssj120650 0 18.7017 19.0689 19.3938 19.6551
PS1SN PS1SN sdssj120650 0 18.7008 19.0681 19.3931 19.6544
PS1SN PS1SN sdssj120650 0 18.7033 19.0694 19.3947 19.6569
PS1SN PS1SN sdssj120650 0 18.7001 19.0681 19.3932 19.6545
PS1SN PS1SN sdssj120650 0 18.7003 19.0672 19.3923 19.6539
PS1SN PS1SN sdssj120650 0 18.7018 19.0677 19.3922 19.6537
PS1SN PS1SN sdssj120650 0 18.7004 19.0675 19.3929 19.6548
PS1SN PS1SN sdssj120650 0 18.6986 19.066 19.3913 19.6529
PS1SN PS1SN sdssj120650 0 18.6983 19.0663 19.3925 19.6551
PS1SN PS1SN sdssj120650 0 18.7009 19.0658 19.3893 19.6499
PS1SN PS1SN sdssj120650 0 18.7026 19.066 19.3878 19.6471
PS1SN PS1SN sdssj120650 0 18.7003 19.0659 19.3897 19.6505
PS1SN PS1SN sdssj120650 0 18.7042 19.0684 19.3906 19.6502
PS1SN PS1SN sdssj120650 0 18.7018 19.0661 19.3884 19.648
PS1SN PS1SN sdssj120650 0 18.7011 19.0646 19.3879 19.6486
PS1SN PS1SN sdssj120650 0 18.7011 19.069 19.3949 19.657
PS1SN PS1SN sdssj120650 0 18.703 19.0703 19.3947 19.6557
PS1SN PS1SN sdssj120650 0 18.7041 19.071 19.3967 19.659
PS1SN PS1SN sdssj120650 0 18.7025 19.0672 19.3901 19.65
PS1SN PS1SN sdssj120650 0 18.7023 19.0725 19.3998 19.6627
PS1SN PS1SN sdssj120650 0 18.7006 19.0655 19.3891 19.65
PS1SN PS1SN sdssj120650 0 18.7052 19.0713 19.3962 19.6581
PS1SN PS1SN sdssj120650 0 18.7047 19.0709 19.3957 19.6574
PS1SN PS1SN sdssj120650 0 18.7007 19.0647 19.3871 19.6469
PS1SN PS1SN sdssj120650 0 18.7024 19.0704 19.397 19.66
PS1SN PS1SN sdssj120650 0 18.7011 19.068 19.3935 19.6556
PS1SN PS1SN sdssj120650 0 18.6981 19.0668 19.3933 19.6558
PS1SN PS1SN sdssj120650 0 18.7019 19.0667 19.3907 19.6518
PS1SN PS1SN sdssj120650 0 18.7021 19.0681 19.3925 19.6536
PS1SN PS1SN sdssj120650 0 18.7016 19.0682 19.3939 19.6563
PS1SN PS1SN sdssj120650 0 18.7029 19.0669 19.39 19.6506
PS1SN PS1SN sdssj120650 0 18.7003 19.0655 19.3894 19.6503
PS1SN PS1SN sdssj120650 0 18.7005 19.068 19.3941 19.6566
PS1SN PS1SN sdssj120650 0 18.7015 19.0696 19.3954 19.6573
PS1SN PS1SN sdssj120650 0 18.6999 19.0654 19.3883 19.6482
PS1SN PS1SN sdssj120650 0 18.7018 19.0692 19.3958 19.6589
PS1SN PS1SN sdssj120650 0 18.7016 19.0686 19.3941 19.6562
PS1SN PS1SN sdssj120650 0 18.7016 19.0664 19.3906 19.6519
PS1SN PS1SN sdssj120650 0 18.702 19.0674 19.39 19.6493
PS1SN PS1SN sdssj120650 0 18.6958 19.0631 19.389 19.6514
PS1SN PS1SN sdssj120650 0 18.7005 19.0694 19.3963 19.6594
PS1SN PS1SN sdssj120650 0 18.7065 19.0742 19.3987 19.6594
PS1SN PS1SN sdssj120650 0 18.7025 19.0675 19.392 19.6537
PS1SN PS1SN sdssj120650 0 18.7025 19.0705 19.397 19.6599
PS1SN PS1SN sdssj120650 0 18.7099 19.0747 19.396 19.6544
PS1SN PS1SN sdssj120650 0 18.6986 19.0616 19.3862 19.6484
PS1SN PS1SN sdssj120650 0 18.693 19.0606 19.3861 19.6482
PS1SN PS1SN sdssj120650 0 18.7019 19.0712 19.3981 19.661
PS1SN PS1SN sdssj120650 0 18.6959 19.0618 19.3865 19.648
PS1SN PS1SN sdssj120650 0 18.7023 19.0695 19.395 19.657
PS1SN PS1SN sdssj120650 0 18.7014 19.0683 19.3926 19.6533
PS1SN PS1SN sdssj120650 0 18.6997 19.0673 19.3943 19.6576
PS1SN PS1SN sdssj120650 0 18.7024 19.0682 19.3919 19.6524
PS1SN PS1SN sdssj120650 0 18.7045 19.0723 19.3967 19.6573
PS1SN PS1SN sdssj120650 0 18.7037 19.0717 19.3986 19.6619
PS1SN PS1SN sdssj120650 0 18.698 19.0642 19.3894 19.6513
PS1SN PS1SN sdssj120650 0 18.7058 19.0732 19.3975 19.6583
PS1SN PS1SN sdssj120650 0 18.704 19.0721 19.3964 19.657
PS1SN PS1SN sdssj120650 0 18.6978 19.0643 19.3903 19.6531
PS1SN PS1SN sdssj120650 0 18.7048 19.0712 19.3951 19.6556
PS1SN PS1SN sdssj120650 0 18.6989 19.0646 19.3889 19.6502
PS1SN PS1SN sdssj120650 0 18.7008 19.0673 19.3934 19.6561
PS1SN PS1SN sdssj120650 0 18.7032 19.0695 19.3942 19.6557
PS1SN PS1SN sdssj120650 0 18.7055 19.0733 19.3984 19.6598
PS1SN PS1SN sdssj120650 0 18.7005 19.0678 19.3929 19.6545
PS1SN PS1SN sdssj120650 0 18.7055 19.0704 19.3941 19.6549
PS1SN PS1SN sdssj120650 0 18.6998 19.067 19.3927 19.655
PS1SN PS1SN sdssj120650 0 18.7069 19.0725 19.3963 19.6571
PS1SN PS1SN sdssj120650 0 18.7059 19.0721 19.3961 19.6569
PS1SN PS1SN sdssj120650 0 18.7056 19.0702 19.3938 19.6548
PS1SN PS1SN sdssj120650 0 18.6991 19.0667 19.3928 19.6555
PS1SN PS1SN sdssj120650 0 18.7024 19.0681 19.3932 19.6554
PS1SN PS1SN sdssj120650 0 18.7049 19.0709 19.3961 19.6582
PS1SN PS1SN sdssj120650 0 18.698 19.064 19.3891 19.6511
PS1SN PS1SN sdssj120650 0 18.7006 19.0692 19.3961 19.6592
PS1SN PS1SN sdssj120650 0 18.6974 19.0641 19.3879 19.6484
PS1SN PS1SN sdssj120650 0 18.701 19.0661 19.3889 19.6487
PS1SN PS1SN sdssj120650 0 18.7033 19.0685 19.3932 19.6552
PS1SN PS1SN sdssj120650 0 18.7037 19.07 19.3954 19.6578
PS1SN PS1SN sdssj120650 0 18.698 19.0635 19.3877 19.6488
PS1SN PS1SN sdssj120650 0 18.7023 19.0682 19.3928 19.6542
PS1SN PS1SN sdssj120650 0 18.6952 19.0594 19.3836 19.6452
PS1SN PS1SN sdssj120650 0 18.7008 19.0632 19.3867 19.6481
PS1SN PS1SN sdssj121405 0 17.7962 18.2391 18.6101 18.8956
PS1SN PS1SN sdssj121405 0 17.7983 18.2407 18.6113 18.8966
PS1SN PS1SN sdssj121405 0 17.795 18.2383 18.6098 18.8955
PS1SN PS1SN sdssj121405 0 17.7958 18.2399 18.6116 18.8976
PS1SN PS1SN sdssj121405 0 17.7978 18.2384 18.608 18.8927
PS1SN PS1SN sdssj121405 0 17.7968 18.2414 18.6137 18.9001
PS1SN PS1SN sdssj121405 0 17.796 18.2382 18.6088 18.8943
PS1SN PS1SN sdssj121405 0 17.7975 18.2404 18.611 18.8961
PS1SN PS1SN sdssj121405 0 17.7968 18.2397 18.6104 18.8955
PS1SN PS1SN sdssj121405 0 17.7978 18.2391 18.609 18.894
PS1SN PS1SN sdssj121405 0 17.7958 18.2396 18.611 18.8965
PS1SN PS1SN sdssj121405 0 17.7988 18.2419 18.6131 18.8987
PS1SN PS1SN sdssj121405 0 17.7959 18.2382 18.6088 18.8941
PS1SN PS1SN sdssj121405 0 17.7968 18.2385 18.6089 18.8941
PS1SN PS1SN sdssj121405 0 17.7956 18.2374 18.6077 18.8929
PS1SN PS1SN sdssj121405 0 17.7964 18.24 18.611 18.8961
PS1SN PS1SN sdssj121405 0 17.7961 18.2392 18.6098 18.8947
PS1SN PS1SN sdssj121405 0 17.797 18.2388 18.6097 18.8959
PS1SN PS1SN sdssj121405 0 17.7962 18.2388 18.6091 18.8939
PS1SN PS1SN sdssj121405 0 17.7971 18.2401 18.6105 18.8953
PS1SN PS1SN sdssj121405 0 17.7972 18.2396 18.61 18.895
PS1SN PS1SN sdssj121405 0 17.7972 18.2403 18.6112 18.8965
PS1SN PS1SN sdssj121405 0 17.7973 18.2398 18.6105 18.8959
PS1SN PS1SN sdssj121405 0 17.7943 18.2382 18.6098 18.8955
PS1SN PS1SN sdssj121405 0 17.797 18.239 18.6093 18.8946
PS1SN PS1SN sdssj121405 0 17.7963 18.2378 18.6081 18.8934
PS1SN PS1SN sdssj121405 0 17.7969 18.2392 18.6099 18.8952
PS1SN PS1SN sdssj121405 0 17.798 18.2395 18.6098 18.895
PS1SN PS1SN sdssj121405 0 17.7973 18.2399 18.611 18.8967
PS1SN PS1SN sdssj121405 0 17.7957 18.2386 18.6098 18.8957
PS1SN PS1SN sdssj121405 0 17.7967 18.2391 18.6097 18.8947
PS1SN PS1SN sdssj121405 0 17.7987 18.2405 18.6111 18.8967
PS1SN PS1SN sdssj121405 0 17.7979 18.2413 18.6124 18.8978
PS1SN PS1SN sdssj121405 0 17.7975 18.2405 18.6114 18.8967
PS1SN PS1SN sdssj121405 0 17.7968 18.2397 18.6105 18.8956
PS1SN PS1SN sdssj121405 0 17.7971 18.2406 18.612 18.8979
PS1SN PS1SN sdssj121405 0 17.798 18.24 18.6102 18.8953
