survey version standard standard_catagory shift DES-g DES-r DES-i DES-z 
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd020630_v2.fits stis_ngsl_v2 -5 5.104 4.642 4.529 4.503
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g192-43_v2.fits stis_ngsl_v2 -5 10.481 10.228 10.197 10.215
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd055057_v2.fits stis_ngsl_v2 -5 5.47 5.403 5.467 5.509
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g17-25_v2.fits stis_ngsl_v2 -5 9.928 9.361 9.177 9.095
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd193281_v2.fits stis_ngsl_v2 -5 6.677 6.827 6.976 7.033
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd134440_v2.fits stis_ngsl_v2 -5 9.795 9.092 8.869 8.768
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd036960_v2.fits stis_ngsl_v2 -5 4.518 5.028 5.385 5.662
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd041661_v2.fits stis_ngsl_v2 -5 7.601 7.343 7.334 7.367
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd720094_v2.fits stis_ngsl_v2 -5 10.08 9.82 9.756 9.771
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd094028_v2.fits stis_ngsl_v2 -5 8.375 8.064 7.992 7.995
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd006229_v2.fits stis_ngsl_v2 -5 8.89 8.34 8.146 8.048
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd122064_v2.fits stis_ngsl_v2 -5 6.929 6.06 5.829 5.718
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd102780_v2.fits stis_ngsl_v2 -5 8.925 7.534 6.889 6.549
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd128000_v2.fits stis_ngsl_v2 -5 6.403 5.109 4.597 4.326
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd170973_v2.fits stis_ngsl_v2 -5 6.302 6.55 6.79 6.913
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd142091_v2.fits stis_ngsl_v2 -5 5.205 4.431 4.222 4.124
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd021742_v2.fits stis_ngsl_v2 -5 8.341 7.729 7.591 7.525
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd090862_v2.fits stis_ngsl_v2 -5 9.257 8.037 7.574 7.306
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd017081_v2.fits stis_ngsl_v2 -5 4.059 4.438 4.718 4.882
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd224801_v2.fits stis_ngsl_v2 -5 6.265 6.539 6.784 6.945
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd167105_v2.fits stis_ngsl_v2 -5 9.018 9.268 9.503 9.571
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd019445_v2.fits stis_ngsl_v2 -5 8.192 7.889 7.806 7.806
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd047839_v2.fits stis_ngsl_v2 -5 4.446 4.96 5.317 5.596
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd072505_v2.fits stis_ngsl_v2 -5 6.741 5.825 5.563 5.406
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd193495_v2.fits stis_ngsl_v2 -5 3.404 2.794 2.6 2.484
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd292091_v2.fits stis_ngsl_v2 -5 10.484 10.144 10.064 10.057
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd018769_v2.fits stis_ngsl_v2 -5 5.873 5.987 6.151 6.257
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd660268_v2.fits stis_ngsl_v2 -5 10.315 9.902 9.767 9.703
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g234-28_v2.fits stis_ngsl_v2 -5 11.272 10.965 10.902 10.919
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd190360_v2.fits stis_ngsl_v2 -5 6.047 5.543 5.434 5.384
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd132475_v2.fits stis_ngsl_v2 -5 8.765 8.378 8.252 8.216
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd195434_v2.fits stis_ngsl_v2 -5 9.687 8.94 8.67 8.531
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd185351_v2.fits stis_ngsl_v2 -5 5.55 4.857 4.678 4.599
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd029574_v2.fits stis_ngsl_v2 -5 8.973 7.75 7.255 6.969
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g196-48_v2.fits stis_ngsl_v2 -5 10.532 10.173 10.076 10.058
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g114-26_v2.fits stis_ngsl_v2 -5 9.818 9.5 9.42 9.417
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g019-013_v2.fits stis_ngsl_v2 -5 8.237 7.168 6.794 6.609
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd160346_v2.fits stis_ngsl_v2 -5 6.915 6.128 5.88 5.759
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd003360_v2.fits stis_ngsl_v2 -5 3.451 3.914 4.239 4.48
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd074088_v2.fits stis_ngsl_v2 -5 7.454 6.04 5.463 5.117
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd078479_v2.fits stis_ngsl_v2 -5 7.693 6.748 6.479 6.316
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd174708_v2.fits stis_ngsl_v2 -5 9.662 9.403 9.359 9.365
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd188262_v2.fits stis_ngsl_v2 -5 8.054 7.389 7.182 7.047
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd+381670_v2.fits stis_ngsl_v2 -5 9.659 9.225 9.08 9.011
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd065714_v2.fits stis_ngsl_v2 -5 6.274 5.532 5.333 5.233
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd201601_v2.fits stis_ngsl_v2 -5 4.763 4.738 4.851 4.947
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd164058_v2.fits stis_ngsl_v2 -5 2.91 1.64 1.132 0.853
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd034078_v2.fits stis_ngsl_v2 -5 6.048 5.931 5.945 5.999
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd115617_v2.fits stis_ngsl_v2 -5 5.003 4.494 4.376 4.351
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd036702_v2.fits stis_ngsl_v2 -5 8.872 7.856 7.483 7.282
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g021-024_v2.fits stis_ngsl_v2 -5 9.461 8.247 7.815 7.616
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd063791_v2.fits stis_ngsl_v2 -5 8.284 7.546 7.272 7.136
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd215665_v2.fits stis_ngsl_v2 -5 4.404 3.613 3.394 3.275
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd097633_v2.fits stis_ngsl_v2 -5 3.196 3.468 3.684 3.771
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd112413_v2.fits stis_ngsl_v2 -5 2.754 3.098 3.367 3.529
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd200905_v2.fits stis_ngsl_v2 -5 4.415 3.046 2.506 2.212
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd008724_v2.fits stis_ngsl_v2 -5 8.778 7.934 7.614 7.442
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd031421_v2.fits stis_ngsl_v2 -5 4.571 3.674 3.375 3.211
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd212516_v2.fits stis_ngsl_v2 -5 9.481 8.031 7.243 6.85
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd200081_v2.fits stis_ngsl_v2 -5 8.268 7.678 7.507 7.426
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd-122669_v2.fits stis_ngsl_v2 -5 10.304 10.177 10.199 10.269
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd012533_v2.fits stis_ngsl_v2 -5 2.822 1.78 1.462 1.262
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd196662_v2.fits stis_ngsl_v2 -5 5.645 6.018 6.328 6.519
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd008890_v2.fits stis_ngsl_v2 -5 2.207 1.841 1.799 1.794
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd174966_v2.fits stis_ngsl_v2 -5 7.77 7.741 7.841 7.911
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd191026_v2.fits stis_ngsl_v2 -5 5.717 5.078 4.912 4.839
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd004128_v2.fits stis_ngsl_v2 -5 2.547 1.844 1.669 1.571
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd114330_v2.fits stis_ngsl_v2 -5 4.468 4.707 4.969 5.081
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd164353_v2.fits stis_ngsl_v2 -5 3.895 4.075 4.255 4.36
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd183915_v2.fits stis_ngsl_v2 -5 7.865 6.849 6.538 6.342
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd138749_v2.fits stis_ngsl_v2 -5 4.108 4.488 4.769 4.955
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd019308_v2.fits stis_ngsl_v2 -5 7.628 7.187 7.122 7.129
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd163346_v2.fits stis_ngsl_v2 -5 7.072 6.624 6.476 6.395
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd033793_v2.fits stis_ngsl_v2 -5 9.591 8.129 7.353 7.001
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd092860_v2.fits stis_ngsl_v2 -5 11.199 10.771 10.651 10.59
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd000358_v2.fits stis_ngsl_v2 -5 1.911 2.263 2.538 2.716
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd106516_v2.fits stis_ngsl_v2 -5 6.259 5.983 5.921 5.937
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd126661_v2.fits stis_ngsl_v2 -5 5.393 5.43 5.554 5.609
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd037828_v2.fits stis_ngsl_v2 -5 7.366 6.447 6.088 5.888
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd005916_v2.fits stis_ngsl_v2 -5 7.224 6.554 6.339 6.231
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd006755_v2.fits stis_ngsl_v2 -5 8.045 7.486 7.292 7.21
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd183324_v2.fits stis_ngsl_v2 -5 5.891 6.114 6.33 6.438
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd037216_v2.fits stis_ngsl_v2 -5 8.146 7.626 7.519 7.487
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_viwcom_v2.fits stis_ngsl_v2 -5 8.756 7.265 5.878 5.266
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd109995_v2.fits stis_ngsl_v2 -5 7.499 7.7 7.863 7.906
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd123657_v2.fits stis_ngsl_v2 -5 5.763 4.291 2.875 2.245
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd018907_v2.fits stis_ngsl_v2 -5 6.178 5.605 5.425 5.334
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd087140_v2.fits stis_ngsl_v2 -5 9.274 8.723 8.517 8.44
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd095418_v2.fits stis_ngsl_v2 -5 2.294 2.529 2.743 2.872
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd148513_v2.fits stis_ngsl_v2 -5 6.027 4.809 4.385 4.114
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd169191_v2.fits stis_ngsl_v2 -5 5.782 4.768 4.453 4.276
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd095241_v2.fits stis_ngsl_v2 -5 6.222 5.845 5.751 5.737
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd023439_v2.fits stis_ngsl_v2 -5 8.441 7.86 7.682 7.607
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_lhs10_v2.fits stis_ngsl_v2 -5 13.354 11.625 9.522 8.593
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g260-36_v2.fits stis_ngsl_v2 -5 11.619 10.913 10.716 10.631
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd128987_v2.fits stis_ngsl_v2 -5 7.599 7.098 7.0 6.976
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd025975_v2.fits stis_ngsl_v2 -5 6.465 5.77 5.601 5.522
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd022049_v2.fits stis_ngsl_v2 -5 4.075 3.386 3.211 3.149
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd119971_v2.fits stis_ngsl_v2 -5 6.046 4.904 4.487 4.246
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd073710_v2.fits stis_ngsl_v2 -5 6.835 6.084 5.884 5.772
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd149161_v2.fits stis_ngsl_v2 -5 5.514 4.212 3.691 3.415
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd079349_v2.fits stis_ngsl_v2 -5 9.194 7.846 7.243 6.914
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd217357_v2.fits stis_ngsl_v2 -5 8.543 7.219 6.671 6.43
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd111786_v2.fits stis_ngsl_v2 -5 6.156 6.145 6.2 6.261
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd166991_v2.fits stis_ngsl_v2 -5 6.767 6.925 7.091 7.184
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd059612_v2.fits stis_ngsl_v2 -5 4.892 4.882 4.941 4.83
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd093329_v2.fits stis_ngsl_v2 -5 8.7 8.874 9.035 9.067
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd086986_v2.fits stis_ngsl_v2 -5 7.947 8.064 8.188 8.219
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd039833_v2.fits stis_ngsl_v2 -5 7.867 7.441 7.36 7.356
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_gl15b_v2.fits stis_ngsl_v2 -5 8.867 7.372 6.491 6.101
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd001461_v2.fits stis_ngsl_v2 -5 6.704 6.26 6.168 6.139
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g18-54_v2.fits stis_ngsl_v2 -5 10.909 10.564 10.477 10.477
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd124425_v2.fits stis_ngsl_v2 -5 6.046 5.776 5.74 5.769
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd068988_v2.fits stis_ngsl_v2 -5 8.443 8.005 7.929 7.935
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd155763_v2.fits stis_ngsl_v2 -5 2.981 3.355 3.636 3.786
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd058551_v2.fits stis_ngsl_v2 -5 6.679 6.408 6.36 6.369
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd017072_v2.fits stis_ngsl_v2 -5 6.843 6.358 6.196 6.134
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd284248_v2.fits stis_ngsl_v2 -5 9.396 9.129 9.092 9.108
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd037202_v2.fits stis_ngsl_v2 -5 2.699 3.106 3.395 3.566
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd018078_v2.fits stis_ngsl_v2 -5 8.269 8.244 8.354 8.373
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_mmj6490_v2.fits stis_ngsl_v2 -5 10.877 11.056 11.239 11.319
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd126511_v2.fits stis_ngsl_v2 -5 8.648 8.11 7.983 7.951
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd079158_v2.fits stis_ngsl_v2 -5 5.131 5.489 5.782 5.972
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd110073_v2.fits stis_ngsl_v2 -5 4.53 4.861 5.152 5.328
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_cd-691618_v2.fits stis_ngsl_v2 -5 9.113 9.508 9.81 10.036
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd423607_v2.fits stis_ngsl_v2 -5 10.429 10.153 10.098 10.081
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd187879_v2.fits stis_ngsl_v2 -5 5.549 5.836 6.067 6.231
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd203638_v2.fits stis_ngsl_v2 -5 5.832 4.945 4.699 4.541
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_vgkcom_v2.fits stis_ngsl_v2 -5 7.495 6.014 4.576 3.923
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_mmj6476_v2.fits stis_ngsl_v2 -5 11.361 11.301 11.378 11.421
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd055496_v2.fits stis_ngsl_v2 -5 8.791 8.102 7.891 7.777
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd126614_v2.fits stis_ngsl_v2 -5 9.109 8.537 8.426 8.382
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd099648_v2.fits stis_ngsl_v2 -5 5.362 4.63 4.439 4.342
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd+413306_v2.fits stis_ngsl_v2 -5 9.198 8.587 8.397 8.311
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd170737_v2.fits stis_ngsl_v2 -5 8.447 7.825 7.613 7.516
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g63-26_v2.fits stis_ngsl_v2 -5 12.401 12.116 12.081 12.124
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd076291_v2.fits stis_ngsl_v2 -5 6.183 5.317 5.05 4.902
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd345957_v2.fits stis_ngsl_v2 -5 9.087 8.729 8.618 8.612
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd078362_v2.fits stis_ngsl_v2 -5 4.733 4.606 4.678 4.741
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd442051_v2.fits stis_ngsl_v2 -5 9.464 8.025 7.179 6.809
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd142703_v2.fits stis_ngsl_v2 -5 6.139 6.102 6.154 6.207
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_vbnvul_v2.fits stis_ngsl_v2 -5 10.859 10.349 10.123 9.92
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd166283_v2.fits stis_ngsl_v2 -5 7.814 7.837 7.959 8.03
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd137759_v2.fits stis_ngsl_v2 -5 4.028 3.285 3.039 2.864
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd175156_v2.fits stis_ngsl_v2 -5 5.097 5.108 5.187 5.228
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd037763_v2.fits stis_ngsl_v2 -5 5.649 4.758 4.506 4.359
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd044007_v2.fits stis_ngsl_v2 -5 8.394 7.729 7.487 7.365
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd101107_v2.fits stis_ngsl_v2 -5 5.696 5.564 5.601 5.675
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd187111_v2.fits stis_ngsl_v2 -5 8.28 7.225 6.804 6.567
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd038510_v2.fits stis_ngsl_v2 -5 8.373 8.034 7.95 7.935
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd063077_v2.fits stis_ngsl_v2 -5 5.567 5.226 5.137 5.119
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd175305_v2.fits stis_ngsl_v2 -5 7.632 7.096 6.929 6.837
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd124547_v2.fits stis_ngsl_v2 -5 5.421 4.295 3.922 3.705
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd015089_v2.fits stis_ngsl_v2 -5 4.607 4.824 5.079 5.217
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd013520_v2.fits stis_ngsl_v2 -5 5.419 4.173 3.725 3.438
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd019019_v2.fits stis_ngsl_v2 -5 7.102 6.749 6.695 6.72
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd190073_v2.fits stis_ngsl_v2 -5 7.786 7.891 8.012 8.002
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd175805_v2.fits stis_ngsl_v2 -5 7.856 7.544 7.528 7.564
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd194453_v2.fits stis_ngsl_v2 -5 6.635 6.923 7.151 7.244
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd061064_v2.fits stis_ngsl_v2 -5 5.19 4.971 5.006 5.017
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd134439_v2.fits stis_ngsl_v2 -5 9.765 9.257 9.099 8.997
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd026630_v2.fits stis_ngsl_v2 -5 4.536 3.776 3.55 3.437
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd096446_v2.fits stis_ngsl_v2 -5 6.505 6.897 7.184 7.413
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g180-24_v2.fits stis_ngsl_v2 -5 10.036 9.739 9.65 9.654
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd080607_v2.fits stis_ngsl_v2 -5 9.406 8.856 8.75 8.709
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd141795_v2.fits stis_ngsl_v2 -5 3.676 3.789 3.959 4.064
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd157244_v2.fits stis_ngsl_v2 -5 3.46 2.293 1.947 1.718
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd111515_v2.fits stis_ngsl_v2 -5 8.371 7.893 7.757 7.705
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd107582_v2.fits stis_ngsl_v2 -5 8.425 8.0 7.889 7.852
DES DES spectra/calspec23/bd26d2606_stis_006.fits calspec23 -5 9.861 9.588 9.51 9.492
DES DES spectra/calspec23/wd0308_565_stis_009.fits calspec23 -5 13.959 14.374 14.683 14.96
DES DES spectra/calspec23/sdss132811_stis_004.fits calspec23 -5 17.023 17.296 17.521 17.704
DES DES spectra/calspec23/hz21_stis_007.fits calspec23 -5 14.417 14.988 15.385 15.715
DES DES spectra/calspec23/gj7541a_stis_004.fits calspec23 -5 12.235 12.414 12.609 12.809
DES DES spectra/calspec23/ngc6681_3_stis_002.fits calspec23 -5 16.679 nan nan nan
DES DES spectra/calspec23/16cygb_stis_004.fits calspec23 -5 6.471 6.027 5.927 5.902
DES DES spectra/calspec23/hd38949_stis_007.fits calspec23 -5 7.996 7.634 7.565 7.562
DES DES spectra/calspec23/hd115169_stis_003.fits calspec23 -5 9.481 9.053 8.95 8.919
DES DES spectra/calspec23/feige34_stis_006.fits calspec23 -5 10.896 11.475 11.834 12.107
DES DES spectra/calspec23/18sco_stis_005.fits calspec23 -5 5.72 5.3 5.204 5.178
DES DES spectra/calspec23/ngc6681_9_stis_002.fits calspec23 -5 15.736 nan nan nan
DES DES spectra/calspec23/hd209458_stisnic_008.fits calspec23 -5 7.839 7.501 7.444 7.449
DES DES spectra/calspec23/wd0320_539_stis_005.fits calspec23 -5 14.717 15.247 15.627 15.94
DES DES spectra/calspec23/mucol_stis_007.fits calspec23 -5 4.902 5.436 5.81 6.106
DES DES spectra/calspec23/ngc6681_12_stis_002.fits calspec23 -5 16.999 nan nan nan
DES DES spectra/calspec23/hz43_stis_005.fits calspec23 -5 12.656 13.223 13.613 13.935
DES DES spectra/calspec23/hd101452_stis_003.fits calspec23 -5 7.586 7.532 7.605 7.66
DES DES spectra/calspec23/ngc2506g31_stis_003.fits calspec23 -5 18.191 17.702 17.575 17.531
DES DES spectra/calspec23/hd158485_stis_005.fits calspec23 -5 6.454 6.583 6.735 6.814
DES DES spectra/calspec23/ksi2ceti_stis_006.fits calspec23 -5 4.136 4.46 4.711 4.832
DES DES spectra/calspec23/hd37962_stis_010.fits calspec23 -5 8.077 7.653 7.551 7.521
DES DES spectra/calspec23/ngc6681_10_stis_002.fits calspec23 -5 18.151 nan nan nan
DES DES spectra/calspec23/hd116405_stis_006.fits calspec23 -5 8.179 8.511 8.77 8.899
DES DES spectra/calspec23/hd009051_stis_007.fits calspec23 -5 9.271 8.643 8.407 8.284
DES DES spectra/calspec23/ngc6681_4_stis_002.fits calspec23 -5 15.884 nan nan nan
DES DES spectra/calspec23/hd55677_stis_004.fits calspec23 -5 9.388 9.567 9.739 9.797
DES DES spectra/calspec23/feige110_stisnic_008.fits calspec23 -5 11.574 12.137 12.523 12.836
DES DES spectra/calspec23/hd185975_stis_007.fits calspec23 -5 8.356 7.894 7.786 7.754
DES DES spectra/calspec23/hd200654_stis_007.fits calspec23 -5 9.342 8.865 8.679 8.591
DES DES spectra/calspec23/hz44_stis_006.fits calspec23 -5 11.408 11.964 12.363 12.691
DES DES spectra/calspec23/ngc6681_7_stis_002.fits calspec23 -5 15.331 nan nan nan
DES DES spectra/calspec23/ngc6681_6_stis_002.fits calspec23 -5 15.951 nan nan nan
DES DES spectra/calspec23/wd0947_857_stis_007.fits calspec23 -5 15.521 16.072 16.461 16.78
DES DES spectra/calspec23/hd205905_stis_009.fits calspec23 -5 6.963 6.562 6.483 6.469
DES DES spectra/calspec23/eta1dor_stis_004.fits calspec23 -5 5.564 5.871 6.111 6.233
DES DES spectra/calspec23/sun_reference_stis_002.fits calspec23 -5 -26.493 -26.948 -27.042 -27.052
DES DES spectra/calspec23/hd163466_stis_005.fits calspec23 -5 6.85 6.913 7.035 7.105
DES DES spectra/calspec23/hz4_stis_008.fits calspec23 -5 14.439 14.744 15.015 15.276
DES DES spectra/calspec23/bd_75d325_stis_006.fits calspec23 -5 9.262 9.846 10.248 10.575
DES DES spectra/calspec23/alpha_lyr_stis_011.fits calspec23 -5 -0.089 0.196 0.425 0.531
DES DES spectra/calspec23/hd180609_stis_006.fits calspec23 -5 9.386 9.535 9.692 9.766
DES DES spectra/calspec23/bd11d3759_stis_003.fits calspec23 -5 11.995 10.49 8.978 8.3
DES DES spectra/calspec23/hz43b_stis_005.fits calspec23 -5 14.653 13.565 12.312 11.787
DES DES spectra/calspec23/hd128998_stis_003.fits calspec23 -5 5.699 5.985 6.211 6.31
DES DES spectra/calspec23/ngc6681_8_stis_002.fits calspec23 -5 16.634 nan nan nan
