survey version standard standard_catagory shift CSP_TAMU_20180316_u CSP_TAMU_20180316_g CSP_TAMU_20180316_r CSP_TAMU_20180316_i CSP_TAMU_20180316_B CSP_TAMU_20180316_V CSP_TAMU_20180316_o CSP_TAMU_20180316_m CSP_TAMU_20180316_n CSP_TAMU_20180316_Y CSP_TAMU_20180316_y 
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_bd511696_v2.fits stis_ngsl_v2 -300 -11.495 -10.331 -9.803 -9.651 -10.720 -10.032 -10.022 -10.029 -10.032 -9.041 -9.033
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd128801_v2.fits stis_ngsl_v2 -300 -9.869 -8.682 -8.831 -9.073 -8.891 -8.712 -8.715 -8.703 -8.712 -8.729 -8.725
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd027295_v2.fits stis_ngsl_v2 -300 -6.191 -5.348 -5.574 -5.854 -5.525 -5.409 -5.415 -5.401 -5.409 -5.551 -5.546
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hr8086_v2.fits stis_ngsl_v2 -300 -10.033 -7.148 -5.647 -5.026 -7.961 -6.419 -6.383 -6.403 -6.419 -3.881 -3.856
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd010780_v2.fits stis_ngsl_v2 -300 -8.020 -6.214 -5.454 -5.228 -6.772 -5.777 -5.763 -5.772 -5.777 -4.474 -4.455
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd113092_v2.fits stis_ngsl_v2 -300 -9.591 -6.360 -5.074 -4.593 -7.231 -5.653 -5.626 -5.649 -5.653 -3.503 -3.473
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd083212_v2.fits stis_ngsl_v2 -300 -11.684 -9.141 -8.089 -7.686 -9.824 -8.566 -8.544 -8.564 -8.566 -6.746 -6.727
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_bd413931_v2.fits stis_ngsl_v2 -300 -11.919 -10.747 -10.170 -9.995 -11.152 -10.423 -10.411 -10.420 -10.423 -9.381 -9.376
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd147394_v2.fits stis_ngsl_v2 -300 -4.103 -3.659 -3.968 -4.291 -3.783 -3.770 -3.777 -3.762 -3.770 -4.066 -4.061
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd102212_v2.fits stis_ngsl_v2 -300 -9.193 -5.195 -3.655 -2.913 -6.183 -4.376 -4.341 -4.369 -4.376 -1.652 -1.628
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd140232_v2.fits stis_ngsl_v2 -300 -7.349 -5.920 -5.815 -5.911 -6.224 -5.811 -5.810 -5.803 -5.811 -5.445 -5.433
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_bd+363168_v2.fits stis_ngsl_v2 -300 -17.052 -12.308 -6.960 -5.185 -14.461 -9.349 -9.155 -9.256 -9.349 -3.336 -3.273
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd197177_v2.fits stis_ngsl_v2 -300 -8.882 -6.429 -5.437 -5.120 -7.137 -5.861 -5.842 -5.859 -5.861 -4.250 -4.225
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd205202_v2.fits stis_ngsl_v2 -300 -9.673 -8.371 -8.037 -7.969 -8.712 -8.164 -8.158 -8.160 -8.164 -7.361 -7.346
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd159181_v2.fits stis_ngsl_v2 -300 -5.718 -3.484 -2.585 -2.295 -4.128 -2.963 -2.946 -2.962 -2.963 -1.470 -1.448
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd149382_v2.fits stis_ngsl_v2 -300 -8.262 -8.598 -9.077 -9.472 -8.595 -8.819 -8.828 -8.810 -8.819 -9.456 -9.455
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd048279_v2.fits stis_ngsl_v2 -300 -8.098 -7.944 -7.938 -8.053 -8.072 -7.934 -7.932 -7.929 -7.934 -7.662 -7.653
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd161770_v2.fits stis_ngsl_v2 -300 -11.535 -10.188 -9.529 -9.260 -10.601 -9.848 -9.834 -9.845 -9.848 -8.441 -8.423
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd017925_v2.fits stis_ngsl_v2 -300 -8.722 -6.717 -5.848 -5.595 -7.330 -6.228 -6.211 -6.223 -6.228 -4.884 -4.871
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_g20-15_v2.fits stis_ngsl_v2 -300 -12.288 -11.052 -10.464 -10.247 -11.440 -10.745 -10.732 -10.742 -10.745 -9.462 -9.440
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_g243-62_v2.fits stis_ngsl_v2 -300 -14.073 -12.213 -11.337 -11.010 -12.790 -11.734 -11.717 -11.729 -11.734 -10.101 -10.078
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd156283_v2.fits stis_ngsl_v2 -300 -7.845 -4.234 -2.827 -2.321 -5.203 -3.462 -3.432 -3.458 -3.462 -1.224 -1.192
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd166208_v2.fits stis_ngsl_v2 -300 -8.000 -5.673 -4.790 -4.510 -6.308 -5.166 -5.149 -5.164 -5.166 -3.674 -3.651
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd060319_v2.fits stis_ngsl_v2 -300 -10.489 -9.272 -8.811 -8.688 -9.648 -9.000 -8.992 -8.997 -9.000 -8.017 -8.000
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd052973_v2.fits stis_ngsl_v2 -300 -6.766 -4.485 -3.679 -3.452 -5.097 -4.008 -3.993 -4.007 -4.008 -2.691 -2.670
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd034797_v2.fits stis_ngsl_v2 -300 -6.990 -6.377 -6.615 -6.892 -6.528 -6.456 -6.461 -6.448 -6.456 -6.615 -6.609
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd175545_v2.fits stis_ngsl_v2 -300 -11.281 -8.301 -7.117 -6.715 -9.106 -7.649 -7.624 -7.644 -7.649 -5.732 -5.705
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd095735_v2.fits stis_ngsl_v2 -300 -11.706 -8.674 -7.046 -6.067 -9.523 -7.870 -7.830 -7.857 -7.870 -4.586 -4.561
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd136726_v2.fits stis_ngsl_v2 -300 -9.537 -6.053 -4.677 -4.185 -6.979 -5.308 -5.278 -5.302 -5.308 -3.149 -3.122
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd040573_v2.fits stis_ngsl_v2 -300 -8.508 -7.400 -7.543 -7.777 -7.614 -7.419 -7.423 -7.411 -7.419 -7.412 -7.404
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd204041_v2.fits stis_ngsl_v2 -300 -7.879 -6.513 -6.460 -6.585 -6.797 -6.429 -6.429 -6.421 -6.429 -6.100 -6.086
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd028946_v2.fits stis_ngsl_v2 -300 -10.231 -8.496 -7.751 -7.528 -9.045 -8.063 -8.049 -8.059 -8.063 -6.807 -6.789
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd143107_v2.fits stis_ngsl_v2 -300 -8.203 -5.118 -3.916 -3.516 -5.962 -4.445 -4.420 -4.441 -4.445 -2.571 -2.549
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_g202-65_v2.fits stis_ngsl_v2 -300 -12.805 -11.740 -11.531 -11.556 -12.036 -11.589 -11.585 -11.584 -11.589 -11.234 -11.257
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd204543_v2.fits stis_ngsl_v2 -300 -11.245 -9.028 -8.126 -7.782 -9.615 -8.533 -8.514 -8.531 -8.533 -6.917 -6.900
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd172230_v2.fits stis_ngsl_v2 -300 -8.974 -7.328 -7.165 -7.242 -7.669 -7.177 -7.175 -7.171 -7.177 -6.693 -6.679
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd160922_v2.fits stis_ngsl_v2 -300 -6.349 -5.056 -4.691 -4.638 -5.421 -4.822 -4.816 -4.818 -4.822 -4.064 -4.050
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd082395_v2.fits stis_ngsl_v2 -300 -8.285 -5.762 -4.743 -4.424 -6.488 -5.179 -5.159 -5.177 -5.179 -3.559 -3.535
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_g262-14_v2.fits stis_ngsl_v2 -300 -13.737 -12.073 -11.292 -11.003 -12.596 -11.645 -11.630 -11.640 -11.645 -10.164 -10.145
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd026297_v2.fits stis_ngsl_v2 -300 -10.997 -8.322 -7.209 -6.766 -9.030 -7.722 -7.698 -7.720 -7.722 -5.794 -5.772
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd110885_v2.fits stis_ngsl_v2 -300 -11.188 -9.618 -9.051 -8.861 -10.040 -9.300 -9.289 -9.297 -9.300 -8.179 -8.168
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd201377_v2.fits stis_ngsl_v2 -300 -8.215 -6.757 -6.696 -6.814 -7.051 -6.665 -6.665 -6.657 -6.665 -6.368 -6.357
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_g13-35_v2.fits stis_ngsl_v2 -300 -10.990 -9.955 -9.578 -9.472 -10.276 -9.742 -9.734 -9.738 -9.742 -8.854 -8.839
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd050420_v2.fits stis_ngsl_v2 -300 -8.085 -6.359 -6.116 -6.109 -6.702 -6.191 -6.187 -6.185 -6.191 -5.520 -5.506
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd206778_v2.fits stis_ngsl_v2 -300 -7.344 -3.620 -2.092 -1.566 -4.652 -2.795 -2.760 -2.791 -2.795 -0.534 -0.505
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_g188-22_v2.fits stis_ngsl_v2 -300 -11.527 -10.420 -9.985 -9.867 -10.768 -10.174 -10.165 -10.170 -10.174 -9.185 -9.162
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd093813_v2.fits stis_ngsl_v2 -300 -7.168 -4.042 -2.825 -2.401 -4.891 -3.362 -3.337 -3.359 -3.362 -1.436 -1.411
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd175865_v2.fits stis_ngsl_v2 -300 -8.962 -5.139 -3.516 -1.888 -6.016 -4.338 -4.300 -4.336 -4.338 0.264 0.303
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd006734_v2.fits stis_ngsl_v2 -300 -9.061 -7.088 -6.254 -5.982 -7.679 -6.611 -6.595 -6.608 -6.611 -5.209 -5.192
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd038237_v2.fits stis_ngsl_v2 -300 -8.704 -7.241 -7.178 -7.318 -7.541 -7.140 -7.140 -7.133 -7.140 -6.859 -6.849
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd072184_v2.fits stis_ngsl_v2 -300 -9.550 -6.724 -5.634 -5.291 -7.500 -6.108 -6.086 -6.104 -6.108 -4.383 -4.357
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd052089_v2.fits stis_ngsl_v2 -300 -1.165 -1.248 -1.648 -1.967 -1.289 -1.425 -1.433 -1.418 -1.425 -1.866 -1.864
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd086322_v2.fits stis_ngsl_v2 -300 -10.187 -7.673 -6.669 -6.333 -8.390 -7.101 -7.082 -7.098 -7.101 -5.447 -5.422
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd137909_v2.fits stis_ngsl_v2 -300 -5.385 -3.947 -3.800 -3.942 -4.286 -3.798 -3.797 -3.792 -3.798 -3.497 -3.486
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd173158_v2.fits stis_ngsl_v2 -300 -12.438 -9.135 -7.525 -6.871 -10.054 -8.315 -8.273 -8.307 -8.315 -5.546 -5.509
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd121146_v2.fits stis_ngsl_v2 -300 -10.307 -7.290 -6.099 -5.688 -8.099 -6.636 -6.611 -6.630 -6.636 -4.705 -4.678
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_bd+75d325_v2.fits stis_ngsl_v2 -300 -8.667 -9.142 -9.680 -10.106 -9.098 -9.409 -9.418 -9.401 -9.409 -10.137 -10.137
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd017361_v2.fits stis_ngsl_v2 -300 -8.120 -5.353 -4.267 -3.916 -6.120 -4.741 -4.719 -4.737 -4.741 -3.015 -2.989
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_bd592723_v2.fits stis_ngsl_v2 -300 -11.819 -10.790 -10.382 -10.257 -11.116 -10.565 -10.557 -10.562 -10.565 -9.621 -9.605
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd166229_v2.fits stis_ngsl_v2 -300 -9.287 -6.358 -5.240 -4.883 -7.154 -5.725 -5.702 -5.721 -5.725 -3.945 -3.918
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd164967_v2.fits stis_ngsl_v2 -300 -8.653 -7.252 -7.227 -7.365 -7.527 -7.185 -7.185 -7.177 -7.185 -6.877 -6.865
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd224926_v2.fits stis_ngsl_v2 -300 -5.450 -4.935 -5.199 -5.492 -5.068 -5.032 -5.038 -5.024 -5.032 -5.287 -5.284
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_cd-259286_v2.fits stis_ngsl_v2 -300 -12.860 -11.299 -10.870 -10.755 -11.667 -11.058 -11.049 -11.054 -11.058 -10.127 -10.118
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd071160_v2.fits stis_ngsl_v2 -300 -12.866 -9.110 -7.623 -7.045 -10.094 -8.315 -8.282 -8.309 -8.315 -5.883 -5.852
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd106304_v2.fits stis_ngsl_v2 -300 -10.387 -9.005 -9.106 -9.322 -9.241 -9.002 -9.005 -8.995 -9.002 -8.889 -8.883
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_g187-40_v2.fits stis_ngsl_v2 -300 -12.036 -10.924 -10.456 -10.333 -11.290 -10.652 -10.643 -10.649 -10.652 -9.626 -9.602
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd019787_v2.fits stis_ngsl_v2 -300 -7.656 -5.111 -4.114 -3.808 -5.830 -4.540 -4.521 -4.537 -4.540 -2.978 -2.955
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_g231-52_v2.fits stis_ngsl_v2 -300 -12.166 -10.879 -10.315 -10.136 -11.282 -10.562 -10.551 -10.559 -10.562 -9.467 -9.457
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd141851_v2.fits stis_ngsl_v2 -300 -6.561 -5.164 -5.137 -5.279 -5.439 -5.094 -5.095 -5.087 -5.094 -4.875 -4.867
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd082734_v2.fits stis_ngsl_v2 -300 -8.289 -5.760 -4.789 -4.504 -6.473 -5.195 -5.177 -5.193 -5.195 -3.655 -3.628
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd163641_v2.fits stis_ngsl_v2 -300 -7.178 -6.197 -6.316 -6.529 -6.397 -6.214 -6.217 -6.206 -6.214 -6.140 -6.133
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd176232_v2.fits stis_ngsl_v2 -300 -7.628 -6.167 -6.032 -6.157 -6.492 -6.031 -6.030 -6.025 -6.031 -5.738 -5.732
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd005256_v2.fits stis_ngsl_v2 -300 -10.966 -9.302 -8.585 -8.369 -9.820 -8.886 -8.873 -8.883 -8.886 -7.602 -7.585
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd003712_v2.fits stis_ngsl_v2 -300 -6.284 -3.481 -2.486 -2.173 -4.259 -2.879 -2.861 -2.879 -2.879 -1.256 -1.232
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd101013_v2.fits stis_ngsl_v2 -300 -9.177 -6.893 -5.900 -5.615 -7.627 -6.304 -6.285 -6.303 -6.304 -4.750 -4.724
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd109387_v2.fits stis_ngsl_v2 -300 -4.066 -3.638 -3.856 -4.066 -3.759 -3.731 -3.736 -3.724 -3.731 -3.829 -3.826
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd118055_v2.fits stis_ngsl_v2 -300 -12.897 -9.857 -8.589 -8.054 -10.648 -9.184 -9.156 -9.182 -9.184 -6.980 -6.957
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd194093_v2.fits stis_ngsl_v2 -300 -4.937 -2.682 -2.107 -1.972 -3.195 -2.317 -2.308 -2.316 -2.317 -1.263 -1.247
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd191277_v2.fits stis_ngsl_v2 -300 -9.353 -6.313 -5.127 -4.736 -7.130 -5.658 -5.633 -5.653 -5.658 -3.778 -3.751
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd010380_v2.fits stis_ngsl_v2 -300 -8.960 -5.492 -4.122 -3.622 -6.411 -4.749 -4.719 -4.743 -4.749 -2.587 -2.562
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd034816_v2.fits stis_ngsl_v2 -300 -3.770 -3.973 -4.425 -4.819 -3.992 -4.172 -4.181 -4.165 -4.172 -4.761 -4.760
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd000319_v2.fits stis_ngsl_v2 -300 -7.428 -5.976 -5.953 -6.101 -6.257 -5.901 -5.902 -5.894 -5.901 -5.643 -5.633
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd105452_v2.fits stis_ngsl_v2 -300 -5.464 -4.199 -3.959 -3.979 -4.524 -4.026 -4.022 -4.021 -4.026 -3.436 -3.421
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd111464_v2.fits stis_ngsl_v2 -300 -11.165 -7.676 -6.258 -5.710 -8.605 -6.918 -6.886 -6.912 -6.918 -4.552 -4.522
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd019656_v2.fits stis_ngsl_v2 -300 -8.245 -5.487 -4.407 -4.074 -6.264 -4.870 -4.849 -4.868 -4.870 -3.215 -3.192
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd058343_v2.fits stis_ngsl_v2 -300 -5.370 -4.955 -5.087 -5.284 -5.097 -4.998 -5.001 -4.992 -4.998 -4.977 -4.971
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd138716_v2.fits stis_ngsl_v2 -300 -7.955 -5.467 -4.481 -4.190 -6.170 -4.907 -4.888 -4.903 -4.907 -3.380 -3.361
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd196426_v2.fits stis_ngsl_v2 -300 -6.745 -6.055 -6.294 -6.568 -6.211 -6.132 -6.137 -6.124 -6.132 -6.256 -6.249
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd020630_v2.fits stis_ngsl_v2 -300 -6.882 -5.343 -4.720 -4.542 -5.822 -4.978 -4.966 -4.974 -4.978 -3.841 -3.822
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_g192-43_v2.fits stis_ngsl_v2 -300 -11.729 -10.632 -10.258 -10.187 -10.965 -10.411 -10.404 -10.408 -10.411 -9.644 -9.637
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd055057_v2.fits stis_ngsl_v2 -300 -7.140 -5.602 -5.389 -5.427 -5.936 -5.440 -5.437 -5.434 -5.440 -4.890 -4.877
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_g17-25_v2.fits stis_ngsl_v2 -300 -11.676 -10.186 -9.461 -9.215 -10.677 -9.781 -9.767 -9.778 -9.781 -8.401 -8.381
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd193281_v2.fits stis_ngsl_v2 -300 -8.247 -6.760 -6.762 -6.911 -7.033 -6.703 -6.704 -6.695 -6.703 -6.426 -6.414
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd134440_v2.fits stis_ngsl_v2 -300 -11.839 -10.087 -9.225 -8.916 -10.648 -9.622 -9.605 -9.617 -9.622 -8.128 -8.114
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd036960_v2.fits stis_ngsl_v2 -300 -4.238 -4.436 -4.875 -5.259 -4.458 -4.630 -4.638 -4.622 -4.630 -5.187 -5.186
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd041661_v2.fits stis_ngsl_v2 -300 -9.222 -7.771 -7.374 -7.315 -8.147 -7.528 -7.521 -7.524 -7.528 -6.773 -6.763
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_bd720094_v2.fits stis_ngsl_v2 -300 -11.272 -10.226 -9.858 -9.755 -10.545 -10.016 -10.009 -10.012 -10.016 -9.089 -9.067
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd094028_v2.fits stis_ngsl_v2 -300 -9.600 -8.534 -8.112 -7.994 -8.872 -8.297 -8.288 -8.294 -8.297 -7.390 -7.378
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd006229_v2.fits stis_ngsl_v2 -300 -10.885 -9.141 -8.442 -8.186 -9.637 -8.744 -8.731 -8.742 -8.744 -7.361 -7.341
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd122064_v2.fits stis_ngsl_v2 -300 -9.758 -7.294 -6.215 -5.874 -8.002 -6.716 -6.694 -6.707 -6.716 -5.039 -5.019
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd102780_v2.fits stis_ngsl_v2 -300 -13.564 -9.464 -7.819 -7.062 -10.509 -8.600 -8.562 -8.592 -8.600 -5.737 -5.705
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd128000_v2.fits stis_ngsl_v2 -300 -10.846 -6.912 -5.361 -4.724 -7.919 -6.092 -6.057 -6.084 -6.092 -3.569 -3.543
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd170973_v2.fits stis_ngsl_v2 -300 -7.364 -6.325 -6.464 -6.696 -6.526 -6.354 -6.359 -6.346 -6.354 -6.342 -6.333
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd142091_v2.fits stis_ngsl_v2 -300 -8.026 -5.557 -4.567 -4.260 -6.257 -4.998 -4.978 -4.994 -4.998 -3.438 -3.416
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd021742_v2.fits stis_ngsl_v2 -300 -10.707 -8.648 -7.831 -7.608 -9.260 -8.171 -8.156 -8.166 -8.171 -6.840 -6.819
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd090862_v2.fits stis_ngsl_v2 -300 -13.479 -9.746 -8.276 -7.688 -10.722 -8.955 -8.923 -8.949 -8.955 -6.525 -6.496
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd017081_v2.fits stis_ngsl_v2 -300 -4.668 -4.047 -4.321 -4.614 -4.190 -4.144 -4.150 -4.136 -4.144 -4.361 -4.358
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd224801_v2.fits stis_ngsl_v2 -300 -7.038 -6.276 -6.449 -6.689 -6.449 -6.328 -6.333 -6.320 -6.328 -6.401 -6.394
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd167105_v2.fits stis_ngsl_v2 -300 -10.621 -9.076 -9.172 -9.415 -9.324 -9.065 -9.068 -9.057 -9.065 -9.005 -8.999
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd019445_v2.fits stis_ngsl_v2 -300 -9.356 -8.346 -7.938 -7.810 -8.672 -8.118 -8.109 -8.114 -8.118 -7.198 -7.185
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd047839_v2.fits stis_ngsl_v2 -300 -4.111 -4.363 -4.807 -5.190 -4.377 -4.556 -4.565 -4.549 -4.556 -5.131 -5.131
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd072505_v2.fits stis_ngsl_v2 -300 -10.172 -7.149 -5.987 -5.614 -7.969 -6.495 -6.471 -6.491 -6.495 -4.676 -4.648
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd193495_v2.fits stis_ngsl_v2 -300 -5.319 -3.673 -2.909 -2.633 -4.198 -3.248 -3.233 -3.245 -3.248 -1.759 -1.732
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_bd292091_v2.fits stis_ngsl_v2 -300 -11.692 -10.652 -10.197 -10.068 -10.998 -10.396 -10.386 -10.393 -10.396 -9.447 -9.435
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd018769_v2.fits stis_ngsl_v2 -300 -7.429 -5.973 -5.926 -6.078 -6.267 -5.884 -5.884 -5.876 -5.884 -5.675 -5.667
