survey version standard standard_catagory shift CFA4P1-B CFA4P1-V CFA4P1-r CFA4P1-i 
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_g187-40_v2.fits stis_ngsl_v2 0 11.063 10.554 10.418 10.318
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd019787_v2.fits stis_ngsl_v2 0 5.328 4.339 4.015 3.773
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_g231-52_v2.fits stis_ngsl_v2 0 11.029 10.444 10.26 10.112
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd141851_v2.fits stis_ngsl_v2 0 5.243 5.103 5.17 5.308
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd082734_v2.fits stis_ngsl_v2 0 5.976 5.001 4.696 4.475
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd163641_v2.fits stis_ngsl_v2 0 6.266 6.248 6.368 6.568
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd176232_v2.fits stis_ngsl_v2 0 6.263 6.018 6.056 6.183
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd005256_v2.fits stis_ngsl_v2 0 9.472 8.744 8.517 8.341
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd003712_v2.fits stis_ngsl_v2 0 3.715 2.691 2.392 2.137
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd101013_v2.fits stis_ngsl_v2 0 7.122 6.109 5.809 5.584
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd109387_v2.fits stis_ngsl_v2 0 3.703 3.787 3.906 4.098
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd118055_v2.fits stis_ngsl_v2 0 10.116 8.903 8.433 7.976
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd194093_v2.fits stis_ngsl_v2 0 2.84 2.216 2.059 1.959
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd191277_v2.fits stis_ngsl_v2 0 6.547 5.41 5.003 4.689
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd010380_v2.fits stis_ngsl_v2 0 5.758 4.454 3.969 3.557
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd034816_v2.fits stis_ngsl_v2 0 4.032 4.273 4.523 4.886
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd000319_v2.fits stis_ngsl_v2 0 6.056 5.911 5.991 6.128
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd105452_v2.fits stis_ngsl_v2 0 4.307 3.985 3.959 3.987
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd111464_v2.fits stis_ngsl_v2 0 7.949 6.607 6.095 5.635
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd019656_v2.fits stis_ngsl_v2 0 5.721 4.65 4.299 4.037
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd058343_v2.fits stis_ngsl_v2 0 5.03 5.03 5.133 5.318
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd138716_v2.fits stis_ngsl_v2 0 5.676 4.708 4.384 4.157
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd196426_v2.fits stis_ngsl_v2 0 6.116 6.195 6.363 6.614
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd020630_v2.fits stis_ngsl_v2 0 5.498 4.857 4.661 4.521
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_g192-43_v2.fits stis_ngsl_v2 0 10.758 10.333 10.232 10.181
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd055057_v2.fits stis_ngsl_v2 0 5.705 5.408 5.392 5.439
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_g17-25_v2.fits stis_ngsl_v2 0 10.35 9.633 9.387 9.179
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd193281_v2.fits stis_ngsl_v2 0 6.837 6.717 6.8 6.939
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd134440_v2.fits stis_ngsl_v2 0 10.265 9.442 9.128 8.874
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd036960_v2.fits stis_ngsl_v2 0 4.495 4.728 4.971 5.324
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd041661_v2.fits stis_ngsl_v2 0 7.896 7.451 7.347 7.314
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_bd720094_v2.fits stis_ngsl_v2 0 10.348 9.937 9.827 9.743
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd094028_v2.fits stis_ngsl_v2 0 8.664 8.206 8.074 7.981
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd006229_v2.fits stis_ngsl_v2 0 9.311 8.601 8.367 8.149
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd122064_v2.fits stis_ngsl_v2 0 7.481 6.494 6.101 5.834
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd102780_v2.fits stis_ngsl_v2 0 9.764 8.235 7.62 6.937
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd128000_v2.fits stis_ngsl_v2 0 7.197 5.75 5.182 4.631
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd170973_v2.fits stis_ngsl_v2 0 6.391 6.401 6.513 6.742
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd142091_v2.fits stis_ngsl_v2 0 5.765 4.797 4.467 4.225
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd021742_v2.fits stis_ngsl_v2 0 8.827 8.015 7.755 7.585
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd090862_v2.fits stis_ngsl_v2 0 10.03 8.636 8.106 7.604
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd017081_v2.fits stis_ngsl_v2 0 4.107 4.214 4.393 4.667
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd224801_v2.fits stis_ngsl_v2 0 6.34 6.379 6.502 6.735
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd167105_v2.fits stis_ngsl_v2 0 9.145 9.099 9.23 9.458
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd019445_v2.fits stis_ngsl_v2 0 8.475 8.029 7.9 7.795
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd047839_v2.fits stis_ngsl_v2 0 4.423 4.657 4.903 5.256
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd072505_v2.fits stis_ngsl_v2 0 7.389 6.255 5.868 5.572
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd193495_v2.fits stis_ngsl_v2 0 3.846 3.089 2.824 2.602
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_bd292091_v2.fits stis_ngsl_v2 0 10.789 10.297 10.156 10.053
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd018769_v2.fits stis_ngsl_v2 0 6.054 5.892 5.961 6.11
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_bd660268_v2.fits stis_ngsl_v2 0 10.668 10.091 9.919 9.764
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_g234-28_v2.fits stis_ngsl_v2 0 11.564 11.101 10.973 10.889
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd190360_v2.fits stis_ngsl_v2 0 6.489 5.768 5.562 5.425
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd132475_v2.fits stis_ngsl_v2 0 9.079 8.565 8.395 8.246
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd195434_v2.fits stis_ngsl_v2 0 10.17 9.317 8.979 8.683
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd185351_v2.fits stis_ngsl_v2 0 6.078 5.179 4.889 4.678
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd029574_v2.fits stis_ngsl_v2 0 9.687 8.368 7.826 7.29
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_g196-48_v2.fits stis_ngsl_v2 0 10.844 10.34 10.186 10.067
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_g114-26_v2.fits stis_ngsl_v2 0 10.109 9.648 9.511 9.409
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_g019-013_v2.fits stis_ngsl_v2 0 8.817 7.722 7.224 6.817
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd160346_v2.fits stis_ngsl_v2 0 7.439 6.519 6.167 5.888
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd003360_v2.fits stis_ngsl_v2 0 3.45 3.648 3.862 4.182
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd074088_v2.fits stis_ngsl_v2 0 8.289 6.746 6.123 5.507
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd078479_v2.fits stis_ngsl_v2 0 8.354 7.193 6.793 6.489
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_bd174708_v2.fits stis_ngsl_v2 0 9.94 9.511 9.407 9.344
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd188262_v2.fits stis_ngsl_v2 0 8.494 7.711 7.421 7.185
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_bd+381670_v2.fits stis_ngsl_v2 0 10.032 9.425 9.243 9.078
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd065714_v2.fits stis_ngsl_v2 0 6.843 5.874 5.566 5.334
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd201601_v2.fits stis_ngsl_v2 0 5.001 4.711 4.721 4.816
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd164058_v2.fits stis_ngsl_v2 0 3.703 2.268 1.713 1.165
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd034078_v2.fits stis_ngsl_v2 0 6.216 5.969 5.925 5.925
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd115617_v2.fits stis_ngsl_v2 0 5.421 4.731 4.515 4.368
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd036702_v2.fits stis_ngsl_v2 0 9.515 8.354 7.915 7.504
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_g021-024_v2.fits stis_ngsl_v2 0 10.101 8.867 8.31 7.844
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd063791_v2.fits stis_ngsl_v2 0 8.78 7.906 7.587 7.283
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd215665_v2.fits stis_ngsl_v2 0 5.001 3.977 3.65 3.398
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd097633_v2.fits stis_ngsl_v2 0 3.309 3.296 3.432 3.64
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd112413_v2.fits stis_ngsl_v2 0 2.81 2.903 3.056 3.316
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd200905_v2.fits stis_ngsl_v2 0 5.267 3.718 3.125 2.541
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd008724_v2.fits stis_ngsl_v2 0 9.322 8.35 7.983 7.63
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd031421_v2.fits stis_ngsl_v2 0 5.207 4.101 3.72 3.388
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd212516_v2.fits stis_ngsl_v2 0 10.342 8.777 8.129 7.303
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd200081_v2.fits stis_ngsl_v2 0 8.721 7.958 7.706 7.505
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_bd-122669_v2.fits stis_ngsl_v2 0 10.533 10.218 10.172 10.176
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd012533_v2.fits stis_ngsl_v2 0 3.573 2.259 1.829 1.477
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd196662_v2.fits stis_ngsl_v2 0 5.696 5.788 5.971 6.273
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd008890_v2.fits stis_ngsl_v2 0 2.578 1.995 1.85 1.781
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd174966_v2.fits stis_ngsl_v2 0 7.995 7.72 7.725 7.809
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd191026_v2.fits stis_ngsl_v2 0 6.206 5.377 5.106 4.911
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd004128_v2.fits stis_ngsl_v2 0 3.11 2.157 1.873 1.669
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd114330_v2.fits stis_ngsl_v2 0 4.578 4.552 4.669 4.92
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd164353_v2.fits stis_ngsl_v2 0 3.977 3.957 4.045 4.216
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd183915_v2.fits stis_ngsl_v2 0 8.583 7.32 6.899 6.553
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd138749_v2.fits stis_ngsl_v2 0 4.145 4.265 4.444 4.717
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd019308_v2.fits stis_ngsl_v2 0 8.023 7.382 7.202 7.108
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd163346_v2.fits stis_ngsl_v2 0 7.412 6.848 6.645 6.473
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd033793_v2.fits stis_ngsl_v2 0 10.348 8.875 8.216 7.423
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_bd092860_v2.fits stis_ngsl_v2 0 11.548 10.972 10.79 10.644
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd000358_v2.fits stis_ngsl_v2 0 1.969 2.054 2.22 2.487
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd106516_v2.fits stis_ngsl_v2 0 6.544 6.109 5.991 5.907
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd126661_v2.fits stis_ngsl_v2 0 5.609 5.371 5.408 5.52
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd037828_v2.fits stis_ngsl_v2 0 7.978 6.898 6.501 6.109
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd005916_v2.fits stis_ngsl_v2 0 7.725 6.869 6.587 6.343
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd006755_v2.fits stis_ngsl_v2 0 8.456 7.753 7.514 7.294
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd183324_v2.fits stis_ngsl_v2 0 6.042 5.954 6.077 6.286
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd037216_v2.fits stis_ngsl_v2 0 8.586 7.86 7.645 7.51
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_viwcom_v2.fits stis_ngsl_v2 0 9.631 8.124 7.42 5.98
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd109995_v2.fits stis_ngsl_v2 0 7.639 7.564 7.67 7.825
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd123657_v2.fits stis_ngsl_v2 0 6.63 5.144 4.447 2.98
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd018907_v2.fits stis_ngsl_v2 0 6.635 5.874 5.632 5.427
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd087140_v2.fits stis_ngsl_v2 0 9.669 8.994 8.753 8.52
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd095418_v2.fits stis_ngsl_v2 0 2.401 2.386 2.496 2.697
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd148513_v2.fits stis_ngsl_v2 0 6.797 5.401 4.874 4.412
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd169191_v2.fits stis_ngsl_v2 0 6.461 5.254 4.82 4.467
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd095241_v2.fits stis_ngsl_v2 0 6.57 6.016 5.859 5.741
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd023439_v2.fits stis_ngsl_v2 0 8.865 8.144 7.888 7.682
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_lhs10_v2.fits stis_ngsl_v2 0 14.424 12.693 11.833 9.697
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_g260-36_v2.fits stis_ngsl_v2 0 12.129 11.257 10.947 10.717
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd128987_v2.fits stis_ngsl_v2 0 8.024 7.325 7.117 6.99
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd025975_v2.fits stis_ngsl_v2 0 7.0 6.089 5.8 5.6
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd022049_v2.fits stis_ngsl_v2 0 4.57 3.719 3.418 3.209
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd119971_v2.fits stis_ngsl_v2 0 6.763 5.468 4.969 4.513
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd073710_v2.fits stis_ngsl_v2 0 7.408 6.429 6.118 5.886
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd149161_v2.fits stis_ngsl_v2 0 6.298 4.861 4.287 3.726
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd079349_v2.fits stis_ngsl_v2 0 9.994 8.527 7.928 7.288
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd217357_v2.fits stis_ngsl_v2 0 9.209 7.906 7.293 6.713
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd111786_v2.fits stis_ngsl_v2 0 6.356 6.128 6.133 6.174
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd166991_v2.fits stis_ngsl_v2 0 6.933 6.807 6.896 7.051
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd059612_v2.fits stis_ngsl_v2 0 5.086 4.859 4.868 4.921
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd093329_v2.fits stis_ngsl_v2 0 8.846 8.753 8.846 8.999
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd086986_v2.fits stis_ngsl_v2 0 8.106 7.978 8.041 8.154
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd039833_v2.fits stis_ngsl_v2 0 8.249 7.634 7.456 7.348
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_gl15b_v2.fits stis_ngsl_v2 0 9.609 8.172 7.473 6.572
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd001461_v2.fits stis_ngsl_v2 0 7.109 6.458 6.276 6.158
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_g18-54_v2.fits stis_ngsl_v2 0 11.218 10.72 10.575 10.466
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd124425_v2.fits stis_ngsl_v2 0 6.348 5.892 5.782 5.722
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd068988_v2.fits stis_ngsl_v2 0 8.835 8.202 8.02 7.916
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd155763_v2.fits stis_ngsl_v2 0 3.034 3.131 3.31 3.585
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd058551_v2.fits stis_ngsl_v2 0 6.974 6.525 6.414 6.345
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd017072_v2.fits stis_ngsl_v2 0 7.217 6.592 6.381 6.194
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd284248_v2.fits stis_ngsl_v2 0 9.668 9.245 9.135 9.076
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd037202_v2.fits stis_ngsl_v2 0 2.705 2.879 3.061 3.349
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd018078_v2.fits stis_ngsl_v2 0 8.462 8.236 8.229 8.322
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_mmj6490_v2.fits stis_ngsl_v2 0 11.038 10.922 11.024 11.198
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd126511_v2.fits stis_ngsl_v2 0 9.088 8.361 8.133 7.976
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd079158_v2.fits stis_ngsl_v2 0 5.175 5.281 5.444 5.728
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd110073_v2.fits stis_ngsl_v2 0 4.6 4.654 4.817 5.1
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_cd-691618_v2.fits stis_ngsl_v2 0 9.139 9.268 9.46 9.755
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_bd423607_v2.fits stis_ngsl_v2 0 10.716 10.268 10.159 10.085
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd187879_v2.fits stis_ngsl_v2 0 5.603 5.654 5.797 6.022
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd203638_v2.fits stis_ngsl_v2 0 6.472 5.358 4.986 4.706
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_vgkcom_v2.fits stis_ngsl_v2 0 8.353 6.879 6.173 4.683
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_mmj6476_v2.fits stis_ngsl_v2 0 11.6 11.295 11.288 11.349
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd055496_v2.fits stis_ngsl_v2 0 9.313 8.42 8.134 7.896
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd126614_v2.fits stis_ngsl_v2 0 9.581 8.798 8.56 8.418
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd099648_v2.fits stis_ngsl_v2 0 5.926 4.963 4.663 4.44
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_bd+413306_v2.fits stis_ngsl_v2 0 9.647 8.887 8.616 8.398
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd170737_v2.fits stis_ngsl_v2 0 8.901 8.126 7.857 7.616
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_g63-26_v2.fits stis_ngsl_v2 0 12.688 12.242 12.124 12.062
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd076291_v2.fits stis_ngsl_v2 0 6.792 5.73 5.36 5.06
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd345957_v2.fits stis_ngsl_v2 0 9.39 8.902 8.745 8.61
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd078362_v2.fits stis_ngsl_v2 0 4.993 4.638 4.597 4.649
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_bd442051_v2.fits stis_ngsl_v2 0 10.225 8.775 8.119 7.253
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd142703_v2.fits stis_ngsl_v2 0 6.347 6.094 6.09 6.129
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_vbnvul_v2.fits stis_ngsl_v2 0 11.213 10.594 10.374 10.132
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd166283_v2.fits stis_ngsl_v2 0 8.02 7.788 7.816 7.925
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd137759_v2.fits stis_ngsl_v2 0 4.639 3.62 3.319 3.048
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd175156_v2.fits stis_ngsl_v2 0 5.253 5.077 5.093 5.159
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd037763_v2.fits stis_ngsl_v2 0 6.262 5.185 4.801 4.514
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd044007_v2.fits stis_ngsl_v2 0 8.85 8.052 7.765 7.495
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd101107_v2.fits stis_ngsl_v2 0 5.942 5.608 5.559 5.575
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd187111_v2.fits stis_ngsl_v2 0 8.932 7.749 7.288 6.831
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd038510_v2.fits stis_ngsl_v2 0 8.696 8.185 8.046 7.94
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd063077_v2.fits stis_ngsl_v2 0 5.898 5.376 5.238 5.127
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd175305_v2.fits stis_ngsl_v2 0 8.047 7.347 7.121 6.929
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd124547_v2.fits stis_ngsl_v2 0 6.149 4.836 4.352 3.943
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd015089_v2.fits stis_ngsl_v2 0 4.764 4.666 4.786 5.028
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd013520_v2.fits stis_ngsl_v2 0 6.203 4.778 4.24 3.755
