survey version standard shift  DES-g DES-r DES-i DES-z 
DES DES sdssj102430 0 18.9294 19.3714 19.7045 19.9933
DES DES sdssj102430 0 18.9365 19.377 19.7054 19.9895
DES DES sdssj102430 0 18.9358 19.3754 19.7048 19.9902
DES DES sdssj102430 0 18.9315 19.376 19.7086 19.996
DES DES sdssj102430 0 18.9314 19.3707 19.701 19.9869
DES DES sdssj102430 0 18.9324 19.3757 19.7076 19.995
DES DES sdssj102430 0 18.9402 19.3807 19.7104 19.9965
DES DES sdssj102430 0 18.9329 19.37 19.699 19.9844
DES DES sdssj102430 0 18.935 19.3767 19.7085 19.9964
DES DES sdssj102430 0 18.9286 19.3647 19.6946 19.9811
DES DES sdssj102430 0 18.9329 19.3729 19.7044 19.9919
DES DES sdssj111059 0 17.8843 18.3802 18.7359 19.0366
DES DES sdssj111059 0 17.8839 18.3793 18.7358 19.0375
DES DES sdssj111059 0 17.8861 18.3806 18.7346 19.0339
DES DES sdssj111059 0 17.8857 18.379 18.7333 19.0333
DES DES sdssj111059 0 17.8857 18.3814 18.7382 19.0399
DES DES sdssj111059 0 17.8849 18.3791 18.736 19.0384
DES DES sdssj111059 0 17.8847 18.3798 18.7365 19.0382
DES DES sdssj111059 0 17.8863 18.3816 18.7363 19.0363
DES DES sdssj111059 0 17.8826 18.3774 18.7321 19.032
DES DES sdssj111059 0 17.885 18.3802 18.7353 19.0357
DES DES sdssj111059 0 17.8836 18.3782 18.7342 19.0352
DES DES sdssj111059 0 17.8849 18.3801 18.7353 19.0359
DES DES sdssj111059 0 17.8839 18.3788 18.7351 19.0368
DES DES sdssj111059 0 17.8859 18.3798 18.7353 19.0363
DES DES sdssj111059 0 17.8849 18.3788 18.7338 19.034
DES DES sdssj111059 0 17.8888 18.383 18.7367 19.0356
DES DES sdssj111059 0 17.8835 18.3785 18.7342 19.0348
DES DES sdssj111059 0 17.8862 18.3803 18.7359 19.037
DES DES sdssj111059 0 17.8827 18.3796 18.7367 19.0383
DES DES sdssj111059 0 17.8842 18.3792 18.7352 19.0361
DES DES sdssj111059 0 17.8838 18.3795 18.7364 19.0382
DES DES sdssj111059 0 17.884 18.3792 18.7359 19.0377
DES DES sdssj111059 0 17.8847 18.379 18.7349 19.0363
DES DES sdssj111059 0 17.8839 18.3795 18.7345 19.0344
DES DES sdssj111059 0 17.8841 18.3786 18.7346 19.0359
DES DES sdssj111059 0 17.8851 18.3802 18.736 19.0373
DES DES sdssj111059 0 17.8848 18.3791 18.7333 19.0328
DES DES sdssj111059 0 17.8848 18.3804 18.7369 19.0386
DES DES sdssj111059 0 17.8866 18.3803 18.7363 19.0378
DES DES sdssj111059 0 17.8851 18.38 18.7361 19.0376
DES DES sdssj111059 0 17.8851 18.3801 18.7349 19.0348
DES DES sdssj111059 0 17.8847 18.3792 18.7348 19.0355
DES DES sdssj111059 0 17.8835 18.3788 18.7359 19.038
DES DES sdssj111059 0 17.8907 18.3847 18.7377 19.0362
DES DES sdssj111059 0 17.8841 18.3811 18.7383 19.0403
DES DES sdssj111059 0 17.882 18.3777 18.7354 19.038
DES DES sdssj111059 0 17.8848 18.3782 18.7328 19.033
DES DES sdssj111059 0 17.8851 18.3787 18.7334 19.0336
DES DES sdssj111059 0 17.8848 18.3797 18.734 19.0332
DES DES sdssj111059 0 17.8847 18.3779 18.7342 19.0363
DES DES sdssj111059 0 17.8844 18.3787 18.7333 19.0332
DES DES sdssj111059 0 17.8849 18.3785 18.7331 19.0331
DES DES sdssj111059 0 17.8862 18.3803 18.7343 19.0336
DES DES sdssj111059 0 17.8876 18.3822 18.7361 19.0352
DES DES sdssj111059 0 17.8826 18.378 18.7361 19.0394
DES DES sdssj111059 0 17.8883 18.382 18.7339 19.0309
DES DES sdssj111059 0 17.8873 18.3802 18.7323 19.0299
DES DES sdssj111059 0 17.886 18.381 18.7354 19.0349
DES DES sdssj111059 0 17.8844 18.3799 18.7359 19.0371
DES DES sdssj111059 0 17.8824 18.3784 18.7356 19.0377
DES DES sdssj111059 0 17.8847 18.3773 18.7317 19.0316
DES DES sdssj111059 0 17.8863 18.3808 18.7367 19.0377
DES DES sdssj111059 0 17.8817 18.3769 18.7335 19.0352
DES DES sdssj111059 0 17.8838 18.3789 18.7345 19.0355
DES DES sdssj111059 0 17.887 18.3797 18.7335 19.0328
DES DES sdssj111059 0 17.8876 18.3813 18.7344 19.0329
DES DES sdssj111059 0 17.8866 18.381 18.7378 19.0398
DES DES sdssj111059 0 17.8857 18.3815 18.7384 19.0405
DES DES sdssj111059 0 17.8816 18.377 18.7346 19.0374
DES DES sdssj111059 0 17.8854 18.38 18.7351 19.0354
DES DES sdssj111059 0 17.8844 18.3789 18.736 19.0385
DES DES sdssj111059 0 17.8847 18.3792 18.7331 19.0321
DES DES sdssj111059 0 17.885 18.3804 18.7353 19.0353
DES DES sdssj111059 0 17.8846 18.3801 18.7358 19.0366
DES DES sdssj111059 0 17.8864 18.3803 18.7357 19.0368
DES DES sdssj111059 0 17.8858 18.38 18.7349 19.0353
DES DES sdssj111059 0 17.8851 18.3799 18.7346 19.0348
DES DES sdssj111059 0 17.8837 18.3799 18.7351 19.0353
DES DES sdssj111059 0 17.8869 18.3818 18.7357 19.0349
DES DES sdssj111059 0 17.8842 18.3791 18.7356 19.0373
DES DES sdssj111059 0 17.8849 18.3798 18.7363 19.0379
DES DES sdssj111059 0 17.885 18.381 18.7364 19.0367
DES DES sdssj111059 0 17.8856 18.3807 18.7356 19.0356
DES DES sdssj111059 0 17.8848 18.3788 18.7335 19.0335
DES DES sdssj111059 0 17.8845 18.3812 18.7368 19.0374
DES DES sdssj111059 0 17.8829 18.3788 18.7353 19.0367
DES DES sdssj111059 0 17.8869 18.383 18.7387 19.0395
DES DES sdssj111059 0 17.8849 18.3782 18.7327 19.0327
DES DES sdssj111059 0 17.8858 18.3791 18.7317 19.0297
DES DES sdssj111059 0 17.8833 18.3798 18.7378 19.0407
DES DES sdssj111059 0 17.8851 18.3793 18.7332 19.0325
DES DES sdssj111059 0 17.8849 18.3799 18.7368 19.0391
DES DES sdssj111059 0 17.887 18.381 18.7344 19.033
DES DES sdssj111059 0 17.8877 18.3816 18.7348 19.0331
DES DES sdssj111059 0 17.8849 18.3788 18.7344 19.0356
DES DES sdssj111059 0 17.8856 18.38 18.7338 19.0328
DES DES sdssj111059 0 17.8864 18.3807 18.7353 19.0349
DES DES sdssj111059 0 17.8865 18.3812 18.7363 19.0367
DES DES sdssj111059 0 17.8848 18.3794 18.7354 19.0366
DES DES sdssj111059 0 17.8843 18.3799 18.7353 19.0356
DES DES sdssj111059 0 17.8858 18.3789 18.733 19.0329
DES DES sdssj111059 0 17.8853 18.3812 18.7365 19.0368
DES DES sdssj111059 0 17.8829 18.3787 18.7349 19.0363
DES DES sdssj111059 0 17.8844 18.3791 18.7355 19.0375
DES DES sdssj111059 0 17.8822 18.3782 18.7355 19.0378
DES DES sdssj111059 0 17.8848 18.3789 18.7349 19.0367
DES DES sdssj111059 0 17.8882 18.3835 18.7365 19.0347
DES DES sdssj111059 0 17.8873 18.3808 18.7331 19.031
DES DES sdssj111127 0 18.4464 19.0076 19.3961 19.7169
DES DES sdssj111127 0 18.4461 19.0066 19.3955 19.7168
DES DES sdssj111127 0 18.4444 19.0076 19.3984 19.7211
DES DES sdssj111127 0 18.447 19.006 19.3949 19.7164
DES DES sdssj111127 0 18.4451 19.0041 19.3921 19.7125
DES DES sdssj111127 0 18.449 19.0117 19.4022 19.725
DES DES sdssj111127 0 18.45 19.0094 19.3986 19.7207
DES DES sdssj111127 0 18.4457 19.0059 19.3954 19.7171
DES DES sdssj111127 0 18.4447 19.0054 19.3951 19.7169
DES DES sdssj111127 0 18.447 19.009 19.3989 19.721
DES DES sdssj111127 0 18.445 19.0068 19.3967 19.7186
DES DES sdssj111127 0 18.4454 19.0061 19.3952 19.7166
DES DES sdssj111127 0 18.4466 19.0099 19.4013 19.7249
DES DES sdssj111127 0 18.4475 19.0064 19.3943 19.7147
DES DES sdssj111127 0 18.4435 19.0058 19.3961 19.7183
DES DES sdssj111127 0 18.4469 19.0075 19.3969 19.7184
DES DES sdssj111127 0 18.442 19.0045 19.3945 19.7163
DES DES sdssj111127 0 18.448 19.0071 19.3963 19.7183
DES DES sdssj111127 0 18.4454 19.0077 19.3969 19.718
DES DES sdssj111127 0 18.4472 19.0066 19.3955 19.7168
DES DES sdssj111127 0 18.447 19.009 19.3991 19.7212
DES DES sdssj111127 0 18.4468 19.0105 19.4015 19.7242
DES DES sdssj111127 0 18.4439 19.0035 19.3928 19.7148
DES DES sdssj111127 0 18.446 19.0083 19.3983 19.7205
DES DES sdssj111127 0 18.4479 19.0109 19.4011 19.723
DES DES sdssj111127 0 18.4452 19.0071 19.3973 19.7195
DES DES sdssj111127 0 18.447 19.0084 19.3977 19.7193
DES DES sdssj111127 0 18.448 19.0096 19.3995 19.7218
DES DES sdssj111127 0 18.4498 19.0124 19.4031 19.7259
DES DES sdssj111127 0 18.4436 19.004 19.3937 19.7157
DES DES sdssj111127 0 18.4442 19.0066 19.3966 19.7186
DES DES sdssj111127 0 18.4467 19.0088 19.3985 19.7203
DES DES sdssj111127 0 18.4469 19.0081 19.398 19.7204
DES DES sdssj111127 0 18.4441 19.0068 19.3973 19.7195
DES DES sdssj111127 0 18.4453 19.0053 19.3943 19.7158
DES DES sdssj111127 0 18.4474 19.0075 19.3961 19.7169
DES DES sdssj111127 0 18.4451 19.0069 19.3963 19.7176
DES DES sdssj111127 0 18.4466 19.0085 19.3979 19.7192
DES DES sdssj111127 0 18.4429 19.0059 19.3964 19.7189
DES DES sdssj111127 0 18.4456 19.0075 19.3976 19.7198
DES DES sdssj111127 0 18.4434 19.0058 19.3965 19.7192
DES DES sdssj111127 0 18.4439 19.0061 19.3966 19.719
DES DES sdssj111127 0 18.4452 19.0052 19.3935 19.7139
DES DES sdssj111127 0 18.4486 19.0096 19.3988 19.7201
DES DES sdssj111127 0 18.4461 19.0071 19.3968 19.7187
DES DES sdssj111127 0 18.4466 19.0073 19.3965 19.7181
DES DES sdssj111127 0 18.4461 19.0063 19.3956 19.7175
DES DES sdssj111127 0 18.4434 19.0054 19.395 19.7165
DES DES sdssj111127 0 18.4447 19.0061 19.3953 19.7167
DES DES sdssj111127 0 18.4461 19.0064 19.3956 19.7172
DES DES sdssj111127 0 18.4468 19.0059 19.3944 19.7156
DES DES sdssj111127 0 18.4481 19.0069 19.3953 19.7163
DES DES sdssj111127 0 18.445 19.0051 19.3937 19.7146
DES DES sdssj111127 0 18.4458 19.0082 19.3982 19.7201
DES DES sdssj111127 0 18.4452 19.0067 19.3969 19.7191
DES DES sdssj111127 0 18.4455 19.0064 19.3966 19.7192
DES DES sdssj111127 0 18.444 19.0057 19.3947 19.7157
DES DES sdssj111127 0 18.4449 19.0059 19.3959 19.7183
DES DES sdssj111127 0 18.4455 19.0068 19.3971 19.7198
DES DES sdssj111127 0 18.4433 19.0024 19.3915 19.7133
DES DES sdssj111127 0 18.4448 19.0084 19.3998 19.7231
DES DES sdssj111127 0 18.4454 19.008 19.3978 19.7194
DES DES sdssj111127 0 18.4472 19.0061 19.3951 19.7167
DES DES sdssj111127 0 18.445 19.01 19.4011 19.7237
DES DES sdssj111127 0 18.4446 19.0057 19.3959 19.7183
DES DES sdssj111127 0 18.4449 19.0071 19.3965 19.7177
DES DES sdssj111127 0 18.4468 19.0082 19.3982 19.7204
DES DES sdssj111127 0 18.4454 19.0074 19.3972 19.7192
DES DES sdssj111127 0 18.4446 19.0069 19.3968 19.7187
DES DES sdssj111127 0 18.4481 19.0089 19.3983 19.7199
DES DES sdssj111127 0 18.4461 19.0072 19.3969 19.7188
DES DES sdssj111127 0 18.4479 19.0092 19.3982 19.7194
DES DES sdssj111127 0 18.4473 19.008 19.3972 19.7187
DES DES sdssj111127 0 18.4454 19.0063 19.3954 19.7166
DES DES sdssj111127 0 18.4479 19.0094 19.3996 19.7221
DES DES sdssj111127 0 18.4466 19.0062 19.3955 19.7176
DES DES sdssj111127 0 18.4439 19.0076 19.3991 19.7226
DES DES sdssj111127 0 18.4449 19.0063 19.396 19.718
DES DES sdssj111127 0 18.4461 19.0084 19.3988 19.7212
DES DES sdssj111127 0 18.4456 19.0066 19.3957 19.7171
DES DES sdssj111127 0 18.4473 19.0057 19.3935 19.7145
DES DES sdssj111127 0 18.4432 19.0065 19.3977 19.7205
DES DES sdssj111127 0 18.4489 19.0076 19.3955 19.7162
DES DES sdssj111127 0 18.4467 19.0076 19.3969 19.7187
DES DES sdssj111127 0 18.4439 19.0043 19.3935 19.7152
DES DES sdssj111127 0 18.4452 19.008 19.3983 19.7206
DES DES sdssj111127 0 18.4497 19.01 19.3996 19.7217
DES DES sdssj111127 0 18.4495 19.0112 19.4012 19.7236
DES DES sdssj111127 0 18.4483 19.0109 19.4016 19.7244
DES DES sdssj111127 0 18.4439 19.0067 19.3972 19.7196
DES DES sdssj111127 0 18.4471 19.0064 19.3954 19.7172
DES DES sdssj111127 0 18.4459 19.0061 19.3953 19.7171
DES DES sdssj111127 0 18.4457 19.0075 19.3977 19.7201
DES DES sdssj111127 0 18.4451 19.0071 19.3974 19.7196
DES DES sdssj111127 0 18.4437 19.0054 19.3958 19.7189
DES DES sdssj111127 0 18.4457 19.0057 19.3938 19.7143
DES DES sdssj111127 0 18.445 19.0073 19.3975 19.7197
DES DES sdssj111127 0 18.4459 19.0091 19.3998 19.7224
DES DES sdssj120650 0 18.6927 19.1259 19.4554 19.7431
DES DES sdssj120650 0 18.6963 19.132 19.4617 19.749
DES DES sdssj120650 0 18.6947 19.1252 19.455 19.7437
DES DES sdssj120650 0 18.6889 19.1233 19.4524 19.7395
DES DES sdssj120650 0 18.6922 19.1276 19.4607 19.7516
DES DES sdssj120650 0 18.6906 19.1262 19.4559 19.7428
DES DES sdssj120650 0 18.697 19.1348 19.4659 19.7539
DES DES sdssj120650 0 18.6971 19.1303 19.4602 19.7487
DES DES sdssj120650 0 18.693 19.1264 19.4564 19.745
DES DES sdssj120650 0 18.6929 19.1247 19.455 19.7439
DES DES sdssj120650 0 18.6874 19.1198 19.4488 19.7359
DES DES sdssj120650 0 18.6968 19.1302 19.461 19.7502
DES DES sdssj120650 0 18.6892 19.1219 19.453 19.7429
DES DES sdssj120650 0 18.6869 19.1233 19.454 19.7417
DES DES sdssj120650 0 18.6927 19.1276 19.4594 19.7493
DES DES sdssj120650 0 18.6928 19.1276 19.4578 19.7458
DES DES sdssj120650 0 18.6918 19.1268 19.4572 19.745
DES DES sdssj120650 0 18.6946 19.1282 19.4589 19.748
DES DES sdssj120650 0 18.6912 19.1268 19.4572 19.745
DES DES sdssj120650 0 18.6914 19.1258 19.4564 19.7446
DES DES sdssj120650 0 18.693 19.1263 19.4563 19.7446
DES DES sdssj120650 0 18.6914 19.1262 19.4571 19.7458
DES DES sdssj120650 0 18.6898 19.1248 19.4554 19.7437
DES DES sdssj120650 0 18.6895 19.1253 19.4569 19.7461
DES DES sdssj120650 0 18.6921 19.1243 19.4531 19.7405
DES DES sdssj120650 0 18.6938 19.1242 19.4514 19.7372
DES DES sdssj120650 0 18.6915 19.1244 19.4536 19.7411
DES DES sdssj120650 0 18.6955 19.1268 19.4542 19.7405
DES DES sdssj120650 0 18.6931 19.1246 19.452 19.7382
DES DES sdssj120650 0 18.6923 19.123 19.4517 19.7393
DES DES sdssj120650 0 18.6922 19.1279 19.4591 19.7479
DES DES sdssj120650 0 18.6941 19.129 19.4587 19.7463
DES DES sdssj120650 0 18.6952 19.1298 19.461 19.7501
DES DES sdssj120650 0 18.6936 19.1256 19.4538 19.7402
DES DES sdssj120650 0 18.6933 19.1317 19.4642 19.7539
DES DES sdssj120650 0 18.6919 19.124 19.453 19.7405
DES DES sdssj120650 0 18.6964 19.13 19.4604 19.7492
DES DES sdssj120650 0 18.6959 19.1297 19.4598 19.7484
DES DES sdssj120650 0 18.692 19.1231 19.4507 19.7372
DES DES sdssj120650 0 18.6935 19.1293 19.4614 19.7512
DES DES sdssj120650 0 18.6921 19.1267 19.4577 19.7465
DES DES sdssj120650 0 18.6891 19.1258 19.4576 19.7467
DES DES sdssj120650 0 18.6931 19.1253 19.4547 19.7426
DES DES sdssj120650 0 18.6933 19.1268 19.4565 19.7443
DES DES sdssj120650 0 18.6928 19.127 19.4582 19.7473
DES DES sdssj120650 0 18.6941 19.1253 19.4538 19.7411
DES DES sdssj120650 0 18.6916 19.1241 19.4533 19.741
DES DES sdssj120650 0 18.6916 19.1269 19.4584 19.7476
DES DES sdssj120650 0 18.6926 19.1285 19.4596 19.748
DES DES sdssj120650 0 18.6911 19.1239 19.452 19.7384
DES DES sdssj120650 0 18.693 19.1282 19.4602 19.7502
DES DES sdssj120650 0 18.6927 19.1275 19.4584 19.7472
DES DES sdssj120650 0 18.6929 19.125 19.4546 19.7427
DES DES sdssj120650 0 18.6931 19.1257 19.4535 19.7392
DES DES sdssj120650 0 18.687 19.122 19.4533 19.7424
DES DES sdssj120650 0 18.6916 19.1285 19.4608 19.7506
DES DES sdssj120650 0 18.6975 19.1328 19.4626 19.7499
DES DES sdssj120650 0 18.6937 19.1262 19.4561 19.7447
DES DES sdssj120650 0 18.6936 19.1295 19.4614 19.7512
DES DES sdssj120650 0 18.7011 19.133 19.4593 19.7442
DES DES sdssj120650 0 18.6898 19.12 19.4504 19.7397
DES DES sdssj120650 0 18.6843 19.1195 19.4503 19.739
DES DES sdssj120650 0 18.6929 19.1302 19.4626 19.7521
DES DES sdssj120650 0 18.6871 19.1205 19.4505 19.7388
DES DES sdssj120650 0 18.6934 19.1283 19.4592 19.7478
DES DES sdssj120650 0 18.6925 19.127 19.4565 19.7437
DES DES sdssj120650 0 18.6908 19.1264 19.4588 19.749
DES DES sdssj120650 0 18.6936 19.1268 19.4557 19.7427
DES DES sdssj120650 0 18.6957 19.1311 19.4606 19.7477
DES DES sdssj120650 0 18.6949 19.1308 19.4631 19.7534
DES DES sdssj120650 0 18.6891 19.1229 19.4536 19.7421
DES DES sdssj120650 0 18.6969 19.1319 19.4614 19.7488
DES DES sdssj120650 0 18.6951 19.1309 19.4603 19.7475
DES DES sdssj120650 0 18.689 19.1231 19.4547 19.7442
DES DES sdssj120650 0 18.6959 19.1298 19.4589 19.7461
DES DES sdssj120650 0 18.6901 19.1232 19.4529 19.7407
DES DES sdssj120650 0 18.692 19.1262 19.4577 19.7473
DES DES sdssj120650 0 18.6943 19.1282 19.4583 19.7466
DES DES sdssj120650 0 18.6965 19.1321 19.4624 19.7506
DES DES sdssj120650 0 18.6916 19.1266 19.457 19.7454
DES DES sdssj120650 0 18.6967 19.1288 19.458 19.7456
DES DES sdssj120650 0 18.691 19.1259 19.457 19.746
DES DES sdssj120650 0 18.6981 19.1311 19.4602 19.7478
DES DES sdssj120650 0 18.6971 19.1308 19.46 19.7477
DES DES sdssj120650 0 18.6969 19.1287 19.4578 19.7456
DES DES sdssj120650 0 18.6903 19.1256 19.4572 19.7467
DES DES sdssj120650 0 18.6936 19.1268 19.4575 19.7465
DES DES sdssj120650 0 18.6961 19.1297 19.4603 19.7493
DES DES sdssj120650 0 18.6892 19.1227 19.4533 19.742
DES DES sdssj120650 0 18.6917 19.1283 19.4606 19.7506
DES DES sdssj120650 0 18.6886 19.1227 19.4518 19.7387
DES DES sdssj120650 0 18.6922 19.1245 19.4526 19.7389
DES DES sdssj120650 0 18.6946 19.1272 19.4574 19.7463
DES DES sdssj120650 0 18.695 19.1288 19.4597 19.749
DES DES sdssj120650 0 18.6892 19.1221 19.4517 19.7394
DES DES sdssj120650 0 18.6934 19.1268 19.4568 19.7449
DES DES sdssj120650 0 18.6864 19.1179 19.4477 19.7361
DES DES sdssj120650 0 18.6921 19.1216 19.4507 19.739
DES DES sdssj121405 0 17.7802 18.3049 18.6804 18.998
DES DES sdssj121405 0 17.7823 18.3063 18.6816 18.9989
DES DES sdssj121405 0 17.7789 18.304 18.6801 18.9978
DES DES sdssj121405 0 17.7797 18.3057 18.6821 19.0001
DES DES sdssj121405 0 17.7818 18.3038 18.6781 18.9948
DES DES sdssj121405 0 17.7808 18.3073 18.6843 19.0026
DES DES sdssj121405 0 17.78 18.3038 18.6791 18.9966
DES DES sdssj121405 0 17.7815 18.3059 18.6812 18.9982
DES DES sdssj121405 0 17.7807 18.3052 18.6806 18.9976
DES DES sdssj121405 0 17.7818 18.3046 18.6792 18.9962
DES DES sdssj121405 0 17.7797 18.3052 18.6813 18.9987
DES DES sdssj121405 0 17.7828 18.3076 18.6834 19.0012
DES DES sdssj121405 0 17.7799 18.3038 18.679 18.9963
DES DES sdssj121405 0 17.7808 18.3041 18.6791 18.9963
DES DES sdssj121405 0 17.7795 18.3029 18.6779 18.9951
DES DES sdssj121405 0 17.7802 18.3056 18.6812 18.9982
DES DES sdssj121405 0 17.7801 18.3047 18.6799 18.9967
DES DES sdssj121405 0 17.7812 18.3045 18.6802 18.9985
DES DES sdssj121405 0 17.7802 18.3043 18.6792 18.9959
DES DES sdssj121405 0 17.781 18.3057 18.6807 18.9974
DES DES sdssj121405 0 17.7811 18.3051 18.6802 18.9972
DES DES sdssj121405 0 17.7811 18.3059 18.6814 18.9987
DES DES sdssj121405 0 17.7812 18.3054 18.6808 18.9983
DES DES sdssj121405 0 17.7782 18.3038 18.6801 18.9978
DES DES sdssj121405 0 17.781 18.3046 18.6796 18.9969
DES DES sdssj121405 0 17.7804 18.3033 18.6783 18.9957
DES DES sdssj121405 0 17.7808 18.3048 18.6801 18.9974
DES DES sdssj121405 0 17.782 18.3051 18.68 18.9974
DES DES sdssj121405 0 17.7813 18.3056 18.6814 18.9992
DES DES sdssj121405 0 17.7797 18.3044 18.6802 18.9982
DES DES sdssj121405 0 17.7807 18.3046 18.6798 18.9969
DES DES sdssj121405 0 17.7827 18.3061 18.6814 18.9991
DES DES sdssj121405 0 17.7818 18.307 18.6826 19.0002
DES DES sdssj121405 0 17.7814 18.3061 18.6816 18.9989
DES DES sdssj121405 0 17.7807 18.3053 18.6807 18.9978
DES DES sdssj121405 0 17.781 18.3063 18.6824 19.0003
DES DES sdssj121405 0 17.782 18.3055 18.6804 18.9975
DES DES sdssj121405 0 17.7825 18.306 18.6808 18.9979
DES DES sdssj121405 0 17.781 18.3042 18.6793 18.9971
DES DES sdssj121405 0 17.7801 18.3047 18.6803 18.9976
DES DES sdssj121405 0 17.7805 18.3046 18.6801 18.9974
DES DES sdssj121405 0 17.7816 18.3074 18.6835 19.0013
DES DES sdssj121405 0 17.7807 18.3061 18.6817 18.9987
DES DES sdssj121405 0 17.7808 18.3054 18.6809 18.9981
DES DES sdssj121405 0 17.7805 18.3052 18.6808 18.9986
DES DES sdssj121405 0 17.7792 18.3041 18.6798 18.997
DES DES sdssj121405 0 17.7804 18.3035 18.6784 18.9955
DES DES sdssj121405 0 17.782 18.3053 18.6804 18.9977
DES DES sdssj121405 0 17.778 18.3047 18.6819 19.0004
DES DES sdssj121405 0 17.7798 18.3046 18.6804 18.998
DES DES sdssj121405 0 17.7834 18.3067 18.6818 18.9988
DES DES sdssj121405 0 17.7805 18.3049 18.6806 18.9982
DES DES sdssj121405 0 17.7817 18.3041 18.6791 18.9962
DES DES sdssj121405 0 17.7796 18.3055 18.6815 18.9989
DES DES sdssj121405 0 17.7814 18.3045 18.6797 18.9972
DES DES sdssj121405 0 17.782 18.306 18.6814 18.999
DES DES sdssj121405 0 17.7797 18.3036 18.679 18.9964
DES DES sdssj121405 0 17.7792 18.303 18.6784 18.996
DES DES sdssj121405 0 17.7816 18.3066 18.6825 19.0002
DES DES sdssj121405 0 17.779 18.3035 18.679 18.9962
DES DES sdssj121405 0 17.7812 18.305 18.6801 18.9974
DES DES sdssj121405 0 17.7803 18.3051 18.6808 18.9982
DES DES sdssj121405 0 17.7799 18.3061 18.6824 18.9999
DES DES sdssj121405 0 17.7804 18.3039 18.6788 18.9958
DES DES sdssj121405 0 17.7793 18.3042 18.6798 18.9972
DES DES sdssj121405 0 17.7772 18.3026 18.6785 18.9959
DES DES sdssj121405 0 17.7824 18.3045 18.679 18.9963
DES DES sdssj121405 0 17.7786 18.3036 18.6796 18.9973
DES DES sdssj121405 0 17.7823 18.3076 18.6837 19.0016
DES DES sdssj121405 0 17.7806 18.3036 18.6784 18.9954
DES DES sdssj121405 0 17.78 18.305 18.6812 18.9993
DES DES sdssj121405 0 17.7774 18.3028 18.6788 18.9964
DES DES sdssj121405 0 17.7799 18.3059 18.6822 18.9998
DES DES sdssj121405 0 17.7835 18.3071 18.6827 19.0005
DES DES sdssj121405 0 17.7796 18.3058 18.6818 18.9992
DES DES sdssj121405 0 17.7795 18.3044 18.6807 18.9991
DES DES sdssj121405 0 17.7805 18.3059 18.6819 18.9997
DES DES sdssj121405 0 17.7813 18.3042 18.6792 18.9967
DES DES sdssj121405 0 17.7805 18.3061 18.6821 18.9995
DES DES sdssj121405 0 17.781 18.3037 18.6784 18.9956
DES DES sdssj121405 0 17.7806 18.3061 18.682 18.9997
DES DES sdssj121405 0 17.7822 18.3061 18.6815 18.9989
DES DES sdssj121405 0 17.7811 18.3053 18.6808 18.9984
DES DES sdssj121405 0 17.781 18.3059 18.6813 18.9986
DES DES sdssj121405 0 17.7798 18.3041 18.6791 18.9959
DES DES sdssj121405 0 17.7806 18.3052 18.6806 18.9981
DES DES sdssj121405 0 17.7803 18.3057 18.6821 19.0006
DES DES sdssj121405 0 17.7794 18.305 18.6814 18.9993
DES DES sdssj121405 0 17.7776 18.3031 18.6796 18.9979
DES DES sdssj121405 0 17.7808 18.3048 18.6808 18.9988
DES DES sdssj121405 0 17.7808 18.3039 18.6782 18.9943
DES DES sdssj121405 0 17.7838 18.3075 18.6819 18.9983
DES DES sdssj121405 0 17.7794 18.3042 18.6805 18.9989
DES DES sdssj121405 0 17.7817 18.3062 18.6818 18.9992
DES DES sdssj121405 0 17.7822 18.3054 18.6803 18.9975
DES DES sdssj121405 0 17.7825 18.3062 18.6814 18.9989
DES DES sdssj121405 0 17.7805 18.3041 18.6796 18.9973
DES DES sdssj121405 0 17.7809 18.3061 18.6824 19.0005
DES DES sdssj130234 0 17.0584 17.5811 17.9539 18.2674
DES DES sdssj130234 0 17.0588 17.5799 17.9517 18.2645
DES DES sdssj130234 0 17.0594 17.5794 17.95 18.262
DES DES sdssj130234 0 17.0601 17.5807 17.9516 18.2636
DES DES sdssj130234 0 17.0579 17.5794 17.9525 18.2665
DES DES sdssj130234 0 17.0598 17.5815 17.9544 18.2685
DES DES sdssj130234 0 17.0587 17.5805 17.9534 18.2673
DES DES sdssj130234 0 17.06 17.581 17.9527 18.2655
DES DES sdssj130234 0 17.0589 17.58 17.9517 18.2645
DES DES sdssj130234 0 17.0584 17.58 17.9527 18.2664
DES DES sdssj130234 0 17.0597 17.5806 17.9522 18.2651
DES DES sdssj130234 0 17.0596 17.5808 17.9532 18.2667
DES DES sdssj130234 0 17.0582 17.5796 17.9527 18.2668
DES DES sdssj130234 0 17.0598 17.5806 17.9526 18.2659
DES DES sdssj130234 0 17.059 17.5803 17.9528 18.2665
DES DES sdssj130234 0 17.058 17.5799 17.9531 18.2671
DES DES sdssj130234 0 17.0577 17.5799 17.953 18.2669
DES DES sdssj130234 0 17.0587 17.5796 17.9517 18.265
DES DES sdssj130234 0 17.0583 17.5806 17.9536 18.2674
DES DES sdssj130234 0 17.0581 17.5796 17.9529 18.2671
DES DES sdssj130234 0 17.0585 17.5803 17.9534 18.2676
DES DES sdssj130234 0 17.06 17.5815 17.9531 18.2655
DES DES sdssj130234 0 17.0594 17.5809 17.9531 18.2663
DES DES sdssj130234 0 17.0579 17.5801 17.9537 18.2682
DES DES sdssj130234 0 17.0609 17.5825 17.9537 18.2658
