survey version standard standard_catagory shift ZTF-g ZTF-r ZTF-i ZTF-G ZTF-R ZTF-I 
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd175865_v2.fits stis_ngsl_v2 -30 4.6683 3.0922 1.3864 4.7026 3.0737 1.384
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd006734_v2.fits stis_ngsl_v2 -30 6.8 6.1416 5.9377 6.8201 6.1381 5.9374
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd038237_v2.fits stis_ngsl_v2 -30 7.1212 7.2178 7.3765 7.1231 7.2199 7.3768
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd072184_v2.fits stis_ngsl_v2 -30 6.3658 5.4905 5.2324 6.3929 5.4862 5.2319
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd052089_v2.fits stis_ngsl_v2 -30 1.2978 1.7509 2.0733 1.2902 1.7549 2.074
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd086322_v2.fits stis_ngsl_v2 -30 7.3383 6.5305 6.2768 7.3632 6.5261 6.2765
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd137909_v2.fits stis_ngsl_v2 -30 3.807 3.8292 4.0084 3.8114 3.8314 4.0088
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd173158_v2.fits stis_ngsl_v2 -30 8.6927 7.2736 6.7226 8.7274 7.2655 6.7216
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd121146_v2.fits stis_ngsl_v2 -30 6.9131 5.9321 5.6098 6.9414 5.9268 5.6093
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd+75d325_v2.fits stis_ngsl_v2 -30 9.2492 9.8104 10.2449 9.2386 9.8159 10.2458
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd017361_v2.fits stis_ngsl_v2 -30 4.9975 4.1212 3.8565 5.0243 4.1167 3.856
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd592723_v2.fits stis_ngsl_v2 -30 10.6367 10.3282 10.2441 10.6456 10.3266 10.2441
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd166229_v2.fits stis_ngsl_v2 -30 5.9906 5.0931 4.8185 6.0184 5.0886 4.818
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd164967_v2.fits stis_ngsl_v2 -30 7.147 7.2673 7.4212 7.1471 7.2694 7.4215
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd224926_v2.fits stis_ngsl_v2 -30 4.9283 5.2877 5.5941 4.9227 5.2916 5.5947
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_cd-259286_v2.fits stis_ngsl_v2 -30 11.1347 10.8167 10.7429 11.144 10.8153 10.7428
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd071160_v2.fits stis_ngsl_v2 -30 8.6687 7.4023 6.9182 8.7035 7.395 6.9174
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd106304_v2.fits stis_ngsl_v2 -30 8.9364 9.1726 9.3961 8.9341 9.1756 9.3965
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g187-40_v2.fits stis_ngsl_v2 -30 10.7464 10.4018 10.3226 10.7575 10.4003 10.3225
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd019787_v2.fits stis_ngsl_v2 -30 4.7753 3.9844 3.7589 4.8002 3.9805 3.7585
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g231-52_v2.fits stis_ngsl_v2 -30 10.6795 10.2402 10.1099 10.6927 10.2379 10.1098
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd141851_v2.fits stis_ngsl_v2 -30 5.0597 5.1758 5.3409 5.0601 5.1779 5.3413
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd082734_v2.fits stis_ngsl_v2 -30 5.4268 4.6668 4.4619 5.4516 4.6631 4.4616
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd163641_v2.fits stis_ngsl_v2 -30 6.1456 6.3801 6.6054 6.1429 6.3831 6.6059
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd176232_v2.fits stis_ngsl_v2 -30 6.0293 6.0601 6.2136 6.0327 6.062 6.2139
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd005256_v2.fits stis_ngsl_v2 -30 9.0465 8.4935 8.3345 9.0638 8.4907 8.3343
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd003712_v2.fits stis_ngsl_v2 -30 3.1277 2.363 2.1159 3.1547 2.3589 2.1154
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd101013_v2.fits stis_ngsl_v2 -30 6.552 5.7809 5.5691 6.5788 5.7773 5.5688
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd109387_v2.fits stis_ngsl_v2 -30 3.6352 3.9173 4.1323 3.6302 3.9197 4.1327
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd118055_v2.fits stis_ngsl_v2 -30 9.4822 8.3843 7.9374 9.5115 8.3772 7.9367
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd194093_v2.fits stis_ngsl_v2 -30 2.4474 2.0426 1.9633 2.4618 2.041 1.9632
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd191277_v2.fits stis_ngsl_v2 -30 5.9357 4.9664 4.6642 5.9642 4.9613 4.6637
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd010380_v2.fits stis_ngsl_v2 -30 5.0747 3.9245 3.5214 5.1072 3.9181 3.5207
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd034816_v2.fits stis_ngsl_v2 -30 4.0355 4.5499 4.9449 4.0271 4.5549 4.9457
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd000319_v2.fits stis_ngsl_v2 -30 5.8672 5.9984 6.1584 5.8679 6.0005 6.1587
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd105452_v2.fits stis_ngsl_v2 -30 4.0552 3.9553 4.0051 4.0609 3.9557 4.0053
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd111464_v2.fits stis_ngsl_v2 -30 7.2531 6.0464 5.5911 7.2862 6.0393 5.5903
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd019656_v2.fits stis_ngsl_v2 -30 5.1305 4.2662 4.0195 5.1578 4.262 4.0191
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd058343_v2.fits stis_ngsl_v2 -30 4.9323 5.1431 5.3548 4.9296 5.1456 5.3552
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd138716_v2.fits stis_ngsl_v2 -30 5.1366 4.3544 4.1445 5.1607 4.3507 4.1442
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd196426_v2.fits stis_ngsl_v2 -30 6.0343 6.38 6.658 6.0292 6.3836 6.6586
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd020630_v2.fits stis_ngsl_v2 -30 5.1083 4.6408 4.521 5.123 4.6385 4.5208
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g192-43_v2.fits stis_ngsl_v2 -30 10.4785 10.2203 10.1888 10.487 10.2195 10.1888
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd055057_v2.fits stis_ngsl_v2 -30 5.4597 5.3898 5.4594 5.4646 5.3905 5.4596
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g17-25_v2.fits stis_ngsl_v2 -30 9.9385 9.362 9.1677 9.9551 9.3589 9.1674
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd193281_v2.fits stis_ngsl_v2 -30 6.6609 6.8066 6.9687 6.6608 6.8089 6.969
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd134440_v2.fits stis_ngsl_v2 -30 9.8084 9.0963 8.859 9.8275 9.0923 8.8586
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd036960_v2.fits stis_ngsl_v2 -30 4.496 4.9967 5.3822 4.4878 5.0016 5.383
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd041661_v2.fits stis_ngsl_v2 -30 7.5967 7.3357 7.3268 7.6056 7.335 7.3269
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd720094_v2.fits stis_ngsl_v2 -30 10.0771 9.8137 9.7481 10.0851 9.8124 9.748
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd094028_v2.fits stis_ngsl_v2 -30 8.3743 8.0587 7.9843 8.3837 8.0572 7.9842
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd006229_v2.fits stis_ngsl_v2 -30 8.8999 8.3412 8.1364 8.9165 8.3379 8.1361
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd122064_v2.fits stis_ngsl_v2 -30 6.9512 6.0671 5.8177 6.9749 6.0627 5.8173
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd102780_v2.fits stis_ngsl_v2 -30 8.9847 7.5579 6.8663 9.0223 7.5485 6.8651
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd128000_v2.fits stis_ngsl_v2 -30 6.4561 5.128 4.5772 6.4919 5.12 4.5763
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd170973_v2.fits stis_ngsl_v2 -30 6.2826 6.526 6.7842 6.2793 6.5293 6.7847
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd142091_v2.fits stis_ngsl_v2 -30 5.2265 4.4361 4.2111 5.2505 4.4321 4.2108
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd021742_v2.fits stis_ngsl_v2 -30 8.3544 7.7303 7.5814 8.3744 7.7274 7.5811
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd090862_v2.fits stis_ngsl_v2 -30 9.3056 8.0545 7.558 9.3404 8.0469 7.5572
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd017081_v2.fits stis_ngsl_v2 -30 4.0379 4.4114 4.7136 4.0322 4.4153 4.7142
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd224801_v2.fits stis_ngsl_v2 -30 6.244 6.5148 6.779 6.24 6.5182 6.7796
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd167105_v2.fits stis_ngsl_v2 -30 8.9989 9.2436 9.4974 8.9967 9.247 9.4979
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd019445_v2.fits stis_ngsl_v2 -30 8.1919 7.8843 7.7975 8.2011 7.8827 7.7975
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd047839_v2.fits stis_ngsl_v2 -30 4.4242 4.9293 5.3141 4.4163 4.9341 5.3148
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd072505_v2.fits stis_ngsl_v2 -30 6.7731 5.8328 5.5487 6.802 5.828 5.5482
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd193495_v2.fits stis_ngsl_v2 -30 3.4182 2.7966 2.5883 3.4364 2.7931 2.5879
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd292091_v2.fits stis_ngsl_v2 -30 10.4858 10.1397 10.0557 10.4964 10.138 10.0556
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd018769_v2.fits stis_ngsl_v2 -30 5.8562 5.9674 6.1451 5.8574 5.9696 6.1455
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd660268_v2.fits stis_ngsl_v2 -30 10.32 9.9002 9.7575 10.3332 9.8979 9.7573
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g234-28_v2.fits stis_ngsl_v2 -30 11.2722 10.9592 10.8934 11.2818 10.9579 10.8933
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd190360_v2.fits stis_ngsl_v2 -30 6.0562 5.5419 5.4245 6.0736 5.5397 5.4243
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd132475_v2.fits stis_ngsl_v2 -30 8.767 8.3755 8.2434 8.7779 8.3732 8.2433
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd195434_v2.fits stis_ngsl_v2 -30 9.7028 8.946 8.6585 9.7228 8.9417 8.6581
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd185351_v2.fits stis_ngsl_v2 -30 5.5688 4.8607 4.668 5.5911 4.8572 4.6677
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd029574_v2.fits stis_ngsl_v2 -30 9.0175 7.7702 7.2414 9.0485 7.762 7.2406
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g196-48_v2.fits stis_ngsl_v2 -30 10.5336 10.169 10.0676 10.5443 10.1671 10.0675
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g114-26_v2.fits stis_ngsl_v2 -30 9.8178 9.4954 9.412 9.8273 9.4938 9.4119
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g019-013_v2.fits stis_ngsl_v2 -30 8.2644 7.1799 6.7806 8.2894 7.174 6.78
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd160346_v2.fits stis_ngsl_v2 -30 6.9331 6.1339 5.8684 6.9551 6.1298 5.868
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd003360_v2.fits stis_ngsl_v2 -30 3.4286 3.8847 4.2349 3.4208 3.8892 4.2356
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd074088_v2.fits stis_ngsl_v2 -30 7.5135 6.0626 5.4446 7.5509 6.0536 5.4435
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd078479_v2.fits stis_ngsl_v2 -30 7.7268 6.7567 6.4644 7.7564 6.7518 6.4639
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd174708_v2.fits stis_ngsl_v2 -30 9.6594 9.3953 9.3507 9.668 9.3944 9.3507
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd188262_v2.fits stis_ngsl_v2 -30 8.0711 7.3924 7.1701 8.0891 7.3888 7.1698
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd+381670_v2.fits stis_ngsl_v2 -30 9.6641 9.2228 9.0701 9.6781 9.2205 9.0698
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd065714_v2.fits stis_ngsl_v2 -30 6.2965 5.5363 5.3207 6.321 5.5324 5.3204
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd201601_v2.fits stis_ngsl_v2 -30 4.7489 4.7215 4.8454 4.7537 4.7229 4.8457
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd164058_v2.fits stis_ngsl_v2 -30 2.9617 1.6597 1.1121 2.9975 1.6517 1.1112
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd034078_v2.fits stis_ngsl_v2 -30 6.0437 5.9194 5.9385 6.0473 5.9195 5.9386
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd115617_v2.fits stis_ngsl_v2 -30 5.0101 4.493 4.3675 5.026 4.4906 4.3673
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd036702_v2.fits stis_ngsl_v2 -30 8.9066 7.8696 7.471 8.9344 7.8632 7.4704
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g021-024_v2.fits stis_ngsl_v2 -30 9.4983 8.2617 7.8015 9.5266 8.2552 7.8007
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd063791_v2.fits stis_ngsl_v2 -30 8.3035 7.5526 7.2616 8.3241 7.548 7.2612
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd215665_v2.fits stis_ngsl_v2 -30 4.4288 3.619 3.3812 4.4549 3.6149 3.3808
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd097633_v2.fits stis_ngsl_v2 -30 3.1757 3.4446 3.6784 3.1727 3.4478 3.6788
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd112413_v2.fits stis_ngsl_v2 -30 2.7314 3.072 3.3623 2.7261 3.0759 3.3629
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd200905_v2.fits stis_ngsl_v2 -30 4.4762 3.0677 2.4843 4.5146 3.0591 2.4834
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd008724_v2.fits stis_ngsl_v2 -30 8.8027 7.944 7.603 8.8259 7.9386 7.6025
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd031421_v2.fits stis_ngsl_v2 -30 4.6015 3.6828 3.3621 4.6296 3.6776 3.3616
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd212516_v2.fits stis_ngsl_v2 -30 9.5439 8.0589 7.2162 9.582 8.0481 7.2148
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd200081_v2.fits stis_ngsl_v2 -30 8.2797 7.6803 7.4962 8.2979 7.6771 7.496
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd-122669_v2.fits stis_ngsl_v2 -30 10.2972 10.1666 10.1915 10.3025 10.1666 10.1917
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd012533_v2.fits stis_ngsl_v2 -30 2.8667 1.7907 1.4459 2.9007 1.7851 1.4453
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd196662_v2.fits stis_ngsl_v2 -30 5.6244 5.9904 6.3239 5.6192 5.9947 6.3245
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd008890_v2.fits stis_ngsl_v2 -30 2.2076 1.8353 1.7909 2.2206 1.8341 1.7909
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd174966_v2.fits stis_ngsl_v2 -30 7.7587 7.7248 7.8349 7.7628 7.7261 7.8352
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd191026_v2.fits stis_ngsl_v2 -30 5.7311 5.0803 4.9026 5.7513 5.0771 4.9023
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd004128_v2.fits stis_ngsl_v2 -30 2.5682 1.847 1.6577 2.5924 1.8435 1.6574
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd114330_v2.fits stis_ngsl_v2 -30 4.449 4.682 4.9635 4.4462 4.6856 4.9641
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd164353_v2.fits stis_ngsl_v2 -30 3.8809 4.0541 4.2485 3.8786 4.0565 4.2489
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd183915_v2.fits stis_ngsl_v2 -30 7.9066 6.8596 6.5222 7.9393 6.8542 6.5217
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd138749_v2.fits stis_ngsl_v2 -30 4.087 4.4621 4.7642 4.0811 4.4659 4.7648
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd019308_v2.fits stis_ngsl_v2 -30 7.6326 7.1841 7.1142 7.6474 7.1824 7.1141
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd163346_v2.fits stis_ngsl_v2 -30 7.0755 6.6232 6.4659 7.0869 6.6207 6.4657
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd033793_v2.fits stis_ngsl_v2 -30 9.6523 8.1519 7.3325 9.6868 8.1432 7.3313
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd092860_v2.fits stis_ngsl_v2 -30 11.2026 10.7692 10.6414 11.2152 10.7669 10.6412
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd000358_v2.fits stis_ngsl_v2 -30 1.8894 2.237 2.5336 1.8844 2.2408 2.5342
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd106516_v2.fits stis_ngsl_v2 -30 6.2567 5.977 5.9133 6.2655 5.9757 5.9133
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd126661_v2.fits stis_ngsl_v2 -30 5.3793 5.412 5.5479 5.3829 5.4137 5.5482
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd037828_v2.fits stis_ngsl_v2 -30 7.3942 6.4588 6.0761 7.4208 6.4528 6.0755
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd005916_v2.fits stis_ngsl_v2 -30 7.2414 6.558 6.3284 7.2623 6.5542 6.328
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd006755_v2.fits stis_ngsl_v2 -30 8.0563 7.4879 7.2825 8.0726 7.4845 7.2822
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd183324_v2.fits stis_ngsl_v2 -30 5.8709 6.09 6.3246 5.87 6.0933 6.3251
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd037216_v2.fits stis_ngsl_v2 -30 8.1549 7.6248 7.5106 8.1722 7.6225 7.5105
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_viwcom_v2.fits stis_ngsl_v2 -30 8.8215 7.3111 5.8416 8.858 7.2945 5.8396
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd109995_v2.fits stis_ngsl_v2 -30 7.4811 7.6787 7.8554 7.4798 7.6811 7.8558
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd123657_v2.fits stis_ngsl_v2 -30 5.8272 4.3378 2.8378 5.8633 4.321 2.8356
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd018907_v2.fits stis_ngsl_v2 -30 6.189 5.6066 5.4161 6.2073 5.6034 5.4158
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd087140_v2.fits stis_ngsl_v2 -30 9.2833 8.7258 8.5074 9.2989 8.7223 8.5071
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd095418_v2.fits stis_ngsl_v2 -30 2.2745 2.506 2.738 2.2712 2.509 2.7385
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd148513_v2.fits stis_ngsl_v2 -30 6.0765 4.8256 4.3669 6.1113 4.8185 4.3661
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd169191_v2.fits stis_ngsl_v2 -30 5.8181 4.7795 4.4396 5.8482 4.7738 4.4391
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd095241_v2.fits stis_ngsl_v2 -30 6.2237 5.8412 5.7429 6.2359 5.8393 5.7428
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd023439_v2.fits stis_ngsl_v2 -30 8.4506 7.8618 7.6727 8.4673 7.8586 7.6724
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_lhs10_v2.fits stis_ngsl_v2 -30 13.4634 11.6875 9.4903 13.5106 11.6655 9.4873
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g260-36_v2.fits stis_ngsl_v2 -30 11.6355 10.9174 10.706 11.6569 10.9137 10.7057
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd128987_v2.fits stis_ngsl_v2 -30 7.6061 7.0965 6.9911 7.6225 7.0943 6.991
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd025975_v2.fits stis_ngsl_v2 -30 6.4838 5.7726 5.5912 6.5065 5.7693 5.5909
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd022049_v2.fits stis_ngsl_v2 -30 4.0892 3.3895 3.2015 4.1096 3.3861 3.2012
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd119971_v2.fits stis_ngsl_v2 -30 6.0878 4.92 4.4732 6.1196 4.9129 4.4725
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd073710_v2.fits stis_ngsl_v2 -30 6.8576 6.0887 5.8715 6.8825 6.0849 5.8711
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd149161_v2.fits stis_ngsl_v2 -30 5.5659 4.2319 3.6722 5.601 4.2238 3.6712
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd079349_v2.fits stis_ngsl_v2 -30 9.2484 7.8685 7.2217 9.2841 7.8596 7.2206
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd217357_v2.fits stis_ngsl_v2 -30 8.5866 7.2379 6.6552 8.6163 7.2302 6.6543
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd111786_v2.fits stis_ngsl_v2 -30 6.144 6.1311 6.1932 6.1468 6.1318 6.1934
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd166991_v2.fits stis_ngsl_v2 -30 6.7501 6.9045 7.0851 6.7502 6.9069 7.0855
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd059612_v2.fits stis_ngsl_v2 -30 4.8821 4.867 4.9294 4.8852 4.8678 4.9296
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd093329_v2.fits stis_ngsl_v2 -30 8.6837 8.8538 9.0281 8.6828 8.8562 9.0285
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd086986_v2.fits stis_ngsl_v2 -30 7.9318 8.0461 8.1803 7.9318 8.0479 8.1806
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd039833_v2.fits stis_ngsl_v2 -30 7.8707 7.4382 7.3523 7.8845 7.4363 7.3522
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_gl15b_v2.fits stis_ngsl_v2 -30 8.9209 7.4005 6.4704 8.9547 7.3901 6.4689
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd001461_v2.fits stis_ngsl_v2 -30 6.7097 6.2577 6.1595 6.725 6.2557 6.1594
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g18-54_v2.fits stis_ngsl_v2 -30 10.91 10.5592 10.4693 10.9206 10.5575 10.4693
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd124425_v2.fits stis_ngsl_v2 -30 6.0424 5.7695 5.7324 6.0518 5.7684 5.7324
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd068988_v2.fits stis_ngsl_v2 -30 8.4473 8.002 7.9209 8.4617 8.0001 7.9208
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd155763_v2.fits stis_ngsl_v2 -30 2.9604 3.3288 3.6308 2.9549 3.3327 3.6314
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd058551_v2.fits stis_ngsl_v2 -30 6.6767 6.4014 6.3519 6.686 6.4002 6.3519
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd017072_v2.fits stis_ngsl_v2 -30 6.8485 6.3578 6.187 6.8625 6.3549 6.1868
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd284248_v2.fits stis_ngsl_v2 -30 9.3931 9.122 9.0839 9.4015 9.121 9.0839
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd037202_v2.fits stis_ngsl_v2 -30 2.6785 3.0816 3.391 2.6716 3.0851 3.3914
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd018078_v2.fits stis_ngsl_v2 -30 8.2557 8.2274 8.3476 8.2584 8.2289 8.3479
