survey version standard standard_catagory shift ZTF-g ZTF-r ZTF-i 
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd020630_v2.fits stis_ngsl_v2 -50 5.129 4.644 4.522
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g192-43_v2.fits stis_ngsl_v2 -50 10.491 10.221 10.189
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd055057_v2.fits stis_ngsl_v2 -50 5.467 5.389 5.458
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g17-25_v2.fits stis_ngsl_v2 -50 9.963 9.366 9.169
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd193281_v2.fits stis_ngsl_v2 -50 6.662 6.804 6.967
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd134440_v2.fits stis_ngsl_v2 -50 9.837 9.101 8.861
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd036960_v2.fits stis_ngsl_v2 -50 4.484 4.991 5.378
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd041661_v2.fits stis_ngsl_v2 -50 7.61 7.337 7.326
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd720094_v2.fits stis_ngsl_v2 -50 10.089 9.815 9.748
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd094028_v2.fits stis_ngsl_v2 -50 8.388 8.061 7.985
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd006229_v2.fits stis_ngsl_v2 -50 8.924 8.345 8.138
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd122064_v2.fits stis_ngsl_v2 -50 6.988 6.073 5.82
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd102780_v2.fits stis_ngsl_v2 -50 9.049 7.567 6.875
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd128000_v2.fits stis_ngsl_v2 -50 6.515 5.137 4.584
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd170973_v2.fits stis_ngsl_v2 -50 6.278 6.522 6.781
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd142091_v2.fits stis_ngsl_v2 -50 5.261 4.441 4.213
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd021742_v2.fits stis_ngsl_v2 -50 8.383 7.734 7.583
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd090862_v2.fits stis_ngsl_v2 -50 9.361 8.063 7.563
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd017081_v2.fits stis_ngsl_v2 -50 4.03 4.407 4.71
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd224801_v2.fits stis_ngsl_v2 -50 6.239 6.511 6.776
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd167105_v2.fits stis_ngsl_v2 -50 8.997 9.24 9.495
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd019445_v2.fits stis_ngsl_v2 -50 8.206 7.886 7.798
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd047839_v2.fits stis_ngsl_v2 -50 4.412 4.923 5.31
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd072505_v2.fits stis_ngsl_v2 -50 6.816 5.839 5.552
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd193495_v2.fits stis_ngsl_v2 -50 3.444 2.801 2.59
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd292091_v2.fits stis_ngsl_v2 -50 10.501 10.142 10.056
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd018769_v2.fits stis_ngsl_v2 -50 5.859 5.965 6.143
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd660268_v2.fits stis_ngsl_v2 -50 10.339 9.903 9.759
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g234-28_v2.fits stis_ngsl_v2 -50 11.287 10.961 10.894
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd190360_v2.fits stis_ngsl_v2 -50 6.081 5.545 5.425
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd132475_v2.fits stis_ngsl_v2 -50 8.783 8.378 8.244
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd195434_v2.fits stis_ngsl_v2 -50 9.733 8.951 8.661
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd185351_v2.fits stis_ngsl_v2 -50 5.601 4.865 4.67
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd029574_v2.fits stis_ngsl_v2 -50 9.066 7.78 7.247
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g196-48_v2.fits stis_ngsl_v2 -50 10.55 10.171 10.068
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g114-26_v2.fits stis_ngsl_v2 -50 9.832 9.497 9.413
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g019-013_v2.fits stis_ngsl_v2 -50 8.308 7.187 6.785
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd160346_v2.fits stis_ngsl_v2 -50 6.967 6.139 5.871
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd003360_v2.fits stis_ngsl_v2 -50 3.417 3.879 4.231
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd074088_v2.fits stis_ngsl_v2 -50 7.575 6.073 5.452
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd078479_v2.fits stis_ngsl_v2 -50 7.771 6.763 6.468
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd174708_v2.fits stis_ngsl_v2 -50 9.672 9.397 9.351
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd188262_v2.fits stis_ngsl_v2 -50 8.098 7.397 7.173
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd+381670_v2.fits stis_ngsl_v2 -50 9.684 9.226 9.072
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd065714_v2.fits stis_ngsl_v2 -50 6.331 5.541 5.323
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd201601_v2.fits stis_ngsl_v2 -50 4.758 4.72 4.843
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd164058_v2.fits stis_ngsl_v2 -50 3.02 1.668 1.118
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd034078_v2.fits stis_ngsl_v2 -50 6.05 5.919 5.938
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd115617_v2.fits stis_ngsl_v2 -50 5.033 4.496 4.368
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd036702_v2.fits stis_ngsl_v2 -50 8.949 7.877 7.475
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g021-024_v2.fits stis_ngsl_v2 -50 9.548 8.27 7.806
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd063791_v2.fits stis_ngsl_v2 -50 8.334 7.558 7.264
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd215665_v2.fits stis_ngsl_v2 -50 4.466 3.624 3.384
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd097633_v2.fits stis_ngsl_v2 -50 3.172 3.441 3.676
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd112413_v2.fits stis_ngsl_v2 -50 2.724 3.068 3.359
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd200905_v2.fits stis_ngsl_v2 -50 4.539 3.077 2.491
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd008724_v2.fits stis_ngsl_v2 -50 8.837 7.951 7.606
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd031421_v2.fits stis_ngsl_v2 -50 4.643 3.689 3.365
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd212516_v2.fits stis_ngsl_v2 -50 9.611 8.069 7.227
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd200081_v2.fits stis_ngsl_v2 -50 8.306 7.684 7.498
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd-122669_v2.fits stis_ngsl_v2 -50 10.306 10.167 10.191
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd012533_v2.fits stis_ngsl_v2 -50 2.918 1.797 1.45
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd196662_v2.fits stis_ngsl_v2 -50 5.617 5.985 6.32
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd008890_v2.fits stis_ngsl_v2 -50 2.227 1.837 1.791
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd174966_v2.fits stis_ngsl_v2 -50 7.766 7.724 7.833
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd191026_v2.fits stis_ngsl_v2 -50 5.76 5.084 4.904
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd004128_v2.fits stis_ngsl_v2 -50 2.603 1.851 1.66
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd114330_v2.fits stis_ngsl_v2 -50 4.445 4.678 4.96
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd164353_v2.fits stis_ngsl_v2 -50 3.878 4.051 4.246
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd183915_v2.fits stis_ngsl_v2 -50 7.955 6.866 6.526
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd138749_v2.fits stis_ngsl_v2 -50 4.078 4.457 4.761
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd019308_v2.fits stis_ngsl_v2 -50 7.654 7.187 7.114
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd163346_v2.fits stis_ngsl_v2 -50 7.094 6.626 6.467
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd033793_v2.fits stis_ngsl_v2 -50 9.715 8.164 7.341
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd092860_v2.fits stis_ngsl_v2 -50 11.221 10.772 10.642
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd000358_v2.fits stis_ngsl_v2 -50 1.882 2.232 2.53
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd106516_v2.fits stis_ngsl_v2 -50 6.27 5.979 5.913
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd126661_v2.fits stis_ngsl_v2 -50 5.386 5.41 5.546
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd037828_v2.fits stis_ngsl_v2 -50 7.433 6.466 6.08
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd005916_v2.fits stis_ngsl_v2 -50 7.271 6.563 6.331
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd006755_v2.fits stis_ngsl_v2 -50 8.08 7.492 7.284
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd183324_v2.fits stis_ngsl_v2 -50 5.872 6.086 6.322
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd037216_v2.fits stis_ngsl_v2 -50 8.18 7.628 7.511
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_viwcom_v2.fits stis_ngsl_v2 -50 8.892 7.324 5.859
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd109995_v2.fits stis_ngsl_v2 -50 7.48 7.676 7.853
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd123657_v2.fits stis_ngsl_v2 -50 5.898 4.35 2.856
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd018907_v2.fits stis_ngsl_v2 -50 6.215 5.611 5.418
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd087140_v2.fits stis_ngsl_v2 -50 9.306 8.73 8.509
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd095418_v2.fits stis_ngsl_v2 -50 2.271 2.503 2.735
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd148513_v2.fits stis_ngsl_v2 -50 6.132 4.834 4.372
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd169191_v2.fits stis_ngsl_v2 -50 5.863 4.786 4.443
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd095241_v2.fits stis_ngsl_v2 -50 6.241 5.844 5.743
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd023439_v2.fits stis_ngsl_v2 -50 8.475 7.866 7.674
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_lhs10_v2.fits stis_ngsl_v2 -50 13.561 11.706 9.512
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g260-36_v2.fits stis_ngsl_v2 -50 11.667 10.922 10.708
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd128987_v2.fits stis_ngsl_v2 -50 7.63 7.099 6.992
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd025975_v2.fits stis_ngsl_v2 -50 6.516 5.777 5.593
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd022049_v2.fits stis_ngsl_v2 -50 4.119 3.394 3.203
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd119971_v2.fits stis_ngsl_v2 -50 6.137 4.928 4.478
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd073710_v2.fits stis_ngsl_v2 -50 6.893 6.093 5.874
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd149161_v2.fits stis_ngsl_v2 -50 5.624 4.241 3.679
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd079349_v2.fits stis_ngsl_v2 -50 9.309 7.878 7.23
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd217357_v2.fits stis_ngsl_v2 -50 8.64 7.248 6.661
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd111786_v2.fits stis_ngsl_v2 -50 6.149 6.13 6.192
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd166991_v2.fits stis_ngsl_v2 -50 6.752 6.902 7.083
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd059612_v2.fits stis_ngsl_v2 -50 4.886 4.866 4.93
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd093329_v2.fits stis_ngsl_v2 -50 8.684 8.851 9.026
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd086986_v2.fits stis_ngsl_v2 -50 7.933 8.044 8.179
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd039833_v2.fits stis_ngsl_v2 -50 7.891 7.441 7.353
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_gl15b_v2.fits stis_ngsl_v2 -50 8.979 7.413 6.481
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd001461_v2.fits stis_ngsl_v2 -50 6.731 6.26 6.16
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g18-54_v2.fits stis_ngsl_v2 -50 10.926 10.561 10.47
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd124425_v2.fits stis_ngsl_v2 -50 6.056 5.771 5.732
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd068988_v2.fits stis_ngsl_v2 -50 8.468 8.005 7.921
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd155763_v2.fits stis_ngsl_v2 -50 2.952 3.324 3.627
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd058551_v2.fits stis_ngsl_v2 -50 6.69 6.403 6.352
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd017072_v2.fits stis_ngsl_v2 -50 6.869 6.361 6.188
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd284248_v2.fits stis_ngsl_v2 -50 9.406 9.123 9.084
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd037202_v2.fits stis_ngsl_v2 -50 2.668 3.077 3.388
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd018078_v2.fits stis_ngsl_v2 -50 8.261 8.226 8.346
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_mmj6490_v2.fits stis_ngsl_v2 -50 10.861 11.031 11.231
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd126511_v2.fits stis_ngsl_v2 -50 8.682 8.113 7.975
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd079158_v2.fits stis_ngsl_v2 -50 5.102 5.457 5.774
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd110073_v2.fits stis_ngsl_v2 -50 4.504 4.83 5.144
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_cd-691618_v2.fits stis_ngsl_v2 -50 9.083 9.475 9.802
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd423607_v2.fits stis_ngsl_v2 -50 10.443 10.148 10.09
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd187879_v2.fits stis_ngsl_v2 -50 5.527 5.808 6.059
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd203638_v2.fits stis_ngsl_v2 -50 5.905 4.958 4.687
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_vgkcom_v2.fits stis_ngsl_v2 -50 7.631 6.075 4.557
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_mmj6476_v2.fits stis_ngsl_v2 -50 11.359 11.285 11.37
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd055496_v2.fits stis_ngsl_v2 -50 8.842 8.11 7.882
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd126614_v2.fits stis_ngsl_v2 -50 9.148 8.541 8.418
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd099648_v2.fits stis_ngsl_v2 -50 5.418 4.639 4.43
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd+413306_v2.fits stis_ngsl_v2 -50 9.235 8.594 8.389
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd170737_v2.fits stis_ngsl_v2 -50 8.486 7.833 7.605
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g63-26_v2.fits stis_ngsl_v2 -50 12.414 12.112 12.074
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd076291_v2.fits stis_ngsl_v2 -50 6.25 5.331 5.041
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd345957_v2.fits stis_ngsl_v2 -50 9.102 8.729 8.61
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd078362_v2.fits stis_ngsl_v2 -50 4.734 4.593 4.67
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd442051_v2.fits stis_ngsl_v2 -50 9.59 8.063 7.166
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd142703_v2.fits stis_ngsl_v2 -50 6.135 6.087 6.146
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_vbnvul_v2.fits stis_ngsl_v2 -50 10.89 10.353 10.112
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd166283_v2.fits stis_ngsl_v2 -50 7.807 7.817 7.951
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd137759_v2.fits stis_ngsl_v2 -50 4.093 3.295 3.028
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd175156_v2.fits stis_ngsl_v2 -50 5.091 5.092 5.178
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd037763_v2.fits stis_ngsl_v2 -50 5.718 4.772 4.495
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd044007_v2.fits stis_ngsl_v2 -50 8.436 7.739 7.479
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd101107_v2.fits stis_ngsl_v2 -50 5.697 5.553 5.593
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd187111_v2.fits stis_ngsl_v2 -50 8.36 7.248 6.796
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd038510_v2.fits stis_ngsl_v2 -50 8.39 8.032 7.942
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd063077_v2.fits stis_ngsl_v2 -50 5.585 5.224 5.129
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd175305_v2.fits stis_ngsl_v2 -50 7.664 7.101 6.921
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd124547_v2.fits stis_ngsl_v2 -50 5.515 4.316 3.911
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd015089_v2.fits stis_ngsl_v2 -50 4.589 4.795 5.071
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd013520_v2.fits stis_ngsl_v2 -50 5.526 4.198 3.714
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd019019_v2.fits stis_ngsl_v2 -50 7.12 6.746 6.687
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd190073_v2.fits stis_ngsl_v2 -50 7.771 7.873 8.004
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd175805_v2.fits stis_ngsl_v2 -50 7.872 7.539 7.521
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd194453_v2.fits stis_ngsl_v2 -50 6.612 6.894 7.142
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd061064_v2.fits stis_ngsl_v2 -50 5.2 4.96 4.998
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd134439_v2.fits stis_ngsl_v2 -50 9.792 9.26 9.09
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd026630_v2.fits stis_ngsl_v2 -50 4.589 3.786 3.542
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd096446_v2.fits stis_ngsl_v2 -50 6.474 6.865 7.176
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g180-24_v2.fits stis_ngsl_v2 -50 10.048 9.736 9.642
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd080607_v2.fits stis_ngsl_v2 -50 9.442 8.859 8.741
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd141795_v2.fits stis_ngsl_v2 -50 3.663 3.766 3.951
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd157244_v2.fits stis_ngsl_v2 -50 3.564 2.313 1.934
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd111515_v2.fits stis_ngsl_v2 -50 8.4 7.895 7.75
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd107582_v2.fits stis_ngsl_v2 -50 8.45 8.0 7.881
ZTF ZTF spectra/calspec23/bd26d2606_stis_006.fits calspec23 -50 9.871 9.585 9.502
ZTF ZTF spectra/calspec23/wd0308_565_stis_009.fits calspec23 -50 13.927 14.339 14.673
ZTF ZTF spectra/calspec23/sdss132811_stis_004.fits calspec23 -50 17.006 17.262 17.515
ZTF ZTF spectra/calspec23/hz21_stis_007.fits calspec23 -50 14.375 14.949 15.377
ZTF ZTF spectra/calspec23/gj7541a_stis_004.fits calspec23 -50 12.218 12.391 12.601
ZTF ZTF spectra/calspec23/ngc6681_3_stis_002.fits calspec23 -50 16.662 nan nan
ZTF ZTF spectra/calspec23/16cygb_stis_004.fits calspec23 -50 6.496 6.028 5.92
ZTF ZTF spectra/calspec23/hd38949_stis_007.fits calspec23 -50 8.013 7.632 7.558
ZTF ZTF spectra/calspec23/hd115169_stis_003.fits calspec23 -50 9.504 9.054 8.943
ZTF ZTF spectra/calspec23/feige34_stis_006.fits calspec23 -50 10.856 11.436 11.826
ZTF ZTF spectra/calspec23/18sco_stis_005.fits calspec23 -50 5.742 5.301 5.196
ZTF ZTF spectra/calspec23/ngc6681_9_stis_002.fits calspec23 -50 15.727 nan nan
ZTF ZTF spectra/calspec23/hd209458_stisnic_008.fits calspec23 -50 7.854 7.499 7.437
ZTF ZTF spectra/calspec23/wd0320_539_stis_005.fits calspec23 -50 14.682 15.208 15.619
ZTF ZTF spectra/calspec23/mucol_stis_007.fits calspec23 -50 4.865 5.398 5.803
ZTF ZTF spectra/calspec23/ngc6681_12_stis_002.fits calspec23 -50 16.988 nan nan
ZTF ZTF spectra/calspec23/hz43_stis_005.fits calspec23 -50 12.619 13.184 13.606
ZTF ZTF spectra/calspec23/hd101452_stis_003.fits calspec23 -50 7.582 7.517 7.598
ZTF ZTF spectra/calspec23/ngc2506g31_stis_003.fits calspec23 -50 18.217 17.703 17.566
ZTF ZTF spectra/calspec23/hd158485_stis_005.fits calspec23 -50 6.439 6.562 6.726
ZTF ZTF spectra/calspec23/ksi2ceti_stis_006.fits calspec23 -50 4.109 4.431 4.703
ZTF ZTF spectra/calspec23/hd37962_stis_010.fits calspec23 -50 8.1 7.653 7.543
ZTF ZTF spectra/calspec23/ngc6681_10_stis_002.fits calspec23 -50 18.149 nan nan
ZTF ZTF spectra/calspec23/hd116405_stis_006.fits calspec23 -50 8.153 8.481 8.761
ZTF ZTF spectra/calspec23/hd009051_stis_007.fits calspec23 -50 9.311 8.653 8.399
ZTF ZTF spectra/calspec23/ngc6681_4_stis_002.fits calspec23 -50 15.87 nan nan
ZTF ZTF spectra/calspec23/hd55677_stis_004.fits calspec23 -50 9.369 9.544 9.73
ZTF ZTF spectra/calspec23/feige110_stisnic_008.fits calspec23 -50 11.535 12.099 12.516
ZTF ZTF spectra/calspec23/hd185975_stis_007.fits calspec23 -50 8.382 7.896 7.778
ZTF ZTF spectra/calspec23/hd200654_stis_007.fits calspec23 -50 9.367 8.871 8.671
ZTF ZTF spectra/calspec23/hz44_stis_006.fits calspec23 -50 11.368 11.925 12.356
ZTF ZTF spectra/calspec23/ngc6681_7_stis_002.fits calspec23 -50 15.38 nan nan
ZTF ZTF spectra/calspec23/ngc6681_6_stis_002.fits calspec23 -50 15.938 nan nan
ZTF ZTF spectra/calspec23/wd0947_857_stis_007.fits calspec23 -50 15.486 16.033 16.453
ZTF ZTF spectra/calspec23/hd205905_stis_009.fits calspec23 -50 6.984 6.562 6.475
ZTF ZTF spectra/calspec23/eta1dor_stis_004.fits calspec23 -50 5.539 5.842 6.103
ZTF ZTF spectra/calspec23/sun_reference_stis_002.fits calspec23 -50 -26.468 -26.947 -27.049
ZTF ZTF spectra/calspec23/hd163466_stis_005.fits calspec23 -50 6.838 6.894 7.026
ZTF ZTF spectra/calspec23/hz4_stis_008.fits calspec23 -50 14.422 14.708 15.008
ZTF ZTF spectra/calspec23/bd_75d325_stis_006.fits calspec23 -50 9.221 9.806 10.241
ZTF ZTF spectra/calspec23/alpha_lyr_stis_011.fits calspec23 -50 -0.112 0.168 0.417
ZTF ZTF spectra/calspec23/hd180609_stis_006.fits calspec23 -50 9.371 9.512 9.684
ZTF ZTF spectra/calspec23/bd11d3759_stis_003.fits calspec23 -50 12.149 10.552 8.963
ZTF ZTF spectra/calspec23/hz43b_stis_005.fits calspec23 -50 14.708 13.617 12.298
ZTF ZTF spectra/calspec23/hd128998_stis_003.fits calspec23 -50 5.676 5.957 6.202
ZTF ZTF spectra/calspec23/ngc6681_8_stis_002.fits calspec23 -50 16.621 nan nan
