survey version standard standard_catagory shift ZTFS-g ZTFS-r ZTFS-i 
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd058343_v2.fits stis_ngsl_v2 10 4.935 5.15 5.36
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd138716_v2.fits stis_ngsl_v2 10 5.101 4.345 4.14
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd196426_v2.fits stis_ngsl_v2 10 6.039 6.389 6.664
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd020630_v2.fits stis_ngsl_v2 10 5.087 4.635 4.519
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_g192-43_v2.fits stis_ngsl_v2 10 10.465 10.218 10.189
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd055057_v2.fits stis_ngsl_v2 10 5.451 5.391 5.462
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_g17-25_v2.fits stis_ngsl_v2 10 9.914 9.355 9.164
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd193281_v2.fits stis_ngsl_v2 10 6.658 6.812 6.972
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd134440_v2.fits stis_ngsl_v2 10 9.781 9.087 8.855
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd036960_v2.fits stis_ngsl_v2 10 4.507 5.009 5.392
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd041661_v2.fits stis_ngsl_v2 10 7.583 7.334 7.328
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_bd720094_v2.fits stis_ngsl_v2 10 10.064 9.811 9.748
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd094028_v2.fits stis_ngsl_v2 10 8.36 8.055 7.984
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd006229_v2.fits stis_ngsl_v2 10 8.876 8.334 8.133
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd122064_v2.fits stis_ngsl_v2 10 6.913 6.057 5.813
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd102780_v2.fits stis_ngsl_v2 10 8.923 7.539 6.85
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd128000_v2.fits stis_ngsl_v2 10 6.398 5.111 4.565
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd170973_v2.fits stis_ngsl_v2 10 6.285 6.534 6.79
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd142091_v2.fits stis_ngsl_v2 10 5.191 4.427 4.207
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd021742_v2.fits stis_ngsl_v2 10 8.325 7.723 7.579
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd090862_v2.fits stis_ngsl_v2 10 9.251 8.038 7.548
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd017081_v2.fits stis_ngsl_v2 10 4.044 4.421 4.721
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd224801_v2.fits stis_ngsl_v2 10 6.247 6.523 6.786
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd167105_v2.fits stis_ngsl_v2 10 8.999 9.251 9.503
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd019445_v2.fits stis_ngsl_v2 10 8.178 7.88 7.797
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd047839_v2.fits stis_ngsl_v2 10 4.436 4.942 5.323
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd072505_v2.fits stis_ngsl_v2 10 6.729 5.822 5.542
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd193495_v2.fits stis_ngsl_v2 10 3.391 2.789 2.584
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_bd292091_v2.fits stis_ngsl_v2 10 10.47 10.136 10.055
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd018769_v2.fits stis_ngsl_v2 10 5.851 5.972 6.15
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_bd660268_v2.fits stis_ngsl_v2 10 10.301 9.895 9.755
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_g234-28_v2.fits stis_ngsl_v2 10 11.257 10.956 10.893
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd190360_v2.fits stis_ngsl_v2 10 6.031 5.536 5.423
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd132475_v2.fits stis_ngsl_v2 10 8.751 8.37 8.242
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd195434_v2.fits stis_ngsl_v2 10 9.673 8.936 8.653
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd185351_v2.fits stis_ngsl_v2 10 5.536 4.852 4.664
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd029574_v2.fits stis_ngsl_v2 10 8.969 7.751 7.231
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_g196-48_v2.fits stis_ngsl_v2 10 10.518 10.165 10.066
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_g114-26_v2.fits stis_ngsl_v2 10 9.803 9.492 9.411
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_g019-013_v2.fits stis_ngsl_v2 10 8.222 7.166 6.773
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd160346_v2.fits stis_ngsl_v2 10 6.9 6.124 5.863
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd003360_v2.fits stis_ngsl_v2 10 3.439 3.896 4.243
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd074088_v2.fits stis_ngsl_v2 10 7.452 6.043 5.431
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd078479_v2.fits stis_ngsl_v2 10 7.681 6.745 6.458
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_bd174708_v2.fits stis_ngsl_v2 10 9.646 9.393 9.351
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd188262_v2.fits stis_ngsl_v2 10 8.043 7.384 7.165
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_bd+381670_v2.fits stis_ngsl_v2 10 9.645 9.218 9.067
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd065714_v2.fits stis_ngsl_v2 10 6.26 5.527 5.316
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd201601_v2.fits stis_ngsl_v2 10 4.739 4.724 4.849
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd164058_v2.fits stis_ngsl_v2 10 2.904 1.643 1.1
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd034078_v2.fits stis_ngsl_v2 10 6.037 5.92 5.94
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd115617_v2.fits stis_ngsl_v2 10 4.988 4.487 4.366
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd036702_v2.fits stis_ngsl_v2 10 8.865 7.855 7.464
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_g021-024_v2.fits stis_ngsl_v2 10 9.449 8.246 7.793
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd063791_v2.fits stis_ngsl_v2 10 8.273 7.542 7.256
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd215665_v2.fits stis_ngsl_v2 10 4.391 3.609 3.376
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd097633_v2.fits stis_ngsl_v2 10 3.177 3.452 3.684
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd112413_v2.fits stis_ngsl_v2 10 2.736 3.081 3.369
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd200905_v2.fits stis_ngsl_v2 10 4.414 3.049 2.471
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd008724_v2.fits stis_ngsl_v2 10 8.769 7.931 7.597
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd031421_v2.fits stis_ngsl_v2 10 4.56 3.671 3.356
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd212516_v2.fits stis_ngsl_v2 10 9.48 8.038 7.196
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd200081_v2.fits stis_ngsl_v2 10 8.253 7.673 7.493
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_bd-122669_v2.fits stis_ngsl_v2 10 10.287 10.167 10.193
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd012533_v2.fits stis_ngsl_v2 10 2.815 1.778 1.438
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd196662_v2.fits stis_ngsl_v2 10 5.631 6.001 6.331
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd008890_v2.fits stis_ngsl_v2 10 2.188 1.832 1.791
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd174966_v2.fits stis_ngsl_v2 10 7.75 7.728 7.838
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd191026_v2.fits stis_ngsl_v2 10 5.702 5.073 4.899
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd004128_v2.fits stis_ngsl_v2 10 2.532 1.839 1.654
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd114330_v2.fits stis_ngsl_v2 10 4.45 4.69 4.97
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd164353_v2.fits stis_ngsl_v2 10 3.883 4.06 4.253
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd183915_v2.fits stis_ngsl_v2 10 7.858 6.847 6.515
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd138749_v2.fits stis_ngsl_v2 10 4.094 4.471 4.771
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd019308_v2.fits stis_ngsl_v2 10 7.612 7.18 7.114
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd163346_v2.fits stis_ngsl_v2 10 7.056 6.617 6.463
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd033793_v2.fits stis_ngsl_v2 10 9.593 8.129 7.316
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_bd092860_v2.fits stis_ngsl_v2 10 11.184 10.764 10.639
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd000358_v2.fits stis_ngsl_v2 10 1.895 2.246 2.541
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd106516_v2.fits stis_ngsl_v2 10 6.243 5.974 5.913
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd126661_v2.fits stis_ngsl_v2 10 5.371 5.416 5.551
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd037828_v2.fits stis_ngsl_v2 10 7.355 6.445 6.069
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd005916_v2.fits stis_ngsl_v2 10 7.212 6.549 6.324
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd006755_v2.fits stis_ngsl_v2 10 8.033 7.48 7.279
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd183324_v2.fits stis_ngsl_v2 10 5.868 6.097 6.33
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd037216_v2.fits stis_ngsl_v2 10 8.13 7.619 7.509
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_viwcom_v2.fits stis_ngsl_v2 10 8.758 7.284 5.808
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd109995_v2.fits stis_ngsl_v2 10 7.48 7.684 7.859
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd123657_v2.fits stis_ngsl_v2 10 5.764 4.311 2.803
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd018907_v2.fits stis_ngsl_v2 10 6.163 5.599 5.413
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd087140_v2.fits stis_ngsl_v2 10 9.261 8.718 8.504
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd095418_v2.fits stis_ngsl_v2 10 2.276 2.513 2.744
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd148513_v2.fits stis_ngsl_v2 10 6.02 4.81 4.356
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd169191_v2.fits stis_ngsl_v2 10 5.772 4.767 4.433
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd095241_v2.fits stis_ngsl_v2 10 6.206 5.837 5.742
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd023439_v2.fits stis_ngsl_v2 10 8.426 7.854 7.67
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_lhs10_v2.fits stis_ngsl_v2 10 13.378 11.649 9.447
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_g260-36_v2.fits stis_ngsl_v2 10 11.604 10.908 10.702
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd128987_v2.fits stis_ngsl_v2 10 7.583 7.091 6.99
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd025975_v2.fits stis_ngsl_v2 10 6.451 5.765 5.588
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd022049_v2.fits stis_ngsl_v2 10 4.059 3.381 3.199
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd119971_v2.fits stis_ngsl_v2 10 6.038 4.904 4.464
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd073710_v2.fits stis_ngsl_v2 10 6.821 6.08 5.867
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd149161_v2.fits stis_ngsl_v2 10 5.509 4.214 3.66
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd079349_v2.fits stis_ngsl_v2 10 9.189 7.85 7.206
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd217357_v2.fits stis_ngsl_v2 10 8.535 7.219 6.644
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd111786_v2.fits stis_ngsl_v2 10 6.137 6.133 6.196
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd166991_v2.fits stis_ngsl_v2 10 6.746 6.91 7.09
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd059612_v2.fits stis_ngsl_v2 10 4.877 4.869 4.929
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd093329_v2.fits stis_ngsl_v2 10 8.682 8.859 9.032
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd086986_v2.fits stis_ngsl_v2 10 7.929 8.05 8.183
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd039833_v2.fits stis_ngsl_v2 10 7.851 7.434 7.352
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_gl15b_v2.fits stis_ngsl_v2 10 8.866 7.375 6.451
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd001461_v2.fits stis_ngsl_v2 10 6.688 6.253 6.158
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_g18-54_v2.fits stis_ngsl_v2 10 10.894 10.555 10.469
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd124425_v2.fits stis_ngsl_v2 10 6.028 5.767 5.733
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd068988_v2.fits stis_ngsl_v2 10 8.426 7.997 7.92
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd155763_v2.fits stis_ngsl_v2 10 2.967 3.338 3.638
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd058551_v2.fits stis_ngsl_v2 10 6.663 6.398 6.352
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd017072_v2.fits stis_ngsl_v2 10 6.828 6.351 6.184
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd284248_v2.fits stis_ngsl_v2 10 9.38 9.12 9.084
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd037202_v2.fits stis_ngsl_v2 10 2.688 3.091 3.397
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd018078_v2.fits stis_ngsl_v2 10 8.248 8.231 8.35
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_mmj6490_v2.fits stis_ngsl_v2 10 10.856 11.041 11.238
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd126511_v2.fits stis_ngsl_v2 10 8.633 8.104 7.973
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd079158_v2.fits stis_ngsl_v2 10 5.117 5.471 5.785
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd110073_v2.fits stis_ngsl_v2 10 4.515 4.844 5.155
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_cd-691618_v2.fits stis_ngsl_v2 10 9.099 9.491 9.814
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_bd423607_v2.fits stis_ngsl_v2 10 10.414 10.144 10.089
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd187879_v2.fits stis_ngsl_v2 10 5.537 5.82 6.068
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd203638_v2.fits stis_ngsl_v2 10 5.82 4.942 4.678
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_vgkcom_v2.fits stis_ngsl_v2 10 7.497 6.035 4.503
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_mmj6476_v2.fits stis_ngsl_v2 10 11.34 11.288 11.374
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd055496_v2.fits stis_ngsl_v2 10 8.779 8.097 7.875
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd126614_v2.fits stis_ngsl_v2 10 9.093 8.531 8.415
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd099648_v2.fits stis_ngsl_v2 10 5.348 4.626 4.424
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_bd+413306_v2.fits stis_ngsl_v2 10 9.183 8.582 8.384
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd170737_v2.fits stis_ngsl_v2 10 8.434 7.819 7.599
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_g63-26_v2.fits stis_ngsl_v2 10 12.385 12.108 12.075
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd076291_v2.fits stis_ngsl_v2 10 6.171 5.314 5.032
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd345957_v2.fits stis_ngsl_v2 10 9.072 8.722 8.609
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd078362_v2.fits stis_ngsl_v2 10 4.711 4.594 4.674
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_bd442051_v2.fits stis_ngsl_v2 10 9.466 8.028 7.138
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd142703_v2.fits stis_ngsl_v2 10 6.121 6.09 6.149
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_vbnvul_v2.fits stis_ngsl_v2 10 10.849 10.342 10.103
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd166283_v2.fits stis_ngsl_v2 10 7.793 7.823 7.957
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd137759_v2.fits stis_ngsl_v2 10 4.013 3.281 3.019
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd175156_v2.fits stis_ngsl_v2 10 5.084 5.095 5.181
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd037763_v2.fits stis_ngsl_v2 10 5.636 4.755 4.487
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd044007_v2.fits stis_ngsl_v2 10 8.382 7.725 7.472
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd101107_v2.fits stis_ngsl_v2 10 5.677 5.553 5.596
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd187111_v2.fits stis_ngsl_v2 10 8.274 7.224 6.783
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd038510_v2.fits stis_ngsl_v2 10 8.358 8.026 7.941
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd063077_v2.fits stis_ngsl_v2 10 5.552 5.218 5.128
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd175305_v2.fits stis_ngsl_v2 10 7.619 7.09 6.916
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd124547_v2.fits stis_ngsl_v2 10 5.413 4.294 3.898
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd015089_v2.fits stis_ngsl_v2 10 4.585 4.807 5.081
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd013520_v2.fits stis_ngsl_v2 10 5.413 4.174 3.697
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd019019_v2.fits stis_ngsl_v2 10 7.085 6.74 6.687
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd190073_v2.fits stis_ngsl_v2 10 7.768 7.879 8.006
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd175805_v2.fits stis_ngsl_v2 10 7.838 7.535 7.523
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd194453_v2.fits stis_ngsl_v2 10 6.618 6.906 7.15
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd061064_v2.fits stis_ngsl_v2 10 5.171 4.96 5.0
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd134439_v2.fits stis_ngsl_v2 10 9.749 9.25 9.085
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd026630_v2.fits stis_ngsl_v2 10 4.523 3.772 3.535
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd096446_v2.fits stis_ngsl_v2 10 6.491 6.879 7.188
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_g180-24_v2.fits stis_ngsl_v2 10 10.021 9.731 9.641
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd080607_v2.fits stis_ngsl_v2 10 9.39 8.85 8.739
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd141795_v2.fits stis_ngsl_v2 10 3.654 3.774 3.958
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd157244_v2.fits stis_ngsl_v2 10 3.455 2.292 1.921
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd111515_v2.fits stis_ngsl_v2 10 8.356 7.887 7.746
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd107582_v2.fits stis_ngsl_v2 10 8.411 7.992 7.879
ZTFS ZTFS spectra/calspec23/bd26d2606_stis_006.fits calspec23 10 9.846 9.58 9.501
ZTFS ZTFS spectra/calspec23/wd0308_565_stis_009.fits calspec23 10 13.941 14.356 14.686
ZTFS ZTFS spectra/calspec23/sdss132811_stis_004.fits calspec23 10 16.991 17.276 17.526
ZTFS ZTFS spectra/calspec23/hz21_stis_007.fits calspec23 10 14.411 14.968 15.393
ZTFS ZTFS spectra/calspec23/gj7541a_stis_004.fits calspec23 10 12.222 12.399 12.61
ZTFS ZTFS spectra/calspec23/ngc6681_3_stis_002.fits calspec23 10 16.664 nan nan
ZTFS ZTFS spectra/calspec23/16cygb_stis_004.fits calspec23 10 6.455 6.02 5.918
ZTFS ZTFS spectra/calspec23/hd38949_stis_007.fits calspec23 10 7.979 7.625 7.557
ZTFS ZTFS spectra/calspec23/hd115169_stis_003.fits calspec23 10 9.465 9.045 8.941
ZTFS ZTFS spectra/calspec23/feige34_stis_006.fits calspec23 10 10.889 11.455 11.839
ZTFS ZTFS spectra/calspec23/18sco_stis_005.fits calspec23 10 5.703 5.292 5.195
ZTFS ZTFS spectra/calspec23/ngc6681_9_stis_002.fits calspec23 10 15.718 nan nan
ZTFS ZTFS spectra/calspec23/hd209458_stisnic_008.fits calspec23 10 7.822 7.493 7.436
ZTFS ZTFS spectra/calspec23/wd0320_539_stis_005.fits calspec23 10 14.703 15.227 15.634
ZTFS ZTFS spectra/calspec23/mucol_stis_007.fits calspec23 10 4.893 5.416 5.817
ZTFS ZTFS spectra/calspec23/ngc6681_12_stis_002.fits calspec23 10 16.986 nan nan
ZTFS ZTFS spectra/calspec23/hz43_stis_005.fits calspec23 10 12.647 13.203 13.621
ZTFS ZTFS spectra/calspec23/hd101452_stis_003.fits calspec23 10 7.564 7.519 7.602
ZTFS ZTFS spectra/calspec23/ngc2506g31_stis_003.fits calspec23 10 18.178 17.695 17.564
ZTFS ZTFS spectra/calspec23/hd158485_stis_005.fits calspec23 10 6.433 6.569 6.733
ZTFS ZTFS spectra/calspec23/ksi2ceti_stis_006.fits calspec23 10 4.118 4.443 4.712
ZTFS ZTFS spectra/calspec23/hd37962_stis_010.fits calspec23 10 8.061 7.645 7.541
ZTFS ZTFS spectra/calspec23/ngc6681_10_stis_002.fits calspec23 10 18.136 nan nan
ZTFS ZTFS spectra/calspec23/hd116405_stis_006.fits calspec23 10 8.162 8.494 8.771
ZTFS ZTFS spectra/calspec23/hd009051_stis_007.fits calspec23 10 9.259 8.638 8.392
ZTFS ZTFS spectra/calspec23/ngc6681_4_stis_002.fits calspec23 10 15.868 nan nan
ZTFS ZTFS spectra/calspec23/hd55677_stis_004.fits calspec23 10 9.369 9.552 9.737
ZTFS ZTFS spectra/calspec23/feige110_stisnic_008.fits calspec23 10 11.564 12.118 12.532
ZTFS ZTFS spectra/calspec23/hd185975_stis_007.fits calspec23 10 8.34 7.887 7.776
ZTFS ZTFS spectra/calspec23/hd200654_stis_007.fits calspec23 10 9.329 8.859 8.666
ZTFS ZTFS spectra/calspec23/hz44_stis_006.fits calspec23 10 11.398 11.945 12.372
ZTFS ZTFS spectra/calspec23/ngc6681_7_stis_002.fits calspec23 10 15.319 nan nan
ZTFS ZTFS spectra/calspec23/ngc6681_6_stis_002.fits calspec23 10 15.935 nan nan
ZTFS ZTFS spectra/calspec23/wd0947_857_stis_007.fits calspec23 10 15.512 16.052 16.469
ZTFS ZTFS spectra/calspec23/hd205905_stis_009.fits calspec23 10 6.946 6.554 6.474
ZTFS ZTFS spectra/calspec23/eta1dor_stis_004.fits calspec23 10 5.545 5.854 6.113
ZTFS ZTFS spectra/calspec23/sun_reference_stis_002.fits calspec23 10 -26.508 -26.955 -27.051
