survey version standard standard_catagory shift SDSS-G SDSS-R SDSS-I SDSS-Z SDSS-g SDSS-r SDSS-i SDSS-z 
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd028946_v2.fits stis_ngsl_v2 -10 8.2864 7.6927 7.5271 7.4718 8.2643 7.6927 7.5271 7.4718
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd143107_v2.fits stis_ngsl_v2 -10 4.8213 3.8156 3.5012 3.3144 4.7857 3.8156 3.5012 3.3144
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g202-65_v2.fits stis_ngsl_v2 -10 11.6376 11.535 11.5743 11.6386 11.6301 11.535 11.5743 11.6386
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd204543_v2.fits stis_ngsl_v2 -10 8.8049 8.048 7.7664 7.6179 8.7794 8.048 7.7664 7.6179
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd172230_v2.fits stis_ngsl_v2 -10 7.2109 7.1808 7.2663 7.3339 7.204 7.1808 7.2663 7.3339
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd160922_v2.fits stis_ngsl_v2 -10 4.9213 4.6765 4.65 4.683 4.9097 4.6765 4.65 4.683
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd082395_v2.fits stis_ngsl_v2 -10 5.4964 4.6599 4.4176 4.2865 5.4662 4.6599 4.4176 4.2865
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g262-14_v2.fits stis_ngsl_v2 -10 11.87 11.2238 10.9904 10.8746 11.8478 11.2238 10.9904 10.8746
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd026297_v2.fits stis_ngsl_v2 -10 8.0593 7.1077 6.7417 6.5446 8.0281 7.1077 6.7417 6.5446
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd110885_v2.fits stis_ngsl_v2 -10 9.4613 9.0061 8.8598 8.8113 9.4453 9.0061 8.8598 8.8113
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd201377_v2.fits stis_ngsl_v2 -10 6.6588 6.7236 6.8413 6.9608 6.6549 6.7236 6.8413 6.9608
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g13-35_v2.fits stis_ngsl_v2 -10 9.84 9.5539 9.4778 9.4752 9.8294 9.5539 9.4778 9.4752
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd050420_v2.fits stis_ngsl_v2 -10 6.242 6.1133 6.125 6.1552 6.2343 6.1133 6.125 6.1552
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd206778_v2.fits stis_ngsl_v2 -10 3.2776 1.9592 1.5484 1.3218 3.233 1.9592 1.5484 1.3218
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g188-22_v2.fits stis_ngsl_v2 -10 10.2915 9.957 9.8725 9.8724 10.279 9.957 9.8725 9.8724
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd093813_v2.fits stis_ngsl_v2 -10 3.7424 2.7221 2.3848 2.1929 3.7064 2.7221 2.3848 2.1929
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd175865_v2.fits stis_ngsl_v2 -10 4.7967 3.3467 1.6842 0.7989 4.746 3.3467 1.6842 0.7989
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd006734_v2.fits stis_ngsl_v2 -10 6.8637 6.1872 5.9755 5.8855 6.8392 6.1872 5.9755 5.8855
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd038237_v2.fits stis_ngsl_v2 -10 7.1405 7.2105 7.347 7.461 7.1361 7.2105 7.347 7.461
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd072184_v2.fits stis_ngsl_v2 -10 6.4463 5.5448 5.2834 5.1308 6.4139 5.5448 5.2834 5.1308
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd052089_v2.fits stis_ngsl_v2 -10 1.2848 1.7201 2.0133 2.2879 1.2933 1.7201 2.0133 2.2879
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd086322_v2.fits stis_ngsl_v2 -10 7.4112 6.5846 6.3248 6.1889 7.3817 6.5846 6.3248 6.1889
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd137909_v2.fits stis_ngsl_v2 -10 3.8313 3.821 3.9737 4.108 3.8247 3.821 3.9737 4.108
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd173158_v2.fits stis_ngsl_v2 -10 8.7992 7.377 6.8306 6.4579 8.7546 7.377 6.8306 6.4579
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd121146_v2.fits stis_ngsl_v2 -10 7.0 5.9967 5.672 5.4837 6.9651 5.9967 5.672 5.4837
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd+75d325_v2.fits stis_ngsl_v2 -10 9.2258 9.7672 10.164 10.5115 9.238 9.7672 10.164 10.5115
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd017361_v2.fits stis_ngsl_v2 -10 5.077 4.1773 3.9068 3.7613 5.045 4.1773 3.9068 3.7613
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd592723_v2.fits stis_ngsl_v2 -10 10.6709 10.3533 10.2617 10.2519 10.6596 10.3533 10.2617 10.2519
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd166229_v2.fits stis_ngsl_v2 -10 6.0733 5.1492 4.8735 4.7044 6.0399 5.1492 4.8735 4.7044
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd164967_v2.fits stis_ngsl_v2 -10 7.1614 7.2603 7.3929 7.4996 7.159 7.2603 7.3929 7.4996
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd224926_v2.fits stis_ngsl_v2 -10 4.9231 5.2605 5.5371 5.7678 4.9284 5.2605 5.5371 5.7678
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_cd-259286_v2.fits stis_ngsl_v2 -10 11.1696 10.8404 10.7596 10.7341 11.158 10.8404 10.7596 10.7341
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd071160_v2.fits stis_ngsl_v2 -10 8.7744 7.4898 7.0127 6.7157 8.731 7.4898 7.0127 6.7157
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd106304_v2.fits stis_ngsl_v2 -10 8.942 9.1554 9.3575 9.4728 8.943 9.1554 9.3575 9.4728
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g187-40_v2.fits stis_ngsl_v2 -10 10.7867 10.4268 10.3371 10.3288 10.7728 10.4268 10.3371 10.3288
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd019787_v2.fits stis_ngsl_v2 -10 4.8493 4.0341 3.8018 3.6882 4.8197 4.0341 3.8018 3.6882
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g231-52_v2.fits stis_ngsl_v2 -10 10.7249 10.272 10.1349 10.0904 10.7087 10.272 10.1349 10.0904
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd141851_v2.fits stis_ngsl_v2 -10 5.0745 5.168 5.309 5.4429 5.0719 5.168 5.309 5.4429
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd082734_v2.fits stis_ngsl_v2 -10 5.4997 4.7137 4.5016 4.3894 5.4705 4.7137 4.5016 4.3894
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd163641_v2.fits stis_ngsl_v2 -10 6.1493 6.3628 6.5657 6.7031 6.151 6.3628 6.5657 6.7031
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd176232_v2.fits stis_ngsl_v2 -10 6.0545 6.0535 6.1861 6.3005 6.0482 6.0535 6.1861 6.3005
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd005256_v2.fits stis_ngsl_v2 -10 9.1032 8.5309 8.366 8.288 9.082 8.5309 8.366 8.288
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd003712_v2.fits stis_ngsl_v2 -10 3.2054 2.4129 2.1678 1.9976 3.174 2.4129 2.1678 1.9976
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd101013_v2.fits stis_ngsl_v2 -10 6.6268 5.8274 5.6123 5.4856 6.5963 5.8274 5.6123 5.4856
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd109387_v2.fits stis_ngsl_v2 -10 3.6308 3.895 4.0984 4.2995 3.6358 3.895 4.0984 4.2995
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd118055_v2.fits stis_ngsl_v2 -10 9.5676 8.4697 8.0216 7.7635 9.5322 8.4697 8.0216 7.7635
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd194093_v2.fits stis_ngsl_v2 -10 2.4985 2.0705 1.9778 1.9361 2.4805 2.0705 1.9778 1.9361
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd191277_v2.fits stis_ngsl_v2 -10 6.0225 5.0274 4.7232 4.5428 5.9877 5.0274 4.7232 4.5428
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd010380_v2.fits stis_ngsl_v2 -10 5.1723 4.0015 3.5979 3.3641 5.1324 4.0015 3.5979 3.3641
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd034816_v2.fits stis_ngsl_v2 -10 4.0199 4.5103 4.8724 5.1827 4.0293 4.5103 4.8724 5.1827
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd000319_v2.fits stis_ngsl_v2 -10 5.8832 5.9895 6.1299 6.243 5.8802 5.9895 6.1299 6.243
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd105452_v2.fits stis_ngsl_v2 -10 4.0841 3.9624 3.9966 4.0584 4.0756 3.9624 3.9966 4.0584
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd111464_v2.fits stis_ngsl_v2 -10 7.3526 6.1306 5.6807 5.3877 7.3117 6.1306 5.6807 5.3877
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd019656_v2.fits stis_ngsl_v2 -10 5.2092 4.3192 4.0667 3.9315 5.1773 4.3192 4.0667 3.9315
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd058343_v2.fits stis_ngsl_v2 -10 4.9341 5.1257 5.3175 5.494 4.9365 5.1257 5.3175 5.494
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd138716_v2.fits stis_ngsl_v2 -10 5.2097 4.4014 4.1852 4.0729 5.1808 4.4014 4.1852 4.0729
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd196426_v2.fits stis_ngsl_v2 -10 6.0312 6.3552 6.6089 6.7937 6.0358 6.3552 6.6089 6.7937
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd020630_v2.fits stis_ngsl_v2 -10 5.1595 4.6735 4.5435 4.5094 5.141 4.6735 4.5435 4.5094
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g192-43_v2.fits stis_ngsl_v2 -10 10.512 10.2379 10.1967 10.2149 10.501 10.2379 10.1967 10.2149
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd055057_v2.fits stis_ngsl_v2 -10 5.4865 5.3946 5.4472 5.5119 5.4789 5.3946 5.4472 5.5119
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g17-25_v2.fits stis_ngsl_v2 -10 9.9948 9.4015 9.2067 9.1129 9.974 9.4015 9.2067 9.1129
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd193281_v2.fits stis_ngsl_v2 -10 6.6741 6.7981 6.9407 7.0392 6.6722 6.7981 6.9407 7.0392
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd134440_v2.fits stis_ngsl_v2 -10 9.8719 9.1467 8.9049 8.7877 9.848 9.1467 8.9049 8.7877
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd036960_v2.fits stis_ngsl_v2 -10 4.481 4.9585 5.3115 5.6153 4.4902 4.9585 5.3115 5.6153
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd041661_v2.fits stis_ngsl_v2 -10 7.6339 7.3528 7.3276 7.3662 7.6219 7.3528 7.3276 7.3662
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd720094_v2.fits stis_ngsl_v2 -10 10.1097 9.8357 9.7609 9.7684 10.0992 9.8357 9.7609 9.7684
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd094028_v2.fits stis_ngsl_v2 -10 8.4101 8.0833 7.9994 7.9953 8.3981 8.0833 7.9994 7.9953
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd006229_v2.fits stis_ngsl_v2 -10 8.9538 8.3843 8.1774 8.0689 8.9336 8.3843 8.1774 8.0689
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd122064_v2.fits stis_ngsl_v2 -10 7.0307 6.1206 5.8638 5.7415 7.0001 6.1206 5.8638 5.7415
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd102780_v2.fits stis_ngsl_v2 -10 9.1048 7.6698 7.0 6.6076 9.0558 7.6698 7.0 6.6076
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd128000_v2.fits stis_ngsl_v2 -10 6.5678 5.2224 4.6819 4.3755 6.5223 5.2224 4.6819 4.3755
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd170973_v2.fits stis_ngsl_v2 -10 6.2841 6.5058 6.736 6.9065 6.2868 6.5058 6.736 6.9065
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd142091_v2.fits stis_ngsl_v2 -10 5.2997 4.4858 4.2535 4.1432 5.2708 4.4858 4.2535 4.1432
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd021742_v2.fits stis_ngsl_v2 -10 8.4186 7.7688 7.6085 7.5423 8.394 7.7688 7.6085 7.5423
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd090862_v2.fits stis_ngsl_v2 -10 9.4109 8.1451 7.6521 7.3581 9.3677 8.1451 7.6521 7.3581
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd017081_v2.fits stis_ngsl_v2 -10 4.0325 4.3841 4.6588 4.8662 4.038 4.3841 4.6588 4.8662
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd224801_v2.fits stis_ngsl_v2 -10 6.2439 6.4937 6.7298 6.927 6.2473 6.4937 6.7298 6.927
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd167105_v2.fits stis_ngsl_v2 -10 9.0058 9.2224 9.4539 9.582 9.0064 9.2224 9.4539 9.582
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd019445_v2.fits stis_ngsl_v2 -10 8.2264 7.9099 7.8142 7.8079 8.2149 7.9099 7.8142 7.8079
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd047839_v2.fits stis_ngsl_v2 -10 4.41 4.891 5.2431 5.5497 4.4189 4.891 5.2431 5.5497
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd072505_v2.fits stis_ngsl_v2 -10 6.8582 5.8914 5.6044 5.4352 6.8236 5.8914 5.6044 5.4352
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd193495_v2.fits stis_ngsl_v2 -10 3.4741 2.8425 2.6294 2.5072 3.4526 2.8425 2.6294 2.5072
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd292091_v2.fits stis_ngsl_v2 -10 10.5235 10.1654 10.0721 10.0604 10.5106 10.1654 10.0721 10.0604
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd018769_v2.fits stis_ngsl_v2 -10 5.8738 5.959 6.11 6.2522 5.8702 5.959 6.11 6.2522
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd660268_v2.fits stis_ngsl_v2 -10 10.3649 9.9318 9.7887 9.7171 10.3488 9.9318 9.7887 9.7171
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g234-28_v2.fits stis_ngsl_v2 -10 11.308 10.9818 10.9075 10.9185 11.296 10.9818 10.9075 10.9185
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd190360_v2.fits stis_ngsl_v2 -10 6.1138 5.5739 5.4472 5.3988 6.0922 5.5739 5.4472 5.3988
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd132475_v2.fits stis_ngsl_v2 -10 8.8063 8.4089 8.2692 8.2228 8.7927 8.4089 8.2692 8.2228
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd195434_v2.fits stis_ngsl_v2 -10 9.7697 8.9981 8.7177 8.5581 9.7445 8.9981 8.7177 8.5581
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd185351_v2.fits stis_ngsl_v2 -10 5.6368 4.9058 4.7041 4.615 5.61 4.9058 4.7041 4.615
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd029574_v2.fits stis_ngsl_v2 -10 9.1111 7.8683 7.3424 7.0228 9.0726 7.8683 7.3424 7.0228
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g196-48_v2.fits stis_ngsl_v2 -10 10.5731 10.1966 10.0876 10.0664 10.5596 10.1966 10.0876 10.0664
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g114-26_v2.fits stis_ngsl_v2 -10 9.8536 9.5215 9.4289 9.4177 9.8416 9.5215 9.4289 9.4177
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g019-013_v2.fits stis_ngsl_v2 -10 8.3559 7.2478 6.8595 6.6447 8.3213 7.2478 6.8595 6.6447
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd160346_v2.fits stis_ngsl_v2 -10 7.0063 6.186 5.9214 5.7826 6.9784 6.186 5.9214 5.7826
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd003360_v2.fits stis_ngsl_v2 -10 3.4166 3.8512 4.1711 4.4418 3.4248 3.8512 4.1711 4.4418
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd074088_v2.fits stis_ngsl_v2 -10 7.629 6.1708 5.5656 5.1799 7.5812 6.1708 5.5656 5.1799
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd078479_v2.fits stis_ngsl_v2 -10 7.8143 6.817 6.5218 6.3459 7.7786 6.817 6.5218 6.3459
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd174708_v2.fits stis_ngsl_v2 -10 9.6933 9.4139 9.3603 9.3722 9.6822 9.4139 9.3603 9.3722
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd188262_v2.fits stis_ngsl_v2 -10 8.1273 7.4405 7.2149 7.0748 8.1056 7.4405 7.2149 7.0748
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd+381670_v2.fits stis_ngsl_v2 -10 9.7122 9.255 9.1036 9.0264 9.6948 9.255 9.1036 9.0264
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd065714_v2.fits stis_ngsl_v2 -10 6.3683 5.585 5.3613 5.2512 6.3395 5.585 5.3613 5.2512
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd201601_v2.fits stis_ngsl_v2 -10 4.7783 4.7211 4.8192 4.9411 4.7703 4.7211 4.8192 4.9411
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd164058_v2.fits stis_ngsl_v2 -10 3.0722 1.7548 1.2158 0.9045 3.0271 1.7548 1.2158 0.9045
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd034078_v2.fits stis_ngsl_v2 -10 6.0616 5.9295 5.937 5.991 6.0569 5.9295 5.937 5.991
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd115617_v2.fits stis_ngsl_v2 -10 5.0645 4.5274 4.39 4.3574 5.0444 4.5274 4.39 4.3574
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd036702_v2.fits stis_ngsl_v2 -10 8.9898 7.9467 7.5463 7.3207 8.9561 7.9467 7.5463 7.3207
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g021-024_v2.fits stis_ngsl_v2 -10 9.598 8.334 7.8906 7.6552 9.5597 8.334 7.8906 7.6552
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd063791_v2.fits stis_ngsl_v2 -10 8.3681 7.6104 7.3172 7.1632 8.343 7.6104 7.3172 7.1632
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd215665_v2.fits stis_ngsl_v2 -10 4.5043 3.6707 3.427 3.2965 4.4738 3.6707 3.427 3.2965
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd097633_v2.fits stis_ngsl_v2 -10 3.1803 3.4266 3.6367 3.7741 3.1818 3.4266 3.6367 3.7741
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd112413_v2.fits stis_ngsl_v2 -10 2.7275 3.0469 3.3092 3.5131 2.7325 3.0469 3.3092 3.5131
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd200905_v2.fits stis_ngsl_v2 -10 4.5917 3.1718 2.593 2.2641 4.5435 3.1718 2.593 2.2641
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd008724_v2.fits stis_ngsl_v2 -10 8.873 8.01 7.6685 7.4762 8.8452 8.01 7.6685 7.4762
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd031421_v2.fits stis_ngsl_v2 -10 4.6847 3.7461 3.4241 3.242 4.6511 3.7461 3.4241 3.242
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd212516_v2.fits stis_ngsl_v2 -10 9.67 8.1892 7.3772 6.9159 9.6189 8.1892 7.3772 6.9159
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd200081_v2.fits stis_ngsl_v2 -10 8.3378 7.7228 7.5313 7.4424 8.3158 7.7228 7.5313 7.4424
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd-122669_v2.fits stis_ngsl_v2 -10 10.3232 10.1762 10.1876 10.258 10.3157 10.1762 10.1876 10.258
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd012533_v2.fits stis_ngsl_v2 -10 2.9637 1.8579 1.5132 1.3002 2.9233 1.8579 1.5132 1.3002
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd196662_v2.fits stis_ngsl_v2 -10 5.6203 5.9592 6.2642 6.4964 5.6253 5.9592 6.2642 6.4964
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd008890_v2.fits stis_ngsl_v2 -10 2.2558 1.8589 1.7971 1.8027 2.2391 1.8589 1.7971 1.8027
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd174966_v2.fits stis_ngsl_v2 -10 7.7837 7.7251 7.8137 7.9111 7.7768 7.7251 7.8137 7.9111
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd191026_v2.fits stis_ngsl_v2 -10 5.795 5.1219 4.9369 4.8545 5.7705 5.1219 4.9369 4.8545
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd004128_v2.fits stis_ngsl_v2 -10 2.6404 1.8903 1.6948 1.592 2.6117 1.8903 1.6948 1.592
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd114330_v2.fits stis_ngsl_v2 -10 4.4523 4.6591 4.9133 5.0802 4.4541 4.6591 4.9133 5.0802
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd164353_v2.fits stis_ngsl_v2 -10 3.8832 4.0402 4.2156 4.349 3.8853 4.0402 4.2156 4.349
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd183915_v2.fits stis_ngsl_v2 -10 7.9976 6.9265 6.59 6.3761 7.9594 6.9265 6.59 6.3761
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd138749_v2.fits stis_ngsl_v2 -10 4.0803 4.4349 4.7091 4.9308 4.0862 4.4349 4.7091 4.9308
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd019308_v2.fits stis_ngsl_v2 -10 7.6836 7.2111 7.1256 7.1316 7.665 7.2111 7.1256 7.1316
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd163346_v2.fits stis_ngsl_v2 -10 7.1181 6.6605 6.4975 6.4141 7.1032 6.6605 6.4975 6.4141
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd033793_v2.fits stis_ngsl_v2 -10 9.7686 8.2412 7.5008 7.0591 9.7219 8.2412 7.5008 7.0591
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd092860_v2.fits stis_ngsl_v2 -10 11.2471 10.8021 10.6666 10.6061 11.2313 10.8021 10.6666 10.6061
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd000358_v2.fits stis_ngsl_v2 -10 1.8858 2.2113 2.4792 2.6959 1.8907 2.2113 2.4792 2.6959
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd106516_v2.fits stis_ngsl_v2 -10 6.292 6.0007 5.9246 5.9352 6.2804 6.0007 5.9246 5.9352
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd126661_v2.fits stis_ngsl_v2 -10 5.403 5.4078 5.5234 5.6145 5.3969 5.4078 5.5234 5.6145
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd037828_v2.fits stis_ngsl_v2 -10 7.4731 6.5316 6.1501 5.9259 7.4414 6.5316 6.1501 5.9259
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd005916_v2.fits stis_ngsl_v2 -10 7.3051 6.6065 6.3734 6.2518 7.2802 6.6065 6.3734 6.2518
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd006755_v2.fits stis_ngsl_v2 -10 8.1092 7.5315 7.3216 7.2283 8.0895 7.5315 7.3216 7.2283
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd183324_v2.fits stis_ngsl_v2 -10 5.8839 6.0717 6.2831 6.4367 5.8824 6.0717 6.2831 6.4367
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd037216_v2.fits stis_ngsl_v2 -10 8.2124 7.6569 7.5321 7.4969 8.191 7.6569 7.5321 7.4969
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_viwcom_v2.fits stis_ngsl_v2 -10 8.9544 7.5315 6.1003 5.366 8.9017 7.5315 6.1003 5.366
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd109995_v2.fits stis_ngsl_v2 -10 7.4907 7.6668 7.8256 7.9175 7.4902 7.6668 7.8256 7.9175
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd123657_v2.fits stis_ngsl_v2 -10 5.9605 4.5598 3.1043 2.346 5.908 4.5598 3.1043 2.346
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd018907_v2.fits stis_ngsl_v2 -10 6.249 5.6489 5.455 5.3523 6.2265 5.6489 5.455 5.3523
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd087140_v2.fits stis_ngsl_v2 -10 9.3338 8.7715 8.5497 8.4533 9.3151 8.7715 8.5497 8.4533
