survey version standard standard_catagory shift ZTFD-g ZTFD-r ZTFD-i 
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd111464_v2.fits stis_ngsl_v2 -15 7.266 6.033 5.587
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd019656_v2.fits stis_ngsl_v2 -15 5.143 4.258 4.017
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd058343_v2.fits stis_ngsl_v2 -15 4.93 5.148 5.357
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd138716_v2.fits stis_ngsl_v2 -15 5.147 4.347 4.143
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd196426_v2.fits stis_ngsl_v2 -15 6.03 6.387 6.661
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd020630_v2.fits stis_ngsl_v2 -15 5.115 4.636 4.52
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_g192-43_v2.fits stis_ngsl_v2 -15 10.482 10.219 10.189
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd055057_v2.fits stis_ngsl_v2 -15 5.46 5.391 5.46
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_g17-25_v2.fits stis_ngsl_v2 -15 9.946 9.356 9.166
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd193281_v2.fits stis_ngsl_v2 -15 6.658 6.811 6.97
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd134440_v2.fits stis_ngsl_v2 -15 9.817 9.089 8.857
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd036960_v2.fits stis_ngsl_v2 -15 4.492 5.006 5.386
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd041661_v2.fits stis_ngsl_v2 -15 7.6 7.334 7.327
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_bd720094_v2.fits stis_ngsl_v2 -15 10.08 9.811 9.748
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd094028_v2.fits stis_ngsl_v2 -15 8.378 8.056 7.984
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd006229_v2.fits stis_ngsl_v2 -15 8.907 8.335 8.135
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd122064_v2.fits stis_ngsl_v2 -15 6.961 6.059 5.816
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd102780_v2.fits stis_ngsl_v2 -15 8.998 7.542 6.859
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd128000_v2.fits stis_ngsl_v2 -15 6.469 5.114 4.572
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd170973_v2.fits stis_ngsl_v2 -15 6.279 6.532 6.787
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd142091_v2.fits stis_ngsl_v2 -15 5.237 4.429 4.209
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd021742_v2.fits stis_ngsl_v2 -15 8.363 7.725 7.58
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd090862_v2.fits stis_ngsl_v2 -15 9.319 8.041 7.553
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd017081_v2.fits stis_ngsl_v2 -15 4.034 4.419 4.717
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd224801_v2.fits stis_ngsl_v2 -15 6.241 6.521 6.782
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd167105_v2.fits stis_ngsl_v2 -15 8.995 9.25 9.5
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd019445_v2.fits stis_ngsl_v2 -15 8.196 7.881 7.797
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd047839_v2.fits stis_ngsl_v2 -15 4.42 4.939 5.318
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd072505_v2.fits stis_ngsl_v2 -15 6.785 5.824 5.546
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd193495_v2.fits stis_ngsl_v2 -15 3.426 2.79 2.586
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_bd292091_v2.fits stis_ngsl_v2 -15 10.49 10.137 10.055
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd018769_v2.fits stis_ngsl_v2 -15 5.854 5.971 6.147
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_bd660268_v2.fits stis_ngsl_v2 -15 10.326 9.896 9.756
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_g234-28_v2.fits stis_ngsl_v2 -15 11.276 10.957 10.893
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd190360_v2.fits stis_ngsl_v2 -15 6.064 5.538 5.424
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd132475_v2.fits stis_ngsl_v2 -15 8.772 8.371 8.243
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd195434_v2.fits stis_ngsl_v2 -15 9.711 8.938 8.656
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd185351_v2.fits stis_ngsl_v2 -15 5.579 4.854 4.666
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd029574_v2.fits stis_ngsl_v2 -15 9.03 7.755 7.237
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_g196-48_v2.fits stis_ngsl_v2 -15 10.538 10.165 10.067
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_g114-26_v2.fits stis_ngsl_v2 -15 9.822 9.492 9.412
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_g019-013_v2.fits stis_ngsl_v2 -15 8.273 7.169 6.777
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd160346_v2.fits stis_ngsl_v2 -15 6.942 6.126 5.866
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd003360_v2.fits stis_ngsl_v2 -15 3.424 3.893 4.239
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd074088_v2.fits stis_ngsl_v2 -15 7.527 6.046 5.438
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd078479_v2.fits stis_ngsl_v2 -15 7.739 6.748 6.462
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_bd174708_v2.fits stis_ngsl_v2 -15 9.663 9.393 9.351
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd188262_v2.fits stis_ngsl_v2 -15 8.078 7.386 7.168
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_bd+381670_v2.fits stis_ngsl_v2 -15 9.671 9.219 9.069
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd065714_v2.fits stis_ngsl_v2 -15 6.307 5.529 5.319
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd201601_v2.fits stis_ngsl_v2 -15 4.749 4.724 4.847
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd164058_v2.fits stis_ngsl_v2 -15 2.975 1.645 1.107
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd034078_v2.fits stis_ngsl_v2 -15 6.045 5.92 5.939
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd115617_v2.fits stis_ngsl_v2 -15 5.017 4.488 4.367
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd036702_v2.fits stis_ngsl_v2 -15 8.918 7.858 7.468
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_g021-024_v2.fits stis_ngsl_v2 -15 9.508 8.249 7.797
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd063791_v2.fits stis_ngsl_v2 -15 8.313 7.544 7.259
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd215665_v2.fits stis_ngsl_v2 -15 4.44 3.611 3.379
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd097633_v2.fits stis_ngsl_v2 -15 3.172 3.451 3.681
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd112413_v2.fits stis_ngsl_v2 -15 2.727 3.079 3.366
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd200905_v2.fits stis_ngsl_v2 -15 4.491 3.052 2.478
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd008724_v2.fits stis_ngsl_v2 -15 8.813 7.934 7.6
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd031421_v2.fits stis_ngsl_v2 -15 4.614 3.673 3.359
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd212516_v2.fits stis_ngsl_v2 -15 9.557 8.04 7.207
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd200081_v2.fits stis_ngsl_v2 -15 8.287 7.674 7.495
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_bd-122669_v2.fits stis_ngsl_v2 -15 10.298 10.167 10.192
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd012533_v2.fits stis_ngsl_v2 -15 2.881 1.78 1.442
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd196662_v2.fits stis_ngsl_v2 -15 5.621 5.998 6.327
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd008890_v2.fits stis_ngsl_v2 -15 2.213 1.833 1.791
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd174966_v2.fits stis_ngsl_v2 -15 7.759 7.727 7.836
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd191026_v2.fits stis_ngsl_v2 -15 5.74 5.074 4.901
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd004128_v2.fits stis_ngsl_v2 -15 2.579 1.841 1.656
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd114330_v2.fits stis_ngsl_v2 -15 4.446 4.689 4.966
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd164353_v2.fits stis_ngsl_v2 -15 3.879 4.059 4.251
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd183915_v2.fits stis_ngsl_v2 -15 7.921 6.85 6.519
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd138749_v2.fits stis_ngsl_v2 -15 4.083 4.469 4.767
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd019308_v2.fits stis_ngsl_v2 -15 7.639 7.181 7.114
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd163346_v2.fits stis_ngsl_v2 -15 7.079 6.618 6.465
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd033793_v2.fits stis_ngsl_v2 -15 9.664 8.135 7.325
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_bd092860_v2.fits stis_ngsl_v2 -15 11.208 10.765 10.64
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd000358_v2.fits stis_ngsl_v2 -15 1.886 2.244 2.537
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd106516_v2.fits stis_ngsl_v2 -15 6.26 5.974 5.913
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd126661_v2.fits stis_ngsl_v2 -15 5.379 5.415 5.549
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd037828_v2.fits stis_ngsl_v2 -15 7.406 6.448 6.073
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd005916_v2.fits stis_ngsl_v2 -15 7.251 6.551 6.326
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd006755_v2.fits stis_ngsl_v2 -15 8.064 7.481 7.281
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd183324_v2.fits stis_ngsl_v2 -15 5.868 6.096 6.327
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd037216_v2.fits stis_ngsl_v2 -15 8.163 7.62 7.51
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_viwcom_v2.fits stis_ngsl_v2 -15 8.832 7.285 5.827
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd109995_v2.fits stis_ngsl_v2 -15 7.478 7.683 7.857
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd123657_v2.fits stis_ngsl_v2 -15 5.837 4.312 2.823
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd018907_v2.fits stis_ngsl_v2 -15 6.197 5.601 5.414
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd087140_v2.fits stis_ngsl_v2 -15 9.29 8.719 8.506
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd095418_v2.fits stis_ngsl_v2 -15 2.27 2.512 2.741
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd148513_v2.fits stis_ngsl_v2 -15 6.09 4.813 4.362
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd169191_v2.fits stis_ngsl_v2 -15 5.831 4.769 4.437
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd095241_v2.fits stis_ngsl_v2 -15 6.229 5.838 5.742
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd023439_v2.fits stis_ngsl_v2 -15 8.458 7.856 7.671
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_lhs10_v2.fits stis_ngsl_v2 -15 13.475 11.652 9.471
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_g260-36_v2.fits stis_ngsl_v2 -15 11.645 10.91 10.704
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd128987_v2.fits stis_ngsl_v2 -15 7.614 7.092 6.99
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd025975_v2.fits stis_ngsl_v2 -15 6.494 5.766 5.59
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd022049_v2.fits stis_ngsl_v2 -15 4.098 3.383 3.2
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd119971_v2.fits stis_ngsl_v2 -15 6.101 4.907 4.469
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd073710_v2.fits stis_ngsl_v2 -15 6.869 6.082 5.869
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd149161_v2.fits stis_ngsl_v2 -15 5.579 4.217 3.667
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd079349_v2.fits stis_ngsl_v2 -15 9.261 7.853 7.215
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd217357_v2.fits stis_ngsl_v2 -15 8.596 7.223 6.65
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd111786_v2.fits stis_ngsl_v2 -15 6.143 6.132 6.194
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd166991_v2.fits stis_ngsl_v2 -15 6.747 6.909 7.087
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd059612_v2.fits stis_ngsl_v2 -15 4.883 4.869 4.929
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd093329_v2.fits stis_ngsl_v2 -15 8.681 8.858 9.03
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd086986_v2.fits stis_ngsl_v2 -15 7.929 8.049 8.182
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd039833_v2.fits stis_ngsl_v2 -15 7.877 7.435 7.352
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_gl15b_v2.fits stis_ngsl_v2 -15 8.933 7.381 6.461
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd001461_v2.fits stis_ngsl_v2 -15 6.717 6.254 6.159
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_g18-54_v2.fits stis_ngsl_v2 -15 10.914 10.556 10.469
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd124425_v2.fits stis_ngsl_v2 -15 6.046 5.767 5.733
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd068988_v2.fits stis_ngsl_v2 -15 8.454 7.998 7.921
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd155763_v2.fits stis_ngsl_v2 -15 2.957 3.336 3.634
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd058551_v2.fits stis_ngsl_v2 -15 6.68 6.399 6.352
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd017072_v2.fits stis_ngsl_v2 -15 6.855 6.352 6.186
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd284248_v2.fits stis_ngsl_v2 -15 9.396 9.12 9.084
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd037202_v2.fits stis_ngsl_v2 -15 2.675 3.089 3.394
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd018078_v2.fits stis_ngsl_v2 -15 8.255 8.23 8.349
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_mmj6490_v2.fits stis_ngsl_v2 -15 10.857 11.039 11.235
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd126511_v2.fits stis_ngsl_v2 -15 8.665 8.105 7.974
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd079158_v2.fits stis_ngsl_v2 -15 5.107 5.469 5.781
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd110073_v2.fits stis_ngsl_v2 -15 4.507 4.842 5.151
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_cd-691618_v2.fits stis_ngsl_v2 -15 9.088 9.488 9.81
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_bd423607_v2.fits stis_ngsl_v2 -15 10.432 10.145 10.089
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd187879_v2.fits stis_ngsl_v2 -15 5.53 5.818 6.064
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd203638_v2.fits stis_ngsl_v2 -15 5.875 4.944 4.682
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_vgkcom_v2.fits stis_ngsl_v2 -15 7.569 6.036 4.523
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_mmj6476_v2.fits stis_ngsl_v2 -15 11.351 11.288 11.373
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd055496_v2.fits stis_ngsl_v2 -15 8.821 8.098 7.878
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd126614_v2.fits stis_ngsl_v2 -15 9.13 8.532 8.416
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd099648_v2.fits stis_ngsl_v2 -15 5.395 4.627 4.427
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_bd+413306_v2.fits stis_ngsl_v2 -15 9.216 8.583 8.385
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd170737_v2.fits stis_ngsl_v2 -15 8.468 7.821 7.601
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_g63-26_v2.fits stis_ngsl_v2 -15 12.403 12.108 12.075
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd076291_v2.fits stis_ngsl_v2 -15 6.222 5.316 5.035
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd345957_v2.fits stis_ngsl_v2 -15 9.091 8.722 8.609
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd078362_v2.fits stis_ngsl_v2 -15 4.725 4.594 4.673
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_bd442051_v2.fits stis_ngsl_v2 -15 9.537 8.033 7.148
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd142703_v2.fits stis_ngsl_v2 -15 6.128 6.089 6.148
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_vbnvul_v2.fits stis_ngsl_v2 -15 10.873 10.343 10.106
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd166283_v2.fits stis_ngsl_v2 -15 7.8 7.822 7.955
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd137759_v2.fits stis_ngsl_v2 -15 4.065 3.283 3.022
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd175156_v2.fits stis_ngsl_v2 -15 5.088 5.095 5.18
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd037763_v2.fits stis_ngsl_v2 -15 5.688 4.758 4.49
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd044007_v2.fits stis_ngsl_v2 -15 8.417 7.726 7.475
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd101107_v2.fits stis_ngsl_v2 -15 5.689 5.553 5.595
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd187111_v2.fits stis_ngsl_v2 -15 8.328 7.227 6.788
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd038510_v2.fits stis_ngsl_v2 -15 8.379 8.027 7.941
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd063077_v2.fits stis_ngsl_v2 -15 5.574 5.219 5.128
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd175305_v2.fits stis_ngsl_v2 -15 7.649 7.092 6.918
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd124547_v2.fits stis_ngsl_v2 -15 5.477 4.297 3.903
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd015089_v2.fits stis_ngsl_v2 -15 4.585 4.806 5.078
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd013520_v2.fits stis_ngsl_v2 -15 5.483 4.177 3.703
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd019019_v2.fits stis_ngsl_v2 -15 7.108 6.741 6.687
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd190073_v2.fits stis_ngsl_v2 -15 7.769 7.878 8.005
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd175805_v2.fits stis_ngsl_v2 -15 7.859 7.536 7.522
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd194453_v2.fits stis_ngsl_v2 -15 6.612 6.905 7.147
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd061064_v2.fits stis_ngsl_v2 -15 5.189 4.96 4.999
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd134439_v2.fits stis_ngsl_v2 -15 9.778 9.251 9.087
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd026630_v2.fits stis_ngsl_v2 -15 4.566 3.773 3.538
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd096446_v2.fits stis_ngsl_v2 -15 6.479 6.877 7.184
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_g180-24_v2.fits stis_ngsl_v2 -15 10.038 9.731 9.641
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd080607_v2.fits stis_ngsl_v2 -15 9.424 8.851 8.74
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd141795_v2.fits stis_ngsl_v2 -15 3.658 3.773 3.956
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd157244_v2.fits stis_ngsl_v2 -15 3.525 2.295 1.926
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd111515_v2.fits stis_ngsl_v2 -15 8.385 7.888 7.748
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd107582_v2.fits stis_ngsl_v2 -15 8.436 7.994 7.88
ZTFD ZTFD spectra/calspec23/bd26d2606_stis_006.fits calspec23 -15 9.862 9.58 9.502
ZTFD ZTFD spectra/calspec23/wd0308_565_stis_009.fits calspec23 -15 13.931 14.353 14.682
ZTFD ZTFD spectra/calspec23/sdss132811_stis_004.fits calspec23 -15 16.996 17.275 17.522
ZTFD ZTFD spectra/calspec23/hz21_stis_007.fits calspec23 -15 14.389 14.966 15.387
ZTFD ZTFD spectra/calspec23/gj7541a_stis_004.fits calspec23 -15 12.219 12.398 12.607
ZTFD ZTFD spectra/calspec23/ngc6681_3_stis_002.fits calspec23 -15 16.662 nan nan
ZTFD ZTFD spectra/calspec23/16cygb_stis_004.fits calspec23 -15 6.482 6.021 5.919
ZTFD ZTFD spectra/calspec23/hd38949_stis_007.fits calspec23 -15 8.001 7.626 7.557
ZTFD ZTFD spectra/calspec23/hd115169_stis_003.fits calspec23 -15 9.491 9.047 8.941
ZTFD ZTFD spectra/calspec23/feige34_stis_006.fits calspec23 -15 10.868 11.453 11.834
ZTFD ZTFD spectra/calspec23/18sco_stis_005.fits calspec23 -15 5.729 5.294 5.195
ZTFD ZTFD spectra/calspec23/ngc6681_9_stis_002.fits calspec23 -15 15.722 nan nan
ZTFD ZTFD spectra/calspec23/hd209458_stisnic_008.fits calspec23 -15 7.843 7.494 7.437
ZTFD ZTFD spectra/calspec23/wd0320_539_stis_005.fits calspec23 -15 14.688 15.224 15.629
ZTFD ZTFD spectra/calspec23/mucol_stis_007.fits calspec23 -15 4.875 5.414 5.812
ZTFD ZTFD spectra/calspec23/ngc6681_12_stis_002.fits calspec23 -15 16.987 nan nan
ZTFD ZTFD spectra/calspec23/hz43_stis_005.fits calspec23 -15 12.628 13.2 13.615
ZTFD ZTFD spectra/calspec23/hd101452_stis_003.fits calspec23 -15 7.574 7.519 7.6
ZTFD ZTFD spectra/calspec23/ngc2506g31_stis_003.fits calspec23 -15 18.205 17.696 17.565
ZTFD ZTFD spectra/calspec23/hd158485_stis_005.fits calspec23 -15 6.434 6.568 6.731
ZTFD ZTFD spectra/calspec23/ksi2ceti_stis_006.fits calspec23 -15 4.11 4.441 4.709
ZTFD ZTFD spectra/calspec23/hd37962_stis_010.fits calspec23 -15 8.087 7.646 7.542
ZTFD ZTFD spectra/calspec23/ngc6681_10_stis_002.fits calspec23 -15 18.143 nan nan
ZTFD ZTFD spectra/calspec23/hd116405_stis_006.fits calspec23 -15 8.154 8.493 8.768
ZTFD ZTFD spectra/calspec23/hd009051_stis_007.fits calspec23 -15 9.293 8.64 8.395
ZTFD ZTFD spectra/calspec23/ngc6681_4_stis_002.fits calspec23 -15 15.868 nan nan
ZTFD ZTFD spectra/calspec23/hd55677_stis_004.fits calspec23 -15 9.367 9.551 9.734
ZTFD ZTFD spectra/calspec23/feige110_stisnic_008.fits calspec23 -15 11.545 12.115 12.526
ZTFD ZTFD spectra/calspec23/hd185975_stis_007.fits calspec23 -15 8.367 7.889 7.777
ZTFD ZTFD spectra/calspec23/hd200654_stis_007.fits calspec23 -15 9.353 8.861 8.668
ZTFD ZTFD spectra/calspec23/hz44_stis_006.fits calspec23 -15 11.379 11.942 12.366
