survey version standard standard_catagory shift SDSS-G SDSS-R SDSS-I SDSS-Z SDSS-g SDSS-r SDSS-i SDSS-z 
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd143107_v2.fits stis_ngsl_v2 25 4.7799 3.8029 3.4956 3.3097 4.7456 3.8029 3.4956 3.3097
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g202-65_v2.fits stis_ngsl_v2 25 11.629 11.5355 11.5759 11.6401 11.6223 11.5355 11.5759 11.6401
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd204543_v2.fits stis_ngsl_v2 25 8.7752 8.0376 7.761 7.6151 8.7505 8.0376 7.761 7.6151
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd172230_v2.fits stis_ngsl_v2 25 7.2029 7.1829 7.2692 7.3332 7.197 7.1829 7.2692 7.3332
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd160922_v2.fits stis_ngsl_v2 25 4.9078 4.6745 4.6503 4.6836 4.897 4.6745 4.6503 4.6836
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd082395_v2.fits stis_ngsl_v2 25 5.4613 4.6493 4.4137 4.283 5.4324 4.6493 4.4137 4.283
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g262-14_v2.fits stis_ngsl_v2 25 11.8442 11.2154 10.9857 10.8725 11.8231 11.2154 10.9857 10.8725
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd026297_v2.fits stis_ngsl_v2 25 8.023 7.0943 6.7347 6.5408 7.9928 7.0943 6.7347 6.5408
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd110885_v2.fits stis_ngsl_v2 25 9.4427 9.0003 8.8573 8.8106 9.4274 9.0003 8.8573 8.8106
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd201377_v2.fits stis_ngsl_v2 25 6.6544 6.7269 6.845 6.9618 6.6516 6.7269 6.845 6.9618
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g13-35_v2.fits stis_ngsl_v2 25 9.8276 9.5505 9.4769 9.4757 9.8176 9.5505 9.4769 9.4757
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd050420_v2.fits stis_ngsl_v2 25 6.2331 6.1129 6.1263 6.1545 6.2262 6.1129 6.1263 6.1545
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd206778_v2.fits stis_ngsl_v2 25 3.2257 1.9421 1.542 1.3158 3.1822 1.9421 1.542 1.3158
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g188-22_v2.fits stis_ngsl_v2 25 10.277 9.9531 9.8717 9.8724 10.2651 9.9531 9.8717 9.8724
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd093813_v2.fits stis_ngsl_v2 25 3.7005 2.7086 2.3789 2.1883 3.6657 2.7086 2.3789 2.1883
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd175865_v2.fits stis_ngsl_v2 25 4.7376 3.3199 1.6408 0.7848 4.6882 3.3199 1.6408 0.7848
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd006734_v2.fits stis_ngsl_v2 25 6.8352 6.1786 5.9719 5.8838 6.8119 6.1786 5.9719 5.8838
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd038237_v2.fits stis_ngsl_v2 25 7.1355 7.2146 7.351 7.4615 7.1322 7.2146 7.351 7.4615
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd072184_v2.fits stis_ngsl_v2 25 6.4086 5.5335 5.2791 5.1267 6.3774 5.5335 5.2791 5.1267
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd052089_v2.fits stis_ngsl_v2 25 1.2947 1.729 2.0206 2.2942 1.3034 1.729 2.0206 2.2942
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd086322_v2.fits stis_ngsl_v2 25 7.3769 6.5737 6.3205 6.1855 7.3488 6.5737 6.3205 6.1855
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd137909_v2.fits stis_ngsl_v2 25 3.8238 3.8244 3.9782 4.1088 3.8182 3.8244 3.9782 4.1088
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd173158_v2.fits stis_ngsl_v2 25 8.7472 7.3575 6.8196 6.449 8.7034 7.3575 6.8196 6.449
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd121146_v2.fits stis_ngsl_v2 25 6.9594 5.9836 5.6662 5.479 6.9257 5.9836 5.6662 5.479
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd+75d325_v2.fits stis_ngsl_v2 25 9.24 9.7788 10.1746 10.5194 9.2524 9.7788 10.1746 10.5194
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd017361_v2.fits stis_ngsl_v2 25 5.0398 4.1658 3.9024 3.7576 5.0089 4.1658 3.9024 3.7576
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd592723_v2.fits stis_ngsl_v2 25 10.6578 10.3494 10.2604 10.2523 10.647 10.3494 10.2604 10.2523
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd166229_v2.fits stis_ngsl_v2 25 6.0345 5.1376 4.8688 4.6997 6.0023 5.1376 4.8688 4.6997
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd164967_v2.fits stis_ngsl_v2 25 7.1587 7.2644 7.3967 7.4998 7.1572 7.2644 7.3967 7.4998
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd224926_v2.fits stis_ngsl_v2 25 4.9294 5.2685 5.5441 5.7716 4.9353 5.2685 5.5441 5.7716
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_cd-259286_v2.fits stis_ngsl_v2 25 11.1561 10.8367 10.7584 10.7337 11.145 10.8367 10.7584 10.7337
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd071160_v2.fits stis_ngsl_v2 25 8.7238 7.4725 7.0036 6.7088 8.6815 7.4725 7.0036 6.7088
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd106304_v2.fits stis_ngsl_v2 25 8.9432 9.1615 9.3627 9.4722 8.945 9.1615 9.3627 9.4722
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g187-40_v2.fits stis_ngsl_v2 25 10.7706 10.423 10.3359 10.3285 10.7573 10.423 10.3359 10.3285
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd019787_v2.fits stis_ngsl_v2 25 4.8149 4.0238 3.7981 3.6855 4.7866 4.0238 3.7981 3.6855
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g231-52_v2.fits stis_ngsl_v2 25 10.706 10.2666 10.1328 10.0897 10.6906 10.2666 10.1328 10.0897
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd141851_v2.fits stis_ngsl_v2 25 5.0715 5.1719 5.3132 5.4443 5.07 5.1719 5.3132 5.4443
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd082734_v2.fits stis_ngsl_v2 25 5.4657 4.7039 4.4985 4.3862 5.4377 4.7039 4.4985 4.3862
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd163641_v2.fits stis_ngsl_v2 25 6.1514 6.3688 6.5709 6.7037 6.1537 6.3688 6.5709 6.7037
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd176232_v2.fits stis_ngsl_v2 25 6.0472 6.0567 6.1898 6.3017 6.0419 6.0567 6.1898 6.3017
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd005256_v2.fits stis_ngsl_v2 25 9.0785 8.524 8.3632 8.2862 9.0584 8.524 8.3632 8.2862
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd003712_v2.fits stis_ngsl_v2 25 3.1688 2.4027 2.1637 1.9926 3.1386 2.4027 2.1637 1.9926
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd101013_v2.fits stis_ngsl_v2 25 6.5913 5.8179 5.609 5.4819 6.5619 5.8179 5.609 5.4819
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd109387_v2.fits stis_ngsl_v2 25 3.6367 3.9005 4.1025 4.3052 3.6421 3.9005 4.1025 4.3052
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd118055_v2.fits stis_ngsl_v2 25 9.5265 8.4536 8.0129 7.7583 9.4924 8.4536 8.0129 7.7583
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd194093_v2.fits stis_ngsl_v2 25 2.4775 2.0661 1.9768 1.9341 2.4605 2.0661 1.9768 1.9341
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd191277_v2.fits stis_ngsl_v2 25 5.9819 5.0148 4.7181 4.5381 5.9482 5.0148 4.7181 4.5381
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd010380_v2.fits stis_ngsl_v2 25 5.1259 3.9861 3.5905 3.3588 5.0871 3.9861 3.5905 3.3588
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd034816_v2.fits stis_ngsl_v2 25 4.0309 4.5213 4.8811 5.1892 4.0406 4.5213 4.8811 5.1892
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd000319_v2.fits stis_ngsl_v2 25 5.8798 5.9939 6.1337 6.2435 5.8779 5.9939 6.1337 6.2435
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd105452_v2.fits stis_ngsl_v2 25 4.0743 3.9628 3.9981 4.0591 4.0667 3.9628 3.9981 4.0591
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd111464_v2.fits stis_ngsl_v2 25 7.3049 6.1139 5.6721 5.3807 7.2652 6.1139 5.6721 5.3807
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd019656_v2.fits stis_ngsl_v2 25 5.1721 4.3081 4.0627 3.928 5.1414 4.3081 4.0627 3.928
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd058343_v2.fits stis_ngsl_v2 25 4.937 5.131 5.322 5.4978 4.9397 5.131 5.322 5.4978
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd138716_v2.fits stis_ngsl_v2 25 5.176 4.3916 4.1817 4.0701 5.1483 4.3916 4.1817 4.0701
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd196426_v2.fits stis_ngsl_v2 25 6.0366 6.363 6.6151 6.7958 6.0417 6.363 6.6151 6.7958
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd020630_v2.fits stis_ngsl_v2 25 5.138 4.6677 4.5416 4.5089 5.1206 4.6677 4.5416 4.5089
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g192-43_v2.fits stis_ngsl_v2 25 10.4993 10.2354 10.1965 10.2158 10.489 10.2354 10.1965 10.2158
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd055057_v2.fits stis_ngsl_v2 25 5.4778 5.3953 5.4492 5.5121 5.4711 5.3953 5.4492 5.5121
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g17-25_v2.fits stis_ngsl_v2 25 9.9706 9.3943 9.2027 9.1111 9.9507 9.3943 9.2027 9.1111
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd193281_v2.fits stis_ngsl_v2 25 6.6719 6.8025 6.9446 7.039 6.671 6.8025 6.9446 7.039
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd134440_v2.fits stis_ngsl_v2 25 9.8441 9.1371 8.9004 8.7858 9.8212 9.1371 8.9004 8.7858
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd036960_v2.fits stis_ngsl_v2 25 4.4918 4.9691 5.3199 5.6218 4.5011 4.9691 5.3199 5.6218
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd041661_v2.fits stis_ngsl_v2 25 7.6199 7.3504 7.3282 7.367 7.6087 7.3504 7.3282 7.367
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd720094_v2.fits stis_ngsl_v2 25 10.0975 9.8325 9.7599 9.7689 10.0876 9.8325 9.7599 9.7689
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd094028_v2.fits stis_ngsl_v2 25 8.3962 8.0796 7.9984 7.9958 8.3849 8.0796 7.9984 7.9958
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd006229_v2.fits stis_ngsl_v2 25 8.9303 8.3767 8.1735 8.0666 8.9111 8.3767 8.1735 8.0666
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd122064_v2.fits stis_ngsl_v2 25 6.9951 6.1095 5.8595 5.7387 6.9656 6.1095 5.8595 5.7387
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd102780_v2.fits stis_ngsl_v2 25 9.0477 7.6503 6.9857 6.5998 8.9997 7.6503 6.9857 6.5998
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd128000_v2.fits stis_ngsl_v2 25 6.5147 5.2044 4.6713 4.3689 6.4702 5.2044 4.6713 4.3689
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd170973_v2.fits stis_ngsl_v2 25 6.2874 6.5122 6.7419 6.9077 6.2906 6.5122 6.7419 6.9077
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd142091_v2.fits stis_ngsl_v2 25 5.2661 4.4756 4.2498 4.1407 5.2383 4.4756 4.2498 4.1407
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd021742_v2.fits stis_ngsl_v2 25 8.39 7.7611 7.6063 7.5403 8.3667 7.7611 7.6063 7.5403
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd090862_v2.fits stis_ngsl_v2 25 9.3605 8.1277 7.6426 7.3514 9.3184 8.1277 7.6426 7.3514
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd017081_v2.fits stis_ngsl_v2 25 4.0389 4.3922 4.6656 4.8688 4.045 4.3922 4.6656 4.8688
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd224801_v2.fits stis_ngsl_v2 25 6.248 6.5002 6.7359 6.9297 6.252 6.5002 6.7359 6.9297
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd167105_v2.fits stis_ngsl_v2 25 9.0066 9.2291 9.4596 9.5815 9.0081 9.2291 9.4596 9.5815
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd019445_v2.fits stis_ngsl_v2 25 8.213 7.9059 7.8129 7.8083 8.2021 7.9059 7.8129 7.8083
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd047839_v2.fits stis_ngsl_v2 25 4.4204 4.9017 5.2517 5.5564 4.4296 4.9017 5.2517 5.5564
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd072505_v2.fits stis_ngsl_v2 25 6.8179 5.8791 5.5997 5.4305 6.7845 5.8791 5.5997 5.4305
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd193495_v2.fits stis_ngsl_v2 25 3.4491 2.8335 2.626 2.5035 3.4284 2.8335 2.626 2.5035
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd292091_v2.fits stis_ngsl_v2 25 10.5085 10.1614 10.0708 10.0606 10.4961 10.1614 10.0708 10.0606
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd018769_v2.fits stis_ngsl_v2 25 5.8697 5.9631 6.1146 6.2536 5.8672 5.9631 6.1146 6.2536
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd660268_v2.fits stis_ngsl_v2 25 10.3462 9.9264 9.7861 9.7156 10.3308 9.9264 9.7861 9.7156
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g234-28_v2.fits stis_ngsl_v2 25 11.2941 10.9783 10.9066 10.9202 11.2826 10.9783 10.9066 10.9202
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd190360_v2.fits stis_ngsl_v2 25 6.0887 5.5679 5.4453 5.3972 6.0684 5.5679 5.4453 5.3972
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd132475_v2.fits stis_ngsl_v2 25 8.7905 8.4035 8.2669 8.2223 8.7775 8.4035 8.2669 8.2223
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd195434_v2.fits stis_ngsl_v2 25 9.7403 8.9881 8.7114 8.5549 9.716 8.9881 8.7114 8.5549
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd185351_v2.fits stis_ngsl_v2 25 5.6057 4.8968 4.701 4.613 5.5801 4.8968 4.701 4.613
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd029574_v2.fits stis_ngsl_v2 25 9.0663 7.8498 7.3319 7.0163 9.0288 7.8498 7.3319 7.0163
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g196-48_v2.fits stis_ngsl_v2 25 10.5574 10.192 10.0859 10.0666 10.5445 10.192 10.0859 10.0666
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g114-26_v2.fits stis_ngsl_v2 25 9.8396 9.5175 9.4278 9.4181 9.8283 9.5175 9.4278 9.4181
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g019-013_v2.fits stis_ngsl_v2 25 8.3156 7.2339 6.8506 6.6407 8.282 7.2339 6.8506 6.6407
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd160346_v2.fits stis_ngsl_v2 25 6.9738 6.1758 5.916 5.78 6.947 6.1758 5.916 5.78
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd003360_v2.fits stis_ngsl_v2 25 3.4262 3.8607 4.1789 4.4472 3.4347 3.8607 4.1789 4.4472
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd074088_v2.fits stis_ngsl_v2 25 7.5733 6.1506 5.5532 5.1714 7.5265 6.1506 5.5532 5.1714
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd078479_v2.fits stis_ngsl_v2 25 7.7728 6.8042 6.517 6.3411 7.7384 6.8042 6.517 6.3411
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd174708_v2.fits stis_ngsl_v2 25 9.6804 9.4114 9.3596 9.3728 9.6699 9.4114 9.3596 9.3728
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd188262_v2.fits stis_ngsl_v2 25 8.1021 7.4311 7.2111 7.0709 8.081 7.4311 7.2111 7.0709
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd+381670_v2.fits stis_ngsl_v2 25 9.692 9.2496 9.1003 9.0248 9.6756 9.2496 9.1003 9.0248
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd065714_v2.fits stis_ngsl_v2 25 6.3347 5.5751 5.3581 5.2481 6.3071 5.5751 5.3581 5.2481
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd201601_v2.fits stis_ngsl_v2 25 4.7691 4.723 4.8227 4.9426 4.7622 4.723 4.8227 4.9426
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd164058_v2.fits stis_ngsl_v2 25 3.0196 1.7368 1.2052 0.8975 2.9755 1.7368 1.2052 0.8975
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd034078_v2.fits stis_ngsl_v2 25 6.0562 5.9295 5.9378 5.9925 6.0517 5.9295 5.9378 5.9925
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd115617_v2.fits stis_ngsl_v2 25 5.0412 4.521 4.3881 4.3571 5.0223 4.521 4.3881 4.3571
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd036702_v2.fits stis_ngsl_v2 25 8.9506 7.932 7.5386 7.3164 8.9179 7.932 7.5386 7.3164
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g021-024_v2.fits stis_ngsl_v2 25 9.5534 8.3189 7.8799 7.651 9.5156 8.3189 7.8799 7.651
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd063791_v2.fits stis_ngsl_v2 25 8.339 7.5998 7.3116 7.1603 8.3148 7.5998 7.3116 7.1603
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd215665_v2.fits stis_ngsl_v2 25 4.4688 3.6601 3.4232 3.2929 4.4395 3.6601 3.4232 3.2929
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd097633_v2.fits stis_ngsl_v2 25 3.1822 3.433 3.6422 3.7742 3.1847 3.433 3.6422 3.7742
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd112413_v2.fits stis_ngsl_v2 25 2.7334 3.0545 3.3157 3.5156 2.739 3.0545 3.3157 3.5156
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd200905_v2.fits stis_ngsl_v2 25 4.5355 3.152 2.5821 2.2565 4.4883 3.152 2.5821 2.2565
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd008724_v2.fits stis_ngsl_v2 25 8.8406 7.9976 7.6618 7.4725 8.8137 7.9976 7.6618 7.4725
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd031421_v2.fits stis_ngsl_v2 25 4.6456 3.7337 3.4183 3.2378 4.6132 3.7337 3.4183 3.2378
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd212516_v2.fits stis_ngsl_v2 25 9.6104 8.1688 7.3593 6.9075 9.5603 8.1688 7.3593 6.9075
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd200081_v2.fits stis_ngsl_v2 25 8.3122 7.7148 7.5283 7.4402 8.2912 7.7148 7.5283 7.4402
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd-122669_v2.fits stis_ngsl_v2 25 10.3145 10.1758 10.1886 10.2602 10.3076 10.1758 10.1886 10.2602
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd012533_v2.fits stis_ngsl_v2 25 2.9167 1.8439 1.5074 1.2944 2.8775 1.8439 1.5074 1.2944
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd196662_v2.fits stis_ngsl_v2 25 5.6261 5.968 6.2716 6.5 5.6316 5.968 6.2716 6.5
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd008890_v2.fits stis_ngsl_v2 25 2.2364 1.8551 1.7969 1.8024 2.2206 1.8551 1.7969 1.8024
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd174966_v2.fits stis_ngsl_v2 25 7.7757 7.727 7.8167 7.912 7.7699 7.727 7.8167 7.912
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd191026_v2.fits stis_ngsl_v2 25 5.7665 5.1138 4.9339 4.8526 5.743 5.1138 4.9339 4.8526
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd004128_v2.fits stis_ngsl_v2 25 2.607 1.8814 1.692 1.5892 2.5795 1.8814 1.692 1.5892
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd114330_v2.fits stis_ngsl_v2 25 4.4545 4.6657 4.9198 5.081 4.4572 4.6657 4.9198 5.081
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd164353_v2.fits stis_ngsl_v2 25 3.8856 4.0452 4.2201 4.3508 3.8879 4.0452 4.2201 4.3508
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd183915_v2.fits stis_ngsl_v2 25 7.9532 6.9127 6.5842 6.3704 7.9163 6.9127 6.5842 6.3704
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd138749_v2.fits stis_ngsl_v2 25 4.0873 4.443 4.716 4.9345 4.0936 4.443 4.716 4.9345
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd019308_v2.fits stis_ngsl_v2 25 7.662 7.2061 7.1249 7.1321 7.6446 7.2061 7.1249 7.1321
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd163346_v2.fits stis_ngsl_v2 25 7.1007 6.654 6.4948 6.4117 7.0866 6.654 6.4948 6.4117
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd033793_v2.fits stis_ngsl_v2 25 9.7142 8.224 7.479 7.0523 9.6679 8.224 7.479 7.0523
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd092860_v2.fits stis_ngsl_v2 25 11.2287 10.7965 10.6646 10.6048 11.2137 10.7965 10.6646 10.6048
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd000358_v2.fits stis_ngsl_v2 25 1.8915 2.219 2.486 2.6991 1.8969 2.219 2.486 2.6991
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd106516_v2.fits stis_ngsl_v2 25 6.2785 5.9973 5.924 5.9358 6.2677 5.9973 5.924 5.9358
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd126661_v2.fits stis_ngsl_v2 25 5.396 5.4109 5.5269 5.6144 5.3909 5.4109 5.5269 5.6144
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd037828_v2.fits stis_ngsl_v2 25 7.4362 6.5181 6.1427 5.9214 7.4057 6.5181 6.1427 5.9214
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd005916_v2.fits stis_ngsl_v2 25 7.2761 6.5975 6.3692 6.2492 7.2523 6.5975 6.3692 6.2492
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd006755_v2.fits stis_ngsl_v2 25 8.0862 7.5237 7.3177 7.2267 8.0672 7.5237 7.3177 7.2267
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd183324_v2.fits stis_ngsl_v2 25 5.8823 6.0781 6.2885 6.4379 5.882 6.0781 6.2885 6.4379
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd037216_v2.fits stis_ngsl_v2 25 8.1875 7.6509 7.5303 7.4965 8.1672 7.6509 7.5303 7.4965
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_viwcom_v2.fits stis_ngsl_v2 25 8.893 7.5074 6.0655 5.3544 8.8417 7.5074 6.0655 5.3544
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd109995_v2.fits stis_ngsl_v2 25 7.4903 7.6718 7.8298 7.9166 7.4907 7.6718 7.8298 7.9166
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd123657_v2.fits stis_ngsl_v2 25 5.8993 4.536 3.0683 2.3342 5.8482 4.536 3.0683 2.3342
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd018907_v2.fits stis_ngsl_v2 25 6.2228 5.6411 5.4514 5.3503 6.2014 5.6411 5.4514 5.3503
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd087140_v2.fits stis_ngsl_v2 25 9.312 8.7634 8.5456 8.4521 9.2941 8.7634 8.5456 8.4521
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd095418_v2.fits stis_ngsl_v2 25 2.2804 2.4956 2.6988 2.8658 2.2831 2.4956 2.6988 2.8658
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd148513_v2.fits stis_ngsl_v2 25 6.1316 4.8931 4.4487 4.1563 6.0892 4.8931 4.4487 4.1563
